50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.118708,,,,,,,,,,,,0cee9911-b675-4dc6-9f55-6d4bf0f0df78,498,,"[100.6, 44.7]",3890495,9,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Robert Lewandowski,5668.0,Center Forward,15,Bayern Munich,169,['5f356c70-7650-4ba0-9ac4-6f08dfc501f2'],3,,Right Foot,"[120.0, 36.4, 1.3]",True,"[{'location': [104.9, 51.3], 'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.7, 42.7], 'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 40.9], 'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.1, 35.5], 'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 25.1], 'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [95.9, 38.7], 'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.7, 47.4], 'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.6, 33.2], 'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.7, 19.3], 'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.4, 40.7], 'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 7.2], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [83.8, 49.0], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [91.0, 34.1], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.4, 65.8], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 34.3], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Goal,0.09116792,Normal,Open Play,,,,Bayern Munich,169,00:09:03.261,Shot,
,,,,,,,,,,,,,,,,,,1.009776,,,,,,,,,,,,95199cc5-d796-4779-9ea3-c88ef41cb63d,1113,,"[95.5, 61.9]",3890495,22,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Douglas Costa de Souza,5837.0,Left Midfield,37,Bayern Munich,169,['e8535271-78ff-43c5-a62f-d3fffce40515'],52,,Left Foot,"[120.0, 45.2, 0.7]",,"[{'location': [106.2, 41.7], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.5, 39.3], 'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 40.1], 'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.1, 53.6], 'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.3, 43.2], 'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.1, 50.1], 'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.9, 43.1], 'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 32.6], 'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 35.2], 'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 37.5], 'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.4, 54.2], 'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.7, 54.9], 'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.7, 34.0], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [93.9, 43.3], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.7, 36.4], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.7, 41.7], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.8, 31.7], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.6, 60.1], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.4, 64.0], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,Off T,0.009188422,Normal,Free Kick,,,,Bayern Munich,169,00:22:52.503,Shot,
,,,,,,,,,,,,,,,,,,1.292018,,,,,,,,,,,,35fbbc55-903e-40de-9dba-040948109d1f,2083,,"[88.7, 27.3]",3890495,42,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marcel Risse,8823.0,Right Wing,68,FC Köln,186,['811e11e9-e9e6-4c1a-bf72-4cf4f4ade6cf'],4,,Right Foot,"[120.0, 43.5, 4.8]",,"[{'location': [118.6, 40.9], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 56.8], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.3, 42.4], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.4, 49.2], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.7, 43.8], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.5, 52.0], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.8, 39.9], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.1, 39.8], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.6, 31.4], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.7, 30.5], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 27.8], 'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.1, 58.4], 'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [100.6, 53.6], 'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.8, 47.9], 'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [100.7, 41.9], 'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.2, 38.6], 'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.3, 25.4], 'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,Off T,0.012827631,Normal,Free Kick,,,,FC Köln,186,00:42:04.514,Shot,
,,,,,,,,,,,,,,,,,,1.926996,,,,,,,,,,,,4ce0e12c-2e20-4d3b-a8d8-a8bf9921b386,2143,,"[109.4, 31.3]",3890495,43,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,70,Bayern Munich,169,"['3a9d319f-24c5-49c1-89b9-5638db95d270', 'e3ed1b27-0963-4c3f-8f69-1bc09e953ad9']",58,True,Head,"[115.3, 38.8]",,"[{'location': [119.3, 37.7], 'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.8, 61.8], 'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.6, 49.8], 'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 40.4], 'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.1, 50.2], 'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 38.3], 'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.6, 31.0], 'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [99.0, 39.1], 'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.9, 59.6], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.2, 52.1], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.5, 35.8], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",28a2d7e9-c139-40d3-a63e-83459607c53a,Wayward,0.043362435,Normal,Open Play,,,,Bayern Munich,169,00:43:58.047,Shot,True
,,,,,,,,,,,,,,,,,,0.871557,,,,,,,,,,,,6a5016c3-f5d9-45f6-bb3d-d35bf8b1650b,2379,,"[100.0, 28.2]",3890495,49,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leonardo Bittencourt,8826.0,Left Wing,84,FC Köln,186,"['59c42fae-3959-4c84-9c88-cde668f2d58e', '9cfda32e-7188-44f7-821c-f16a0810f7be']",30,,Left Foot,"[117.4, 36.9, 1.7]",True,"[{'location': [94.7, 38.7], 'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.0, 37.2], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 39.5], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 25.6], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 28.5], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.4, 30.0], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 21.3], 'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.3, 47.0], 'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",f254e617-e3ae-4dc4-aaa8-95e815e97003,Saved,0.06067561,Normal,Open Play,,,,FC Köln,186,00:04:30.826,Shot,True
,,,,,,,,,,,,,,,,,,0.774185,,,,,,,,,,,,d224d53b-0a9e-4f1f-82a5-6cbca5f7ee49,2895,,"[103.0, 38.2]",3890495,61,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Robert Lewandowski,5668.0,Center Forward,101,Bayern Munich,169,['57ea40e2-8d25-44d7-b848-d7b7f83317c7'],28,,Right Foot,"[120.0, 45.3, 4.7]",,"[{'location': [113.6, 40.2], 'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 56.7], 'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [88.8, 29.1], 'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.2, 39.6], 'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 46.7], 'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 40.2], 'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 43.4], 'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.9, 38.2], 'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [85.4, 28.4], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.3, 35.0], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.8, 51.2], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.3, 60.4], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",098a5c68-7ec8-47e9-bba8-2800bb5b1492,Off T,0.07783466,Normal,Open Play,,,,Bayern Munich,169,00:16:28.954,Shot,
,,,,,,,,,,,,,,,,,,1.087056,,,,,,,,,,,,2e400b7b-1fae-4bea-ae27-4caa81c88a66,2977,,"[89.0, 38.7]",3890495,64,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcel Risse,8823.0,Right Wing,105,FC Köln,186,['f1d20152-5038-424f-a6cc-fbb8e89a5267'],24,,Right Foot,"[120.0, 34.6, 4.3]",,"[{'location': [101.3, 35.3], 'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.3, 37.1], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 38.2], 'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 39.2], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.7, 43.1], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 44.2], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.4, 41.7], 'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.3, 36.3], 'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.6, 29.6], 'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.3, 46.9], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.8, 44.3], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.6, 48.6], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 31.4], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.7, 40.6], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.0, 56.1], 'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [87.9, 41.6], 'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,Off T,0.032855783,Normal,Free Kick,,,,FC Köln,186,00:19:24.740,Shot,
,,,,,,,,,,,,,,,,,,0.16646,,,,,,,,,,,,63a66e50-5257-4571-bff1-18af2fb09cf3,3317,,"[105.1, 39.9]",3890495,73,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anthony Modeste,23486.0,Left Center Forward,122,FC Köln,186,"['2a277bfb-dad2-4008-8c42-1849181ccadd', '626bcb85-4571-41eb-bb50-6bfa3f965caa']",33,,Right Foot,"[107.2, 40.2]",,"[{'location': [107.2, 38.9], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 47.9], 'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.8, 40.4], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 35.9], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 30.7], 'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Blocked,0.16455317,Normal,Open Play,,,,FC Köln,186,00:28:33.264,Shot,
,,,,,,,,,,,,,,,,,,1.335999,,,,,,,,,,,,a2bf581e-770a-48be-805c-ec1ef39d9efe,3466,,"[114.4, 56.7]",3890495,76,,,True,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leonardo Bittencourt,8826.0,Left Midfield,128,FC Köln,186,['62997860-1049-4f87-9347-96f60abce4d6'],44,,Right Foot,"[120.0, 21.1]",True,"[{'location': [118.9, 44.2], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.1, 54.3], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 61.7], 'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.6, 56.7], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 45.2], 'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.7, 40.5], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 38.5], 'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 53.7], 'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.2, 37.3], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.6, 43.4], 'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.7, 60.0], 'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.9, 42.1], 'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",c8c963bd-7273-440f-8650-3b84baafe3d2,Wayward,0.0096809855,Half Volley,Open Play,,,,FC Köln,186,00:31:44.584,Shot,
,,,,,,,,,,,,,,,,,,0.615812,,,,,,,,,,,,7f6bebb5-5a88-473d-916a-7d6dc0364b6b,3795,,"[102.9, 53.2]",3890495,86,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Robert Lewandowski,5668.0,Center Forward,144,Bayern Munich,169,['1a4f3670-2e48-40fe-ac8e-a9d3561b5e58'],15,,Right Foot,"[115.9, 41.0, 0.2]",,"[{'location': [90.5, 41.5], 'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.9, 54.8], 'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 40.7], 'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 35.4], 'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.1, 42.6], 'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 64.3], 'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.8, 39.6], 'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [103.1, 50.8], 'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",81bb1223-7fb1-4ee9-a684-1b71dada7a87,Saved,0.070477635,Normal,Open Play,,,,Bayern Munich,169,00:41:15.495,Shot,
