50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.334014,,,,,,,,,,699c6a82-22c0-4dc7-ac4d-cd1e56f21ccf,125,,,"[105.8, 56.5]",3890502,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Karim Bellarabi,8213.0,Right Wing,10,Bayer Leverkusen,904,"['3270e2e0-82ac-447e-9d52-4dfb0d700f4a', '5695b595-517b-47a0-b850-7b75c4de880c']",48,,Right Foot,"[112.2, 42.2]",,"[{'location': [117.7, 44.1], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 55.3], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 47.4], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 41.7], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.3, 56.6], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.1, 49.6], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 31.8], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.2, 22.8], 'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.5, 42.8], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.6, 62.7], 'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",179652e0-57bf-430d-81b7-4cde46ccd580,,Wayward,0.04006506,Normal,Open Play,,,,Bayer Leverkusen,904,00:02:48.783,Shot,True
,,,,,,,,,,,,,,,0.871234,,,,,,,,,,0a224a9b-4202-4a4b-a04f-c5a139f2df83,278,,,"[82.2, 45.1]",3890502,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Karim Bellarabi,8213.0,Right Wing,18,Bayer Leverkusen,904,"['df0591bc-c993-4105-9588-5d16142113bd', 'fd75f838-2bd3-4ba3-9233-406afc2c6547']",24,,Right Foot,"[120.0, 29.3, 0.2]",,"[{'location': [118.7, 39.1], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.2, 47.5], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.6, 38.2], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.9, 45.6], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.7, 30.6], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.1, 23.0], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.0, 43.3], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [78.4, 46.3], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [86.4, 21.4], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [73.2, 18.8], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [77.9, 34.5], 'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [93.5, 13.0], 'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [84.4, 30.1], 'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.4, 34.6], 'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.7, 46.7], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c549f109-5d65-4cf9-89de-05d45aff2836,,Off T,0.006230113,Normal,Open Play,,,,Bayer Leverkusen,904,00:05:24.329,Shot,True
,,,,,,,,,,,,,,,0.488316,,,,,,,,,,2ba4a939-3e29-4ced-8257-4999bfb7cb66,336,,,"[104.3, 24.7]",3890502,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Maximilian Arnold,8235.0,Left Defensive Midfield,20,Wolfsburg,179,"['c583920b-24cd-4635-a190-ffb86aba521c', 'f64d00cf-c389-44f0-b0ce-f8f963e7a07b']",55,,Left Foot,"[112.8, 34.6]",True,"[{'location': [86.8, 5.8], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.7, 41.6], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.2, 16.5], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.3, 4.7], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.2, 36.7], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 41.1], 'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.3, 27.0], 'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.1, 26.8], 'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 9.8], 'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.1, 6.5], 'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.1, 16.2], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 21.2], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.7, 34.9], 'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",b8c38bbf-87a5-4a62-8cf7-95f6ef3e282e,,Blocked,0.03595853,Normal,Open Play,,,,Wolfsburg,179,00:06:55.471,Shot,
,,,,,,,,,,,,,,,0.038349,,,,,,,,,,fd69ee65-d22f-4969-a957-6db2b8a6bb57,431,,,"[107.3, 56.5]",3890502,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Karim Bellarabi,8213.0,Right Wing,24,Bayer Leverkusen,904,"['32d984d0-2cea-4f27-bf4e-5ef8d9195692', 'd6721a31-2310-4f87-be0f-397ab4eac6fc']",1,,Right Foot,"[109.4, 54.1]",,"[{'location': [118.1, 44.2], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.3, 54.1], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 47.5], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 35.0], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 47.6], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.3, 39.9], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 41.1], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.2, 28.8], 'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.3, 42.2], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",ce0eba47-8a7d-4ce4-9b27-947d5f5bd0ca,,Blocked,0.02940964,Normal,Open Play,,,,Bayer Leverkusen,904,00:09:01.655,Shot,
,,,,,,,,,,,,,,,0.085455,,,,,,,,,,72a2646d-1037-4402-a03f-2e46f49bc89e,1010,,,"[103.1, 45.2]",3890502,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Max Kruse,8386.0,Center Forward,52,Wolfsburg,179,"['897d3d38-c808-49fe-8d5f-08cbdba03b95', 'cc672783-d8f8-4b30-89c1-54def5ddb62f']",33,,Left Foot,"[105.8, 44.7]",True,"[{'location': [101.0, 55.6], 'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 54.0], 'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.2, 45.6], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 48.3], 'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 41.8], 'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 44.8], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 39.2], 'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.3, 42.0], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 66.4], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.4, 51.2], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.5, 46.9], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.1, 38.9], 'player': {'id': 3186, 'name': 'Julian Draxler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",f721ed75-3fd8-40dd-9ea2-ceeaca7b5224,,Blocked,0.086467795,Normal,Open Play,,,,Wolfsburg,179,00:21:33.372,Shot,
,,,,,,,,,,,,,,,0.910585,,,,,,,,,,185961b2-e72c-4b7d-8659-1449f8153050,1202,,,"[111.2, 27.6]",3890502,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,André Schürrle,10281.0,Left Wing,63,Wolfsburg,179,['fd9f20b2-bfa8-41d9-a9cb-b63683d1bd50'],36,,Left Foot,"[118.0, 36.3, 0.2]",True,"[{'location': [118.2, 36.5], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 47.4], 'player': {'id': 3186, 'name': 'Julian Draxler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.9, 46.6], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.5, 34.2], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [94.0, 19.9], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.2, 27.3], 'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.4, 41.5], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 45.7], 'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 48.3], 'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.1, 31.1], 'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 32.8], 'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 28.5], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",9d12dd8a-d078-44db-be33-2f564516860e,,Saved,0.0372326,Normal,Open Play,,,,Wolfsburg,179,00:25:36.811,Shot,
,,,,,,,,,,,,,,,0.965468,,,,,,,,,,e910c573-8775-4db7-badd-6e8a60697189,1253,,,"[106.1, 41.5]",3890502,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Julian Brandt,5555.0,Left Wing,65,Bayer Leverkusen,904,"['28c522c5-6a47-45ed-8232-2c24a72b6ffc', '33c2f237-dd0a-4f3f-946c-15b481fa1c84']",27,,Right Foot,"[120.0, 36.6, 0.2]",True,"[{'location': [100.6, 21.2], 'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.3, 34.7], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.4, 42.5], 'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.9, 56.6], 'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.8, 43.6], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 40.5], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 33.9], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 40.5], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 42.6], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 48.5], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 40.8], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",24721156-ce88-42a4-9d40-53bf20b1197e,,Goal,0.28015772,Normal,Open Play,,,,Bayer Leverkusen,904,00:26:27.939,Shot,True
,,,,,,,,,,,,,,,0.399543,,,,,,,,,,51a92969-7654-4928-b235-099dd530da41,1427,,,"[111.2, 26.6]",3890502,30,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Max Kruse,8386.0,Center Forward,73,Wolfsburg,179,['6fdc2791-4e6a-4d0c-8679-f058f45e065b'],42,,Left Foot,"[120.0, 35.0, 0.3]",,"[{'location': [103.8, 42.9], 'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 30.8], 'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 27.7], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.2, 17.4], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.8, 36.3], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8fb0736a-5754-4ed8-b0a3-f4528b7aa0aa,True,Off T,0.08506384,Normal,Open Play,,,,Wolfsburg,179,00:30:42.654,Shot,
,,,,,,,,,,,,,,,0.673892,,,,,,,,,,8f4ea773-1429-42aa-a3e9-dcef36a6c229,1609,,,"[102.3, 21.5]",3890502,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Julian Brandt,5555.0,Left Wing,82,Bayer Leverkusen,904,"['384ba6a8-a256-4227-b4cd-a4c8cc2e5eac', 'c37e9808-d5dd-44fe-9cf7-e246ecaf71c0']",11,,Right Foot,"[118.0, 36.6, 0.5]",,"[{'location': [107.0, 45.8], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 36.8], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 29.5], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 36.8], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 23.6], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.6, 55.2], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.3, 21.4], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 27.7], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 36.7], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 21.1], 'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 58.2], 'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.4, 35.9], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.4, 37.8], 'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",a6af1c92-f0f9-4a71-ab09-c4429148cbf5,,Saved,0.013115505,Normal,Open Play,,,,Bayer Leverkusen,904,00:36:11.055,Shot,True
,,,,,,,,,,,,,,,0.094591,,,,,,,,,,3d7bb7ad-ecb3-4ff1-8186-db5453467218,1882,,,"[103.0, 25.5]",3890502,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,90,Bayer Leverkusen,904,"['1d9de6f4-4d97-4403-8c9a-9d805c21eeed', '272aae87-3495-4997-9a13-2521faf73fe2', '84b5a658-d414-4465-8725-701084a968d7']",18,,Right Foot,"[105.3, 27.0]",,"[{'location': [97.2, 32.4], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.1, 44.4], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.8, 20.7], 'player': {'id': 3186, 'name': 'Julian Draxler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.1, 14.2], 'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.9, 38.3], 'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.1, 33.6], 'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.8, 36.8], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 38.2], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 31.9], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 31.7], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 19.3], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 26.8], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",e6128cc7-6d59-456a-a633-663b83b33330,,Blocked,0.031450793,Normal,Open Play,,,,Bayer Leverkusen,904,00:42:18.439,Shot,True
