50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.150155,,,,,,,,,,,f39196ac-f8f2-4652-9562-592c220c91f1,1713,,"[118.1, 49.4]",3879872,38,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Floccari,6948.0,Center Forward,72,Bologna,240,"['281704cc-dc3a-4bc8-a442-230e787322f0', '5ba582b9-9b87-4141-b8de-596f93c89458', 'fb367609-ccd2-4407-9313-bac1e3f0e0c7']",57,Left Foot,"[118.3, 48.2]",True,"[{'location': [120.0, 52.3], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.9, 44.8], 'player': {'id': 11426, 'name': 'Andrea Seculin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.4, 51.1], 'player': {'id': 6951, 'name': 'Filippo Costa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 47.4], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 46.0], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 38.3], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.6, 36.3], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 28.2], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.0, 43.9], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.7, 40.1], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Blocked,0.021407008,Normal,Open Play,,,,Bologna,240,00:38:57.505,Shot,True
,,,,,,,,,,,,,,,1.582061,,,,,,,,,,,add47a29-3612-4751-a040-323f74f8ac4f,1759,,"[94.1, 45.7]",3879872,41,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nicola Rigoni,7041.0,Right Center Midfield,74,Chievo,231,['8a2af354-0266-41d4-8e34-ea6aca136d8d'],3,Right Foot,"[120.0, 43.0, 7.8]",True,"[{'location': [108.3, 36.0], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.3, 38.8], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 38.0], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 39.1], 'player': {'id': 7965, 'name': 'Lorenzo Crisetig'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 33.0], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.1, 49.1], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 45.6], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.5, 47.5], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.4, 41.0], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 39.2], 'player': {'id': 8644, 'name': 'Sergio Pellissier'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.6, 37.4], 'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.4, 41.4], 'player': {'id': 386657, 'name': 'Giampiero Pinzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.6, 30.5], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.2, 37.9], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",a6fc1ac0-27e9-4e87-825a-8bf96dd8a9e6,,Off T,0.025106484,Normal,Open Play,,,,Chievo,231,00:41:03.195,Shot,
,,,,,,,,,,,,,,,0.09939,,,,,,,,,,,66019c6b-ae91-4f2e-aa84-3bae5b9d6d01,2420,,"[105.0, 23.8]",3879872,56,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Paul-José M''Poku Ebunge,18946.0,Center Attacking Midfield,112,Chievo,231,"['557a45ca-4325-491a-b853-2b77b7d70aee', '9d7637d0-7385-4764-ad45-b1d9687dd7a1']",10,Left Foot,"[107.2, 25.7]",,"[{'location': [109.9, 45.3], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 34.3], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 25.2], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 29.9], 'player': {'id': 7965, 'name': 'Lorenzo Crisetig'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 34.0], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 25.9], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.2, 37.6], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 43.7], 'player': {'id': 8644, 'name': 'Sergio Pellissier'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.6, 20.9], 'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Blocked,0.019823577,Normal,Open Play,,,,Chievo,231,00:11:10.346,Shot,
,,,,,,,,,,,,,,,0.011779,,,,,,,,,,,e26a11e9-d29b-4128-9bc2-f15ab0f74ed6,2627,,"[97.3, 28.1]",3879872,61,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Juan Camilo Zúñiga Mosquera,40119.0,Left Back,119,Bologna,240,"['3b6e45ab-45f3-4e43-b7b0-1ddbb4a73906', 'fc79c5cd-ff13-4d8d-9efe-df38a6b03539']",58,Right Foot,"[101.2, 30.2]",,"[{'location': [104.0, 34.2], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.2, 19.6], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.3, 50.1], 'player': {'id': 7965, 'name': 'Lorenzo Crisetig'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [84.2, 56.2], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.7, 28.7], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.1, 37.8], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [86.2, 51.2], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.2, 41.4], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.0, 45.1], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.5, 38.1], 'player': {'id': 11426, 'name': 'Andrea Seculin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 42.5], 'player': {'id': 6951, 'name': 'Filippo Costa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.4, 46.4], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.7, 37.8], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.4, 43.2], 'player': {'id': 386657, 'name': 'Giampiero Pinzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 26.4], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 30.3], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",3c59b0a3-c413-466a-a7cb-9a5c6a3bd231,,Blocked,0.031005522,Normal,Open Play,,,,Bologna,240,00:16:58.836,Shot,
,,,,,,,,,,,,,,,1.37104,,,,,,,,,,,be4b883b-faba-40eb-97b5-1022e9836e06,2671,,"[80.9, 35.5]",3879872,62,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alex Ferrari,7704.0,Left Center Back,120,Bologna,240,['c709e389-cefd-41ed-9597-500a6b65be51'],55,Right Foot,"[120.0, 37.9, 5.4]",True,"[{'location': [117.4, 40.0], 'player': {'id': 11426, 'name': 'Andrea Seculin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 53.3], 'player': {'id': 6951, 'name': 'Filippo Costa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.7, 31.2], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 22.8], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.8, 33.2], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.0, 31.1], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [86.7, 35.1], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [90.0, 47.7], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [80.8, 53.6], 'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [101.7, 44.4], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.4, 45.1], 'player': {'id': 386657, 'name': 'Giampiero Pinzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 53.9], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.2, 29.8], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.8, 39.3], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.7, 41.4], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.2, 31.3], 'player': {'id': 7965, 'name': 'Lorenzo Crisetig'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.8, 8.3], 'player': {'id': 40119, 'name': 'Juan Camilo Zúñiga Mosquera'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [84.5, 52.0], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [81.8, 37.3], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Off T,0.007889293,Normal,Open Play,,,,Bologna,240,00:17:55.581,Shot,
,,,,,,,,,,,,,,,1.743414,,,,,,,,,,,fcf8e00e-c04d-4862-9a0e-01cb7ec623eb,2785,,"[97.2, 17.8]",3879872,66,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Camilo Zúñiga Mosquera,40119.0,Left Back,127,Bologna,240,['ecdb9814-b074-4da0-954a-65defffd67df'],34,Right Foot,"[120.0, 51.4, 4.9]",,"[{'location': [92.8, 33.9], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.8, 29.5], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.1, 34.6], 'player': {'id': 386657, 'name': 'Giampiero Pinzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 17.0], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.1, 36.7], 'player': {'id': 11426, 'name': 'Andrea Seculin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 35.2], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 44.4], 'player': {'id': 6951, 'name': 'Filippo Costa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.5, 37.5], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.2, 21.9], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 39.0], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.8, 45.5], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.7, 35.4], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.2, 14.8], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.3, 36.4], 'player': {'id': 7965, 'name': 'Lorenzo Crisetig'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",787b11dd-b337-4816-ae0b-c61b67bb0ab3,,Off T,0.007696164,Normal,Open Play,,,,Bologna,240,00:21:34.983,Shot,
,,,,,,,,,,,,,,,1.09834,,,,,,,,,,,e46eb4f0-99fe-4b88-8905-6d6060670a04,3089,,"[100.4, 22.3]",3879872,74,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Juan Camilo Zúñiga Mosquera,40119.0,Left Back,142,Bologna,240,['d1a7c574-7e80-4b72-aedb-6bf45c7eaf81'],14,Right Foot,"[117.0, 38.3, 1.3]",,"[{'location': [105.5, 45.1], 'player': {'id': 6951, 'name': 'Filippo Costa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 38.3], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 32.5], 'player': {'id': 386657, 'name': 'Giampiero Pinzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 33.6], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.8, 24.7], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.5, 26.7], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.6, 40.8], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.4, 38.6], 'player': {'id': 11426, 'name': 'Andrea Seculin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.9, 41.5], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.7, 34.2], 'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.1, 41.4], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 48.2], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.8, 21.9], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Saved,0.021555161,Normal,Open Play,,,,Bologna,240,00:29:14.960,Shot,
,,,,,,,,,,,,,,,0.797086,,,,,,,,,,,802eb7ff-54c6-4011-a1a9-857ca0311bbc,3132,,"[105.9, 36.0]",3879872,75,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Matteo Brighi,18027.0,Center Attacking Midfield,146,Bologna,240,"['30b06842-3753-496c-9657-dd7f6001ea09', 'a2d18c2f-4077-47a8-b5a0-4db5f393b3d3']",21,Left Foot,"[120.0, 38.8, 3.8]",True,"[{'location': [118.4, 38.0], 'player': {'id': 11426, 'name': 'Andrea Seculin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.4, 46.0], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.7, 39.0], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.9, 16.6], 'player': {'id': 40119, 'name': 'Juan Camilo Zúñiga Mosquera'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.0, 21.5], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [89.6, 59.5], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.7, 28.4], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.6, 41.0], 'player': {'id': 6951, 'name': 'Filippo Costa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.6, 43.7], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.1, 37.8], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 31.9], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 20.5], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.4, 36.7], 'player': {'id': 386657, 'name': 'Giampiero Pinzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",9de9ef07-c1e1-4f0a-bc09-b9d9eb9cce69,,Off T,0.084673226,Volley,Open Play,,,,Bologna,240,00:30:21.524,Shot,True
,,,,,,,,,,,,,,,1.378072,,,,,,,,,,,1b365851-6859-4cce-b6ed-b7aefe46127a,3268,,"[97.2, 51.1]",3879872,77,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Franco Brienza,45591.0,Right Wing,151,Bologna,240,['bcd4250e-47b7-4a84-a97d-5bac7d30bff3'],53,Left Foot,"[116.6, 40.3, 0.2]",,"[{'location': [96.4, 46.5], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.9, 27.5], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.7, 37.7], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.3, 43.1], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.7, 55.8], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.6, 51.7], 'player': {'id': 6951, 'name': 'Filippo Costa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.4, 49.1], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.1, 21.1], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.2, 44.8], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [85.5, 63.0], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.7, 41.8], 'player': {'id': 11426, 'name': 'Andrea Seculin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 63.1], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",828e4864-f7b7-4c0e-a1f1-87b40bdf2fb9,,Saved,0.030992022,Normal,Open Play,,,,Bologna,240,00:32:53.262,Shot,
,,,,,,,,,,,,,,,1.08376,,,,,,,,,,,e8c9bddd-fcbd-4175-a693-ee7d102c4e94,3366,,"[111.7, 30.5]",3879872,80,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Paul-José M''Poku Ebunge,18946.0,Center Attacking Midfield,158,Chievo,231,['542d4ad4-54ee-422e-9ac9-6d6d20c3b695'],30,Head,"[117.4, 38.3, 1.0]",,"[{'location': [109.6, 42.9], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 38.2], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.9, 32.0], 'player': {'id': 7965, 'name': 'Lorenzo Crisetig'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 37.5], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 39.1], 'player': {'id': 7043, 'name': 'Roberto Inglese'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",c5620ea1-a359-41e1-b6f9-72d9db74a889,True,Saved,0.075261794,Normal,Open Play,,,,Chievo,231,00:35:30.882,Shot,
