50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.84,,,,,,,,,,,,710ee43d-4ffa-4351-9a15-adf6fdf6ca1b,1690,,,"[112.0, 37.0]",7556,48,,,,,,,,,,,,,,,,,,,2,Regular Play,Yūya Ōsako,5679.0,Center Forward,89,Japan,778,['d4738431-ffdb-4eaa-82c3-e630367b0cca'],55,,Head,"[119.0, 36.6, 1.6]",,"[{'location': [102.0, 28.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [87.0, 54.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [90.0, 52.0], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.0, 29.0], 'player': {'id': 5674, 'name': 'Moussa Wagué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 40.0], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 48.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 37.0], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 5659, 'name': ""Khadim N''Diaye""}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5a9d4e5b-9fec-46dd-9b07-e6f76ffc8ee6,,Saved,0.259631,Normal,Open Play,,,,Japan,778,00:03:55.213,Shot,
,,,,,,,,,,,,0.88,,,,,,,,,,,,14520b1d-c503-4b35-9c82-1652f300fb30,1697,,,"[104.0, 54.0]",7556,49,,,,,,,,,,,,,,,,,,,2,From Keeper,M''Baye Babacar Niang,5661.0,Center Forward,91,Senegal,787,"['37e0f3ce-f5d1-4ae5-97aa-d8708b9b2d41', 'cc90614f-9287-43de-839e-6bcabdb3cbd8']",21,,Right Foot,"[120.0, 42.2, 4.2]",True,"[{'location': [96.0, 68.0], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.0, 57.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.0, 38.0], 'player': {'id': 4277, 'name': ""Papa Alioune N''Diaye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.0, 70.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.0, 45.0], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 45.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 44.0], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 36.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 52.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",ac893079-c7da-4b87-9b5b-87a5777275ce,,Off T,0.064981826,Half Volley,Open Play,,,,Senegal,787,00:04:21.733,Shot,True
,,,,,,,,,,,,1.0,,,,,,,,,,,,d9455cca-4762-4297-9c6a-3da69653b9f1,1773,,,"[99.0, 37.0]",7556,50,,,,,,,,,,,,,,,,,,,2,Regular Play,Papa Alioune N''Diaye,4277.0,Right Center Midfield,95,Senegal,787,['24d223f7-52b9-463c-b521-cbe7871c01eb'],53,,Right Foot,"[120.0, 43.2, 6.8]",True,"[{'location': [88.0, 49.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.0, 69.0], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.0, 62.0], 'player': {'id': 5674, 'name': 'Moussa Wagué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.0, 38.0], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 56.0], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.0, 50.0], 'player': {'id': 5661, 'name': ""M''Baye Babacar Niang""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 47.0], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 45.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 51.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 49.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 45.0], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 33.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.0, 25.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",f7399863-109a-4e27-ab20-a53b39ef4219,,Off T,0.08816641,Normal,Open Play,,,,Senegal,787,00:05:53.453,Shot,
,,,,,,,,,,,,0.933,,,,,,,,,,,,f153e95b-0390-489b-a3f7-570aa3a29cea,1936,,,"[96.0, 50.0]",7556,54,,,,,,,,,,,,,,,,,,,2,Regular Play,M''Baye Babacar Niang,5661.0,Center Forward,104,Senegal,787,['0c515653-de39-4412-a8be-22e11d8c3119'],30,,Left Foot,"[117.0, 41.9, 1.6]",,"[{'location': [104.0, 60.0], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 52.0], 'player': {'id': 5674, 'name': 'Moussa Wagué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.0, 46.0], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 25.0], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 45.0], 'player': {'id': 4277, 'name': ""Papa Alioune N''Diaye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.0, 54.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [92.0, 52.0], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 55.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 49.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 42.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 34.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 34.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.0, 49.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 39.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",fcc1e52d-5c46-48ba-a9c7-205748c938bb,,Saved,0.023896396,Normal,Open Play,,,,Senegal,787,00:09:30.400,Shot,
,,,,,,,,,,,,1.013,,,,,,,,,,,,184fa134-fa9a-45b4-9eb8-0e2fdcc90e1b,2201,,,"[108.0, 23.0]",7556,63,,,,,,,,,,,,,,,,,,,2,From Counter,Takashi Inui,5687.0,Left Midfield,118,Japan,778,['21891eb1-546d-4048-a4c6-19550f7bd88b'],54,,Right Foot,"[120.0, 43.4, 2.7]",True,"[{'location': [99.0, 19.0], 'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 30.0], 'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 38.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 21.0], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 22.0], 'player': {'id': 5674, 'name': 'Moussa Wagué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 34.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.0, 34.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 25.0], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 36.0], 'player': {'id': 5659, 'name': ""Khadim N''Diaye""}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8037f97a-ded8-47ad-9438-ac520586396a,,Post,0.039034985,Normal,Open Play,,,,Japan,778,00:18:54.760,Shot,
,,,,,,,,,,,,0.733,,,,,,,,,,,,c78422e1-df3b-463c-aba3-cef5d23f4e96,2363,,,"[115.0, 36.0]",7556,70,,,,,,,,,,,,,,,,,,,2,From Throw In,M''Baye Babacar Niang,5661.0,Center Forward,129,Senegal,787,['5dba2f09-e298-4e4e-bb47-238577066f0b'],21,,Left Foot,"[116.0, 51.0]",True,"[{'location': [113.0, 21.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 41.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 25.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 22.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.0, 24.0], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 31.0], 'player': {'id': 4277, 'name': ""Papa Alioune N''Diaye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.0, 34.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 25.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 22.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.0, 40.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6bf84bbc-3256-4d42-9ae9-b57d7e9acaff,,Wayward,0.40785682,Backheel,Open Play,,,,Senegal,787,00:25:21.560,Shot,
,,,,,,,,,,,,0.44,,,,,,,,,,,,2d447295-c472-4488-9399-3d229e5d1410,2366,,,"[114.0, 52.0]",7556,70,,,,,,,,,,,,,,,,,,,2,From Throw In,Moussa Wagué,5674.0,Right Back,129,Senegal,787,['7f5d9b22-db28-4220-a4ba-c9891c9aec40'],23,,Right Foot,"[120.0, 40.3, 2.3]",True,"[{'location': [108.0, 47.0], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 36.0], 'player': {'id': 4277, 'name': ""Papa Alioune N''Diaye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.0, 28.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 28.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.0, 29.0], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 42.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 43.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 30.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 27.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 23.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.0, 36.0], 'player': {'id': 5661, 'name': ""M''Baye Babacar Niang""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Goal,0.075420834,Normal,Open Play,,,,Senegal,787,00:25:23.173,Shot,
,,,,,,,,,,,,0.413,,,,,,,,,,,,27191212-5df9-456a-8f9d-93bc8a83bd06,2455,,,"[111.0, 43.0]",7556,74,,,,,,,,,,,,,,,,,,,2,From Corner,Yūya Ōsako,5679.0,Center Forward,134,Japan,778,"['3d49df63-d536-404f-b60b-11a705ebe78e', 'ff7e05ed-fddb-446c-acf0-153c3bb25faf']",11,,Left Foot,"[114.0, 42.0]",,"[{'location': [113.0, 41.0], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5659, 'name': ""Khadim N''Diaye""}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [95.0, 51.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.0, 40.0], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 51.0], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.0, 45.0], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 51.0], 'player': {'id': 5661, 'name': ""M''Baye Babacar Niang""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.0, 33.0], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 38.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.0, 42.0], 'player': {'id': 5674, 'name': 'Moussa Wagué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.0, 51.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Blocked,0.095532015,Normal,Open Play,,,,Japan,778,00:29:11.680,Shot,
,,,,,,,,,,,,0.72,,,,,,,,,,,,60dd86cb-2f43-4dd9-9fac-fbb449fe1a06,2581,,,"[113.0, 43.0]",7556,77,,,,,,,,,,,,,,,,,,,2,Regular Play,Keisuke Honda,5683.0,Center Attacking Midfield,141,Japan,778,['41841fe3-475a-418f-890a-1c8032dd729a'],30,,Left Foot,"[120.0, 43.8, 1.6]",True,"[{'location': [120.0, 27.0], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.0, 49.0], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 61.0], 'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 38.0], 'player': {'id': 5659, 'name': ""Khadim N''Diaye""}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 40.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.0, 55.0], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 55.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 30.0], 'player': {'id': 5674, 'name': 'Moussa Wagué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 40.0], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",ac244564-4fe0-4d88-85f8-dbe5ff5db667,,Goal,0.4889436,Normal,Open Play,,,,Japan,778,00:32:30.053,Shot,
,,,,,,,,,,,,0.839,,,,,,,,,,,,87dcdd17-d193-44c3-bd9f-5e2cc57fd211,2767,,,"[115.0, 43.0]",7556,83,,,,,,,,,,,,,,,,,,,2,From Free Kick,Cheikh N''Doye,5676.0,Right Center Midfield,149,Senegal,787,"['135400a1-685c-42f4-aabb-6300eee7e0d4', '9106408d-8743-473e-8ae8-52cda6c73f26']",47,True,Head,"[120.0, 46.5, 1.6]",,"[{'location': [111.0, 32.0], 'player': {'id': 5683, 'name': 'Keisuke Honda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.0, 24.0], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 47.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 25.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.0, 43.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 5661, 'name': ""M''Baye Babacar Niang""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 53.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",f044a12c-d91e-414d-950a-eafac753bf70,,Off T,0.13177194,Normal,Open Play,,,,Senegal,787,00:38:47.373,Shot,True
