50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.81081,,,,,,,,,,,,,,,b2bafb7a-d809-4a1c-9ce3-91cfb3869aa4,126,,"[103.2, 26.2]",3879629,3,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Souprayen,7695.0,Left Back,9,Hellas Verona,226,"['02dd06cd-e91d-4ea7-a615-dc120125a124', '80efa25b-243d-4d4b-84b7-c53d30da03dd']",37,,Right Foot,,"[118.1, 38.6, 0.5]",,"[{'location': [80.6, 18.5], 'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.0, 38.5], 'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 44.5], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.7, 33.9], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 35.4], 'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 34.5], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.8, 27.0], 'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 26.3], 'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 38.7], 'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 47.4], 'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [83.7, 23.8], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.6, 31.7], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.8, 35.1], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",1988d8e1-1a44-4d82-86a3-ab55962c2917,Saved,0.04049858,Normal,Open Play,,,,Hellas Verona,226,00:03:37.022,Shot,True
,,,,,,,,,,,,,,,,,,1.014843,,,,,,,,,,,,,,,ce0d1341-606d-449d-8c49-ac0dfbe88c54,213,,"[96.1, 44.7]",3879629,5,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Federico Dionisi,24235.0,Right Center Forward,23,Frosinone,291,"['5a026206-a93f-41cf-b897-207e04a594f7', 'e8fc2f06-fc3f-4191-b73e-d08f3ea2f261', 'efd4bef4-236f-4adb-ad3b-d5f91132c1b8']",12,,Right Foot,,"[120.0, 49.4, 4.9]",True,"[{'location': [92.2, 38.1], 'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 38.6], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.2, 44.3], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.1, 46.2], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [85.2, 63.6], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.9, 46.6], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 50.8], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 52.9], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.1, 57.6], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.4, 41.5], 'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 52.0], 'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.1, 47.6], 'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.8, 51.1], 'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [83.1, 59.4], 'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [86.9, 65.0], 'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,Off T,0.030859247,Volley,Open Play,,,,Frosinone,291,00:05:12.104,Shot,True
,,,,,,,,,,,,,,,,,,1.546437,,,,,,,,,,,,,,,22bf2d86-a33b-4ef6-858a-b6bc85e288be,271,,"[109.9, 44.1]",3879629,7,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Daniel Ciofani,13613.0,Left Center Forward,27,Frosinone,291,['224d4773-eb1b-4e39-a6ff-4f2a44078537'],17,,Right Foot,,"[120.0, 33.1, 1.1]",True,"[{'location': [119.0, 39.6], 'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 38.8], 'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.9, 43.2], 'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.0, 62.5], 'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.6, 49.4], 'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [96.2, 49.6], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.9, 38.4], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.7, 40.1], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 41.4], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.4, 44.5], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.0, 44.7], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.5, 48.4], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 51.7], 'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.5, 46.5], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",f6d7e3dd-bfc7-4db1-b7b6-8ca843c2e3dd,Off T,0.16113555,Half Volley,Open Play,,,,Frosinone,291,00:07:17.463,Shot,
,,,,,,,,,,,,,,,,,,1.200072,,,,,,,,,,,,,,,343df4f6-4afd-4842-b67b-0a16a40fd772,477,,"[96.1, 28.6]",3879629,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Federico Dionisi,24235.0,Right Center Forward,44,Frosinone,291,['7038423a-425b-4e0c-8165-f97e225a4802'],25,,Right Foot,,"[120.0, 41.3, 5.1]",True,"[{'location': [96.2, 27.2], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.9, 38.2], 'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 14.7], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 22.8], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.1, 24.8], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.3, 31.5], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.4, 30.6], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.4, 39.6], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.4, 19.4], 'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.9, 17.4], 'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.9, 35.1], 'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",d50eddfb-71b7-4b48-86b2-dff2e2591479,Off T,0.027700596,Normal,Open Play,,,,Frosinone,291,00:14:25.931,Shot,
,,,,,,,,,,,,,,,,,,1.022043,,,,,,,,,,,,,,,573d5c94-3f06-48c9-b960-f9d66ce17975,544,,"[97.9, 46.3]",3879629,16,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luca Siligardi,11494.0,Right Wing,49,Hellas Verona,226,"['61dc76c5-6989-40b7-bac5-4c4c4ffceb4d', 'e6fc23c6-b36c-4273-a71b-23b35b7ef2bc']",28,,Left Foot,,"[118.0, 43.8, 0.4]",,"[{'location': [100.3, 46.9], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.1, 44.7], 'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 43.8], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.6, 36.1], 'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 39.1], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 31.1], 'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 42.6], 'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 29.3], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.1, 35.6], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.8, 38.5], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",3ab3bfbd-d6fb-455a-bce6-b8b8efd8dc67,Saved,0.046060912,Normal,Open Play,,,,Hellas Verona,226,00:16:28.383,Shot,True
,,,,,,,,,,,,,,,,,,1.04889,,,,,,,,,,,,,,,2ccce123-00ef-4351-9f9d-212bca783b19,596,,"[108.0, 40.0]",3879629,21,,,,,,,,,,,,,,,,,,,,,,,1,Other,Daniel Ciofani,13613.0,Left Center Forward,60,Frosinone,291,['13ee45ed-39fa-439a-9344-bb2149e8ae53'],27,,Right Foot,,"[120.0, 36.6, 1.0]",,,,Goal,0.7835,Normal,Penalty,,,,Frosinone,291,00:21:27.059,Shot,
,,,,,,,,,,,,,,,,,,1.847153,,,,,,,,,,,,,,,0fd3c4dd-b3e0-4e47-a492-b260d1e3f7b3,635,,"[87.2, 34.9]",3879629,22,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Federico Viviani,7770.0,Center Defensive Midfield,61,Hellas Verona,226,['ea423098-5c31-4ada-a3c9-3cc6e6765539'],45,,Right Foot,,"[120.0, 48.5, 1.2]",,"[{'location': [101.1, 17.3], 'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.2, 40.0], 'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.6, 37.6], 'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [93.5, 33.6], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 39.5], 'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.5, 45.4], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.8, 39.5], 'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 36.5], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 19.7], 'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 26.5], 'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.7, 46.5], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.4, 38.4], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.5, 23.7], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [93.4, 23.7], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",242f3138-1fb0-404c-923a-75919a0beb8d,Off T,0.017615749,Normal,Open Play,,,,Hellas Verona,226,00:22:45.364,Shot,
,,,,,,,,,,,,,,,,,,0.474493,,,,,,,,,,,,,,,d5bf9179-3ba6-412b-89f1-e46e68e622e9,741,,"[113.2, 48.6]",3879629,25,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Luca Toni,20252.0,Right Center Forward,68,Hellas Verona,226,['9a14a632-e860-43cd-80db-8218f2916572'],44,,Head,,"[118.5, 41.7, 1.8]",,"[{'location': [118.7, 36.6], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.7, 37.1], 'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.7, 37.6], 'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.8, 39.6], 'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 42.6], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.8, 44.4], 'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.5, 44.9], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 41.6], 'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 47.3], 'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 53.0], 'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [102.8, 40.0], 'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.8, 79.0], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.9, 38.8], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.4, 38.6], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.5, 43.7], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.9, 45.8], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.7, 36.3], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.6, 29.3], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",008646fd-ecad-498e-8370-b433d0fb4aee,Saved,0.051114213,Normal,Open Play,,,,Hellas Verona,226,00:25:44.962,Shot,
,,,,,,,,,,,,,,,,,,0.408863,,,,,,,,,,,,,,,ec338017-7328-4441-a58f-e4a410a6762b,746,,"[111.8, 41.7]",3879629,25,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Eros Pisano,11342.0,Right Back,68,Hellas Verona,226,"['d171e135-fcc9-4362-a16c-78237107a835', 'e809a980-d381-41d7-8b6a-83905f9ab5fe']",46,,Right Foot,,"[118.0, 42.5]",True,"[{'location': [93.0, 27.5], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.7, 47.6], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.4, 55.0], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.6, 39.2], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.7, 35.2], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.4, 43.5], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.9, 48.5], 'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.2, 41.1], 'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.1, 37.3], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 38.2], 'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.3, 43.7], 'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.5, 47.8], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 37.5], 'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 40.4], 'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 38.3], 'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",,Blocked,0.20982188,Half Volley,Open Play,,,,Hellas Verona,226,00:25:46.694,Shot,
,,,,,,,,,,,,,,,,,,0.996354,,,,,,,,,,,,,,,378b4bbc-c45c-4b8c-a6fa-0d37600d93bc,913,,"[91.7, 59.0]",3879629,30,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Federico Viviani,7770.0,Center Defensive Midfield,80,Hellas Verona,226,['71e6cc2e-09db-49fd-8dfa-956168153e36'],31,,Right Foot,,"[118.2, 40.0, 0.9]",,"[{'location': [107.5, 36.3], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.1, 35.4], 'player': {'id': 7462, 'name': 'Aleandro Rosi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 41.8], 'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.3, 39.9], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 45.1], 'player': {'id': 387847, 'name': 'Leonardo Blanchard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 36.1], 'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.2, 50.6], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.7, 53.7], 'player': {'id': 20636, 'name': 'Mirko Gori'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 43.1], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.7, 39.8], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.0, 79.0], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.9, 61.8], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 68.9], 'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [91.2, 55.9], 'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",84a79670-de72-445f-ba47-a83b51c1f046,Saved,0.006391312,Normal,Open Play,,,,Hellas Verona,226,00:30:31.929,Shot,
