50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.969328,,,,,,,,,,,,,,aafb1d4c-9776-484b-8aa5-46e1abf9f1be,312,,,"[107.6, 35.9]",3775605,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samantha May Kerr,4961.0,Center Forward,11,Chelsea FCW,971,['b4ff73fc-44fb-4711-83e7-f2ac12f587b9'],56,Right Foot,"[120.0, 45.0, 4.0]",True,"[{'location': [118.8, 39.7], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.8, 43.8], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 37.3], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.9, 25.1], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.9, 33.9], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 25.5], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 14.0], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.0, 32.5], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.5, 46.9], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [79.4, 56.1], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",b04b79f6-9308-4705-af18-8c80e0321b1b,Off T,,,0.12099879,Half Volley,Open Play,,,,Chelsea FCW,971,00:05:56.767,Shot,
,,,,,,,,,,,,,,,,1.564445,,,,,,,,,,,,,,33b2aa66-cac4-4968-a445-2755f6a46295,385,,,"[92.6, 41.3]",3775605,7,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Samantha May Kerr,4961.0,Center Forward,17,Chelsea FCW,971,"['00408bfb-774d-4509-be25-a712af06b690', '451657c8-e743-4ca3-b890-d3182a87b0cb']",29,Left Foot,"[120.0, 47.6, 1.0]",True,"[{'location': [92.5, 40.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [85.0, 30.1], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [70.8, 50.8], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 41.1], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",54441651-8320-4c11-a01f-9e8ca83351d5,Off T,,,0.067896135,Half Volley,Open Play,,,,Chelsea FCW,971,00:07:29.010,Shot,True
,,,,,,,,,,,,,,,,1.011706,,,,,,,,,,,,,,3aa6865c-6011-49dd-b5d1-0a10912e76df,476,,,"[100.0, 36.9]",3775605,10,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Millie Bright,4642.0,Right Center Back,23,Chelsea FCW,971,['e731c3fd-3c7d-44a0-a3f0-90e9fae70bca'],23,Left Foot,"[104.5, 42.3]",True,"[{'location': [110.3, 48.1], 'player': {'id': 61467, 'name': 'Jessica Naz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.1, 21.7], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.5, 34.6], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 36.9], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.7, 39.6], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.7, 42.1], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 43.2], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 32.5], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 36.9], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [89.5, 38.6], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 39.4], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 36.5], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.7, 37.9], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.8, 34.6], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.9, 33.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.7, 2.9], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,Wayward,,,0.03993779,Volley,Open Play,,,,Chelsea FCW,971,00:10:23.590,Shot,
,,,,,,,,,,,,,,,,0.156094,,,,,,,,,,,,,,f2aca713-f8bc-4bf5-9fae-cd64e256686a,523,,,"[102.6, 43.7]",3775605,12,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alanna Stephanie Kennedy,5078.0,Right Defensive Midfield,29,Tottenham Hotspur Women,749,"['2da98ef7-e4fb-4b49-909b-c64cadabe4b3', '912ab044-2b60-4d3f-b0fc-e2ced245ba88']",45,Right Foot,"[103.7, 43.6]",,"[{'location': [103.0, 59.1], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.7, 46.4], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.2, 29.4], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.6, 36.6], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.6, 33.6], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 45.5], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 40.1], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.4, 43.4], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 40.2], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.1, 49.3], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.0, 41.7], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.5, 42.1], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.1, 30.8], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",2d011d2b-a364-4003-b483-c119db67dbe0,Blocked,,,0.041901473,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:12:45.192,Shot,
,,,,,,,,,,,,,,,,0.680546,,,,,,,,,,,,,,526620a3-5c72-4aaa-ad34-f6eb9d2c4e25,528,,,"[108.4, 51.9]",3775605,12,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Shelina Laura Zadorsky,5074.0,Left Center Back,29,Tottenham Hotspur Women,749,['56def32f-8743-4c2d-9ba1-efbf7ddb6420'],49,Left Foot,"[120.0, 36.2, 5.5]",,"[{'location': [102.3, 20.7], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.2, 28.7], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.9, 29.6], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.2, 31.1], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 39.6], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.3, 42.4], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.9, 44.3], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.2, 41.7], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.7, 44.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 44.4], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.3, 47.5], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.6, 49.5], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.5, 45.5], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.9, 41.1], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.0, 37.8], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Off T,,,0.10541402,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:12:49.359,Shot,
,,,,,,,,,,,,,,,,1.061257,,,,,,,,,,,,,,628afbea-e3f7-40e3-96c8-3439178542ce,547,,,"[92.5, 35.9]",3775605,13,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ria Percival,18145.0,Left Defensive Midfield,31,Tottenham Hotspur Women,749,['f52ce719-6a6b-4bcc-883b-71001e318687'],34,Left Foot,"[118.1, 42.9, 1.2]",True,"[{'location': [104.1, 51.3], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.6, 39.6], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 47.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [75.8, 19.1], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.8, 39.4], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 33.2], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 30.2], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.1, 41.1], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 55.0], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.2, 47.7], 'player': {'id': 61467, 'name': 'Jessica Naz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.4, 40.8], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 31.1], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [83.3, 15.9], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",fd845705-5168-4db9-878c-8c3a97a3f4bb,Saved to Post,,True,0.031460583,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:13:34.465,Shot,
,,,,,,,,,,,,,,,,0.397558,,,,,,,,,,,,,,df48df3c-93e5-4f8c-bc31-bb5b1722d4a5,556,,,"[108.6, 45.8]",3775605,13,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Kit Graham,31551.0,Center Attacking Midfield,31,Tottenham Hotspur Women,749,['f10add58-dd51-41c4-b935-3bb09ad6d30a'],40,Left Foot,"[120.0, 37.2, 6.8]",True,"[{'location': [109.9, 54.6], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.9, 55.3], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 45.2], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 44.7], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.2, 49.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 37.6], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.6, 35.8], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.9, 23.3], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.8, 42.2], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.2, 38.9], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.2, 52.5], 'player': {'id': 61467, 'name': 'Jessica Naz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.6, 58.2], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.5, 41.4], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [97.7, 20.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Off T,,,0.14154428,Half Volley,Open Play,,,,Tottenham Hotspur Women,749,00:13:40.542,Shot,
,,,,,,,,,,,,,,,,0.768163,,,,,,,,,,,,,,ee1d2b64-bb7e-4761-a0fb-de0ed7e36c6c,730,,,"[104.0, 39.2]",3775605,18,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kit Graham,31551.0,Center Attacking Midfield,39,Tottenham Hotspur Women,749,['40913b09-d500-45e7-ab26-e8b526eb21ee'],2,Right Foot,"[117.5, 37.4, 1.3]",,"[{'location': [105.0, 39.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 45.9], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 40.8], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 32.2], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 38.2], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 22.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.2, 47.4], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.6, 42.7], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [84.7, 26.9], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.5, 32.7], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 40.5], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 51.1], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.4, 36.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [92.4, 36.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.1, 19.5], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",11da1740-f3ac-40b8-84a8-266c8c710816,Saved,,,0.04467621,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:18:02.490,Shot,
,,,,,,,,,,,,,,,,0.284403,,,,,,,,,,,,,,b313ff12-8715-421b-8a5d-56331da8abf2,908,,,"[117.1, 50.5]",3775605,21,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Wing,45,Chelsea FCW,971,['88cd55ab-ec24-4f76-a420-8a92056499ff'],32,Right Foot,"[120.0, 44.7, 0.6]",True,"[{'location': [94.2, 66.7], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.3, 60.2], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.4, 46.9], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 54.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.2, 54.4], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 41.4], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.8, 44.4], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 44.5], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 43.8], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.4, 55.2], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.7, 59.2], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.1, 66.6], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",e0b941ad-53b6-4200-9990-9cd6662ebfc1,Off T,,,0.05932381,Normal,Open Play,,,,Chelsea FCW,971,00:21:32.908,Shot,
,,,,,,,,,,,,,,,,1.239304,,,,,,,,,,,,,,c9aa5140-236c-4422-ba2d-d38c10d7c771,941,,,"[109.5, 31.9]",3775605,22,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Guro Reiten,10514.0,Left Wing,47,Chelsea FCW,971,['aa4e00ea-f32f-43e3-9854-cdb56f565447'],40,Left Foot,"[120.0, 26.1, 1.0]",True,"[{'location': [112.3, 46.3], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 46.3], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.0, 39.8], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.7, 38.6], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 32.4], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 34.7], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 28.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.3, 9.5], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.2, 44.9], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.3, 5.2], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.1, 22.8], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.5, 35.4], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",3e68bc81-bc0e-42d3-8d5f-4ac87cfd784e,Off T,,,0.08100241,Volley,Open Play,,,,Chelsea FCW,971,00:22:40.761,Shot,
