50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.160495,,,,,,,,,,,,,7c35cc1a-db78-4ad5-ada6-6a6c348743f4,348,,,"[94.8, 18.9]",3890389,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alfredo Morales,12304.0,Left Center Midfield,19,Ingolstadt,189,"['7dddd034-77c4-4254-80ac-ff2b04c6105e', 'cf22396a-d789-4756-a37b-70bbf07e29a2']",41,Right Foot,"[96.4, 20.1]",True,"[{'location': [107.1, 32.7], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.4, 19.4], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.7, 36.1], 'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.4, 42.7], 'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.8, 25.0], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 39.1], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 26.9], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.6, 12.8], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.3, 39.1], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.5, 20.2], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 6.5], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.2, 40.7], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.9, 37.9], 'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.3, 35.6], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.3, 31.9], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [95.6, 30.5], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [83.1, 15.9], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",7f96f2f4-fa16-4bfd-99ba-e2a0d6fdb6ec,,Blocked,0.006453735,Normal,Open Play,,,,Ingolstadt,189,00:07:41.611,Shot,
,,,,,,,,,,,,,,,,,,1.370047,,,,,,,,,,,,,beed7d3f-f0e3-4e0f-9973-2e41e8242ec3,764,,,"[83.8, 49.7]",3890389,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jin-Su Kim,40538.0,Left Back,42,Hoffenheim,175,"['a3ee8b90-1b1d-4357-aaf5-2eecde4a6d5e', 'e5e00954-55c7-4888-8fac-d274c2978f1f']",18,Left Foot,"[116.3, 43.3, 1.1]",,"[{'location': [93.9, 50.4], 'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.4, 45.4], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.3, 51.7], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.1, 44.9], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 40.1], 'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.4, 33.0], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.0, 49.8], 'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [94.9, 27.2], 'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [74.5, 46.0], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [82.5, 48.3], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.5, 41.0], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.5, 10.9], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [76.8, 35.8], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [93.8, 39.1], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [96.3, 39.4], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [75.6, 44.7], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [95.4, 48.1], 'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.6, 44.3], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [91.7, 49.4], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [87.4, 57.3], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.0060078115,Half Volley,Open Play,,,,Hoffenheim,175,00:17:18.652,Shot,True
,,,,,,,,,,,,,,,,,,0.305488,,,,,,,,,,,,,bedc5efa-45a1-4096-a97e-e03e555cfc6d,1202,,,"[115.7, 50.5]",3890389,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tobias Levels,40460.0,Right Back,75,Ingolstadt,189,['8ac80ae9-a3fd-419f-a80d-c7e9b51a6d1d'],36,Right Foot,"[118.5, 44.6, 0.9]",,"[{'location': [105.2, 52.0], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 43.8], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.8, 49.1], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.7, 51.5], 'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 53.3], 'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 41.9], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 52.5], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 37.3], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.5, 49.2], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.8, 42.6], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 65.6], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.9, 54.3], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.5, 39.9], 'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.0, 31.4], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.9, 46.5], 'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",1d76a76b-3f3d-444d-bc89-dcb80455035b,True,Saved,0.075784884,Normal,Open Play,,,,Ingolstadt,189,00:27:36.073,Shot,
,,,,,,,,,,,,,,,,,,0.727145,,,,,,,,,,,,,c899669f-f072-4f0d-854c-03e89c54f2d9,1206,,,"[112.9, 58.5]",3890389,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,75,Ingolstadt,189,"['6f3649a8-62b2-437d-b1da-dd1786fcdea3', 'fc1977c2-047d-4818-a069-65840ba357bc']",38,Right Foot,"[120.0, 45.4, 5.2]",True,"[{'location': [118.6, 44.0], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.2, 47.6], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.4, 52.5], 'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.7, 57.1], 'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 50.2], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.9, 49.4], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 40.7], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 46.9], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.6, 42.3], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 36.7], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.5, 31.5], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.2, 52.3], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.4, 50.6], 'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.1, 42.2], 'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.6, 38.3], 'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Off T,0.008976639,Half Volley,Open Play,,,,Ingolstadt,189,00:27:38.268,Shot,True
,,,,,,,,,,,,,,,,,,0.564627,,,,,,,,,,,,,f53b83ef-eeaa-47b4-a271-be06854f6cd4,1526,,,"[94.8, 41.9]",3890389,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pascal Groß,3097.0,Right Center Midfield,90,Ingolstadt,189,"['40acf2cb-eb02-4740-83f2-83e0eee9abc7', '96212555-3ad4-4ef4-a729-8abbcf2224f3']",31,Right Foot,"[104.3, 42.4]",,"[{'location': [104.4, 41.5], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.4, 42.5], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 43.6], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.6, 44.7], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 40.6], 'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.1, 49.0], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.6, 37.5], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 39.1], 'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 34.9], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 39.3], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.6, 28.0], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.9, 38.9], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.1, 34.4], 'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 52.2], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.3, 36.2], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.1, 36.3], 'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.8, 27.3], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.9, 38.7], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,,Blocked,0.06522111,Normal,Free Kick,,,,Ingolstadt,189,00:36:31.142,Shot,
,,,,,,,,,,,,,,,,,,0.673122,,,,,,,,,,,,,659eb81f-2d36-43eb-98a5-585de9217a1e,1653,,,"[111.2, 49.3]",3890389,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nadiem Amiri,8403.0,Center Attacking Midfield,94,Hoffenheim,175,"['0345218b-dafe-4849-8827-df0dc2b93c48', '431de3f4-b8c2-4c54-bbcc-aec7e964c418']",10,Right Foot,"[120.0, 29.7, 0.2]",True,"[{'location': [87.2, 58.2], 'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [87.3, 63.9], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.1, 47.4], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.3, 43.9], 'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.7, 43.1], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.6, 55.1], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.2, 57.5], 'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.4, 51.3], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 59.3], 'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.3, 54.0], 'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 48.6], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 49.9], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.3, 46.5], 'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.2, 45.2], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.5, 74.7], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [120.0, 57.3], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.3, 60.9], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",6fed4674-1b2b-466b-a8e1-114b67dfa419,,Off T,0.07386796,Volley,Open Play,,,,Hoffenheim,175,00:39:10.587,Shot,True
,,,,,,,,,,,,,,,,,,0.53514,,,,,,,,,,,,,81a87f85-2046-4fa5-90e0-a4c5d8fb98c4,1834,,,"[104.4, 39.0]",3890389,42,,,True,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kevin Volland,8215.0,Center Forward,99,Hoffenheim,175,['c5dd331a-e1d9-42a9-9948-050e6d668a67'],49,Left Foot,"[120.0, 35.9, 0.8]",,"[{'location': [97.7, 37.8], 'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.4, 41.3], 'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.3, 33.7], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.7, 28.7], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [82.5, 58.1], 'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.5, 50.3], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 43.0], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 38.6], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.8, 26.6], 'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.3, 31.7], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.0, 31.4], 'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.4, 48.6], 'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",9197ec5a-7c5f-42c3-bfa6-6f7cd86177f3,True,Post,0.5004321,Normal,Open Play,,,,Hoffenheim,175,00:42:49.101,Shot,
,,,,,,,,,,,,,,,,,,0.952698,,,,,,,,,,,,,42c1b560-641e-4eee-a406-c8a45c564f45,2124,,,"[91.4, 32.2]",3890389,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alfredo Morales,12304.0,Left Center Midfield,118,Ingolstadt,189,['352cf1a3-587e-43e1-8b52-a5784078d461'],30,Right Foot,"[120.0, 38.0, 3.9]",,"[{'location': [116.6, 38.1], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.6, 16.2], 'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.7, 30.8], 'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 27.7], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [77.5, 51.8], 'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.4, 44.4], 'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.2, 32.5], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 22.4], 'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 18.3], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.7, 53.1], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.3, 45.0], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Off T,0.026404869,Normal,Open Play,,,,Ingolstadt,189,00:03:30.167,Shot,
