50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.274569,,,,,,,,,,,,,ad034ae4-a887-457c-b902-9416305fbf02,178,,"[87.5, 45.0]",3878554,4,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Tomás Eduardo Rincón Hernández,7475.0,Right Center Midfield,12,Genoa,233,['88491427-bc85-49c1-8ced-66ff4432b65e'],21,,Right Foot,"[120.0, 28.3, 0.2]",,"[{'location': [84.8, 72.3], 'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [116.4, 40.4], 'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.4, 41.7], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [81.8, 57.8], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.5, 24.6], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.6, 32.7], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.9, 42.7], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.6, 50.8], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.2, 51.6], 'player': {'id': 3556, 'name': 'Serge Gakpé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",cc1a18f6-443b-4626-8333-26e12c213234,,,Off T,0.022936642,Normal,Open Play,,,,Genoa,233,00:04:21.738,Shot,
,,,,,,,,,,,,,,,,0.091337,,,,,,,,,,,,,91a14418-7229-4905-b7fa-191834b2dded,210,,"[104.4, 37.0]",3878554,5,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luca Toni,20252.0,Center Forward,14,Hellas Verona,226,"['16fd9d48-f3c0-41ee-84db-210d0a930e37', '344f98a0-53f2-4538-bc3b-7704d77c793a', 'ddd66966-e9b7-4d6d-9e08-2703f49d88e2']",37,,Right Foot,"[105.5, 37.2]",,"[{'location': [105.9, 37.2], 'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [99.6, 52.6], 'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.6, 46.5], 'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 60.9], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.9, 58.4], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 43.9], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.6, 35.9], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.5, 43.8], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.5, 40.0], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 68.2], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.2, 28.3], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.9, 52.8], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.7, 34.0], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",d983f6eb-5d37-4903-9bdd-21d19595fc2d,,,Blocked,0.06606013,Normal,Open Play,,,,Hellas Verona,226,00:05:37.048,Shot,True
,,,,,,,,,,,,,,,,0.787258,,,,,,,,,,,,,011c294a-40d9-4eba-b5ea-19d21ccd64b3,216,,"[96.7, 33.7]",3878554,5,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Samuel Souprayen,7695.0,Left Back,14,Hellas Verona,226,"['1d1e31e0-0d1a-40be-a955-36c147c26ef0', '89101905-5a73-43d3-81b6-cfa44dbdbada']",39,,Right Foot,"[120.0, 45.4, 7.2]",True,"[{'location': [89.3, 32.3], 'player': {'id': 3556, 'name': 'Serge Gakpé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.3, 58.0], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.4, 50.7], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 36.1], 'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 42.4], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.1, 35.3], 'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.2, 30.6], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.3, 36.9], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.2, 40.5], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 45.5], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.1, 35.5], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 30.5], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.4, 36.4], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,,Off T,0.046473168,Normal,Open Play,,,,Hellas Verona,226,00:05:39.081,Shot,True
,,,,,,,,,,,,,,,,1.173304,,,,,,,,,,,,,d156a4f7-da52-4782-bb29-8340232df8fb,537,,"[86.7, 20.8]",3878554,13,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jules Olivier Ntcham,10530.0,Left Center Midfield,32,Genoa,233,['8836bac4-9268-4192-af5d-b31d349d64b7'],30,,Right Foot,"[117.8, 40.8, 0.3]",,"[{'location': [93.8, 54.3], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [83.9, 2.1], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [117.9, 38.9], 'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 50.9], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.7, 40.9], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.6, 24.6], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.6, 23.8], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [88.0, 17.4], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.7, 4.9], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [83.9, 15.8], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.1, 24.9], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.9, 41.9], 'player': {'id': 3556, 'name': 'Serge Gakpé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [87.9, 48.9], 'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [74.6, 27.7], 'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [86.0, 28.3], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",b729ea9b-2049-4da5-9fa6-0c5eb665f7f9,,,Saved,0.006223091,Normal,Open Play,,,,Genoa,233,00:13:30.102,Shot,
,,,,,,,,,,,,,,,,1.775405,,,,,,,,,,,,,d947cfb0-be6f-49ca-86f7-dc2860e8f5d6,665,,"[93.8, 25.1]",3878554,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emil Hallfreðsson,5512.0,Left Center Midfield,39,Hellas Verona,226,"['6e7dde32-8e50-4bd3-a124-2354f5122112', '9b504bfa-c9e1-4d61-ae35-ab2624c51f4c']",29,,Left Foot,"[120.0, 50.1, 4.4]",,"[{'location': [101.0, 6.4], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.8, 50.1], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.5, 45.2], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.2, 43.1], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [95.0, 26.9], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 32.7], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 26.4], 'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [98.0, 17.0], 'player': {'id': 3556, 'name': 'Serge Gakpé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.3, 38.4], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 47.1], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.4, 44.2], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.8, 32.7], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",afbb5bda-cd25-4e7d-8d15-0df788740d34,,,Off T,0.021075878,Normal,Open Play,,,,Hellas Verona,226,00:17:29.191,Shot,True
,,,,,,,,,,,,,,,,0.666316,,,,,,,,,,,,,fa629011-b85f-4197-af19-2e97e7fec900,874,,"[116.6, 34.1]",3878554,23,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Serge Gakpé,3556.0,Right Center Forward,51,Genoa,233,"['aa70a837-4c31-41b5-a892-0b6d245df41b', 'fdca2625-0a7e-4918-8b0d-fb6ae21ae5dc']",16,,Right Foot,"[120.0, 35.3, 3.8]",True,"[{'location': [110.4, 17.6], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.5, 24.7], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.4, 31.9], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 36.4], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 45.1], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.9, 34.9], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 46.3], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.6, 35.8], 'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 55.3], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.3, 17.7], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [104.4, 51.8], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.4, 56.4], 'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [111.2, 37.2], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",6cfc6d5d-99a7-4f06-b878-4e3958958609,,,Off T,0.08013798,Backheel,Open Play,,,,Genoa,233,00:23:16.423,Shot,True
,,,,,,,,,,,,,,,,0.947511,,,,,,,,,,,,,f55c4bcf-340e-4719-b7ff-2343881bab9a,980,,"[111.2, 41.7]",3878554,26,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luca Toni,20252.0,Center Forward,57,Hellas Verona,226,"['20fdd9ba-2a0b-4e19-af7f-c0728eccd1a0', '995ada12-2ba6-4958-b51b-f48ebe312a76']",0,True,Head,"[120.0, 49.8, 6.2]",,"[{'location': [111.5, 42.3], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 63.1], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.0, 58.2], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [94.8, 31.7], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.2, 51.1], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.6, 31.8], 'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.3, 42.6], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.5, 28.6], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.9, 24.0], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",da1c1743-7ea4-420c-b48f-abd4f9921229,,,Off T,0.19361493,Normal,Open Play,,,,Hellas Verona,226,00:26:00.090,Shot,True
,,,,,,,,,,,,,,,,0.740412,,,,,,,,,,,,,1640ebf5-8028-471e-80b9-1ee5a511d6c2,1034,,"[93.4, 26.1]",3878554,28,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,59,Genoa,233,['d8b40a06-b62b-467e-8e02-922f8a131a5a'],9,,Left Foot,"[120.0, 39.2, 6.4]",True,"[{'location': [118.5, 39.1], 'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 26.8], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.0, 57.3], 'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [106.0, 51.2], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.6, 44.0], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.8, 41.7], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [108.7, 42.8], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.6, 41.2], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.8, 38.2], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 34.8], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 35.8], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.7, 23.9], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.9, 56.1], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.3, 34.6], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 42.9], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.2, 37.8], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.4, 26.2], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [84.6, 40.2], 'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [88.8, 43.7], 'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,,Off T,0.021043671,Normal,Open Play,,,,Genoa,233,00:28:09.417,Shot,
,,,,,,,,,,,,,,,,1.144643,,,,,,,,,,,,,ab3ac7e2-43a6-44b8-8d0c-61a6627ed2db,1056,,"[97.3, 36.5]",3878554,29,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Luca Toni,20252.0,Center Forward,62,Hellas Verona,226,['16ded291-5c02-4bdc-b8b5-deb24e8137d9'],13,,Left Foot,"[120.0, 45.7, 0.5]",,"[{'location': [117.7, 39.8], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.6, 53.8], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [74.3, 24.7], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.1, 54.3], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [90.8, 36.9], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.5, 40.1], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.4, 38.7], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 34.8], 'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [85.9, 33.9], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",36c3e3f8-eb3a-4952-90ba-2538bff5af18,,,Off T,0.06463344,Normal,Open Play,,,,Hellas Verona,226,00:29:13.756,Shot,
,,,,,,,,,,,,,,,,1.318899,,,,,,,,,,,,,ac0cb2fa-1e8a-449c-9325-69b4fc823cc1,1254,,"[84.4, 47.7]",3878554,35,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto Facundo Costa,26728.0,Center Defensive Midfield,76,Genoa,233,"['9218ea6e-ea34-42dd-ac7a-9d72366087ed', 'edc030b3-de62-40b4-a769-a2dd9a09cecd']",14,,Left Foot,"[120.0, 45.2, 0.2]",,"[{'location': [118.0, 40.4], 'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.1, 60.1], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.8, 61.0], 'player': {'id': 4369, 'name': 'Issa Cissokho'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [103.6, 59.7], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [93.1, 23.6], 'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [91.4, 37.8], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.5, 46.6], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.3, 54.1], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.9, 36.1], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.3, 40.7], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 48.8], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 56.5], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.1, 36.1], 'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.0, 28.6], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [99.5, 52.2], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [80.2, 63.0], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",9a675144-4e8a-4824-8db0-797036d66bf3,,,Off T,0.006131707,Normal,Open Play,,,,Genoa,233,00:35:14.979,Shot,True
