ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.72236,,,,,,,,,,,,,,,,4ad1e1e8-f98c-454e-94f1-c93cf385b10b,302,,,"[114.3, 53.7]",3775631,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ebony Salmon,31527.0,Center Forward,18,Bristol City WFC,973,['2236a361-7584-425d-9a55-915018995cd2'],49,,Right Foot,"[119.1, 44.1, 1.3]",,"[{'location': [83.4, 62.9], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.2, 41.4], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.2, 65.7], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.0, 42.2], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 39.9], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 50.4], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.2, 46.0], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 55.2], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 51.9], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.5, 58.1], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",56789f39-321c-4476-b743-08414fa008e3,True,Saved,,0.04023331,Normal,Open Play,,,,Bristol City WFC,973,00:07:49.498,Shot,
,,,,,,,,,,,,,,,,0.188041,,,,,,,,,,,,,,,,0c2394d6-d135-458e-9962-c7124e88528b,704,,,"[114.6, 34.0]",3775631,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexandra Morgan Carrasco,5085.0,Center Forward,40,Tottenham Hotspur Women,749,"['aa7eb5bc-b555-40c6-92e1-27f59b4b0180', 'f3f78364-ff1d-49d2-adc6-f2384a3b6cb6']",57,,Left Foot,"[115.5, 34.7]",True,"[{'location': [108.8, 47.4], 'player': {'id': 4846, 'name': 'Lucia Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.2, 45.4], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.3, 39.6], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [114.0, 18.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.5, 34.7], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.8, 38.1], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.3, 21.1], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.4, 23.2], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [102.0, 35.8], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.2, 43.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 50.3], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",5da06728-9beb-4956-a65f-94ee53ae30ce,,Blocked,,0.09044585,Volley,Open Play,,,,Tottenham Hotspur Women,749,00:19:57.847,Shot,
,,,,,,,,,,,,,,,,1.320984,,,,,,,,,,,,,,,,c1cd56d9-233a-4886-9bee-585530c88ab8,747,,,"[89.7, 49.1]",3775631,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alanna Stephanie Kennedy,5078.0,Center Defensive Midfield,42,Bristol City WFC,973,['6c61697a-4150-4abb-b249-4eb23cbeee52'],40,,Right Foot,"[118.7, 42.3, 1.2]",True,"[{'location': [73.9, 28.6], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [88.4, 50.3], 'player': {'id': 4846, 'name': 'Lucia Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.4, 50.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 40.9], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.0, 23.4], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.9, 26.2], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.0, 48.1], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [78.6, 40.5], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [79.8, 70.5], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.0, 29.7], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.3, 41.6], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.8, 43.5], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Saved,,0.02105473,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:21:40.408,Shot,
,,,,,,,,,,,,,,,,0.525118,,,,,,,,,,,,,,,,76abcd2d-9c09-4e71-8193-c3895f479f04,1265,,,"[108.0, 40.0]",3775631,36,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Chloe Logarzo,25547.0,Right Center Midfield,70,Bristol City WFC,973,['195dc0dc-8edb-402e-9306-a020a1927e78'],36,,Right Foot,"[120.0, 43.5, 2.0]",,,,,Goal,,0.7835,Normal,Penalty,,,,Bristol City WFC,973,00:36:36.178,Shot,
,,,,,,,,,,,,,,,,0.357183,,,,,,,,,,,,,,,,e5a5e795-fbc2-47a1-baf2-f04a93a6bee0,1311,,,"[101.7, 36.3]",3775631,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Chloe Logarzo,25547.0,Right Center Midfield,73,Bristol City WFC,973,"['8ea58c4c-6db5-4e41-b476-00592d5844ec', 'c31035c0-1520-460c-9df1-f5c99e239165']",37,,Left Foot,"[106.9, 36.0]",True,"[{'location': [107.9, 35.9], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 39.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 7.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [88.2, 48.4], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.3, 37.7], 'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.7, 31.9], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.9, 47.7], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.1, 18.6], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 34.9], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 38.4], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 40.8], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.8, 34.2], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 37.8], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,Blocked,,0.06336629,Normal,Open Play,,,,Bristol City WFC,973,00:38:37.897,Shot,
,,,,,,,,,,,,,,,,1.965797,,,,,,,,,,,,,,,,cbf855cc-36c5-4bf4-9fcf-9b8d53436a24,1387,,,"[115.1, 71.6]",3775631,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Siri Worm,15572.0,Left Back,77,Tottenham Hotspur Women,749,['72b0fbe2-7de8-4b97-96b1-7e7e74517025'],52,,Left Foot,"[120.0, 38.1, 1.6]",,"[{'location': [117.1, 31.8], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.9, 41.8], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 40.8], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.7, 45.1], 'player': {'id': 4846, 'name': 'Lucia Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.2, 44.8], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 40.3], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.7, 37.8], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.3, 60.9], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.1, 60.9], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 50.8], 'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.1, 42.7], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 27.7], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.7, 26.8], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [112.4, 30.3], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.7, 30.9], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.8, 36.8], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.9, 39.2], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 39.2], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,,Goal,,0.005985843,Normal,Free Kick,,,,Tottenham Hotspur Women,749,00:41:52.742,Shot,
,,,,,,,,,,,,,,,,0.274517,,,,,,,,,,,,,,,,aedaeb55-4858-44e4-9e42-c121391a1e1a,1450,,,"[98.7, 24.7]",3775631,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Angela Addison,31550.0,Left Wing,81,Tottenham Hotspur Women,749,"['1d74a93e-856d-47fb-b2fc-464b0bc16ee5', 'd13184b6-e71a-4e32-a976-b4845a695b63']",49,,Right Foot,"[101.4, 26.5]",,"[{'location': [106.8, 34.9], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.8, 50.3], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.1, 31.8], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.2, 42.4], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.5, 33.4], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.1, 21.4], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.4, 15.2], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.0, 18.3], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.4, 37.5], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 26.8], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.5, 35.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [92.2, 37.3], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,,Blocked,,0.021209447,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:43:49.165,Shot,
,,,,,,,,,,,,,,,,0.499377,,,,,,,,,,,,,,,,fddc2f66-69c6-48d5-a31e-5f7e1eec31fb,1544,,,"[88.8, 36.7]",3775631,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Angela Addison,31550.0,Left Wing,91,Tottenham Hotspur Women,749,"['8a472410-f145-4d82-b340-13a4548c8995', 'e78ae08b-fc8d-4242-90d4-9b82dca7f169']",57,,Left Foot,"[103.3, 38.5]",,"[{'location': [102.2, 44.1], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.2, 30.6], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.2, 36.8], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 39.4], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.8, 39.5], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 42.5], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.5, 37.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [91.1, 45.2], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.6, 38.2], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [95.7, 16.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.1, 31.1], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [93.2, 42.4], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.1, 42.2], 'player': {'id': 4846, 'name': 'Lucia Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.6, 53.8], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [84.3, 43.8], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [91.9, 54.6], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.2, 44.2], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Blocked,,0.01810952,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:00:57.621,Shot,
,,,,,,,,,,,,,,,,0.06486,,,,,,,,,,,,,,,,29347f3b-4ac4-4eb7-8c67-9d0d5e5d551e,1576,,,"[117.3, 43.2]",3775631,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Ashleigh Neville,4848.0,Right Back,92,Tottenham Hotspur Women,749,"['b4ee19db-f5d4-4ece-8234-13dcc17da8e8', 'cf91bd9f-7405-4a1a-8c80-0857894975f8', 'e75acd8d-1a0e-4a10-b4d4-4e9b64bca4ae']",46,True,Head,"[117.6, 43.0]",,"[{'location': [100.6, 50.5], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.3, 38.5], 'player': {'id': 4846, 'name': 'Lucia Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.2, 30.5], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.7, 43.8], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.9, 41.1], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.9, 37.5], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [119.1, 39.8], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.6, 41.0], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 50.4], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [112.2, 36.4], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.4, 30.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 48.9], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.0, 42.6], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.1, 42.3], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 37.1], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",19994842-c75b-475c-aac3-b041f9e4e817,,Blocked,,0.16173051,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:01:46.774,Shot,True
,,,,,,,,,,,,,,,,0.38976,,,,,,,,,,,,,,,,dffdc9f6-a0bd-47ff-92d4-eca7651df3fc,1581,,,"[106.5, 39.8]",3775631,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Shelina Laura Zadorsky,5074.0,Left Center Back,93,Tottenham Hotspur Women,749,['222624d8-6709-4945-9d6e-9f9dca999813'],17,,Left Foot,"[114.5, 34.2]",True,"[{'location': [117.1, 36.4], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.2, 38.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.9, 38.9], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 40.2], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.6, 30.5], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.9, 34.7], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.8, 32.4], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.3, 42.7], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.8, 39.8], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.4, 31.7], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.8, 37.7], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.0, 35.7], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.5, 38.9], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.5, 43.8], 'player': {'id': 4846, 'name': 'Lucia Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.9, 32.6], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}]",9ad43615-e0a6-4678-8ea4-b9898df62a75,,Wayward,,0.07138469,Half Volley,Open Play,,,,Tottenham Hotspur Women,749,00:02:17.746,Shot,
