50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.303684,,,,,,,,,,,,,,,0bc8b7fe-121c-4973-91af-43279693ced2,212,,,"[99.6, 60.7]",3817888,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manvir Singh,124741.0,Right Wing,9,ATK Mohun Bagan,7282,['563104c1-44bb-4244-b4a5-0db047667dd1'],32,,Left Foot,,"[120.0, 45.8, 0.0]",,"[{'location': [108.0, 67.0], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [117.1, 41.7], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 62.1], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.5, 55.8], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.0, 60.9], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.0, 54.6], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.9, 22.1], 'player': {'id': 180057, 'name': 'Ankit Mukherjee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 26.8], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.4, 37.3], 'player': {'id': 163342, 'name': 'Hugo Adnan Boumous'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.7, 47.1], 'player': {'id': 163345, 'name': 'David Joel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 48.3], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 40.5], 'player': {'id': 80416, 'name': 'Darren Sidoel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 40.7], 'player': {'id': 124760, 'name': 'Adil Khan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.9, 47.0], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",c46b24c9-9433-4894-b1c6-b10d79e10389,,Off T,0.010697335,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:04:32.130,Shot,
,,,,,,,,,,,,,,,,,,0.777449,,,,,,,,,,,,,,,5c39a8ad-4258-4fba-94ce-84d8c45fe07d,380,,,"[104.3, 56.5]",3817888,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antonio Perošević,161111.0,Left Center Forward,21,ATK Mohun Bagan,7282,['d470bff1-8b35-4807-a8ce-6a7d3f4e4cc3'],58,,Left Foot,,"[117.7, 43.7, 0.2]",,"[{'location': [107.0, 36.2], 'player': {'id': 133696, 'name': 'Marcelo Ribeiro dos Santos'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.8, 36.1], 'player': {'id': 163339, 'name': 'Prabir Das'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 44.1], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 54.5], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 48.3], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 51.5], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 42.2], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.024417058,Normal,Open Play,,,,East Bengal,7286,00:10:58.580,Shot,
,,,,,,,,,,,,,,,,,,1.242981,,,,,,,,,,,,,,,7ac3d4d9-6046-465d-b332-c1b7d992e8ce,538,,,"[92.7, 37.7]",3817888,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Naorem Mahesh Singh,166425.0,Right Midfield,31,East Bengal,7286,['b01385f4-71aa-468b-bf5a-90dd8b7deb1c'],32,,Left Foot,,"[120.0, 45.8, 0.0]",,"[{'location': [91.5, 28.8], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.5, 53.5], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 41.2], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 37.2], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 32.4], 'player': {'id': 163339, 'name': 'Prabir Das'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.6, 39.4], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.2, 39.8], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 41.9], 'player': {'id': 133696, 'name': 'Marcelo Ribeiro dos Santos'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.2, 53.0], 'player': {'id': 161111, 'name': 'Antonio Perošević'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [80.9, 55.8], 'player': {'id': 80416, 'name': 'Darren Sidoel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [88.9, 49.9], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",,,Off T,0.02674822,Normal,Open Play,,,,East Bengal,7286,00:14:32.035,Shot,
,,,,,,,,,,,,,,,,,,0.957983,,,,,,,,,,,,,,,5d8d5699-1b5b-491f-a782-48006dc9fff8,590,,,"[100.6, 31.8]",3817888,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Carl Gerard McHugh,9989.0,Left Defensive Midfield,34,ATK Mohun Bagan,7282,['3a81e504-8127-4e65-acc4-80f3c8c7753a'],59,,Left Foot,,"[120.0, 41.9, 5.9]",True,"[{'location': [111.9, 42.3], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.2, 25.1], 'player': {'id': 124760, 'name': 'Adil Khan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 38.9], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 37.0], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.8, 33.7], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.7, 36.9], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 29.0], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.8, 43.7], 'player': {'id': 163345, 'name': 'David Joel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.1, 35.9], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.4, 17.3], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.1, 12.4], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.8, 24.1], 'player': {'id': 80416, 'name': 'Darren Sidoel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 17.8], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.5, 27.2], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",bc86e7ad-41c4-4129-8538-e87e20d63594,,Off T,0.057614814,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:15:59.551,Shot,
,,,,,,,,,,,,,,,,,,0.100612,,,,,,,,,,,,,,,2db4f829-322d-4825-90e0-f129e0c17326,679,,,"[102.8, 32.0]",3817888,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Naorem Mahesh Singh,166425.0,Right Midfield,40,East Bengal,7286,"['494c2688-8067-4e18-a1e9-48e329e8ac95', 'ba0687db-324d-46ea-8298-4d1df14c8ab5']",13,,Right Foot,,"[105.2, 32.8]",,"[{'location': [103.0, 43.2], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 37.9], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 33.4], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 32.1], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 29.6], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 22.6], 'player': {'id': 163339, 'name': 'Prabir Das'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.4, 30.0], 'player': {'id': 133696, 'name': 'Marcelo Ribeiro dos Santos'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 19.8], 'player': {'id': 161111, 'name': 'Antonio Perošević'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.4, 23.8], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Blocked,0.056935303,Normal,Open Play,,,,East Bengal,7286,00:19:13.780,Shot,
,,,,,,,,,,,,,,,,,,0.180727,,,,,,,,,,,,,,,7dd55da5-ba6e-4669-9161-1dbda60716d4,921,,,"[93.9, 46.9]",3817888,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Deepak Tangri,163340.0,Right Defensive Midfield,51,ATK Mohun Bagan,7282,"['a59acaa5-3b46-493b-90f6-c0e917c887a1', 'a9674e7a-c4a6-49f3-abd9-f1b0688339f9']",7,,Right Foot,,"[99.1, 46.0]",,"[{'location': [95.4, 29.6], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.9, 32.7], 'player': {'id': 163345, 'name': 'David Joel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 27.4], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.8, 59.0], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.3, 14.0], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.9, 28.6], 'player': {'id': 163342, 'name': 'Hugo Adnan Boumous'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.6, 24.4], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 31.1], 'player': {'id': 80416, 'name': 'Darren Sidoel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.5, 40.7], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.3, 22.7], 'player': {'id': 161111, 'name': 'Antonio Perošević'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [96.8, 43.4], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.2, 36.5], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.6, 45.9], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 51.8], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 43.3], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 39.8], 'player': {'id': 124760, 'name': 'Adil Khan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",1084e73b-ae94-42c0-8d85-2c0a695d97df,,Blocked,0.027728375,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:24:07.874,Shot,
,,,,,,,,,,,,,,,,,,1.143218,,,,,,,,,,,,,,,7b582ed3-d3b0-4964-8471-66a389687a0b,937,,,"[105.9, 48.6]",3817888,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marcelo Ribeiro dos Santos,133696.0,Right Center Forward,52,East Bengal,7286,['d4370036-6eaf-4a7e-b1d8-03ae8bc90f44'],35,,Right Foot,,"[120.0, 32.4, 0.0]",,"[{'location': [88.4, 40.6], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [86.1, 34.4], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.3, 27.7], 'player': {'id': 163339, 'name': 'Prabir Das'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.8, 35.8], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 41.9], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.2, 45.6], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.3, 59.2], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.2, 49.7], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.2, 57.2], 'player': {'id': 161111, 'name': 'Antonio Perošević'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.4, 45.1], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.3463578,Normal,Open Play,,,,East Bengal,7286,00:24:35.780,Shot,
,,,,,,,,,,,,,,,,,,0.215738,,,,,,,,,,,,,,,e3b4bf87-8951-4d20-a230-a782c2452e4a,1089,,,"[87.4, 17.1]",3817888,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcelo Ribeiro dos Santos,133696.0,Right Center Forward,59,East Bengal,7286,"['0f0e63c4-dfdf-4c56-8a8d-ed8e554b4958', 'bfade834-5b40-4879-a9ae-28e4142b284d', 'fc49c822-ebaf-42bb-bb8f-8ceef8d9f191']",53,,Right Foot,,"[88.7, 17.9]",,"[{'location': [118.0, 38.6], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.4, 23.2], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.8, 17.8], 'player': {'id': 163339, 'name': 'Prabir Das'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.6, 27.2], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.9, 36.6], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [76.7, 18.9], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 25.5], 'player': {'id': 161111, 'name': 'Antonio Perošević'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [84.1, 30.7], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Blocked,0.0065606995,Normal,Open Play,,,,East Bengal,7286,00:27:53.639,Shot,True
,,,,,,,,,,,,,,,,,,0.996903,,,,,,,,,,,,,,,5125221e-2580-4e7e-83ba-0ac92845cf84,1180,,,"[102.0, 16.5]",3817888,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Liston Colaco,124907.0,Left Wing,60,ATK Mohun Bagan,7282,"['06d5c572-90ec-4169-ad7c-eb1a5aadb4c1', 'b9f9997b-449d-4ed5-985e-b0c5c3f89ef0']",7,,Right Foot,,"[117.9, 40.2, 0.7]",,"[{'location': [93.3, 41.7], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.6, 55.2], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.1, 32.9], 'player': {'id': 163345, 'name': 'David Joel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.8, 39.1], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 44.6], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.4, 32.7], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 29.8], 'player': {'id': 80416, 'name': 'Darren Sidoel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 38.9], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 25.4], 'player': {'id': 124760, 'name': 'Adil Khan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 15.4], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",513a1abd-a866-4745-a518-dcb6aa38cbf4,,Saved,0.008530672,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:29:07.454,Shot,True
,,,,,,,,,,,,,,,,,,0.049773,,,,,,,,,,,,,,,12dae105-6c82-4670-8542-53523bd8c244,1197,,,"[116.1, 49.0]",3817888,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hugo Adnan Boumous,163342.0,Center Attacking Midfield,60,ATK Mohun Bagan,7282,"['3de7dccf-c1c5-4752-9fa7-fb30cf0a3d39', '78a42886-9d9d-4635-a2ce-954b1dee0283', 'a52e68d3-ff51-4b0b-8ed2-ff93342977ad']",20,,Right Foot,,"[116.5, 48.4]",True,"[{'location': [112.9, 35.3], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.4, 41.1], 'player': {'id': 124760, 'name': 'Adil Khan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 70.2], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.6, 41.9], 'player': {'id': 163345, 'name': 'David Joel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.9, 33.9], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.5, 43.8], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 58.3], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.5, 62.2], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 42.4], 'player': {'id': 80416, 'name': 'Darren Sidoel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 50.2], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.6, 47.7], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",3cb1f808-c4cd-4c34-badc-1d548ce638b0,,Blocked,0.045782562,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:29:20.831,Shot,True
