ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.013227,,,,,,,,,,,,,,,a307e37d-de1c-4057-a2fa-0e4f8fdc5b52,186,,"[91.7, 43.5]",3893787,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Malia Grace Steinmetz,401642.0,Left Defensive Midfield,17,Norway Women's,852,['49fffbf1-5b6f-4288-8f7f-25fedf19501e'],33,,Right Foot,"[120.0, 44.5, 5.3]",,"[{'location': [109.8, 51.4], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.9, 41.1], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.4, 36.8], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [83.2, 44.7], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 38.2], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 34.0], 'player': {'id': 276303, 'name': 'Thea Bjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.5, 45.2], 'player': {'id': 401645, 'name': 'Mathilde Hauge Harviken'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 50.1], 'player': {'id': 276288, 'name': 'Tuva Hansen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.2, 43.0], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 49.6], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.4, 33.7], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.6, 46.0], 'player': {'id': 392266, 'name': 'Jacqueline Anne Hand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.3, 49.4], 'player': {'id': 66217, 'name': 'Indiah-Paige Janita Riley'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [82.7, 54.9], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Off T,,0.02483216,Normal,Open Play,,,,New Zealand Women's,1215,00:04:33.732,Shot,
,,,,,,,,,,,,,,,,0.635129,,,,,,,,,,,,,,,021924fd-7117-405f-b9ed-0bec7e114f1b,263,,"[106.9, 33.3]",3893787,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ada Stolsmo Hegerberg,10385.0,Center Forward,20,Norway Women's,852,['df4a0850-df5b-4155-b822-5dd56b6ac022'],34,,Right Foot,"[116.4, 33.9]",True,"[{'location': [118.4, 39.2], 'player': {'id': 214481, 'name': 'Victoria Esson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 62.7], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.1, 59.1], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.2, 40.4], 'player': {'id': 66217, 'name': 'Indiah-Paige Janita Riley'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.9, 45.2], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 39.8], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 34.9], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 55.8], 'player': {'id': 276303, 'name': 'Thea Bjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.4, 37.7], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.8, 41.3], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",74012e1d-b9b0-49f9-bb76-5c6ba5d30dc0,,Wayward,,0.04231458,Overhead Kick,Open Play,,,,Norway Women's,852,00:06:34.242,Shot,
,,,,,,,,,,,,,,,,0.127373,,,,,,,,,,,,,,,f91a6223-3279-44e1-ae28-fac6f9907718,647,,"[105.7, 37.3]",3893787,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Elizabeth Doon Hassett,25663.0,Left Midfield,42,New Zealand Women's,1215,"['1208460c-2f1b-4bb2-b725-f6e077bc64f0', '24fabf30-8b07-4d0d-9e10-ba8221faff35', '4d7f9ffa-9922-4b75-b456-02c9735d60f2']",55,True,Head,"[106.6, 37.4]",,"[{'location': [85.2, 52.1], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.5, 37.4], 'player': {'id': 276303, 'name': 'Thea Bjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 38.2], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 41.9], 'player': {'id': 401645, 'name': 'Mathilde Hauge Harviken'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 39.9], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 70.5], 'player': {'id': 276288, 'name': 'Tuva Hansen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 59.0], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 57.1], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.4, 69.6], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [91.1, 45.1], 'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.4, 41.3], 'player': {'id': 392266, 'name': 'Jacqueline Anne Hand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.4, 74.7], 'player': {'id': 66217, 'name': 'Indiah-Paige Janita Riley'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.7, 67.5], 'player': {'id': 401642, 'name': 'Malia Grace Steinmetz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [89.0, 71.3], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.1, 45.7], 'player': {'id': 25658, 'name': 'Hannah Wilkinson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",5fe06552-5614-446c-a7a8-3df2de839689,,Blocked,,0.022457086,Normal,Open Play,,,,New Zealand Women's,1215,00:16:55.624,Shot,True
,,,,,,,,,,,,,,,,0.657838,,,,,,,,,,,,,,,5df753cf-1dc3-4158-a615-d94a435b0dd3,721,,"[107.7, 33.9]",3893787,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Frida Maanum,10516.0,Right Center Midfield,47,Norway Women's,852,['f99ce4e1-83dc-48b4-8b56-3de69ec8378e'],20,,Right Foot,"[120.0, 43.2, 6.0]",,"[{'location': [103.9, 32.4], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.4, 38.6], 'player': {'id': 214481, 'name': 'Victoria Esson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.7, 18.9], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 39.7], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 35.5], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.5, 34.6], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 37.6], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 25.4], 'player': {'id': 401642, 'name': 'Malia Grace Steinmetz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 14.0], 'player': {'id': 66217, 'name': 'Indiah-Paige Janita Riley'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.9, 45.6], 'player': {'id': 276303, 'name': 'Thea Bjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.5, 39.2], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [94.6, 14.3], 'player': {'id': 276288, 'name': 'Tuva Hansen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.6, 27.0], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",bb8c0ef3-5578-43ff-9411-248ba549f894,,Off T,,0.090357274,Half Volley,Open Play,,,,Norway Women's,852,00:19:20.274,Shot,
,,,,,,,,,,,,,,,,0.132551,,,,,,,,,,,,,,,fc44eac9-bf1a-4501-99b7-858fe148c850,1065,,"[94.6, 56.9]",3893787,28,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ada Stolsmo Hegerberg,10385.0,Center Forward,67,Norway Women's,852,"['202e6f50-3b67-4da5-a72f-cf97d4a36d83', '47151c25-f1b9-49c6-b3a3-f9673ef64079']",14,,Left Foot,"[96.6, 55.8]",,"[{'location': [118.8, 41.6], 'player': {'id': 214481, 'name': 'Victoria Esson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.7, 71.4], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.5, 62.6], 'player': {'id': 392266, 'name': 'Jacqueline Anne Hand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [102.2, 61.4], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.7, 59.1], 'player': {'id': 401642, 'name': 'Malia Grace Steinmetz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 55.7], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.2, 41.6], 'player': {'id': 66217, 'name': 'Indiah-Paige Janita Riley'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.9, 56.9], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 43.2], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 47.0], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.1, 54.4], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.4, 67.9], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.3, 61.1], 'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.2, 40.0], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.5, 43.7], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",b4f0e0f7-2833-464a-8a7c-6df3fd339d77,,Blocked,,0.009819396,Normal,Open Play,,,,Norway Women's,852,00:28:14.238,Shot,
,,,,,,,,,,,,,,,,0.114899,,,,,,,,,,,,,,,71c07b1e-ff9d-45c6-8d9c-e9f749f1f62c,1343,,"[109.6, 46.1]",3893787,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Ada Stolsmo Hegerberg,10385.0,Center Forward,82,Norway Women's,852,"['44960cd8-d0d4-40a4-9ad4-f31fc05b9007', '701d4154-2323-4ebf-9f58-7eafb11f8a64', 'd7d32cff-9aae-4eb0-9bdf-27536a3a74a9']",2,,Right Foot,"[110.6, 45.4]",True,"[{'location': [118.6, 42.9], 'player': {'id': 214481, 'name': 'Victoria Esson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.4, 33.0], 'player': {'id': 66217, 'name': 'Indiah-Paige Janita Riley'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.1, 49.6], 'player': {'id': 401642, 'name': 'Malia Grace Steinmetz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 44.3], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.7, 54.0], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 54.5], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 42.7], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.9, 45.2], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 53.2], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.0, 38.6], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",fd61f736-6555-4e1f-bd14-ed2111d5ebc8,,Blocked,,0.07949254,Normal,Open Play,,,,Norway Women's,852,00:36:02.006,Shot,True
,,,,,,,,,,,,,,,,0.106281,,,,,,,,,,,,,,,e2dd6853-ca88-43fc-b3c4-d41361c447d0,1603,,"[113.3, 51.4]",3893787,43,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Hannah Wilkinson,25658.0,Left Center Forward,96,New Zealand Women's,1215,"['61235819-5344-408f-a77c-c91a3d86a887', '7a30b6ef-faf9-420c-9be5-f24a8b5b1fb9', 'e3708604-0350-4ec4-9bfd-867546ccb28c']",48,,Right Foot,"[113.8, 50.6]",,"[{'location': [113.6, 50.4], 'player': {'id': 276303, 'name': 'Thea Bjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.5, 59.6], 'player': {'id': 276288, 'name': 'Tuva Hansen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 43.4], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 48.9], 'player': {'id': 401645, 'name': 'Mathilde Hauge Harviken'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.5, 44.2], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 36.6], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.9, 47.3], 'player': {'id': 392266, 'name': 'Jacqueline Anne Hand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Blocked,,0.04313628,Normal,Open Play,,,,New Zealand Women's,1215,00:43:48.475,Shot,True
,,,,,,,,,,,,,,,,0.528552,,,,,,,,,,,,,,,43c94479-5888-4c0c-b38d-4965257678c8,1650,,"[106.2, 57.8]",3893787,45,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Catherine Joan Bott,25662.0,Right Back,98,New Zealand Women's,1215,"['404dfe39-3b28-44b0-b864-48fe18c52213', 'fb58f1a9-5ae7-4ce0-92f6-fd094fa488a0']",11,,Left Foot,"[103.5, 1.9]",,"[{'location': [94.2, 41.2], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.2, 43.8], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 65.0], 'player': {'id': 276288, 'name': 'Tuva Hansen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 57.8], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.7, 54.1], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 46.0], 'player': {'id': 401645, 'name': 'Mathilde Hauge Harviken'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 39.9], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 36.4], 'player': {'id': 276303, 'name': 'Thea Bjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.9, 56.0], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.3, 43.7], 'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.9, 64.6], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.0, 40.3], 'player': {'id': 25658, 'name': 'Hannah Wilkinson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.5, 45.1], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.1, 59.1], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.2, 69.7], 'player': {'id': 392266, 'name': 'Jacqueline Anne Hand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.9, 70.1], 'player': {'id': 66217, 'name': 'Indiah-Paige Janita Riley'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Wayward,,0.02037916,Normal,Open Play,,,,New Zealand Women's,1215,00:45:11.139,Shot,True
,,,,,,,,,,,,,,,,0.597778,,,,,,,,,,,,,,,ac278eeb-87a6-49af-b5e1-404b440d13fe,1731,,"[111.2, 41.6]",3893787,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Frida Maanum,10516.0,Right Center Midfield,101,Norway Women's,852,"['586f2425-369d-4bdd-aaa2-8b6ec26a06ce', '7ccbc4d3-4e0b-4a8c-a5c8-3e7a9c298392']",29,True,Head,"[120.0, 51.8, 0.5]",,"[{'location': [109.0, 31.7], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 36.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.6, 40.5], 'player': {'id': 214481, 'name': 'Victoria Esson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 40.8], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 42.5], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 43.1], 'player': {'id': 401642, 'name': 'Malia Grace Steinmetz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 46.5], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 52.3], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.5, 24.5], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.7, 47.1], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.6, 40.5], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.4, 43.9], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",e9da61f6-e35d-4051-9ad9-c19bc9847afc,True,Off T,,0.1331655,Normal,Open Play,,,,Norway Women's,852,00:01:29.927,Shot,True
,,,,,,,,,,,,,,,,0.585874,,,,,,,,,,,,,,,5f712b3f-c5de-4569-b000-61e9e09deb46,1746,,"[112.7, 40.8]",3893787,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Hannah Wilkinson,25658.0,Left Center Forward,102,New Zealand Women's,1215,['0657ac9e-639a-4ace-9903-609f0412d7b9'],11,,Right Foot,"[120.0, 41.8, 1.3]",True,"[{'location': [117.3, 41.3], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.3, 58.2], 'player': {'id': 401645, 'name': 'Mathilde Hauge Harviken'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 43.1], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 39.1], 'player': {'id': 276303, 'name': 'Thea Bjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.2, 61.4], 'player': {'id': 392266, 'name': 'Jacqueline Anne Hand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.0, 27.4], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",9cb298ca-bf73-4b67-963d-ea482e00dbcf,,Goal,,0.43960825,Half Volley,Open Play,,,,New Zealand Women's,1215,00:02:11.477,Shot,
