50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.816688,,,,,,,,,,,bb449029-feb3-436f-bdeb-b9c7b34bd592,80,,,"[93.2, 41.4]",3775649,3,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dagný Brynjarsdóttir,10124.0,Left Defensive Midfield,6,West Ham United LFC,972,"['7b7b8423-1e2f-4884-8765-f487d6c7d161', 'e41eba2d-853f-4680-b384-a18400e9299b']",37,,Left Foot,"[120.0, 34.1, 4.8]",True,"[{'location': [118.6, 40.6], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 28.3], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [111.6, 35.5], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.8, 47.7], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 38.7], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.4, 44.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 51.0], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.4, 45.1], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.4, 41.4], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.9, 49.3], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.4, 36.7], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.8, 36.7], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.6, 49.3], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.9, 58.1], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [120.0, 64.0], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",92865894-1046-4401-a999-c16bba9728c7,,Off T,0.02481566,Normal,Open Play,,,,West Ham United LFC,972,00:03:37.831,Shot,True
,,,,,,,,,,,,,,,,,0.531664,,,,,,,,,,,914b2383-95a7-4e89-8558-77ac6362d8b4,147,,,"[113.4, 37.0]",3775649,6,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martha Thomas,31558.0,Center Forward,10,West Ham United LFC,972,"['23172f4b-b221-466f-a3dd-156a5008ef1f', '306514b6-c06a-49a5-a069-0b10c31402d1']",2,True,Head,"[120.0, 42.3, 3.7]",,"[{'location': [113.5, 10.6], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 24.7], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 42.2], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.3, 37.7], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 27.7], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 34.8], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 38.3], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.5, 34.3], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [93.4, 18.6], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 35.3], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [102.7, 29.9], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.9, 44.5], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.9, 36.8], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",dab0a080-dede-4cea-a966-f0f21948daf6,,Off T,0.19970706,Normal,Open Play,,,,West Ham United LFC,972,00:06:02.111,Shot,True
,,,,,,,,,,,,,,,,,2.540855,,,,,,,,,,,7ff27948-a790-4710-b3b6-0f93aefd3832,158,,,"[93.4, 74.0]",3775649,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Wing,12,West Ham United LFC,972,['07f126e4-2b32-4f1f-8dff-12fe5f72899a'],43,,Right Foot,"[120.0, 36.9, 1.2]",,"[{'location': [117.2, 42.3], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.2, 37.6], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.4, 48.5], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [89.9, 24.9], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [104.1, 47.8], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.4, 40.5], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.6, 32.4], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [87.7, 58.8], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.3, 67.3], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.1, 39.0], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.4, 58.6], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 52.5], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.5, 22.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 39.6], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 32.3], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",ba37fca3-2ed5-4ca1-bf5a-385ed2847db7,,Goal,0.0070740734,Lob,Open Play,,,,West Ham United LFC,972,00:06:43.784,Shot,
,,,,,,,,,,,,,,,,,0.50855,,,,,,,,,,,9af1436e-2e6c-4807-a719-461d866fd424,204,,,"[117.6, 33.3]",3775649,9,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Katerina Svitková,24403.0,Left Wing Back,15,West Ham United LFC,972,['cfb45688-a00e-4900-9a20-285bf1594bf5'],3,,Head,"[120.0, 37.5, 1.5]",,"[{'location': [120.0, 57.6], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [117.7, 46.0], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [110.6, 40.6], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.7, 49.7], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.6, 40.8], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 35.3], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.6, 42.7], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 47.9], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 55.5], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.9, 43.1], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.6, 45.8], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 43.1], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",bf603a04-d9a9-4c20-92e4-9e536bc3e142,True,Goal,0.22855045,Normal,Open Play,,,,West Ham United LFC,972,00:09:03.930,Shot,
,,,,,,,,,,,,,,,,,1.749338,,,,,,,,,,,57399e74-cb2d-4228-beb1-e17ee3c5bb67,240,,,"[112.6, 49.9]",3775649,10,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Martha Thomas,31558.0,Center Forward,17,West Ham United LFC,972,['6a637fee-f621-4913-9e0d-64076554bac3'],28,,Right Foot,"[120.0, 43.7, 0.9]",,"[{'location': [110.2, 41.8], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.7, 35.9], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.7, 51.5], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.4, 44.6], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.6, 37.5], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 46.4], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 48.8], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.4, 24.8], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.9, 42.1], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [85.0, 33.9], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [85.0, 31.9], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",958d8b0c-9362-4f02-af39-d7ad52a2d279,,Goal,0.101204805,Normal,Open Play,,,,West Ham United LFC,972,00:10:28.055,Shot,
,,,,,,,,,,,,,,,,,0.471026,,,,,,,,,,,8ff7d0f0-b0b5-44a4-8386-6d9ec07ed63e,270,,,"[94.5, 48.7]",3775649,12,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jessica Fishlock,5016.0,Left Defensive Midfield,20,Reading WFC,974,"['9f83d978-9eab-4821-afe4-e19e534059ab', 'd08c09d5-77fd-4cee-9d56-778a9a0202ea', 'ef4b4290-a2ab-4626-9791-47ce218c93b1']",5,,Right Foot,"[102.0, 43.3]",,"[{'location': [97.0, 37.7], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.5, 43.6], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.6, 53.6], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.5, 53.5], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.2, 47.3], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 33.9], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.5, 43.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.4, 49.8], 'player': {'id': 31157, 'name': 'Hawa Cissoko'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.4, 48.2], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.3, 51.3], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 57.4], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [116.7, 42.6], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.01863892,Half Volley,Open Play,,,,Reading WFC,974,00:12:05.710,Shot,True
,,,,,,,,,,,,,,,,,0.181691,,,,,,,,,,,4a4ab288-d840-4760-958a-4361de04cdfa,452,,,"[99.4, 29.3]",3775649,17,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Emily Louise van Egmond,5076.0,Left Wing,31,West Ham United LFC,972,"['9a14bce8-86b3-4d71-8bf4-86700ffc1f05', 'd3fc401a-68c8-4015-a932-556644f80432']",46,,Left Foot,"[100.7, 29.8]",,"[{'location': [100.3, 30.9], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 31.1], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.1, 27.1], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.6, 37.2], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [82.3, 29.8], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.2, 37.3], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",55fd8781-5ac5-4c51-9f35-d1896028e07a,,Blocked,0.05297083,Normal,Open Play,,,,West Ham United LFC,972,00:17:46.275,Shot,
,,,,,,,,,,,,,,,,,1.364975,,,,,,,,,,,511dff0f-f788-4572-ae27-a044b3fa6a12,563,,,"[105.1, 38.3]",3775649,19,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fara Williams,10251.0,Left Center Forward,37,Reading WFC,974,"['1c7b2931-e110-4d1c-96f6-f98faae09580', 'e165afa1-d3bf-41f6-815f-7e58901934f8']",56,True,Head,"[120.0, 47.3, 0.6]",,"[{'location': [117.6, 40.9], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.3, 66.9], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.1, 60.2], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 60.6], 'player': {'id': 31157, 'name': 'Hawa Cissoko'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 49.9], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 42.0], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.1, 38.3], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.7, 35.0], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.8, 51.5], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.9, 59.4], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [90.6, 69.7], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [94.3, 37.3], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.8, 35.6], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.8, 42.0], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",0c7d065f-1b7a-4298-b3a9-28e99dedf25c,,Off T,0.031468485,Normal,Open Play,,,,Reading WFC,974,00:19:56.385,Shot,True
,,,,,,,,,,,,,,,,,1.377651,,,,,,,,,,,8df2a05a-4af8-4cc2-8dcb-a9bf2fddf1ba,658,,,"[93.4, 26.4]",3775649,26,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jessica Fishlock,5016.0,Left Defensive Midfield,44,Reading WFC,974,['f70d5170-b2ff-4e71-9a9d-81d0263f8c67'],1,,Right Foot,"[118.0, 41.8, 0.9]",,"[{'location': [118.2, 39.2], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.7, 43.6], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.7, 30.7], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.1, 34.9], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 40.6], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.8, 46.9], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.8, 32.8], 'player': {'id': 31157, 'name': 'Hawa Cissoko'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 23.2], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.3, 24.7], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.3, 21.6], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.8, 40.5], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.6, 34.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [86.8, 35.2], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.9, 24.6], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.6, 21.9], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.0, 1.0], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Saved,0.01969498,Normal,Open Play,,,,Reading WFC,974,00:26:01.744,Shot,
,,,,,,,,,,,,,,,,,0.621208,,,,,,,,,,,ec2d81fc-6928-45f1-a5aa-47728c5576fd,754,,,"[110.4, 39.0]",3775649,28,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martha Thomas,31558.0,Center Forward,50,West Ham United LFC,972,['00c94674-ffa9-4b10-b075-e84f70c7d34e'],40,,Left Foot,"[120.0, 40.5, 0.2]",True,"[{'location': [84.0, 17.6], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.4, 49.6], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.7, 47.6], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 40.7], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.2, 31.5], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.8, 50.3], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [115.6, 42.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 29.4], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",953fdca6-be77-424b-98ad-7003871e8a6e,,Goal,0.71879804,Normal,Open Play,,,,West Ham United LFC,972,00:28:40.644,Shot,
