50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.1147,,,,,,,,,,,b417ccbd-2146-49cd-afc2-d5ad6698bd4a,287,,,"[112.0, 39.0]",19768,7,,,,,,,,,,,,,,,,,,,,,1,From Corner,Kate Longhurst,18147.0,Left Center Midfield,16,West Ham United LFC,972,['5b926fc6-76e6-47e5-a697-7127e3306fdf'],27,,Head,,"[113.0, 43.0]",,"[{'location': [114.0, 42.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 45.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [120.0, 43.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [120.0, 37.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 45.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 48.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.0, 39.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.0, 49.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 46.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.0, 36.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",77ca1d37-f55c-456c-8a6c-15ff63448ce8,,Wayward,0.107098095,Normal,Open Play,,,,West Ham United LFC,972,00:07:27.863,Shot,
,,,,,,,,,,,,,,1.019814,,,,,,,,,,,4ad37fdc-96f8-419c-aecf-3acda6ba21d5,293,,,"[113.0, 50.0]",19768,7,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alisha Lehmann,18153.0,Left Wing,16,West Ham United LFC,972,"['04f82160-cec7-4678-b531-ce38a0805e04', '8c84c4b6-3a1e-4c28-b10f-cb4d2257aa05']",30,,Left Foot,,"[120.0, 38.0]",,"[{'location': [107.0, 46.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 45.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 46.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.0, 43.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 36.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.0, 41.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.0, 45.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.0, 45.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 45.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 41.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",,,Blocked,0.071690634,Half Volley,Open Play,,,,West Ham United LFC,972,00:07:30.540,Shot,
,,,,,,,,,,,,,,1.0172,,,,,,,,,,,52d735d5-1973-441a-9f51-39b26d53d9c8,375,,,"[100.0, 56.0]",19768,9,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Julia Simic,18150.0,Center Defensive Midfield,22,West Ham United LFC,972,['67d6b355-eb73-40fa-9e26-1bde83817ba3'],43,,Left Foot,,"[115.0, 37.0]",,"[{'location': [105.0, 32.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 32.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 77.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 58.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 60.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 54.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 41.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [93.0, 34.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 47.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 65.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 56.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.0, 35.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.0, 49.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",d826ff58-2866-453c-af43-862e1e0a254f,,Wayward,0.032136668,Volley,Open Play,,,,West Ham United LFC,972,00:09:43.946,Shot,
,,,,,,,,,,,,,,1.222999,,,,,,,,,,,38a4b9ee-7a39-49b4-b3ce-ce71e3f5dbbf,449,,,"[110.0, 32.0]",19768,11,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Danique Kerkdijk,16383.0,Right Center Back,24,Bristol City WFC,973,['181f04cf-3ab2-4393-9797-98814d2510a5'],52,,Head,,"[118.0, 36.6, 2.1]",,"[{'location': [107.0, 38.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 29.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 45.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.0, 38.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 37.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [85.0, 51.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.0, 34.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 35.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 41.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 48.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",40cecf66-e2d2-4665-995d-daccf92cff2a,,Saved,0.11124892,Normal,Open Play,,,,Bristol City WFC,973,00:11:52.020,Shot,
,,,,,,,,,,,,,,1.4654,,,,,,,,,,,f1af1a50-03b3-4e52-b722-459aac8fb9a1,484,,,"[102.0, 27.0]",19768,12,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alisha Lehmann,18153.0,Left Wing,28,Bristol City WFC,973,['73c62d54-2fa5-4a1e-a539-7b1ede772d70'],52,,Right Foot,True,"[119.0, 36.2, 2.0]",,"[{'location': [105.0, 39.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 48.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 37.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 29.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 29.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 26.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 24.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 30.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Goal,0.038803473,Normal,Open Play,,,,West Ham United LFC,972,00:12:52.527,Shot,
,,,,,,,,,,,,,,2.0979,,,,,,,,,,,19e056a6-7d0e-4008-b8c9-786eded73e90,733,,,"[87.0, 26.0]",19768,19,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ella Rutherford,16388.0,Left Wing,37,Bristol City WFC,973,['aa12751a-fabe-4a79-961d-5da0093c764f'],50,,Left Foot,,"[119.0, 41.9, 0.1]",,"[{'location': [70.0, 21.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [90.0, 41.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 33.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 49.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 26.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 20.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.0, 31.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [79.0, 28.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 45.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [75.0, 47.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",2532eeb7-820a-4776-a327-99548935fad6,,Saved,0.007965913,Normal,Open Play,,,,Bristol City WFC,973,00:19:50.280,Shot,
,,,,,,,,,,,,,,2.489097,,,,,,,,,,,eac73ca8-8199-438d-bf2e-8225599c45d6,1128,,,"[92.0, 50.0]",19768,32,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ella Rutherford,16388.0,Left Wing,64,Bristol City WFC,973,['57ebd192-3d27-49f3-90ec-5d01dc6cda09'],37,,Left Foot,,"[119.0, 36.0, 3.5]",,"[{'location': [106.0, 36.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.0, 38.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 34.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 40.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.0, 46.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 30.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.0, 41.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.0, 51.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 36.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 34.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 37.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 52.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 50.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 44.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.0, 53.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,Off T,0.046060607,Normal,Free Kick,,,,Bristol City WFC,973,00:32:37.737,Shot,
,,,,,,,,,,,,,,0.303241,,,,,,,,,,,4ebd62c5-a3fc-44ee-802e-99ebeacb13bb,1200,,,"[106.0, 36.0]",19768,34,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Claire Lauren Rafferty,18156.0,Left Back,68,West Ham United LFC,972,['9ef9b3c7-866d-4123-8f93-a7e55eab3f88'],42,,Left Foot,,"[113.0, 39.0]",,"[{'location': [117.0, 45.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 55.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 41.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.0, 45.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [120.0, 60.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 28.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",531c6f98-db43-4800-899c-9da5b5038b64,,Wayward,0.20260489,Volley,Open Play,,,,West Ham United LFC,972,00:34:42.112,Shot,
,,,,,,,,,,,,,,1.333418,,,,,,,,,,,70e7685a-2a05-4f06-ae13-b336b6055f34,1261,,,"[105.0, 42.0]",19768,36,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jane Ross,4653.0,Center Forward,73,West Ham United LFC,972,['a8422510-1941-4386-8f67-c0354a32a031'],57,,Head,,"[119.0, 36.6, 2.0]",,"[{'location': [110.0, 47.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 36.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 33.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 36.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 24.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 25.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.0, 41.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 58.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.0, 36.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",bc7e800d-54c2-4ca0-92a6-29679a32c2f3,,Saved,0.095873855,Normal,Open Play,,,,West Ham United LFC,972,00:36:57.184,Shot,
,,,,,,,,,,,,,,1.019068,,,,,,,,,,,5dd5594b-054b-47b2-b1d1-7bf97af2a980,1419,,,"[114.0, 58.0]",19768,42,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Leanne Kiernan,18146.0,Right Wing,89,West Ham United LFC,972,['048080cc-3c8d-4f75-a6cf-b6741e663fae'],52,,Right Foot,,"[119.0, 42.2, 2.0]",,"[{'location': [98.0, 44.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 44.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 50.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 42.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 44.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 56.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 59.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 51.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 49.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",18a6e120-8567-47cb-b637-0d0ba2a951d7,,Saved,0.010406595,Normal,Open Play,,,,West Ham United LFC,972,00:42:52.977,Shot,
