50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.28482,,,,,,,,,,,42999890-b268-4416-be28-80bdaabed686,1591,,,"[112.0, 24.0]",19768,46,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kate Longhurst,18147.0,Left Center Midfield,108,West Ham United LFC,972,['14904765-ccb8-4e51-8366-68a8dfa5c7c3'],8,,Left Foot,,"[119.0, 34.8, 1.5]",,"[{'location': [115.0, 38.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.0, 39.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 39.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 17.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 21.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 22.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 17.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 34.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [100.0, 49.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 29.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 20.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 3.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.0, 7.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3deaea8b-625a-48ae-b082-1d1a12786a30,,Off T,0.018891314,Normal,Open Play,,,,West Ham United LFC,972,00:01:08.785,Shot,
,,,,,,,,,,,,,,1.470993,,,,,,,,,,,33824f6f-908e-496b-b760-4e85ad267c63,1711,,,"[93.0, 41.0]",19768,50,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kate Longhurst,18147.0,Left Center Midfield,118,West Ham United LFC,972,['5a8d085f-7687-4b7a-9ad5-af0f2895ead4'],17,,Right Foot,,"[118.0, 37.6, 1.9]",,"[{'location': [98.0, 49.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [81.0, 50.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [86.0, 37.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [85.0, 39.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.0, 30.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.0, 26.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.0, 34.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 31.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.0, 34.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 42.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 48.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6c6234f1-f222-4927-8408-139806a7f22b,,Saved,0.03312328,Normal,Open Play,,,,West Ham United LFC,972,00:05:17.135,Shot,
,,,,,,,,,,,,,,1.654657,,,,,,,,,,,eb1d9097-eb87-4a4e-904f-ffaa5f9fdb1e,1814,,,"[106.0, 38.0]",19768,53,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Juliette Kemppi,16390.0,Center Forward,128,Bristol City WFC,973,['b7630a3f-cd3f-4299-96fd-61d56d7413d6'],22,,Left Foot,,"[119.0, 37.0, 1.6]",,"[{'location': [95.0, 21.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.0, 24.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 31.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 31.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.0, 21.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.0, 32.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 34.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 40.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",2606bfb8-9260-4735-a1f9-bd8a78007935,,Saved,0.11168212,Normal,Open Play,,,,Bristol City WFC,973,00:08:22.011,Shot,
,,,,,,,,,,,,,,2.021136,,,,,,,,,,,ed3fbf69-1859-44ce-8f15-479d4ca43336,1953,,,"[95.0, 50.0]",19768,57,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rosella Ayane,21048.0,Right Wing,137,Bristol City WFC,973,['cb13e674-d527-44a0-883b-0a217456d854'],7,,Left Foot,,"[120.0, 41.9, 1.6]",,"[{'location': [107.0, 52.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 69.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.0, 60.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.0, 25.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 38.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 29.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 56.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 44.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 49.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 56.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [82.0, 74.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [83.0, 38.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [81.0, 36.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 50.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6376492c-5853-4fa4-bfb4-db887e560b2a,,Saved,0.024416167,Normal,Open Play,,,,Bristol City WFC,973,00:12:07.456,Shot,
,,,,,,,,,,,,,,1.1269,,,,,,,,,,,82d4a580-1e66-4801-9c9d-64d82066124f,1968,,,"[112.0, 32.0]",19768,58,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Brooke Hendrix,18159.0,Left Center Back,140,West Ham United LFC,972,"['1746f332-f9fd-467b-99ec-df1b60b15e03', 'cd8319db-a42c-4a0d-9d25-e06d0a7c1da4']",21,True,Head,,"[119.0, 37.6, 3.5]",,"[{'location': [102.0, 56.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 35.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 33.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.0, 44.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 49.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 33.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,,Off T,0.05714956,Normal,Open Play,,,,West Ham United LFC,972,00:13:21.397,Shot,True
,,,,,,,,,,,,,,0.236,,,,,,,,,,,d44c3d5a-8bb1-4e43-a1cf-326ad8ec4ed0,2036,,,"[108.0, 53.0]",19768,60,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alisha Lehmann,18153.0,Left Wing,148,West Ham United LFC,972,"['3f710e3d-262a-4ca4-876e-fdd074edf683', '5f0f74cb-dc7b-4361-b7b2-14fd394dd233']",55,,Right Foot,,"[110.0, 49.0]",,"[{'location': [105.0, 38.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 51.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",48f7a3ed-c138-4e19-ad98-0a15f3eef9ba,,Blocked,0.057180386,Normal,Open Play,,,,West Ham United LFC,972,00:15:55.446,Shot,
,,,,,,,,,,,,,,0.856798,,,,,,,,,,,4ce8ff50-c543-4ef3-adf7-924f97ea1d1d,2224,,,"[113.0, 39.0]",19768,66,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alisha Lehmann,18153.0,Left Wing,162,West Ham United LFC,972,"['e642905b-7e9d-4ba6-8e98-0e6cb2edeb31', 'fb6b13aa-6c44-4514-b36c-a6ecddf8b0f2']",58,,Right Foot,,"[119.0, 37.8, 3.5]",True,"[{'location': [113.0, 31.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 46.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",098e747b-da70-4ca3-ad56-08423762d4ed,,Off T,0.33049372,Normal,Open Play,,,,West Ham United LFC,972,00:21:58.863,Shot,True
,,,,,,,,,,,,,,1.872221,,,,,,,,,,,ad10a02f-4c74-43ef-97ad-9b9070d1c9f3,2419,,,"[102.0, 28.0]",19768,73,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Rosella Ayane,21048.0,Center Forward,177,Bristol City WFC,973,['d3934cf2-89a1-410f-9c51-65504ea02b2d'],46,,Right Foot,,"[120.0, 35.2, 2.3]",,"[{'location': [105.0, 19.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.0, 20.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 25.0], 'player': {'id': 21059, 'name': 'Katie Robinson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 36.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 25.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 23.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 25.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 29.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.033666488,Normal,Open Play,,,,Bristol City WFC,973,00:28:46.788,Shot,
,,,,,,,,,,,,,,1.849023,,,,,,,,,,,78d31ef3-67ff-4236-a2d3-78eaea69f2d2,2803,,,"[94.0, 54.0]",19768,85,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rosella Ayane,21048.0,Center Forward,205,Bristol City WFC,973,['dfe80d86-1f44-4447-84ae-db3fee4a26df'],33,,Left Foot,,"[120.0, 43.0, 2.4]",,"[{'location': [103.0, 32.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 30.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [82.0, 54.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 60.0], 'player': {'id': 16382, 'name': 'Heather Payne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.0, 31.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.0, 34.0], 'player': {'id': 21059, 'name': 'Katie Robinson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.0, 43.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.0, 44.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 51.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 38.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 42.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 53.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",70da0566-3cca-483b-84f5-9815816a105f,,Saved,0.01309341,Normal,Open Play,,,,Bristol City WFC,973,00:40:33.261,Shot,
,,,,,,,,,,,,,,1.168245,,,,,,,,,,,3cc7cb1a-d4b1-4db1-b5ac-1dc35864c0ba,2878,,,"[107.0, 36.0]",19768,88,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Jane Ross,4653.0,Center Forward,212,Bristol City WFC,973,['e2a61993-6f41-4991-9925-c05b91cc24d3'],19,,Right Foot,,"[119.0, 36.6, 1.6]",,"[{'location': [98.0, 36.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 37.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 37.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Goal,0.4498285,Normal,Open Play,,,,West Ham United LFC,972,00:43:19.451,Shot,
,,,,,,,,,,,,,,0.934231,,,,,,,,,,,c5c1a253-5284-4302-aa89-03490a715eca,2940,,,"[108.0, 34.0]",19768,90,,,,,,,,,,,,,,,,,,,,,2,From Counter,Brianna Visalli,18157.0,Right Center Midfield,216,West Ham United LFC,972,['2f29038c-f62e-474a-b65b-4aa49e2e3521'],18,,Left Foot,,"[119.0, 34.0, 1.6]",,"[{'location': [99.0, 47.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 38.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 33.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 35.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",9a2c88e2-943a-4657-b78f-3a4d6b67e3ff,True,Off T,0.14531048,Normal,Open Play,,,,West Ham United LFC,972,00:45:18.436,Shot,
