bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.520979,,,,,,,,,,,,,,,bb9d2950-ac1a-4dba-82ca-7363c7abc894,1048,,,"[89.4, 51.9]",2275137,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Josie Green,4865.0,Left Defensive Midfield,56,Tottenham Hotspur Women,749,['ce126db7-0c77-4379-9367-8e163adc6d14'],27,,Left Foot,"[118.8, 41.2, 2.3]",,"[{'location': [95.1, 45.7], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.0, 29.3], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.6, 32.1], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.6, 34.3], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.5, 33.4], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.1, 46.1], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.9, 50.6], 'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 69.9], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.5, 43.7], 'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [84.6, 50.1], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.2, 51.0], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.2, 44.9], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.9, 41.0], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 77.8], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Saved,0.014826416,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:25:27.892,Shot,
,,,,,,,,,,,,,,,,,,,1.255382,,,,,,,,,,,,,,,a41ca65e-de83-4163-bc14-3f0991049ca8,1385,,,"[89.4, 49.7]",2275137,35,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Gemma Suzanne Davison,15721.0,Left Center Forward,79,Tottenham Hotspur Women,749,['b3d5ec89-90a6-41ee-bbeb-99c528f0abbd'],45,,Right Foot,"[120.0, 44.0, 4.0]",,"[{'location': [91.3, 61.5], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.6, 21.3], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.4, 29.3], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.9, 41.6], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.2, 24.6], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.8, 28.4], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.0, 51.4], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.6, 48.7], 'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.1, 46.4], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.4, 41.0], 'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.3, 44.6], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [79.4, 41.5], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",2ffb853f-876c-4245-a168-5c4ca2a9ad3a,,Off T,0.017059969,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:35:45.871,Shot,
,,,,,,,,,,,,,,,,,,,1.142234,,,,,,,,,,,,,,,b0463043-23eb-4af6-b65e-c46859dd4b7e,1738,,,"[96.8, 24.6]",2275137,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jane Ross,4653.0,Center Forward,98,Manchester United,1475,['068cc251-ff86-4792-b913-782cc9424797'],37,,Left Foot,"[117.9, 42.1, 0.2]",,"[{'location': [118.5, 40.4], 'player': {'id': 33349, 'name': 'Chloe Morgan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 40.7], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [84.9, 28.8], 'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.7, 6.0], 'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.0, 7.1], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 20.5], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.4, 26.2], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 34.6], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 27.8], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 40.2], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [78.0, 36.9], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.7, 24.2], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",e389348d-9338-4735-8da3-e18d377c803f,,Saved,0.023488889,Normal,Open Play,,,,Manchester United,1475,00:43:37.555,Shot,
,,,,,,,,,,,,,,,,,,,0.741245,,,,,,,,,,,,,,,d1bff7a3-c6f0-417c-ba4b-c6aa74596db8,1868,,,"[112.3, 41.0]",2275137,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Hayley Ladd,19501.0,Left Center Midfield,107,Manchester United,1475,['26cfd780-7ab7-4c8c-90fa-505ae0e9ad25'],6,,Right Foot,"[120.0, 41.9, 4.1]",True,"[{'location': [118.7, 38.4], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.7, 47.8], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.1, 45.3], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.5, 42.9], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 43.5], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 50.5], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [101.2, 40.2], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.9, 40.4], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.8, 39.1], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.8, 45.9], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.8, 40.6], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.0, 39.8], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 31.8], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 30.3], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.5, 41.5], 'player': {'id': 33349, 'name': 'Chloe Morgan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 36.3], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.2, 34.8], 'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,0.09738562,Volley,Open Play,,,,Manchester United,1475,00:01:06.655,Shot,
,,,,,,,,,,,,,,,,,,,1.602396,,,,,,,,,,,,,,,c5401d05-2483-48b2-8135-6a87e0fa2f07,2093,,,"[85.5, 35.6]",2275137,53,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Katie Zelem,31540.0,Right Center Midfield,120,Manchester United,1475,['14eb3030-a0b9-47bd-ac56-92b100489379'],37,,Left Foot,"[119.2, 42.5, 1.6]",,"[{'location': [119.3, 40.5], 'player': {'id': 33349, 'name': 'Chloe Morgan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.6, 35.9], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.3, 42.5], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 55.4], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.7, 25.4], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [81.5, 19.5], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [75.6, 32.6], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [80.5, 21.8], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.9, 26.5], 'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.0, 34.3], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.5, 42.5], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.5, 36.8], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [82.0, 58.2], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.8, 36.1], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.4, 47.9], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.9, 63.5], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Saved,0.015760925,Normal,Open Play,,,,Manchester United,1475,00:08:37.614,Shot,
,,,,,,,,,,,,,,,,,,,0.448488,,,,,,,,,,,,,,,db0ee0cd-a4a8-4d98-aefb-df9a3e0aaaf8,2126,,,"[106.1, 41.0]",2275137,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rianna Dean,31702.0,Right Center Forward,125,Tottenham Hotspur Women,749,['381fb044-91e3-4f6d-84fe-9280536ed97f'],19,,Left Foot,"[114.9, 39.3, 1.2]",True,"[{'location': [93.0, 34.9], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [95.4, 39.0], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.9, 40.2], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 42.7], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.6, 50.1], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.4, 41.8], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 36.4], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.1, 40.0], 'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.5, 46.3], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Saved,0.4095284,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:09:19.856,Shot,
,,,,,,,,,,,,,,,,,,,0.547723,,,,,,,,,,,,,,,5f6707a8-ea8d-44b4-9c78-f6fa1b85d8ef,2175,,,"[108.1, 40.1]",2275137,57,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Katie Zelem,31540.0,Right Center Midfield,131,Manchester United,1475,['f73c017f-7b65-4323-83a7-9d889c504f26'],15,,Right Foot,"[120.0, 38.0, 0.2]",,,,,Goal,0.7835,Normal,Penalty,,,,Manchester United,1475,00:12:15.121,Shot,
,,,,,,,,,,,,,,,,,,,1.305632,,,,,,,,,,,,,,,21df9c88-9f31-40fd-9c45-ba10cf50db4f,2302,,,"[94.3, 39.6]",2275137,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Hayley Ladd,19501.0,Left Center Midfield,139,Manchester United,1475,['83fe54d5-546c-4863-8265-b077d61c9325'],23,,Right Foot,"[120.0, 44.9, 3.8]",True,"[{'location': [92.4, 31.9], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [92.4, 35.4], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.0, 38.0], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [105.9, 27.5], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 36.4], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.5, 38.6], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 40.3], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 47.3], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.2, 44.4], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.4, 42.1], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 45.5], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.9, 23.7], 'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.7, 43.4], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.6, 40.4], 'player': {'id': 33349, 'name': 'Chloe Morgan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5d60c0ee-2f88-4e23-9743-1da38edae3ba,,Off T,0.03323963,Normal,Open Play,,,,Manchester United,1475,00:16:23.920,Shot,
,,,,,,,,,,,,,,,,,,,0.459457,,,,,,,,,,,,,,,73e4ecac-cc24-49e8-852f-34ffee663605,2405,,,"[115.2, 36.8]",2275137,64,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jessica Sigsworth,31535.0,Right Wing,144,Manchester United,1475,"['4ebc8e5c-51d9-47ff-868b-c3cbdb588241', 'c05b1ad9-b31d-432b-b256-d403945b6c78']",15,,Right Foot,"[120.0, 37.0, 0.2]",,"[{'location': [115.4, 40.9], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.6, 42.9], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.4, 41.1], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.2, 42.9], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.9, 38.3], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 42.9], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.6, 39.1], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.3, 37.4], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 39.4], 'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.0, 34.3], 'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.7, 29.6], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.9, 35.0], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [115.9, 33.3], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.6, 39.1], 'player': {'id': 33349, 'name': 'Chloe Morgan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c14a8d19-162a-4eef-a2e1-a319886b0974,,Goal,0.13638218,Normal,Open Play,,,,Manchester United,1475,00:19:15.910,Shot,True
,,,,,,,,,,,,,,,,,,,0.794003,,,,,,,,,,,,,,,0c62236b-24af-4abe-880c-c28815df93e1,2444,,,"[104.1, 23.7]",2275137,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Emma Mukandi,18998.0,Left Back,145,Tottenham Hotspur Women,749,"['500ca8df-fb1f-4b4c-bfa7-567d8f178ac7', '9c6ecee5-4e9d-4cf1-979e-ccba67a0ac22']",30,,Left Foot,"[120.0, 36.7, 2.8]",True,"[{'location': [117.4, 37.5], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 24.5], 'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.4, 24.6], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 44.0], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.5, 41.1], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.9, 47.1], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.3, 53.5], 'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.6, 59.7], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.9, 38.1], 'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.2, 6.4], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.9, 13.8], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.8, 18.0], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",67d1c7ff-0b31-44ef-97fc-3088422d833c,,Post,0.01944798,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:20:30.290,Shot,True
