50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.6404,,,,,,,,,,,,,,96264607-0388-4743-b2b5-c8f0aa9c6122,49,,"[114.0, 47.9]",68355,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Francisca Ordega,5022.0,Right Midfield,6,Nigeria Women's,1213,['a47c45c8-9e9d-409c-a96c-433d0d6f2716'],32,,Right Foot,"[119.3, 43.8, 1.8]",,"[{'location': [112.0, 47.0], 'player': {'id': 25470, 'name': 'Osinachi Marvis Ohale'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.6, 43.7], 'player': {'id': 25472, 'name': 'Ugochi Desire Oparanozie'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.3, 36.3], 'player': {'id': 25461, 'name': 'Uchenna Kanu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.1, 36.8], 'player': {'id': 25465, 'name': 'Onome Ebi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [97.3, 47.9], 'player': {'id': 25469, 'name': 'Halimatu Ibrahim Ayinde'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [89.6, 29.7], 'player': {'id': 25832, 'name': 'Evelyn Chiedu Nwabuoku'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.6, 74.6], 'player': {'id': 26157, 'name': 'Chinwendu Ihezuo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.7, 56.6], 'player': {'id': 25471, 'name': 'Ngozi Sonia Okobi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.1, 46.8], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.2, 44.2], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.4, 37.4], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.7, 36.2], 'player': {'id': 15423, 'name': 'Verena Schweers'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.2, 43.7], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 39.2], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.5, 45.8], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.4, 44.4], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.1, 46.5], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.1, 55.1], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",80b188f7-d24a-454b-9020-b9817d2a3cec,Saved,0.057198483,Normal,Open Play,,,,Nigeria Women's,1213,00:01:32.831,Shot,
,,,,,,,,,,,,,,,,0.154,,,,,,,,,,,,,,75688fdc-7ea3-459b-882a-f13ea30637aa,166,,"[111.2, 38.8]",68355,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lina Magull,10259.0,Left Center Midfield,14,Germany Women's,857,"['2b076612-22d3-47c7-8462-a16e81df731e', '8218a286-7d49-4767-b77b-f6f1f26bfee3']",14,,Left Foot,"[113.9, 38.9]",,"[{'location': [118.0, 39.4], 'player': {'id': 25718, 'name': 'Chiamaka Cynthia Nnadozie'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 38.7], 'player': {'id': 25470, 'name': 'Osinachi Marvis Ohale'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 33.5], 'player': {'id': 25462, 'name': 'Chidinma Nkeruka Okeke'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.2, 36.1], 'player': {'id': 25465, 'name': 'Onome Ebi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 45.6], 'player': {'id': 25461, 'name': 'Uchenna Kanu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [106.5, 44.1], 'player': {'id': 25832, 'name': 'Evelyn Chiedu Nwabuoku'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 46.0], 'player': {'id': 25469, 'name': 'Halimatu Ibrahim Ayinde'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 41.2], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.6, 45.0], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",a16a511f-9e70-47f7-95e3-f0320a086be4,Blocked,0.14670533,Normal,Open Play,,,,Germany Women's,857,00:05:14.762,Shot,
,,,,,,,,,,,,,,,,0.185658,,,,,,,,,,,,,,75b65063-5124-40cd-bce2-b70fbfd62a9b,475,,"[100.5, 30.0]",68355,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexandra Popp,15178.0,Right Center Forward,37,Germany Women's,857,"['6320bdae-7ead-439f-8e4a-a4a35a544e11', 'a69cdc42-2ec9-4390-a014-eb9d70b10aae', 'f13966a1-2f13-43f2-87b7-51abeaa9add1']",57,,Left Foot,"[104.9, 30.2]",,"[{'location': [99.6, 27.9], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.9, 22.2], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.9, 25.2], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.9, 41.5], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.2, 39.8], 'player': {'id': 25718, 'name': 'Chiamaka Cynthia Nnadozie'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 35.9], 'player': {'id': 25470, 'name': 'Osinachi Marvis Ohale'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [86.9, 40.3], 'player': {'id': 25471, 'name': 'Ngozi Sonia Okobi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 40.5], 'player': {'id': 25832, 'name': 'Evelyn Chiedu Nwabuoku'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.7, 45.6], 'player': {'id': 26157, 'name': 'Chinwendu Ihezuo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.7, 31.3], 'player': {'id': 25469, 'name': 'Halimatu Ibrahim Ayinde'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 31.0], 'player': {'id': 25465, 'name': 'Onome Ebi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 30.2], 'player': {'id': 25462, 'name': 'Chidinma Nkeruka Okeke'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Blocked,0.04000731,Normal,Open Play,,,,Germany Women's,857,00:16:57.261,Shot,True
,,,,,,,,,,,,,,,,0.813728,,,,,,,,,,,,,,fc57d1f2-195e-45b9-ad3a-e09e6823cd23,540,,"[114.5, 39.1]",68355,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alexandra Popp,15178.0,Right Center Forward,43,Germany Women's,857,['b6c8c66a-f5f9-4e99-bd91-7a8b449e9467'],54,,Head,"[120.0, 42.6, 0.5]",,"[{'location': [105.0, 45.9], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.9, 39.0], 'player': {'id': 26157, 'name': 'Chinwendu Ihezuo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.9, 40.3], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.5, 36.9], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.2, 38.8], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.1, 3.1], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.7, 24.4], 'player': {'id': 5022, 'name': 'Francisca Ordega'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.8, 39.4], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.2, 35.7], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.5, 40.4], 'player': {'id': 25461, 'name': 'Uchenna Kanu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.3, 36.6], 'player': {'id': 25469, 'name': 'Halimatu Ibrahim Ayinde'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 35.8], 'player': {'id': 25462, 'name': 'Chidinma Nkeruka Okeke'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.5, 36.8], 'player': {'id': 25465, 'name': 'Onome Ebi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.3, 40.4], 'player': {'id': 25470, 'name': 'Osinachi Marvis Ohale'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.7, 41.5], 'player': {'id': 25832, 'name': 'Evelyn Chiedu Nwabuoku'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 39.7], 'player': {'id': 25471, 'name': 'Ngozi Sonia Okobi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.7, 39.2], 'player': {'id': 25718, 'name': 'Chiamaka Cynthia Nnadozie'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.1, 34.6], 'player': {'id': 25472, 'name': 'Ugochi Desire Oparanozie'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",83139ee5-4809-4773-8136-69d2b388d1d7,Goal,0.12774219,Normal,Open Play,,,,Germany Women's,857,00:19:54.061,Shot,
,,,,,,,,,,,,,,,,0.855979,,,,,,,,,,,,,,3ae7a55a-1d0c-4200-934a-7d1acebd0328,562,,"[108.0, 39.8]",68355,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Sara Däbritz,10263.0,Left Midfield,46,Germany Women's,857,['8eaf9b04-1974-4a5e-a517-a800932c2844'],45,,Left Foot,"[120.0, 42.9, 0.7]",,,,Goal,0.7835,Normal,Penalty,,,,Germany Women's,857,00:26:45.068,Shot,
,,,,,,,,,,,,,,,,1.183924,,,,,,,,,,,,,,bde905b6-d844-4c85-ae47-4efa4f7dfc46,999,,"[112.7, 49.4]",68355,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Svenja Huth,10374.0,Right Midfield,72,Germany Women's,857,['183b2dc3-3f7c-48c5-b074-434e93a0268a'],12,,Right Foot,"[120.0, 48.4, 2.7]",True,"[{'location': [113.3, 36.2], 'player': {'id': 5022, 'name': 'Francisca Ordega'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.7, 41.0], 'player': {'id': 25462, 'name': 'Chidinma Nkeruka Okeke'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 42.9], 'player': {'id': 25718, 'name': 'Chiamaka Cynthia Nnadozie'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 43.5], 'player': {'id': 25465, 'name': 'Onome Ebi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 45.8], 'player': {'id': 25470, 'name': 'Osinachi Marvis Ohale'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 57.7], 'player': {'id': 25471, 'name': 'Ngozi Sonia Okobi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.8, 55.3], 'player': {'id': 25832, 'name': 'Evelyn Chiedu Nwabuoku'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 69.5], 'player': {'id': 26157, 'name': 'Chinwendu Ihezuo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.3, 34.6], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.1, 38.9], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.8, 40.1], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.4, 54.3], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",269bfe65-a6f8-4dae-b09c-e656718a0f56,Off T,0.08526548,Backheel,Open Play,,,,Germany Women's,857,00:41:12.662,Shot,
,,,,,,,,,,,,,,,,0.0206,,,,,,,,,,,,,,daaf603a-215d-429d-a83a-dbb3aabc4034,1206,,"[109.3, 44.6]",68355,48,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Uchenna Kanu,25461.0,Left Center Forward,89,Nigeria Women's,1213,"['87247a67-6de0-407f-a4aa-30a884911f48', 'e89ed164-abee-4172-89a1-110c99280a98']",25,,Right Foot,"[110.8, 44.4]",,"[{'location': [102.5, 45.5], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.5, 63.4], 'player': {'id': 15423, 'name': 'Verena Schweers'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 48.3], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 42.5], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 44.4], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.4, 43.3], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.1, 66.1], 'player': {'id': 5022, 'name': 'Francisca Ordega'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.2, 47.5], 'player': {'id': 25472, 'name': 'Ugochi Desire Oparanozie'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.2, 33.7], 'player': {'id': 26157, 'name': 'Chinwendu Ihezuo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",675981fa-1c31-4227-aef8-140423cf5a29,Blocked,0.07187568,Half Volley,Open Play,,,,Nigeria Women's,1213,00:48:25.495,Shot,
,,,,,,,,,,,,,,,,0.8253,,,,,,,,,,,,,,cf065a97-dbb8-4a17-b1ea-ca79efeb153d,1397,,"[113.4, 28.1]",68355,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Chinwendu Ihezuo,26157.0,Left Back,103,Nigeria Women's,1213,['f67124d0-d9fa-418f-94d3-3f4e81468fe1'],25,,Head,"[120.0, 31.9, 1.6]",,"[{'location': [118.4, 31.9], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.3, 36.2], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.8, 40.1], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.7, 40.7], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.6, 43.0], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.5, 43.6], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [99.4, 50.5], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.6, 40.7], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.2, 36.7], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.5, 32.7], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 30.8], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.5, 50.7], 'player': {'id': 5022, 'name': 'Francisca Ordega'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.7, 27.9], 'player': {'id': 25465, 'name': 'Onome Ebi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.0, 40.6], 'player': {'id': 26156, 'name': 'Rasheedat Busayo Ajibade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.1, 40.7], 'player': {'id': 25470, 'name': 'Osinachi Marvis Ohale'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.8, 38.9], 'player': {'id': 25472, 'name': 'Ugochi Desire Oparanozie'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.4, 30.4], 'player': {'id': 25461, 'name': 'Uchenna Kanu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",498a87e2-6911-44a3-938d-285262527136,Off T,0.043235064,Normal,Open Play,,,,Nigeria Women's,1213,00:06:25.678,Shot,
,,,,,,,,,,,,,,,,0.126,,,,,,,,,,,,,,a53696ef-812d-400e-b7fe-f9bc0ced7e8e,1523,,"[90.5, 25.8]",68355,54,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sara Däbritz,10263.0,Left Midfield,112,Germany Women's,857,"['4e00a338-4546-4560-b21d-ecd4ec54b914', '9d2996ad-d1a6-4fa8-8475-532a308c084d']",58,,Left Foot,"[92.5, 26.6]",,"[{'location': [103.3, 47.0], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.8, 56.5], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.9, 49.2], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.4, 42.3], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.5, 35.2], 'player': {'id': 25471, 'name': 'Ngozi Sonia Okobi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 50.1], 'player': {'id': 26157, 'name': 'Chinwendu Ihezuo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.6, 61.0], 'player': {'id': 26156, 'name': 'Rasheedat Busayo Ajibade'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [91.6, 44.7], 'player': {'id': 25469, 'name': 'Halimatu Ibrahim Ayinde'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 45.7], 'player': {'id': 25470, 'name': 'Osinachi Marvis Ohale'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 36.6], 'player': {'id': 25465, 'name': 'Onome Ebi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 28.5], 'player': {'id': 25462, 'name': 'Chidinma Nkeruka Okeke'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.8, 24.2], 'player': {'id': 5022, 'name': 'Francisca Ordega'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.7, 18.7], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.2, 38.7], 'player': {'id': 25718, 'name': 'Chiamaka Cynthia Nnadozie'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.8, 27.1], 'player': {'id': 25472, 'name': 'Ugochi Desire Oparanozie'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",55eb3df8-cb8c-445d-a54d-b0c5834e11f2,Blocked,0.009825332,Normal,Open Play,,,,Germany Women's,857,00:09:58.319,Shot,
,,,,,,,,,,,,,,,,1.595609,,,,,,,,,,,,,,48c1daad-ca62-470a-806f-e491ae46bc54,1531,,"[90.8, 42.1]",68355,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Giulia Gwinn,25492.0,Right Back,113,Germany Women's,857,['73263ae8-0837-4b58-88da-405d5798a002'],28,,Right Foot,"[118.4, 38.4, 0.2]",,"[{'location': [99.3, 45.2], 'player': {'id': 26157, 'name': 'Chinwendu Ihezuo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.5, 45.1], 'player': {'id': 25469, 'name': 'Halimatu Ibrahim Ayinde'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 44.3], 'player': {'id': 25461, 'name': 'Uchenna Kanu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [91.6, 43.2], 'player': {'id': 26156, 'name': 'Rasheedat Busayo Ajibade'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.8, 38.7], 'player': {'id': 25470, 'name': 'Osinachi Marvis Ohale'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 32.8], 'player': {'id': 25465, 'name': 'Onome Ebi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.9, 39.0], 'player': {'id': 25718, 'name': 'Chiamaka Cynthia Nnadozie'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 27.8], 'player': {'id': 25462, 'name': 'Chidinma Nkeruka Okeke'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.6, 27.8], 'player': {'id': 25472, 'name': 'Ugochi Desire Oparanozie'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [91.5, 37.8], 'player': {'id': 5022, 'name': 'Francisca Ordega'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [91.0, 34.0], 'player': {'id': 25471, 'name': 'Ngozi Sonia Okobi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.4, 45.2], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [84.4, 45.8], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [90.0, 5.3], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.1, 32.9], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.2, 36.1], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [77.1, 35.1], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.3, 36.5], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.1, 35.1], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",ae27471e-9a3a-490a-9462-e328c0a3d95c,Saved,0.028502364,Normal,Open Play,,,,Germany Women's,857,00:10:28.917,Shot,
