bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.051883,,,,,,,,,7dc71245-3abc-43b8-80fa-35feb00bb1e7,262,,"[103.2, 52.4]",3829476,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Steed Malbranque,40407.0,Center Attacking Midfield,13,Lyon,137,['48d805fe-f3cc-49e0-8026-50618f5a7c9a'],16,,Right Foot,"[120.0, 47.6, 2.1]",,"[{'location': [103.3, 37.9], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.5, 32.1], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.3, 36.3], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.5, 30.6], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.3, 34.3], 'player': {'id': 7225, 'name': 'Aldo Kalulu Kyatengwa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.2, 50.2], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.4, 51.4], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [94.7, 39.6], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.6, 42.2], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.7, 43.3], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b6de7d4a-cc82-49f1-b037-537074eb1809,,,Off T,0.04670145,Half Volley,Open Play,,,,Lyon,137,00:06:16.117,Shot,
,,,,,,,,,,,,,,,,0.211272,,,,,,,,,49b61b67-4e83-4113-96a8-aa633c0706a3,456,,"[113.3, 48.2]",3829476,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christophe Jallet,4410.0,Right Back,20,Lyon,137,"['4a57e5c3-b8d9-4bde-9223-431ddde0fe76', 'a15c7175-beed-41ed-a47f-b13a25dd77b4']",24,,Right Foot,"[116.1, 44.7, 0.5]",,"[{'location': [106.0, 45.3], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.9, 65.2], 'player': {'id': 7225, 'name': 'Aldo Kalulu Kyatengwa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.1, 35.3], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.6, 36.8], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.9, 40.0], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.9, 55.0], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 57.6], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.8, 44.0], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 52.9], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.6, 55.8], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 46.1], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.7, 35.7], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [89.8, 27.2], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [116.5, 44.7], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Saved,0.1811146,Half Volley,Open Play,,,,Lyon,137,00:10:24.857,Shot,True
,,,,,,,,,,,,,,,,0.386239,,,,,,,,,b0614440-4516-4cd6-ae84-19f64f6d980a,481,,"[107.2, 33.7]",3829476,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alexandre Lacazette,3451.0,Right Center Forward,20,Lyon,137,"['4ffbbf70-17c9-4ad7-b943-45d4530e620e', 'd1a09500-e619-41b6-a2cd-47bf1f58ad81']",45,,Left Foot,"[114.3, 37.2, 2.0]",,"[{'location': [101.5, 47.7], 'player': {'id': 7225, 'name': 'Aldo Kalulu Kyatengwa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.9, 40.0], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.1, 22.1], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.5, 24.7], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [100.2, 36.5], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [99.4, 34.6], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.5, 36.8], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 43.7], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 38.4], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 34.8], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",,,,Saved,0.09846928,Half Volley,Open Play,,,,Lyon,137,00:10:45.352,Shot,True
,,,,,,,,,,,,,,,,0.039999,,,,,,,,,120db032-76cd-4046-a174-565ab3358ddf,485,,"[109.6, 41.5]",3829476,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Steed Malbranque,40407.0,Center Attacking Midfield,20,Lyon,137,"['1b6fdc99-a674-43f2-98ae-847c56bba8a8', '78823b95-2389-43db-bac7-29ba2a051542', 'c8487aef-d8c8-4fc1-9ef3-028be834cd4d']",47,True,Head,"[110.4, 41.4]",,"[{'location': [104.8, 48.5], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.0, 35.4], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.4, 34.0], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 27.6], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [110.3, 41.5], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 39.1], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 32.3], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.4, 37.8], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 45.1], 'player': {'id': 7225, 'name': 'Aldo Kalulu Kyatengwa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.4, 31.9], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.5, 21.8], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,,Blocked,0.13323656,Normal,Open Play,,,,Lyon,137,00:10:47.302,Shot,True
,,,,,,,,,,,,,,,,1.163754,,,,,,,,,97ace5f8-02a0-4860-b382-f8119ca754ac,552,,"[91.4, 23.9]",3829476,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Corentin Tolisso,5480.0,Left Center Midfield,22,Lyon,137,['34685f76-e94e-44b6-b942-402b4f799213'],18,,Right Foot,"[120.0, 33.6, 0.1]",,"[{'location': [117.6, 38.9], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 39.8], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 41.7], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 46.5], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [95.4, 26.3], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 35.3], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.2, 21.0], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.7, 27.1], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 17.7], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.8, 45.1], 'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.8, 38.8], 'player': {'id': 7225, 'name': 'Aldo Kalulu Kyatengwa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.8, 26.6], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.9, 5.7], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.7, 10.0], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",983889db-fa9a-4b87-8f83-820d407d4132,,,Off T,0.0075756535,Normal,Open Play,,,,Lyon,137,00:12:18.465,Shot,
,,,,,,,,,,,,,,,,0.539535,,,,,,,,,fe5e2d83-cb37-4997-80f6-5f74ea41110d,734,,"[109.9, 54.5]",3829476,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christophe Jallet,4410.0,Right Back,32,Lyon,137,['368bab26-3585-4e4f-98f6-ce1d274fe304'],42,,Right Foot,"[113.9, 40.2]",True,"[{'location': [104.8, 11.9], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.9, 17.2], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.1, 47.8], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.1, 45.9], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.7, 30.7], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.7, 37.7], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.3, 36.9], 'player': {'id': 7225, 'name': 'Aldo Kalulu Kyatengwa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.2, 27.5], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.9, 42.2], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.6, 39.3], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.4, 39.9], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 29.8], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 45.5], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.8, 28.1], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [105.5, 33.3], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",2dd06707-e1d8-4514-894c-6fbcd1cef30d,,,Wayward,0.04535442,Volley,Open Play,,,,Lyon,137,00:16:42.362,Shot,
,,,,,,,,,,,,,,,,0.678637,,,,,,,,,6f5229bb-58e9-43bc-b546-df49025841dd,793,,"[115.0, 34.0]",3829476,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aldo Kalulu Kyatengwa,7225.0,Left Center Forward,32,Lyon,137,['795d1294-ee25-401a-84be-7f571a0514eb'],24,,Right Foot,"[120.0, 37.8, 0.5]",,"[{'location': [109.4, 35.6], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 34.7], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 31.5], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",86121c3c-e792-442f-9b91-ae6140b7b51e,True,True,Goal,0.8678189,Half Volley,Open Play,,,,Lyon,137,00:17:24.449,Shot,
,,,,,,,,,,,,,,,,0.603688,,,,,,,,,21c7f0fc-8d6b-4f72-a976-00db8dfe5f01,829,,"[106.9, 38.2]",3829476,19,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Right Center Forward,34,Lyon,137,['41be4848-edd4-416f-9b84-5dd7103cace9'],1,,Head,"[111.0, 21.7]",,"[{'location': [94.7, 43.4], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 52.9], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.4, 48.8], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 38.6], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 43.9], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.0, 22.2], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.6, 33.2], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.9, 39.7], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 50.5], 'player': {'id': 7225, 'name': 'Aldo Kalulu Kyatengwa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.2, 38.1], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.4, 28.0], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",00388307-e874-46aa-aaeb-3e6de7110332,,,Wayward,0.07776101,Normal,Open Play,,,,Lyon,137,00:19:01.856,Shot,
,,,,,,,,,,,,,,,,0.957841,,,,,,,,,145650e9-8418-486f-9fa2-cc0409f7edfa,1216,,"[93.0, 41.8]",3829476,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mehdi Mostefa Sbaa,10522.0,Left Defensive Midfield,54,Bastia,2736,['9219c96a-4a2d-4da6-85fb-f547006def21'],33,,Right Foot,"[120.0, 26.6, 0.9]",True,"[{'location': [117.6, 39.6], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 45.5], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 43.5], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 40.7], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 37.0], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 20.0], 'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.5, 37.9], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.7, 42.3], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.2, 24.6], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.5, 11.8], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.3, 63.1], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [109.1, 47.4], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.1, 42.5], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,,Off T,0.019862078,Half Volley,Open Play,,,,Bastia,2736,00:28:33.284,Shot,
,,,,,,,,,,,,,,,,0.15751,,,,,,,,,7597258f-7112-4ae3-8bc1-2ab76ed760b6,1334,,"[100.2, 18.8]",3829476,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Floyd Ayité,15689.0,Left Center Forward,60,Bastia,2736,"['04c96bce-ccd9-45dc-8058-99521315d8c1', '21b94c99-48d6-497c-b925-e7f46373f0c9']",32,,Left Foot,"[102.8, 21.2]",,"[{'location': [103.4, 47.9], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 35.4], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 29.5], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 21.4], 'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 23.8], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [88.9, 45.1], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.2, 36.8], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.7, 58.3], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.6, 32.7], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.4, 15.2], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",fef12471-6fff-49fd-aef7-e9fe2d8b5ca5,,,Blocked,0.00921896,Normal,Open Play,,,,Bastia,2736,00:31:32.959,Shot,
