50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_penalty_saved_to_post,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.32193,,,,,,,,,,,,,,,,d5468344-532c-4add-98e2-1549fe1e67a9,68,,"[94.3, 54.4]",3754225,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Craig Dawson,3523.0,Right Back,6,West Bromwich Albion,27,"['54ef4755-af46-447f-a9ff-9f8426709a37', '987e3c73-e653-4d2a-b0b7-7531f5467e4e']",48,,Right Foot,"[102.1, 49.4]",,"[{'location': [105.0, 44.9], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.8, 33.1], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.6, 43.7], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.8, 35.6], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.7, 48.6], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 49.7], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 35.0], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 41.9], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 41.4], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.4, 34.9], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",a0a55616-c7a1-455d-afc1-7f6557492007,,Blocked,,0.026741847,Normal,Open Play,,,,West Bromwich Albion,27,00:01:48.791,Shot,
,,,,,,,,,,,,,,,,,0.759573,,,,,,,,,,,,,,,,01171d36-1010-4448-bd39-f7d4818dd0fc,72,,"[107.4, 45.1]",3754225,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Craig Gardner,9485.0,Center Attacking Midfield,6,West Bromwich Albion,27,['9ff7c1cf-1ae7-4d83-8b8d-c716a8b76d62'],49,,Left Foot,"[120.0, 45.3, 0.2]",True,"[{'location': [97.2, 52.9], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.3, 34.7], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.2, 35.6], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.6, 43.3], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 39.8], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 35.3], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 41.5], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 44.1], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.4, 50.4], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 50.5], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Off T,,0.329439,Normal,Open Play,,,,West Bromwich Albion,27,00:01:49.295,Shot,
,,,,,,,,,,,,,,,,,0.650601,,,,,,,,,,,,,,,,23be56ed-b54d-4622-b7b9-3150a67a6766,281,,"[110.9, 25.2]",3754225,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Max-Alain Gradel,4416.0,Left Midfield,16,AFC Bournemouth,28,['4b722299-1a1d-4ad0-baee-388a8bd28d61'],11,,Right Foot,"[118.4, 35.1, 1.0]",True,"[{'location': [101.2, 40.4], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.0, 42.3], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.8, 37.2], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.4, 14.5], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.5, 28.1], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 29.6], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 29.4], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.8, 25.2], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 36.0], 'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 36.9], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.8, 32.7], 'player': {'id': 9593, 'name': 'Lewis Grabban'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 49.6], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [86.3, 13.4], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Saved,,0.036933728,Half Volley,Open Play,,,,AFC Bournemouth,28,00:06:11.258,Shot,
,,,,,,,,,,,,,,,,,0.968816,,,,,,,,,,,,,,,,f869c0b3-0ed1-46e3-8fe0-41cef8f477a5,693,,"[93.9, 16.4]",3754225,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Salomón Rondón Giménez,4041.0,Center Forward,32,West Bromwich Albion,27,['4a5948ae-5bf6-4653-a965-cf710a08d043'],28,,Right Foot,"[120.0, 35.3, 3.8]",,"[{'location': [86.5, 65.1], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.1, 26.0], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.6, 3.2], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.5, 6.3], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.8, 15.8], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.2, 39.9], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 50.5], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.3, 38.3], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [84.9, 29.4], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 26.8], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.6, 18.9], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",73162759-6060-4e3c-9bbb-83391c1cc139,,Off T,,0.00590696,Normal,Open Play,,,,West Bromwich Albion,27,00:14:28.739,Shot,
,,,,,,,,,,,,,,,,,0.839466,,,,,,,,,,,,,,,,f891554a-6445-46ad-80a2-ac3e90b4c3b3,707,,"[112.6, 42.5]",3754225,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Salomón Rondón Giménez,4041.0,Center Forward,34,West Bromwich Albion,27,"['3c9b2421-f0a0-473a-aa71-ffff32509441', 'fe274353-28d4-41d0-a44a-29cb188e5f87']",59,True,Head,"[120.0, 36.2, 0.8]",,"[{'location': [109.6, 38.8], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.7, 58.5], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.2, 39.7], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 52.5], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.9, 42.8], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 48.6], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.9, 39.3], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 30.3], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",ead92a90-edb9-4bb9-85cf-0414968b3710,,Goal,,0.17935628,Normal,Open Play,,,,West Bromwich Albion,27,00:14:59.330,Shot,True
,,,,,,,,,,,,,,,,,0.085102,,,,,,,,,,,,,,,,46613c65-0c10-4800-9a15-00333618e08c,796,,"[113.3, 27.2]",3754225,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Max-Alain Gradel,4416.0,Left Midfield,39,AFC Bournemouth,28,"['288cb9cb-1684-457e-9d7c-a551d4ddfffb', '881fc1d5-8dfe-4cdc-9100-80a33aa0780d', '88691e9b-6a9e-41ca-8439-7e77d1e14ff3']",13,,Left Foot,"[114.4, 28.3]",,"[{'location': [106.6, 20.8], 'player': {'id': 9593, 'name': 'Lewis Grabban'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.0, 40.9], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 32.6], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.8, 36.2], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.2, 26.3], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 37.7], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.7, 28.2], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 35.9], 'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 28.9], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.6, 39.4], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 29.5], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Blocked,,0.034515556,Normal,Open Play,,,,AFC Bournemouth,28,00:18:13.448,Shot,True
,,,,,,,,,,,,,,,,,1.129392,,,,,,,,,,,,,,,,07318288-4c3a-4141-babe-663965407b99,1015,,"[85.4, 53.8]",3754225,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Arter,3304.0,Left Defensive Midfield,57,AFC Bournemouth,28,['26778c34-a104-494b-b472-b75b8cd59d2c'],52,,Left Foot,"[120.0, 44.9, 0.8]",,"[{'location': [94.7, 21.6], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.8, 22.7], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.7, 43.8], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 41.3], 'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 39.7], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.1, 40.2], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [89.8, 72.8], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [91.7, 54.6], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.8, 48.3], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.9, 50.9], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 56.6], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 53.8], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 51.5], 'player': {'id': 9593, 'name': 'Lewis Grabban'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.9, 57.8], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [73.2, 74.2], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [80.7, 31.8], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",b6a608c8-e5eb-48d0-8123-7de51b57f50d,,Off T,,0.0060945544,Normal,Open Play,,,,AFC Bournemouth,28,00:25:52.905,Shot,
,,,,,,,,,,,,,,,,,0.778608,,,,,,,,,,,,,,,,0636e9dc-fa00-4ed8-95fe-65ddd817300d,1081,,"[94.9, 44.5]",3754225,27,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Craig Gardner,9485.0,Center Attacking Midfield,62,West Bromwich Albion,27,['cf60fcf0-67ac-4f20-b397-a2a4c853f644'],32,,Left Foot,"[113.8, 38.9, 0.4]",,"[{'location': [87.6, 62.4], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 50.0], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.6, 30.3], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.1, 52.8], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.6, 49.1], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.7, 44.1], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 48.4], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.8, 62.7], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.8, 40.4], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.5, 68.1], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",64d22878-602e-4e7a-963d-d96900029a4f,,Saved,,0.06444397,Normal,Open Play,,,,West Bromwich Albion,27,00:27:32.496,Shot,
,,,,,,,,,,,,,,,,,0.557373,,,,,,,,,,,,,,,,54833dd7-88bc-4163-9a8b-9ac6985788b7,1566,,"[108.2, 40.1]",3754225,42,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Craig Gardner,9485.0,Center Attacking Midfield,84,West Bromwich Albion,27,['b7c539eb-c94a-4ff3-a965-8891c61d73d3'],41,,Right Foot,"[119.1, 36.5, 1.4]",,"[{'location': [119.7, 40.0], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Saved to Post,True,0.7835,Normal,Penalty,,,,West Bromwich Albion,27,00:42:41.566,Shot,
,,,,,,,,,,,,,,,,,0.251928,,,,,,,,,,,,,,,,62c1731c-973f-4d71-9631-797fbe82edea,1714,,"[94.6, 24.4]",3754225,46,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,92,AFC Bournemouth,28,"['0dbdae7d-3916-446b-a512-6635ac03f754', '5c259a76-5655-4d93-b0d5-d28e96cd43d0', 'debfaaa7-0114-47e0-8961-77c4f5a611ba']",15,,Left Foot,"[96.8, 25.9]",,"[{'location': [94.5, 11.8], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.3, 29.8], 'player': {'id': 9593, 'name': 'Lewis Grabban'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.2, 37.5], 'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.6, 20.0], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.7, 25.8], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 31.5], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.5, 28.0], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 31.0], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 43.5], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Blocked,,0.025719883,Normal,Open Play,,,,AFC Bournemouth,28,00:46:15.905,Shot,True
