50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.0288,,,,,,,,,,,,,,1b747da5-3d25-4a91-994d-a5aed0a451b1,352,,,"[114.0, 38.0]",19728,8,,,,,,,,,,,,,,,,,,,,1,From Corner,Jill Scott,10172.0,Right Midfield,20,Manchester City WFC,746,['16156e7c-9d9b-480e-aa87-88c3005f805b'],8,,Head,"[120.0, 33.9, 0.7]",,"[{'location': [116.0, 43.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 41.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 55.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.0, 34.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 34.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.0, 44.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.0, 58.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.0, 35.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 40.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2dfe9d7c-0f76-4e3d-a0cf-95b0cde09306,,,Off T,0.12067975,Normal,Open Play,,,,Manchester City WFC,746,00:08:08.296,Shot,
,,,,,,,,,,,0.768079,,,,,,,,,,,,,,a4aa4991-baad-4d1d-b433-5c02de5ba4fb,373,,,"[109.0, 27.0]",19728,9,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ella Rutherford,16388.0,Left Wing,22,Manchester City WFC,746,['d47086bd-174f-43e8-8af7-44364428bccc'],7,,Left Foot,"[120.0, 41.1, 0.2]",,"[{'location': [105.0, 41.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 35.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [112.0, 36.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 29.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Saved,0.118860215,Normal,Open Play,,,,Bristol City WFC,973,00:09:07.578,Shot,
,,,,,,,,,,,2.4425,,,,,,,,,,,,,,8315fe03-5ad5-4666-97e9-c85fcc6bd776,415,,,"[90.0, 51.0]",19728,9,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tessa Wullaert,10099.0,Left Midfield,24,Manchester City WFC,746,"['15b5af3e-3f8e-4190-9657-55c9f33b2bf6', '52d4901d-f47a-42f5-979f-5302298b35ff']",57,,Left Foot,"[119.0, 30.9, 0.2]",,"[{'location': [119.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 43.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.0, 51.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.0, 51.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.0, 59.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [91.0, 58.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [80.0, 65.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 62.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 59.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.0, 55.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",eb60bd31-a6ae-4327-8ece-89b4239fdab4,,,Off T,0.022444751,Normal,Open Play,,,,Manchester City WFC,746,00:09:57.129,Shot,True
,,,,,,,,,,,0.962615,,,,,,,,,,,,,,14c3c7ba-9658-4b1e-b884-3bfb68e7ba63,442,,,"[106.0, 32.0]",19728,10,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ella Rutherford,16388.0,Left Wing,25,Bristol City WFC,973,['170debfa-4ad3-4e70-a985-fd890f9c14d5'],49,,Left Foot,"[120.0, 36.4, 1.1]",,"[{'location': [106.0, 51.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 46.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 30.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,,Saved,0.17789607,Normal,Open Play,,,,Bristol City WFC,973,00:10:49.501,Shot,
,,,,,,,,,,,0.21171,,,,,,,,,,,,,,912ae0d0-2cc7-430f-ab79-68317da8dfa1,621,,,"[119.0, 44.0]",19728,14,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Danique Kerkdijk,16383.0,Right Center Back,35,Bristol City WFC,973,['30121d78-02f3-4926-89a8-db83f1635f5d'],56,,Right Foot,"[120.0, 39.1, 0.9]",,"[{'location': [120.0, 41.0], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 45.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 26.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.0, 32.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 35.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [116.0, 42.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 39.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}]",,True,True,Goal,0.7111165,Volley,Open Play,,,,Bristol City WFC,973,00:14:56.358,Shot,
,,,,,,,,,,,1.154882,,,,,,,,,,,,,,f903cbdc-9c40-4254-85d6-c52bb893806a,686,,,"[91.0, 33.0]",19728,17,,,,,,,,,,,,,,,,,,,,1,From Throw In,Juliette Kemppi,16390.0,Center Forward,39,Manchester City WFC,746,['0f39cf73-9340-4133-b806-482e9e7f00ae'],50,,Right Foot,"[120.0, 34.2, 0.5]",,"[{'location': [117.0, 41.0], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 43.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 37.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 33.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 28.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",,,,Off T,0.03442139,Normal,Open Play,,,,Bristol City WFC,973,00:17:50.751,Shot,
,,,,,,,,,,,0.7513,,,,,,,,,,,,,,a301f13a-409e-419c-bb59-8b4123b4cd4c,781,,,"[111.0, 55.0]",19728,20,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nikita Parris,4654.0,Right Wing,46,Manchester City WFC,746,"['8cd7256a-a795-42a3-a548-dd61dbd7da10', 'dcc4fec4-b665-4ed8-8d3a-136c6c1dc509']",26,,Right Foot,"[119.0, 42.2, 1.6]",,"[{'location': [99.0, 51.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 51.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [114.0, 38.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 54.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [110.0, 52.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",92348953-39cd-40cc-87f4-6ac3035e5a93,,,Saved,0.058247097,Normal,Open Play,,,,Manchester City WFC,746,00:20:26.001,Shot,True
,,,,,,,,,,,0.6936,,,,,,,,,,,,,,38fd1975-e8ea-44c3-aa56-303854086ab1,839,,,"[111.0, 37.0]",19728,22,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nadia Nadim,4650.0,Center Forward,52,Manchester City WFC,746,['657faf40-eb2c-4c02-acc8-cae5398459b8'],39,,Head,"[119.0, 37.4, 0.9]",,"[{'location': [103.0, 38.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 51.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 34.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 29.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.0, 29.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 36.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.0, 53.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 42.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",b37187a3-d2a6-4b5c-9b3e-efe722cf3ffa,,,Saved,0.14328758,Normal,Open Play,,,,Manchester City WFC,746,00:22:39.741,Shot,
,,,,,,,,,,,1.1905,,,,,,,,,,,,,,ef416ad3-504a-4192-9d54-d3f5ac587685,873,,,"[112.0, 38.0]",19728,23,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nadia Nadim,4650.0,Center Forward,56,Manchester City WFC,746,"['8f8b366b-89ab-4a50-b615-6f162a5fad52', 'eee7f62f-63a9-479b-b549-89327f0aedbc']",39,True,Head,"[120.0, 37.8, 3.9]",,"[{'location': [112.0, 35.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.0, 51.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a9e049c7-b8ab-477c-82ba-f45fa4bb5867,,,Off T,0.15322718,Normal,Open Play,,,,Manchester City WFC,746,00:23:39.947,Shot,True
,,,,,,,,,,,1.4101,,,,,,,,,,,,,,9695ef84-1cad-4361-8ab6-bb1031d3907a,895,,,"[112.0, 37.0]",19728,24,,,,,,,,,,,,,,,,,,,,1,From Corner,Jill Scott,10172.0,Right Midfield,59,Manchester City WFC,746,['ada2d912-d2b4-4d97-a185-05649a0cad68'],52,,Head,"[119.0, 43.0, 1.6]",,"[{'location': [98.0, 48.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [114.0, 38.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 36.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.0, 33.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 34.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 34.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 38.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 33.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.0, 44.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 37.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",e2019b04-74ef-41fb-95dc-f9c2d242d0ce,,,Saved,0.0780938,Normal,Open Play,,,,Manchester City WFC,746,00:24:52.928,Shot,
