50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.733162,,,,,,,,,,,,3e792247-f110-4962-8128-e7111f0ad2ab,159,,"[114.6, 35.5]",3890511,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Vedad Ibišević,8571.0,Center Forward,9,Hertha Berlin,173,['a63f672e-0c90-4b12-8d74-2912396c977f'],0,,Right Foot,"[120.0, 43.4, 0.5]",True,"[{'location': [95.5, 53.1], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.0, 28.2], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.5, 36.3], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 46.4], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.5, 38.6], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.8, 43.2], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.5, 34.1], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",bac336ee-3db8-4e06-aada-9eb645bdbe58,Goal,0.34925008,Half Volley,Open Play,,,,Hertha Berlin,173,00:03:00.001,Shot,
,,,,,,,,,,,,,,,0.496878,,,,,,,,,,,,bde17a9f-c024-4108-940c-32fc519e28cd,243,,"[106.3, 38.5]",3890511,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Uffe Manich Bech,24244.0,Left Wing,12,Hannover 96,178,"['2d904b8d-9b52-4a95-bce2-0867f9756eca', 'a6582dcc-64fe-4458-bafe-487984afa156']",10,,Right Foot,"[118.4, 39.5, 2.1]",True,"[{'location': [101.1, 35.7], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [119.2, 59.3], 'player': {'id': 21311, 'name': 'Noah-Joel Sarenren-Bazee'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.2, 40.0], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.1, 46.4], 'player': {'id': 30439, 'name': 'Tolga Ciğerci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.4, 52.9], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.1, 38.5], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.6, 41.3], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 40.9], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.4, 41.7], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",58abfeee-ff8d-4d67-a629-1255b8c7e6da,Saved,0.12246492,Normal,Open Play,,,,Hannover 96,178,00:05:10.961,Shot,True
,,,,,,,,,,,,,,,0.92491,,,,,,,,,,,,ede79402-0746-44aa-8a9d-bf2e14274197,248,,"[100.1, 46.1]",3890511,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Manuel Schmiedebach,8543.0,Left Defensive Midfield,13,Hannover 96,178,['d4195743-bdf0-4117-bb0c-e9c5f2de14c5'],46,,Right Foot,"[120.0, 44.1, 0.7]",True,"[{'location': [111.2, 36.1], 'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 43.5], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.1, 43.0], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.3, 41.0], 'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.5, 37.1], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.7, 39.7], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 33.3], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.8, 46.9], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 46.5], 'player': {'id': 30439, 'name': 'Tolga Ciğerci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 36.8], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.5, 44.2], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.8, 41.3], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.3, 46.0], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.6, 36.8], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.4, 34.1], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.9, 39.8], 'player': {'id': 21311, 'name': 'Noah-Joel Sarenren-Bazee'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.8, 33.8], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,Post,0.03852515,Half Volley,Open Play,,,,Hannover 96,178,00:05:46.866,Shot,
,,,,,,,,,,,,,,,1.117334,,,,,,,,,,,,743081ae-3be0-48c5-b6d6-3f0ba77cae6b,251,,"[104.3, 39.0]",3890511,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alexander Milosevic,23341.0,Right Center Back,13,Hannover 96,178,['ac8ef36f-8d3d-4fd9-9994-75160cdf7e7f'],49,,Right Foot,"[120.0, 44.8, 3.6]",True,"[{'location': [115.7, 15.4], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.1, 44.8], 'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.3, 46.2], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 44.3], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.7, 47.9], 'player': {'id': 30439, 'name': 'Tolga Ciğerci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 40.0], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 44.7], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.2, 41.4], 'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.1, 43.4], 'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.7, 36.8], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 38.3], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.7, 40.8], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 41.9], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.7, 44.1], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.4, 43.4], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 40.2], 'player': {'id': 21311, 'name': 'Noah-Joel Sarenren-Bazee'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.1, 35.3], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,Off T,0.058319334,Volley,Open Play,,,,Hannover 96,178,00:05:49.102,Shot,
,,,,,,,,,,,,,,,0.959811,,,,,,,,,,,,174be819-aefb-4a81-8e8f-33ec8b6d5506,699,,"[101.4, 25.0]",3890511,16,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Salomon Armand Magloire Kalou,8575.0,Center Attacking Midfield,26,Hertha Berlin,173,['9596de57-1190-4412-bf19-e879700fa18b'],28,,Right Foot,"[118.1, 38.6, 0.4]",,"[{'location': [93.6, 30.8], 'player': {'id': 30439, 'name': 'Tolga Ciğerci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.6, 39.4], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 39.7], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 31.5], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 26.6], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 24.3], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.8, 27.0], 'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.9, 19.0], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.6, 45.3], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",c257bc64-4c78-4ba9-8591-d1dd6f37eae5,Saved,0.026891995,Normal,Open Play,,,,Hertha Berlin,173,00:16:28.232,Shot,
,,,,,,,,,,,,,,,0.676378,,,,,,,,,,,,024dadb6-41c2-4be4-a525-105a9274e1ba,746,,"[110.0, 48.9]",3890511,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Artur Sobiech,11845.0,Center Forward,28,Hannover 96,178,"['55a24e37-7133-41ca-a501-45d546ff02bc', '8bbf6fe9-3aa4-4adf-8eb2-b6504243b741']",13,,Right Foot,"[120.0, 40.9, 0.3]",True,"[{'location': [107.3, 41.5], 'player': {'id': 21311, 'name': 'Noah-Joel Sarenren-Bazee'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.8, 43.9], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 49.9], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 47.7], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.7, 37.6], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.1, 43.6], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a7e5ba88-5298-4e06-b96c-812b1dba5220,Goal,0.13655046,Normal,Open Play,,,,Hannover 96,178,00:17:13.005,Shot,True
,,,,,,,,,,,,,,,0.408139,,,,,,,,,,,,ab31a13b-3e24-4bea-88c8-695816b432a7,796,,"[91.3, 53.1]",3890511,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Tolga Ciğerci,30439.0,Left Defensive Midfield,30,Hertha Berlin,173,"['1dcdea0b-bd2b-4bd8-b08f-aa08a4dd798b', '3562c05b-b9c4-4d86-8abb-c34fdbbfcb64']",6,,Right Foot,"[101.8, 47.4]",,"[{'location': [117.3, 41.5], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 55.6], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.6, 47.0], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 40.4], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 35.9], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.6, 55.2], 'player': {'id': 21311, 'name': 'Noah-Joel Sarenren-Bazee'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.8, 44.7], 'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.7, 50.7], 'player': {'id': 8538, 'name': 'Waldemar Anton'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.9, 28.7], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.5, 30.1], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.9, 44.3], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.1, 52.2], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.5, 35.8], 'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.7, 58.3], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",3912a498-1dc0-4964-9149-dee0a62ee4cc,Blocked,0.019453933,Normal,Open Play,,,,Hertha Berlin,173,00:19:06.396,Shot,
,,,,,,,,,,,,,,,0.163844,,,,,,,,,,,,fd2156a2-24d8-4bd1-894b-3e8f1b9a6b4c,891,,"[109.5, 37.6]",3890511,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sebastian Langkamp,8580.0,Right Center Back,35,Hertha Berlin,173,"['6404c360-1ada-472d-9f1a-53634e775450', 'abb4f6af-6a58-4e0a-bebf-e8255484a7c1', 'bc43dfff-2163-436a-af2f-100891e75798']",49,True,Head,"[110.6, 38.0]",,"[{'location': [113.9, 37.4], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [119.1, 36.8], 'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 34.9], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.8, 49.0], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 44.5], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.2, 40.5], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 42.9], 'player': {'id': 21311, 'name': 'Noah-Joel Sarenren-Bazee'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.8, 38.5], 'player': {'id': 8538, 'name': 'Waldemar Anton'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 36.8], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.1, 47.2], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.6, 33.1], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.9, 39.6], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 23.1], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.6, 40.3], 'player': {'id': 30439, 'name': 'Tolga Ciğerci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 45.8], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.6, 57.8], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.8, 42.8], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.2, 47.7], 'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",d1a8640e-f9f9-4624-8ff1-1fd7c4e53d06,Blocked,0.043756336,Normal,Open Play,,,,Hertha Berlin,173,00:21:49.415,Shot,True
,,,,,,,,,,,,,,,0.236641,,,,,,,,,,,,544d9dd6-57ec-4b3c-806a-3e0480a73666,897,,"[109.3, 41.9]",3890511,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Per Ciljan Skjelbred,8578.0,Right Defensive Midfield,35,Hertha Berlin,173,"['2d996312-d764-4723-8860-69afcd85d261', 'ec5521a4-c3bf-443f-8990-a3906d505faa']",51,,Left Foot,"[114.8, 41.6]",,"[{'location': [104.5, 33.6], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.2, 41.7], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 50.3], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.1, 39.0], 'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.7, 40.8], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 45.0], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 39.1], 'player': {'id': 8538, 'name': 'Waldemar Anton'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 37.9], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 43.7], 'player': {'id': 21311, 'name': 'Noah-Joel Sarenren-Bazee'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.9, 42.0], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.0, 31.2], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.8, 45.4], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 35.6], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.6, 41.3], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.8, 35.2], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.9, 38.5], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Blocked,0.15064745,Half Volley,Open Play,,,,Hertha Berlin,173,00:21:51.235,Shot,
,,,,,,,,,,,,,,,1.533347,,,,,,,,,,,,28600e3f-13c6-472d-a62c-76d143da8639,1394,,"[110.1, 41.2]",3890511,35,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Noah-Joel Sarenren-Bazee,21311.0,Left Wing,58,Hannover 96,178,"['56dffdee-ee72-4bd2-98ca-afadc033736b', 'bb5ba9d9-6697-4a84-bbb0-e1f6e79b01f9']",20,True,Head,"[119.6, 22.9]",,"[{'location': [104.7, 56.2], 'player': {'id': 8538, 'name': 'Waldemar Anton'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.4, 64.2], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.8, 56.4], 'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 46.1], 'player': {'id': 30439, 'name': 'Tolga Ciğerci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 43.3], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 43.3], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 40.7], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 40.1], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 43.7], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.6, 72.1], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.9, 35.5], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",1184a3e4-1fb9-4a6f-92bf-f63862cd4411,Wayward,0.055352077,Normal,Open Play,,,,Hannover 96,178,00:35:20.947,Shot,True
