50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.269555,,,,,,,,,,,,,,7e436f74-ee28-4543-a223-29db7eec4867,1539,,"[90.4, 41.1]",3829503,40,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Valentin Rongier,3365.0,Right Defensive Midfield,96,Nantes,144,['0fefb017-1ba7-4184-ae96-d726a817a913'],24,,Right Foot,"[120.0, 37.1, 2.4]",True,"[{'location': [86.3, 46.3], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.8, 52.4], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [90.4, 39.7], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.1, 41.2], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 51.7], 'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 41.1], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.8, 39.0], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.1, 44.1], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 41.3], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 40.1], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.4, 77.5], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.7, 53.2], 'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.6, 49.8], 'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.8, 38.1], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 44.3], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [90.7, 19.6], 'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",890483ec-889f-4dbb-95f7-92fb10f76a1b,,,Goal,0.020911349,Normal,Open Play,,,,Nantes,144,00:40:24.822,Shot,
,,,,,,,,,,,,,,,,0.099053,,,,,,,,,,,,,,2892f47e-ce01-4d6e-821f-e25921d3bb57,1616,,"[97.9, 34.5]",3829503,42,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Birama Touré,7350.0,Left Defensive Midfield,100,Nantes,144,"['94ddbd99-fd08-4f49-a95c-22d5661568c4', 'a4bb92ba-92c5-41b9-95f2-c9136339811a']",53,,Right Foot,"[100.8, 35.2]",True,"[{'location': [95.6, 45.7], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.2, 59.2], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.2, 31.6], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.3, 59.1], 'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 35.2], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.2, 43.4], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 45.3], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 39.8], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.7, 33.2], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 39.3], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 63.2], 'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.9, 48.4], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.6, 35.4], 'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.6, 34.1], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,Blocked,0.025595296,Volley,Open Play,,,,Nantes,144,00:42:53.189,Shot,
,,,,,,,,,,,,,,,,0.174661,,,,,,,,,,,,,,0ddad78d-de1f-4597-b59f-f303211f45f8,1925,,"[87.5, 47.7]",3829503,49,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Yacine Bammou,3319.0,Center Attacking Midfield,114,Nantes,144,"['416915f4-2c5a-4668-ae9b-9bf6133a6efc', '92262dd5-12b9-425d-98bb-386c213e2794']",38,,Right Foot,"[93.1, 46.5]",,"[{'location': [115.0, 40.8], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.3, 53.5], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.9, 54.0], 'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.3, 46.4], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.7, 39.7], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.9, 29.6], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.5, 37.9], 'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 65.1], 'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.6, 59.7], 'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",0db8d12d-ae26-4f3e-9775-ad429e4a4904,,,Blocked,0.023697605,Normal,Open Play,,,,Nantes,144,00:04:38.464,Shot,
,,,,,,,,,,,,,,,,1.668172,,,,,,,,,,,,,,cb6b65f4-cd4c-4e2d-8be3-5401477aec56,1933,,"[103.1, 53.6]",3829503,49,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Youssouf Sabaly,3404.0,Right Back,114,Nantes,144,['6a06fe9d-b14e-4b93-96d1-b676809716f2'],52,,Left Foot,"[120.0, 44.0, 0.2]",,"[{'location': [107.5, 61.3], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.7, 58.8], 'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.1, 46.9], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 40.8], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 46.6], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 32.7], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.4, 38.7], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.5, 43.2], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.8, 35.8], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.6, 34.2], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.7, 46.5], 'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.4, 60.2], 'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",83a4adf1-57cb-48ed-9174-cbd3662b5313,,,Goal,0.058287628,Normal,Open Play,,,,Nantes,144,00:04:52.708,Shot,
,,,,,,,,,,,,,,,,0.933629,,,,,,,,,,,,,,f309d04f-4b77-4c1d-8e25-73bbff50c221,1961,,"[102.2, 40.7]",3829503,51,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Emiliano Sala,3114.0,Center Forward,118,Nantes,144,"['023d1e2e-2056-40c7-ba3c-b1b16a80919b', 'bb5dae4b-c7f4-44eb-9af2-5c45a32d8eac']",37,,Right Foot,"[120.0, 46.1, 0.2]",,"[{'location': [103.2, 61.7], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.9, 52.0], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 39.8], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 44.0], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.4, 43.2], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.7, 40.4], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.8, 37.6], 'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 39.5], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [89.6, 52.8], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.7, 40.0], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.9, 36.3], 'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [85.5, 52.0], 'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.0, 24.3], 'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.8, 40.8], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.2, 44.6], 'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.4, 33.9], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",36b1da98-3429-48aa-bc24-e9059b0dcf59,,,Off T,0.045576233,Half Volley,Open Play,,,,Nantes,144,00:06:37.218,Shot,True
,,,,,,,,,,,,,,,,0.194069,,,,,,,,,,,,,,460d8a49-328b-447f-8f74-20b2f3fd7897,2392,,"[116.5, 44.2]",3829503,61,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Yacine Bammou,3319.0,Center Attacking Midfield,136,Nantes,144,['e0e0fec3-7301-4cde-8785-b1880f96f353'],46,,Right Foot,"[120.0, 43.2, 2.1]",,"[{'location': [105.9, 50.9], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.4, 43.3], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 55.0], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,True,True,Goal,0.9515867,Normal,Open Play,,,,Nantes,144,00:16:46.751,Shot,
,,,,,,,,,,,,,,,,1.194889,,,,,,,,,,,,,,9a7d4bf7-417c-4f4c-8171-af6e5ec8a4cc,2560,,"[105.6, 56.1]",3829503,67,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Corentin Jean,3010.0,Center Forward,141,Troyes,133,['6fea6740-5986-4d60-ad4c-d9f290cd0b94'],11,,Right Foot,"[120.0, 29.4, 1.4]",,"[{'location': [98.7, 56.3], 'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.3, 62.9], 'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 54.5], 'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 49.6], 'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.4, 27.5], 'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.8, 40.6], 'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 51.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 44.0], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 60.9], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.5, 36.9], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.5, 50.4], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.1, 31.2], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,,Off T,0.034924928,Normal,Open Play,,,,Troyes,133,00:22:11.298,Shot,
,,,,,,,,,,,,,,,,0.581418,,,,,,,,,,,,,,1e0b322b-fd1e-4a13-973a-3ea8a275aa4b,2759,,"[97.1, 51.2]",3829503,72,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emiliano Sala,3114.0,Center Forward,150,Nantes,144,['272294b4-293b-4e99-b58d-b6fb9e5b3f74'],41,,Right Foot,"[114.2, 45.2, 0.7]",,"[{'location': [98.2, 54.3], 'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 47.9], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.5, 51.6], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.3, 50.5], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.8, 39.8], 'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.5, 63.3], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",4874384a-e2b4-423b-90a4-7b6bf7d78e7d,,,Saved,0.06151117,Normal,Open Play,,,,Nantes,144,00:27:41.303,Shot,
,,,,,,,,,,,,,,,,1.173417,,,,,,,,,,,,,,3a755ba9-e2fe-4705-aeb7-12a7eb8bd93b,2776,,"[93.2, 50.2]",3829503,73,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Valentin Rongier,3365.0,Right Defensive Midfield,151,Nantes,144,['97a87124-1d53-472f-a6c6-77aa70ae0c46'],26,,Right Foot,"[120.0, 29.4, 0.2]",,"[{'location': [104.2, 45.1], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 50.6], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.8, 64.8], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.5, 47.0], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 47.9], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 37.9], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.5, 44.0], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.4, 56.1], 'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 45.6], 'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.0, 47.0], 'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.5, 41.4], 'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.2, 35.3], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.3, 41.1], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 62.7], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.3, 59.3], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,Off T,0.02077094,Normal,Open Play,,,,Nantes,144,00:28:26.468,Shot,
,,,,,,,,,,,,,,,,0.7342,,,,,,,,,,,,,,6a3c63df-a46f-4367-b722-ad4306f8041b,2897,,"[103.4, 50.7]",3829503,75,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Benjamin Nivet,3002.0,Right Defensive Midfield,155,Troyes,133,"['9c1376b3-51c8-4ffa-8102-1c8172c2c486', 'd19dbcac-ac1b-4d97-984e-05277b4d8b43']",47,,Right Foot,"[120.0, 42.0, 5.8]",True,"[{'location': [116.8, 59.7], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.7, 38.7], 'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 42.5], 'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 34.1], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.1, 48.2], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.5, 37.9], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.2, 37.3], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.3, 32.9], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.4, 42.8], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.2, 46.5], 'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 50.4], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.4, 54.9], 'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 31.9], 'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",329eb049-fb1f-4dcc-85a0-14afe0254ed4,,,Off T,0.05245532,Half Volley,Open Play,,,,Troyes,133,00:30:47.794,Shot,True
,,,,,,,,,,,,,,,,2.226673,,,,,,,,,,,,,,dcd17381-68ca-4676-bde1-fd4c8d770c05,2973,,"[100.9, 42.3]",3829503,77,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kolbeinn Sigþórsson,6284.0,Center Attacking Midfield,160,Nantes,144,['68953edd-e44c-4120-93d6-9aee5336f949'],12,,Left Foot,"[120.0, 8.1]",True,"[{'location': [104.9, 40.6], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 45.5], 'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.4, 38.5], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.1, 33.0], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 45.8], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.3, 46.8], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 51.4], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 63.6], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.3, 42.4], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.3, 38.5], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.9, 41.0], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 59.0], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.9, 50.4], 'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.1, 49.8], 'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,,Wayward,0.10944212,Normal,Open Play,,,,Nantes,144,00:32:12.282,Shot,
