ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.956759,,,,,,,,,,,002f75e7-048b-4f3f-b00c-f48b42546133,156,,"[116.0, 26.0]",19744,2,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Poppy Pattinson,17274.0,Left Midfield,10,Bristol City WFC,973,"['8d876e1c-6df5-4cc0-98fa-78094b2c2dbd', 'ae6a360b-cd66-48be-8d4d-c7d7d57dfb6e']",53,,Left Foot,"[120.0, 34.8, 1.6]","[{'location': [101.0, 27.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 47.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 47.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 27.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 33.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.0, 35.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 36.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4a75fa5c-dc8a-4c29-9cde-d6c0eb54cf2f,True,,Off T,0.016857063,Normal,Open Play,,,,Bristol City WFC,973,00:02:53.825,Shot,True
,,,,,,,,,,,,,0.5175,,,,,,,,,,,0fa62347-fc7b-4385-abc2-1868ed1a36f4,214,,"[107.0, 48.0]",19744,4,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Right Center Forward,13,Arsenal WFC,968,['0314e016-93e3-4550-b0ff-a90266986f7d'],32,,Left Foot,"[119.0, 44.0, 1.3]","[{'location': [110.0, 36.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 46.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 49.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 63.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 64.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.0, 51.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.0, 69.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 65.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.0, 37.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",3f5a5412-f86a-470d-9210-19c89ffa60e3,,,Saved,0.07931974,Normal,Open Play,,,,Arsenal WFC,968,00:04:32.963,Shot,
,,,,,,,,,,,,,1.5685,,,,,,,,,,,24ca8937-f824-4d8b-9d95-4f2873a7bc9b,326,,"[100.0, 25.0]",19744,8,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Left Center Forward,20,Arsenal WFC,968,['eb168e71-f9ef-45ba-b4cf-69da919958b7'],16,,Right Foot,"[118.0, 36.4, 1.6]","[{'location': [71.0, 13.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [72.0, 32.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.0, 26.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 26.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.0, 27.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 23.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.0, 40.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.0, 50.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.0, 11.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [84.0, 69.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",1a89ac61-f275-45fd-97af-20cbf42305d8,,,Saved,0.03206456,Half Volley,Open Play,,,,Arsenal WFC,968,00:08:16.509,Shot,
,,,,,,,,,,,,,1.5025,,,,,,,,,,,13f31d9e-5c1c-4a17-8431-0951346cf783,490,,"[93.0, 40.0]",19744,10,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Right Center Forward,26,Arsenal WFC,968,['6cc5334a-6b3c-4a51-bd1f-aefe16d454a4'],58,,Left Foot,"[119.0, 34.8, 1.3]","[{'location': [99.0, 50.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 53.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.0, 45.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 30.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.0, 38.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.0, 44.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.0, 40.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 11.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [102.0, 54.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.0, 50.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 42.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",c7cebd4f-3b5a-424f-bada-d8ba06ced9d8,,,Off T,0.026327053,Normal,Open Play,,,,Arsenal WFC,968,00:10:58.006,Shot,
,,,,,,,,,,,,,0.7911,,,,,,,,,,,6b36f12a-ef94-4908-ae19-bbfedd775079,531,,"[109.0, 32.0]",19744,12,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordan Nobbs,10192.0,Left Center Forward,28,Arsenal WFC,968,['92a1a3ba-6093-489c-9450-79b8e6799890'],15,,Left Foot,"[119.0, 36.6, 1.3]","[{'location': [99.0, 56.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 48.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 58.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.0, 39.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 32.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 35.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0b064fcd-d82e-474f-accd-1b0c7b84f933,,,Goal,0.09964744,Normal,Open Play,,,,Arsenal WFC,968,00:12:15.181,Shot,
,,,,,,,,,,,,,1.6009,,,,,,,,,,,2dd57861-bd5d-41e5-979a-0e838bb9f235,697,,"[91.0, 30.0]",19744,16,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Center Defensive Midfield,34,Arsenal WFC,968,['6e8a2ffc-06c6-428c-beee-5205f73a99d1'],16,,Right Foot,"[120.0, 37.4, 3.6]","[{'location': [106.0, 25.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 28.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.0, 18.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 32.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.0, 29.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.0, 12.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [86.0, 10.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [104.0, 40.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.0, 51.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.0, 15.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.0, 22.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.0, 27.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",dfb46c24-ba3b-4e26-8f0f-f0ac7c6c593f,,,Off T,0.019742483,Normal,Open Play,,,,Arsenal WFC,968,00:16:16.056,Shot,
,,,,,,,,,,,,,0.2957,,,,,,,,,,,7c461ac4-97b2-46f3-b8a2-2c1032bf4996,794,,"[109.0, 26.0]",19744,18,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Right Center Forward,41,Arsenal WFC,968,"['63f932ce-a8b9-4e5c-ba78-a14ea67583a3', 'fb86c278-0862-4080-a541-e0f149228146']",45,,Right Foot,"[111.0, 30.0]","[{'location': [111.0, 39.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.0, 38.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.0, 40.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 28.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 30.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 27.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Blocked,0.061110236,Normal,Open Play,,,,Arsenal WFC,968,00:18:45.586,Shot,
,,,,,,,,,,,,,0.0336,,,,,,,,,,,fa6ce2ff-3180-44e3-b743-87851bddc99d,1003,,"[101.0, 43.0]",19744,22,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Midfield,43,Arsenal WFC,968,"['5cce02ba-0d0d-4133-97bb-e9905381fc97', 'e95bda83-21a2-4a29-91fa-20d394320ca6']",11,,Right Foot,"[103.0, 42.0]","[{'location': [106.0, 41.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 29.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 29.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 50.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 42.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 28.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.0, 58.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.0, 43.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,,Blocked,0.061655164,Normal,Open Play,,,,Arsenal WFC,968,00:22:11.385,Shot,
,,,,,,,,,,,,,1.2034,,,,,,,,,,,198707c6-a8e6-41df-9c4e-2de2f57b69ab,1009,,"[114.0, 36.0]",19744,22,,,,,,,,,,,,,,,,,,,,,1,From Corner,Louise Quinn,15621.0,Center Back,44,Arsenal WFC,968,"['3c04585a-af9c-4265-bb25-a65994e70983', '98ae843a-cb7b-4c6f-bbfe-b18f618b1f69']",58,True,Head,"[120.0, 34.4, 2.1]","[{'location': [114.0, 36.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 33.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 43.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.0, 31.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.0, 25.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 40.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 57.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 53.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 26.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.0, 33.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.0, 41.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 39.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.0, 46.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 57.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",a1801bcf-3caf-4320-9d24-2c721eae0706,,,Off T,0.11490831,Normal,Open Play,,,,Arsenal WFC,968,00:22:58.774,Shot,True
,,,,,,,,,,,,,0.8349,,,,,,,,,,,6b240043-31d1-4531-a694-74f9be5a6590,1676,,"[115.0, 51.0]",19744,40,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Right Center Forward,80,Arsenal WFC,968,['7390e371-e08b-4c75-8a0b-9428fdacc20a'],52,,Right Foot,"[119.0, 37.4, 0.7]","[{'location': [113.0, 36.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.0, 45.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.0, 53.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f97c281c-c7bb-41b5-a4c8-9747e56980af,True,,Goal,0.1213104,Normal,Open Play,,,,Arsenal WFC,968,00:40:52.926,Shot,
