ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.213,,,,,,,,,,,,3378a436-604d-4037-bcd9-1438e6734766,1541,,"[116.0, 38.0]",7569,38,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fakhreddine Ben Youssef,5654.0,Right Midfield,72,Tunisia,777,"['53412c0a-4e21-4e55-9d0d-277ce94cfe57', 'd2087b91-23ef-48d6-93c2-067b3416b235']",8,True,Head,,"[120.0, 35.0, 1.9]",,"[{'location': [101.0, 34.0], 'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.0, 39.0], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.0, 18.0], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [120.0, 38.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 6138, 'name': 'Ricardo Guardia Avila'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 45.0], 'player': {'id': 6344, 'name': 'Luis Carlos Ovalle Victoria'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 39.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 25.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 21.0], 'player': {'id': 5628, 'name': 'José Luis Rodríguez Francis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.0, 24.0], 'player': {'id': 6346, 'name': 'Adolfo Abdiel Machado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 25.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",c5f80db8-26f1-4005-a5ea-8eff09025903,,Off T,0.30306762,Normal,Open Play,,,,Tunisia,777,00:38:08.147,Shot,True
,,,,,,,,,,,0.533,,,,,,,,,,,,c6443740-e020-4ad7-bf8b-3b9d83bbddbe,1597,,"[109.0, 54.0]",7569,40,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wahbi Khazri,3196.0,Center Forward,77,Tunisia,777,['436b6440-13eb-48b3-b016-6d79be59d680'],37,,Right Foot,,"[120.0, 39.5, 4.2]",True,"[{'location': [109.0, 53.0], 'player': {'id': 6347, 'name': 'Ghilane Chalali'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.0, 61.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.0, 48.0], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 44.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 51.0], 'player': {'id': 6344, 'name': 'Luis Carlos Ovalle Victoria'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 28.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 21.0], 'player': {'id': 6346, 'name': 'Adolfo Abdiel Machado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",bf2b48bc-4146-4f2d-b87b-07cfdb77f72a,,Off T,0.048267953,Volley,Open Play,,,,Tunisia,777,00:40:37.907,Shot,
,,,,,,,,,,,0.453,,,,,,,,,,,,56d53a24-e2b6-4cfc-8bf8-f63ed3dbb51d,1735,,"[105.0, 54.0]",7569,45,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wahbi Khazri,3196.0,Center Forward,85,Tunisia,777,"['3a36982a-b6bf-4f86-a04a-b28e2bf71f95', 'b881d0d6-eda8-435f-9ecd-f7fff10c9a92']",17,,Right Foot,,"[110.0, 51.0]",True,"[{'location': [95.0, 59.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.0, 52.0], 'player': {'id': 5936, 'name': 'Hamdi Nagguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.0, 24.0], 'player': {'id': 3252, 'name': 'Oussama Haddadi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 41.0], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [96.0, 22.0], 'player': {'id': 5628, 'name': 'José Luis Rodríguez Francis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [88.0, 40.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.0, 62.0], 'player': {'id': 6138, 'name': 'Ricardo Guardia Avila'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 50.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 33.0], 'player': {'id': 6346, 'name': 'Adolfo Abdiel Machado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 46.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 50.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 54.0], 'player': {'id': 6344, 'name': 'Luis Carlos Ovalle Victoria'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 45.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.04845559,Volley,Open Play,,,,Tunisia,777,00:45:17.027,Shot,
,,,,,,,,,,,0.933,,,,,,,,,,,,acf874d7-18fc-43c1-9c18-ec55802f50ae,1739,,"[109.0, 54.0]",7569,45,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wahbi Khazri,3196.0,Center Forward,85,Tunisia,777,['93410cb7-e98a-430b-bfa5-108ef006dd16'],18,,Right Foot,,"[117.0, 41.9, 0.2]",True,"[{'location': [88.0, 24.0], 'player': {'id': 3252, 'name': 'Oussama Haddadi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.0, 39.0], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.0, 52.0], 'player': {'id': 5936, 'name': 'Hamdi Nagguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.0, 44.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 52.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 55.0], 'player': {'id': 6344, 'name': 'Luis Carlos Ovalle Victoria'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 6346, 'name': 'Adolfo Abdiel Machado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 45.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 22.0], 'player': {'id': 5628, 'name': 'José Luis Rodríguez Francis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.0, 40.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 48.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 58.0], 'player': {'id': 6138, 'name': 'Ricardo Guardia Avila'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,,Saved,0.05502656,Volley,Open Play,,,,Tunisia,777,00:45:18.347,Shot,
,,,,,,,,,,,0.453,,,,,,,,,,,,c7805b61-60cd-4569-9ee9-3a3c8ae3f5cc,2129,,"[114.0, 40.0]",7569,50,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fakhreddine Ben Youssef,5654.0,Right Midfield,99,Tunisia,777,['fa785fb1-f911-474e-8adb-72b12af82f75'],16,,Right Foot,,"[120.0, 38.3, 1.6]",True,"[{'location': [107.0, 51.0], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 24.0], 'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 48.0], 'player': {'id': 6138, 'name': 'Ricardo Guardia Avila'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 38.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 6346, 'name': 'Adolfo Abdiel Machado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 6343, 'name': 'Harold Oshkaly Cummings Segura'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 53.0], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 50.0], 'player': {'id': 6344, 'name': 'Luis Carlos Ovalle Victoria'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",813bba1b-21f7-4654-8504-317650507f5b,,Goal,0.55791056,Normal,Open Play,,,,Tunisia,777,00:05:16.360,Shot,
,,,,,,,,,,,0.453,,,,,,,,,,,,695bf582-dcff-4046-9426-1488f4401b6e,2231,,"[109.0, 47.0]",7569,52,,,,,,,,,,,,,,,,,,,,,2,From Counter,Fakhreddine Ben Youssef,5654.0,Right Midfield,104,Tunisia,777,['e72c95bd-3549-4f7b-884b-99ba06fe00e7'],45,,Right Foot,,"[115.0, 43.8, 0.4]",True,"[{'location': [87.0, 53.0], 'player': {'id': 6347, 'name': 'Ghilane Chalali'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.0, 31.0], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.0, 45.0], 'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.0, 48.0], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.0, 40.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 52.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 6343, 'name': 'Harold Oshkaly Cummings Segura'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 6346, 'name': 'Adolfo Abdiel Machado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 56.0], 'player': {'id': 6344, 'name': 'Luis Carlos Ovalle Victoria'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.40925014,Normal,Open Play,,,,Tunisia,777,00:07:45.000,Shot,
,,,,,,,,,,,0.64,,,,,,,,,,,,5314a2fb-b296-468c-8feb-943c622ba4c9,2237,,"[113.0, 50.0]",7569,55,,,,,,,,,,,,,,,,,,,,,2,From Corner,Hamdi Nagguez,5936.0,Right Back,105,Tunisia,777,['3d00c0c2-99a7-4fc0-902e-c32540d15651'],9,,Other,,"[120.0, 53.0]",True,"[{'location': [102.0, 36.0], 'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 35.0], 'player': {'id': 5651, 'name': 'Yassine Meriah'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 39.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 37.0], 'player': {'id': 6343, 'name': 'Harold Oshkaly Cummings Segura'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [110.0, 42.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 6345, 'name': 'Rami Bedoui'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.0, 49.0], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [81.0, 61.0], 'player': {'id': 3252, 'name': 'Oussama Haddadi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.0, 35.0], 'player': {'id': 6138, 'name': 'Ricardo Guardia Avila'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.0, 67.0], 'player': {'id': 5637, 'name': 'Edgar Yoel Bárcenas Herrera'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 6344, 'name': 'Luis Carlos Ovalle Victoria'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 47.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 47.0], 'player': {'id': 6346, 'name': 'Adolfo Abdiel Machado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 59.0], 'player': {'id': 5628, 'name': 'José Luis Rodríguez Francis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",af403955-89fa-4258-b884-31c00fddea59,,Wayward,0.08575495,Volley,Open Play,,,,Tunisia,777,00:10:09.960,Shot,
,,,,,,,,,,,1.333,,,,,,,,,,,,638b1002-fbdb-4928-a00f-d1d9f017ac65,2287,,"[103.0, 51.0]",7569,56,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ghilane Chalali,6347.0,Right Center Midfield,107,Tunisia,777,['ece75791-e132-4a04-8473-3e02da9b97c8'],46,,Right Foot,,"[120.0, 26.0]",True,"[{'location': [103.0, 49.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 32.0], 'player': {'id': 6346, 'name': 'Adolfo Abdiel Machado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 6343, 'name': 'Harold Oshkaly Cummings Segura'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 51.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 55.0], 'player': {'id': 6344, 'name': 'Luis Carlos Ovalle Victoria'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 58.0], 'player': {'id': 5637, 'name': 'Edgar Yoel Bárcenas Herrera'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.0, 32.0], 'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 40.0], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 50.0], 'player': {'id': 6138, 'name': 'Ricardo Guardia Avila'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 52.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.0, 67.0], 'player': {'id': 5936, 'name': 'Hamdi Nagguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",5af57bb4-9ff5-4681-9087-6cf4c9374716,,Wayward,0.060271066,Half Volley,Open Play,,,,Tunisia,777,00:11:46.320,Shot,
,,,,,,,,,,,0.853,,,,,,,,,,,,695522de-19f9-459a-9811-e54b62ed294a,2458,,"[104.0, 56.0]",7569,61,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wahbi Khazri,3196.0,Center Forward,117,Tunisia,777,['c23d9c64-96c3-4231-9385-071473f14b7f'],28,,Right Foot,True,"[119.0, 43.8, 0.5]",,"[{'location': [102.0, 32.0], 'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 40.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [87.0, 54.0], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 46.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 42.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 32.0], 'player': {'id': 6346, 'name': 'Adolfo Abdiel Machado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 55.0], 'player': {'id': 6138, 'name': 'Ricardo Guardia Avila'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 55.0], 'player': {'id': 6344, 'name': 'Luis Carlos Ovalle Victoria'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",aec0956e-1791-4c28-bd3a-64e52945ee36,,Saved,0.034605168,Normal,Open Play,,,,Tunisia,777,00:16:28.680,Shot,
,,,,,,,,,,,0.293,,,,,,,,,,,,43af02c3-9d3f-4658-bc5d-dd07ac6f97d4,2504,,"[104.0, 42.0]",7569,62,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Edgar Yoel Bárcenas Herrera,5637.0,Left Wing,121,Panama,798,['bc926c23-0b55-4af0-b238-67125c98b705'],29,,Right Foot,,"[106.0, 40.5, 0.2]",,"[{'location': [113.0, 35.0], 'player': {'id': 6345, 'name': 'Rami Bedoui'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 43.0], 'player': {'id': 5651, 'name': 'Yassine Meriah'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 46.0], 'player': {'id': 3252, 'name': 'Oussama Haddadi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.0, 35.0], 'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 27.0], 'player': {'id': 6347, 'name': 'Ghilane Chalali'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 6342, 'name': 'Aymen Mathlouthi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 5643, 'name': 'Luis Carlos Tejada Hansell'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [87.0, 21.0], 'player': {'id': 6138, 'name': 'Ricardo Guardia Avila'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Saved,0.19272226,Volley,Open Play,,,,Panama,798,00:17:29.920,Shot,
,,,,,,,,,,,0.413,,,,,,,,,,,,05af0bd1-cb4b-4512-a90f-51fcdc69a72b,2567,,"[117.0, 43.0]",7569,65,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Wahbi Khazri,3196.0,Center Forward,122,Tunisia,777,['8f4fa6e2-9c12-49ff-8487-709b027c60de'],21,,Right Foot,,"[120.0, 40.3, 2.1]",True,"[{'location': [105.0, 29.0], 'player': {'id': 6343, 'name': 'Harold Oshkaly Cummings Segura'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 29.0], 'player': {'id': 6346, 'name': 'Adolfo Abdiel Machado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 46.0], 'player': {'id': 5628, 'name': 'José Luis Rodríguez Francis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 33.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 6138, 'name': 'Ricardo Guardia Avila'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 35.0], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.0, 42.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.0, 26.0], 'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.0, 32.0], 'player': {'id': 3252, 'name': 'Oussama Haddadi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.0, 34.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 32.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 6344, 'name': 'Luis Carlos Ovalle Victoria'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",32aac5b2-ca98-455b-a79a-84b70a289be8,True,Goal,0.7630343,Normal,Open Play,,,,Tunisia,777,00:20:21.320,Shot,
