50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.8607,,,,,,,,,,,,,65831df0-a0bb-48f8-bc8e-bb2ba47e8722,1275,,"[106.0, 31.3]",19805,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Drew Spence,4638.0,Right Center Midfield,80,Chelsea FCW,971,"['9e73bf13-50ea-47e1-87ec-ec093a02c716', 'de018f5a-0331-49b2-b61b-379b07da7a9d']",3,,Right Foot,"[113.3, 34.1]",True,"[{'location': [107.8, 23.4], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.06348, 37.001225], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 33.4], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.7, 41.9], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 32.3], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.7, 31.1], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.9, 36.7], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 34.7], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.5, 39.9], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.4, 37.4], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.9, 34.1], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.2, 39.3], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.5, 37.1], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 27.7], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.1, 41.7], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [88.7, 48.1], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.1, 49.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.4, 42.7], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,Blocked,0.06299577,Volley,Open Play,,,,Chelsea FCW,971,00:38:03.700,Shot,
,,,,,,,,,,,,,,1.419935,,,,,,,,,,,,,91692a13-48a6-483f-a5ed-2531430011b3,1330,,"[105.7, 40.2]",19805,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany England,15550.0,Center Forward,83,Chelsea FCW,971,['e2bc0d48-3640-4e57-95be-03cfa229c061'],8,,Head,"[118.3, 40.3, 1.4]",,"[{'location': [90.7, 55.6], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.8, 39.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 31.1], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.3, 40.6], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.2, 51.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.6, 47.6], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.6, 40.6], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",5f382019-5435-4b12-b417-d14f0e6d6369,,Saved,0.10704886,Normal,Open Play,,,,Chelsea FCW,971,00:39:08.344,Shot,
,,,,,,,,,,,,,,1.00774,,,,,,,,,,,,,73c49c23-7831-441b-bc68-d07ab214999f,1378,,"[113.5, 43.1]",19805,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bethany England,15550.0,Center Forward,88,Chelsea FCW,971,['0a322abe-b145-43a7-bb46-f4b38f19cd64'],27,,Head,"[120.0, 42.3, 0.8]",,"[{'location': [119.0, 41.5], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 37.1], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.3, 39.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.1, 46.2], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.1, 48.5], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.8, 36.2], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.2, 37.3], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 40.5], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 40.6], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 45.1], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.8, 45.1], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",d428f59f-6c6a-4fe9-9411-9544fc1a4fac,,Goal,0.16659097,Normal,Open Play,,,,Chelsea FCW,971,00:41:27.545,Shot,
,,,,,,,,,,,,,,0.270535,,,,,,,,,,,,,06902ef5-c8f1-4625-9b02-1730df92d513,1620,,"[108.6, 38.3]",19805,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bethany England,15550.0,Center Forward,106,Chelsea FCW,971,['94df768c-bb71-41a4-94cd-cbca1fc56190'],6,,Right Foot,"[120.0, 34.4, 0.6]",True,"[{'location': [114.9, 39.9], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 37.4], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 25.8], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.2, 31.3], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.7, 33.4], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [78.7, 20.5], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [83.9, 19.2], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.2, 41.8], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 47.4], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.2, 47.7], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.2, 48.9], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.6, 49.1], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Off T,0.3008803,Volley,Open Play,,,,Chelsea FCW,971,00:04:06.827,Shot,
,,,,,,,,,,,,,,0.980551,,,,,,,,,,,,,515e1d6f-b8b3-4fb1-9e17-76b7ff922d78,2042,,"[107.5, 51.3]",19805,60,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bethany England,15550.0,Center Forward,132,Chelsea FCW,971,['ac226ee9-7b8c-48c0-9b94-efb88609648c'],38,,Right Foot,"[120.0, 43.0, 0.9]",,"[{'location': [119.0, 42.5], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.7, 44.4], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 42.8], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.0, 34.2], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.3, 32.2], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.3, 36.3], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 44.2], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.0, 35.9], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.6, 39.3], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.4, 50.4], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",aca31210-faba-4bb6-a476-3d9e4d205c6d,,Saved,0.037444215,Normal,Open Play,,,,Chelsea FCW,971,00:15:38.321,Shot,
,,,,,,,,,,,,,,0.1058,,,,,,,,,,,,,029095a6-ac09-42a9-9f77-2dea6d8f6777,2177,,"[104.1, 52.3]",19805,63,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jane Ross,4653.0,Center Forward,138,West Ham United LFC,972,"['5782bf39-0928-49ce-8a11-4963d8234d69', '6460b171-87d0-4dd6-94e6-5cbd163f58eb']",52,,Left Foot,"[105.9, 49.1]",True,"[{'location': [108.0, 36.2], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 40.3], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 45.3], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 48.3], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.1, 40.3], 'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 38.3], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.5, 42.2], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",3fb92015-ec77-447f-82c0-d438d9889b27,,Blocked,0.08427971,Normal,Open Play,,,,West Ham United LFC,972,00:18:52.744,Shot,
,,,,,,,,,,,,,,0.5862,,,,,,,,,,,,,56b5751b-4098-424b-ada9-4290eb564eaa,2182,,"[108.4, 46.6]",19805,63,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jane Ross,4653.0,Center Forward,138,West Ham United LFC,972,['345a2b47-d992-478a-b333-121622fbf332'],54,,Left Foot,"[119.8, 43.4, 1.8]",,"[{'location': [97.6, 53.9], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.9, 52.3], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.6, 39.1], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.3, 43.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 46.8], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.5, 41.9], 'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.081351966,Normal,Open Play,,,,West Ham United LFC,972,00:18:54.659,Shot,
,,,,,,,,,,,,,,0.7065,,,,,,,,,,,,,085d4968-bc14-416e-b255-67fc38cb52fc,2200,,"[115.9, 43.8]",19805,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,139,West Ham United LFC,972,"['705aba3d-95ee-4189-868a-d59f2db8aec7', 'dc241592-a1ae-4802-bf57-008d3a512497']",48,True,Head,"[120.0, 42.9, 1.1]",,"[{'location': [113.5, 43.0], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.4, 44.0], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.5, 50.2], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.4, 55.5], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.6, 37.9], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.3, 37.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 38.5], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.2, 42.4], 'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",7ca6d943-048b-4850-95db-d1a4b82ffdaa,,Goal,0.15322769,Normal,Open Play,,,,West Ham United LFC,972,00:19:48.079,Shot,True
,,,,,,,,,,,,,,1.618653,,,,,,,,,,,,,e79b0f67-270a-438a-93a7-beab11eaa0ca,2234,,"[84.5, 59.8]",19805,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Millie Bright,4642.0,Right Center Back,140,Chelsea FCW,971,['281c52af-7bf6-4971-9734-f6ea167f99eb'],5,,Right Foot,"[120.0, 60.2, 2.9]",True,"[{'location': [95.9, 56.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.0, 71.0], 'player': {'id': 17273, 'name': 'Adelina Engman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.9, 68.3], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.0, 28.7], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.8, 43.9], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.1, 36.5], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.0, 43.7], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.2, 50.2], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 67.8], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.4, 39.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.9, 50.5], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.4, 56.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 50.7], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.6, 45.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 38.6], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.0, 68.3], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.2, 40.7], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.7, 58.1], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [84.3, 47.1], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Off T,0.004967086,Half Volley,Open Play,,,,Chelsea FCW,971,00:21:05.502,Shot,
,,,,,,,,,,,,,,1.049765,,,,,,,,,,,,,33b67433-ea34-43e7-94d5-e24a0464511e,2341,,"[104.9, 41.0]",19805,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Magdalena Lilly Eriksson,4633.0,Left Center Back,150,Chelsea FCW,971,['cb6a4a9a-f3be-4c32-ab31-59e0011c3064'],45,,Head,"[120.0, 48.8, 1.6]",,"[{'location': [107.5, 48.1], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.6, 45.2], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.8, 43.0], 'player': {'id': 17273, 'name': 'Adelina Engman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.1, 38.4], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.4, 34.2], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.9, 43.6], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 46.6], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 43.2], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 41.2], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 38.9], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 40.5], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.6, 37.2], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.6, 40.2], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.3, 17.1], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.1, 15.4], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",5d4b50cc-49f1-456a-a02f-6ed4dc3fccb6,,Off T,0.0507047,Normal,Open Play,,,,Chelsea FCW,971,00:25:45.896,Shot,
,,,,,,,,,,,,,,1.396706,,,,,,,,,,,,,a87e847b-36f2-4d1f-97e2-78ed2900f21b,2516,,"[101.5, 33.7]",19805,76,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Maren Nævdal Mjelde,10395.0,Left Center Midfield,160,Chelsea FCW,971,"['1145b58e-7267-444b-be26-b08b42df9582', 'a60921ca-7d6d-4eeb-8429-247b157fb016']",30,,Right Foot,"[120.0, 45.1, 0.9]",,"[{'location': [100.0, 22.6], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.5, 28.9], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.5, 32.1], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 38.3], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.2, 39.6], 'player': {'id': 17273, 'name': 'Adelina Engman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.7, 43.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.1, 35.1], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 33.6], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 41.7], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 40.4], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4f7443b3-9588-494a-9a1d-0abd4b4c2452,,Off T,0.06203525,Normal,Open Play,,,,Chelsea FCW,971,00:31:30.292,Shot,True
