50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,01160d07-e7c1-4218-8651-89d3dfe3cd61,343,,"[106.7, 27.2]",3901204,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Center Forward,15,Lyon,137,['d648afff-a1fd-4d7c-9ad4-1a63b295d99a'],57,Left Foot,"[114.1, 35.1]",True,"[{'location': [118.2, 38.8], 'player': {'id': 7509, 'name': 'Geoffrey Jourdren'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.1, 37.4], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.1, 42.5], 'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.9, 38.1], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.1, 41.3], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.8, 32.4], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 35.5], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 27.6], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 22.1], 'player': {'id': 40530, 'name': 'Jamel Saihi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 18.1], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",fb4a153c-5de6-4610-ba11-742f28839a6b,,,Wayward,0.09758941,Normal,Open Play,,,,Lyon,137,00:06:57.924,Shot,
,,,,,,,,,,,,,,,,,0.150463,,,,,,,,,,d35a0a3b-b162-4379-bc2d-04ed16470506,427,,"[101.5, 25.5]",3901204,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigue Casimir Ninga,3020.0,Left Wing,20,Montpellier,139,"['701116a3-2ab4-4bf8-9e55-ae98dc2479a5', '761e764d-389c-4702-a952-1602a9a900b5', 'bcc8801f-3993-4cbc-a887-055af78883d5']",24,Right Foot,"[103.0, 26.8]",,"[{'location': [106.2, 37.1], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 32.4], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 52.2], 'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.4, 26.7], 'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.4, 31.3], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 37.3], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 32.2], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 50.2], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.9, 37.9], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",5431996d-0bd9-48d6-86c0-a99e73e27f27,,,Blocked,0.02265842,Normal,Open Play,,,,Montpellier,139,00:08:24.880,Shot,True
,,,,,,,,,,,,,,,,,0.886677,,,,,,,,,,ba3433e8-a59d-4070-8ebf-21d988bb7e32,787,,"[111.3, 31.8]",3901204,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mustapha Yatabaré,30255.0,Center Forward,35,Montpellier,139,['50f25342-f634-4b28-9ef4-ba7ddb5ba7ac'],46,Head,"[118.6, 41.0, 0.6]",,"[{'location': [105.9, 33.9], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 40.3], 'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.9, 27.0], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.3, 34.8], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.6, 25.7], 'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.1, 30.8], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 40.2], 'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 39.2], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 29.8], 'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.8, 37.9], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.7, 25.3], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.4, 32.3], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.4, 9.8], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.2, 29.8], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.8, 36.3], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.9, 34.5], 'player': {'id': 40530, 'name': 'Jamel Saihi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [86.7, 45.4], 'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",cefb6937-aa71-4ad0-8fd7-470199ff061b,,,Saved,0.06449923,Normal,Open Play,,,,Montpellier,139,00:15:46.740,Shot,
,,,,,,,,,,,,,,,,,1.350044,,,,,,,,,,9d3fbec2-b8db-41f2-b8a2-c453d9699bcb,985,,"[100.1, 32.9]",3901204,19,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rachid Ghezzal,3372.0,Right Midfield,41,Lyon,137,"['26b82bfc-4ee2-448e-a409-80b085c9e1dc', 'ad3e6a03-05a2-42b2-93de-db87def7949c']",5,Left Foot,"[120.0, 44.9, 0.1]",,"[{'location': [105.5, 43.2], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 39.4], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.7, 32.2], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 26.3], 'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.8, 31.1], 'player': {'id': 40530, 'name': 'Jamel Saihi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 26.4], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.2, 34.0], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.6, 39.3], 'player': {'id': 7509, 'name': 'Geoffrey Jourdren'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.2, 50.0], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 29.5], 'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.7, 42.9], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.9, 25.2], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",4672fefe-16a6-4c29-bf48-bd46e9029ca5,,,Off T,0.06912176,Normal,Open Play,,,,Lyon,137,00:19:05.820,Shot,True
,,,,,,,,,,,,,,,,,0.590427,,,,,,,,,,591d5bec-32fb-4735-9553-32597c29f563,1209,,"[98.5, 37.1]",3901204,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alexandre Lacazette,3451.0,Center Forward,57,Lyon,137,"['17551838-3f9b-4389-a5dd-ce2c076fa6ff', '4d3727c9-ab2c-4a8c-927d-e77a6c33316e']",46,Right Foot,"[114.5, 40.3, 0.2]",True,"[{'location': [81.8, 28.5], 'player': {'id': 40530, 'name': 'Jamel Saihi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.6, 38.9], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [80.2, 22.1], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.7, 40.1], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 41.2], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.4, 32.0], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 20.3], 'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.5, 24.5], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.3, 39.6], 'player': {'id': 7509, 'name': 'Geoffrey Jourdren'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.4, 44.4], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.1, 29.3], 'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [86.7, 12.0], 'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",107b148a-8f4d-46de-bf15-328eb020fafc,,,Saved,0.099637605,Normal,Open Play,,,,Lyon,137,00:25:46.211,Shot,True
,,,,,,,,,,,,,,,,,0.863968,,,,,,,,,,6045ad20-7c9c-4dd6-8f51-1d2c77145e31,1344,,"[108.3, 53.3]",3901204,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Mustapha Yatabaré,30255.0,Center Forward,61,Montpellier,139,['43f2f639-f4cc-4d2e-bf02-06ce3836f9f8'],40,Right Foot,"[114.7, 44.9, 0.2]",True,"[{'location': [108.0, 45.4], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 44.2], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.8, 48.3], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 34.3], 'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.7, 45.0], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 42.3], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.8, 28.5], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",6e09abe4-1ddf-4a75-9110-890af231c8fa,,,Saved,0.11382007,Normal,Open Play,,,,Montpellier,139,00:27:40.700,Shot,
,,,,,,,,,,,,,,,,,0.205814,,,,,,,,,,664731d6-7553-4dac-a189-c6adffa6ec6e,1544,,"[110.4, 23.8]",3901204,30,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigue Casimir Ninga,3020.0,Left Wing,66,Montpellier,139,"['9e315d2f-9306-406a-b2c5-8d7dfbfb3ae2', 'caab1eaa-ce43-4ee2-bd4f-e0fe57433b12', 'fe603e3e-0e36-4c6e-bc84-51a4b968fa4f']",51,Right Foot,"[111.3, 25.6]",,"[{'location': [112.0, 35.1], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.6, 27.7], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.3, 48.8], 'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 25.6], 'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.7, 36.8], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 36.9], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 17.7], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [94.8, 31.5], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.4, 49.1], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.5, 32.7], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",35e82cb9-055b-431b-9f6b-1800e2bdc8c5,,,Blocked,0.023736823,Normal,Open Play,,,,Montpellier,139,00:30:51.983,Shot,True
,,,,,,,,,,,,,,,,,0.536303,,,,,,,,,,a32106ad-42ed-4bf5-a8f8-8f41d36ce58d,1664,,"[108.5, 44.5]",3901204,33,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnaly Maxwell Cornet,3162.0,Left Midfield,71,Lyon,137,['8dd377b4-f47b-4741-8e4f-5df6800d8592'],12,Right Foot,"[120.0, 36.6, 0.2]",,"[{'location': [109.4, 38.9], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 43.2], 'player': {'id': 7509, 'name': 'Geoffrey Jourdren'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 33.2], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.1, 35.5], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.2, 41.9], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 46.0], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.3, 37.8], 'player': {'id': 40530, 'name': 'Jamel Saihi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.8, 46.5], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 31.0], 'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",9919df1d-cc9a-423a-ba46-be8eddca7510,,,Goal,0.5121088,Normal,Open Play,,,,Lyon,137,00:33:12.700,Shot,
,,,,,,,,,,,,,,,,,0.307966,,,,,,,,,,81eb6a0a-c16c-41bb-ba68-ea6ec9835454,1896,,"[115.2, 38.5]",3901204,39,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnaly Maxwell Cornet,3162.0,Left Midfield,85,Lyon,137,"['8d363d50-652c-4a77-91dd-060ddb7dcb10', 'ac36722d-c14d-4631-bbae-7ed354c5dcbf']",10,Right Foot,"[120.0, 40.5, 1.3]",True,"[{'location': [115.4, 44.8], 'player': {'id': 7509, 'name': 'Geoffrey Jourdren'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 43.9], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 41.5], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.4, 42.7], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 47.9], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.5, 26.6], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.6, 38.8], 'player': {'id': 40530, 'name': 'Jamel Saihi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 44.1], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.4, 52.8], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.6, 30.2], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",3c15deff-a544-4e88-be27-6a2765b65b9e,,True,Goal,0.9373261,Normal,Open Play,,,,Lyon,137,00:39:10.447,Shot,True
,,,,,,,,,,,,,,,,,1.207399,,,,,,,,,,be2fa0e4-9771-410e-9c71-5d3e710d4878,2059,,"[94.5, 49.1]",3901204,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Morgan Sanson,3546.0,Right Wing,95,Montpellier,139,['717d40f4-f67a-4d45-9df9-481aef5f53fa'],27,Right Foot,"[118.6, 36.8, 0.2]",,"[{'location': [118.8, 39.5], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.8, 49.3], 'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.7, 41.2], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 39.4], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 42.8], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.3, 31.1], 'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.3, 36.9], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.6, 53.1], 'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.6, 26.2], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.7, 42.2], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.1, 37.9], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",e43e160a-471d-4f52-8a64-6b16e7dd459e,,,Saved,0.03182141,Normal,Open Play,,,,Montpellier,139,00:43:27.837,Shot,
