50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.055299,,,,,,,,,,,,,f4132202-2a35-4f08-8321-82f1fe89f2c6,107,,,"[112.7, 46.9]",3893812,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Bongeka Gamede,402119.0,Left Center Back,9,South Africa Women's,1216,['a8e99a96-e974-4f0f-bf42-376b984c0dca'],18,,Right Foot,"[120.0, 52.4, 0.2]",True,,"[{'location': [115.1, 45.8], 'player': {'id': 25602, 'name': 'Mariana Valeria Larroquette'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.5, 41.3], 'player': {'id': 25634, 'name': 'Aldana Cometti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.1, 41.7], 'player': {'id': 273315, 'name': 'Paulina Gramaglia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.0, 46.2], 'player': {'id': 370851, 'name': 'Sophie Wais Braun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.6, 39.8], 'player': {'id': 25633, 'name': 'Eliana Noemí Stábile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.2, 46.9], 'player': {'id': 402461, 'name': 'Daiana Micaela Falfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 43.4], 'player': {'id': 25617, 'name': 'Miriam Anahí Mayorga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 37.2], 'player': {'id': 25640, 'name': 'María Florencia Bonsegundo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.9, 44.1], 'player': {'id': 25615, 'name': 'Flavia Lorena Benítez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 42.6], 'player': {'id': 25611, 'name': 'Vanina Noemí Correa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.9, 41.9], 'player': {'id': 316798, 'name': 'Noxolo Cesane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.1, 46.3], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 40.1], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.3, 37.3], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.4, 41.9], 'player': {'id': 25747, 'name': 'Bambanani Nolufefe Mbane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [95.4, 41.1], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [117.7, 74.0], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a978f7a3-2ade-48e9-904c-501f4ba90e72,Off T,0.07914886,Volley,Open Play,,,,South Africa Women's,1216,00:02:18.050,Shot,
,,,,,,,,,,,,,,,,,0.96582,,,,,,,,,,,,,48c22a27-b8c9-4a9f-80b3-5c94524ccd6b,498,,,"[106.1, 41.3]",3893812,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Mariana Valeria Larroquette,25602.0,Right Wing,26,Argentina Women's,1204,['cadb2747-a13c-4bd6-a6ba-54f721b2daf3'],46,,Head,"[120.0, 30.2, 0.5]",,,"[{'location': [107.9, 41.3], 'player': {'id': 402118, 'name': 'Karabo Dhlamini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 39.7], 'player': {'id': 402119, 'name': 'Bongeka Gamede'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 33.1], 'player': {'id': 25747, 'name': 'Bambanani Nolufefe Mbane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.2, 57.1], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.7, 20.4], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 40.3], 'player': {'id': 25746, 'name': 'Kaylin Swart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 10.2], 'player': {'id': 25640, 'name': 'María Florencia Bonsegundo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.6, 36.2], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.2, 39.9], 'player': {'id': 273315, 'name': 'Paulina Gramaglia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",cc86dc18-d19b-4a14-8af2-84e3488833dd,Off T,0.03380821,Normal,Open Play,,,,Argentina Women's,1204,00:09:46.417,Shot,
,,,,,,,,,,,,,,,,,2.347973,,,,,,,,,,,,,7781ddbe-0c5f-4e5a-a2b9-ae1decd07b1a,774,,,"[88.4, 35.2]",3893812,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Thembi Kgatlana,5052.0,Center Forward,46,South Africa Women's,1216,"['3a7c38a3-6db2-48dc-9ffa-1e8f462f318d', '3c4b4310-0df5-4266-8b77-f07f4e06005c']",7,,Right Foot,"[120.0, 31.6, 0.0]",,,"[{'location': [86.8, 36.5], 'player': {'id': 402461, 'name': 'Daiana Micaela Falfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.2, 46.6], 'player': {'id': 25633, 'name': 'Eliana Noemí Stábile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.7, 32.2], 'player': {'id': 370851, 'name': 'Sophie Wais Braun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.1, 34.8], 'player': {'id': 25615, 'name': 'Flavia Lorena Benítez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.1, 37.1], 'player': {'id': 25634, 'name': 'Aldana Cometti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.8, 33.9], 'player': {'id': 25617, 'name': 'Miriam Anahí Mayorga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 39.7], 'player': {'id': 25611, 'name': 'Vanina Noemí Correa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.8, 24.5], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.4, 30.4], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",4a9cc428-c58b-414f-ae83-e313fc41c24b,Off T,0.025401833,Normal,Open Play,,,,South Africa Women's,1216,00:22:07.831,Shot,True
,,,,,,,,,,,,,,,,,1.170488,,,,,,,,,,,,,59f8c7fe-21c8-478b-a0f6-773891eba067,1020,,,"[84.7, 43.1]",3893812,29,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kholosa Biyana,25521.0,Right Defensive Midfield,63,Argentina Women's,1204,['1c5a98d5-0e7b-4c25-a782-4c20c3f97f2e'],10,,Right Foot,"[118.3, 37.0, 1.5]",,,"[{'location': [118.1, 39.9], 'player': {'id': 25611, 'name': 'Vanina Noemí Correa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [68.2, 32.3], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [78.2, 42.6], 'player': {'id': 25615, 'name': 'Flavia Lorena Benítez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [68.7, 40.8], 'player': {'id': 25640, 'name': 'María Florencia Bonsegundo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [81.2, 62.9], 'player': {'id': 25633, 'name': 'Eliana Noemí Stábile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.6, 48.3], 'player': {'id': 25634, 'name': 'Aldana Cometti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.8, 37.4], 'player': {'id': 402461, 'name': 'Daiana Micaela Falfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.1, 39.0], 'player': {'id': 25617, 'name': 'Miriam Anahí Mayorga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [66.2, 32.7], 'player': {'id': 402118, 'name': 'Karabo Dhlamini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [67.0, 30.3], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [71.8, 15.4], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [75.0, 54.8], 'player': {'id': 316798, 'name': 'Noxolo Cesane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.8, 30.5], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.1, 35.4], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Saved,0.01910826,Normal,Open Play,,,,South Africa Women's,1216,00:29:10.216,Shot,
,,,,,,,,,,,,,,,,,0.678349,,,,,,,,,,,,,512d0ce4-1247-4d21-b0d8-49eec05ef9ac,1040,,,"[110.6, 37.9]",3893812,29,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Linda Maserame Motlhalo,5053.0,Left Defensive Midfield,65,South Africa Women's,1216,['ab743ddb-ffb5-47cb-be3d-fcef11ad4cb3'],38,,Left Foot,"[120.0, 38.3, 0.0]",True,,"[{'location': [93.6, 29.3], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.7, 26.6], 'player': {'id': 370851, 'name': 'Sophie Wais Braun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 42.4], 'player': {'id': 25617, 'name': 'Miriam Anahí Mayorga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 47.1], 'player': {'id': 25634, 'name': 'Aldana Cometti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 40.0], 'player': {'id': 25611, 'name': 'Vanina Noemí Correa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 48.3], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c473c7e0-9bc3-40c6-8a44-c14ddca2de1b,Goal,0.806447,Normal,Open Play,,,,South Africa Women's,1216,00:29:38.017,Shot,
,,,,,,,,,,,,,,,,,0.19012,,,,,,,,,,,,,4960ad6b-6d07-4a1d-9010-db515223f3d8,1060,,,"[114.2, 28.9]",3893812,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,María Florencia Bonsegundo,25640.0,Left Wing,66,Argentina Women's,1204,['6301ddcd-803a-4997-89f9-720b44a15803'],9,,Right Foot,"[120.0, 42.2, 4.4]",True,,"[{'location': [118.2, 35.1], 'player': {'id': 316798, 'name': 'Noxolo Cesane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.8, 37.1], 'player': {'id': 25746, 'name': 'Kaylin Swart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.8, 38.3], 'player': {'id': 25747, 'name': 'Bambanani Nolufefe Mbane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.8, 55.2], 'player': {'id': 402118, 'name': 'Karabo Dhlamini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.6, 32.9], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.1, 43.1], 'player': {'id': 402119, 'name': 'Bongeka Gamede'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 36.6], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.9, 50.3], 'player': {'id': 273315, 'name': 'Paulina Gramaglia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.1, 43.6], 'player': {'id': 25602, 'name': 'Mariana Valeria Larroquette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Off T,0.055105917,Half Volley,Open Play,,,,Argentina Women's,1204,00:32:09.343,Shot,
,,,,,,,,,,,,,,,,,0.997449,,,,,,,,,,,,,c9ad7d67-ccd7-487b-b5fd-d58bd96b7581,1078,,,"[100.1, 33.0]",3893812,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Thembi Kgatlana,5052.0,Center Forward,69,South Africa Women's,1216,['f06948b0-1e6b-4b0a-ab15-aeb24f58a05d'],17,,Right Foot,"[120.0, 42.5, 4.7]",,,"[{'location': [97.5, 31.8], 'player': {'id': 402461, 'name': 'Daiana Micaela Falfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 42.4], 'player': {'id': 25633, 'name': 'Eliana Noemí Stábile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.8, 26.3], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.7, 36.4], 'player': {'id': 25634, 'name': 'Aldana Cometti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 33.3], 'player': {'id': 25615, 'name': 'Flavia Lorena Benítez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 34.4], 'player': {'id': 25617, 'name': 'Miriam Anahí Mayorga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 26.3], 'player': {'id': 370851, 'name': 'Sophie Wais Braun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 38.7], 'player': {'id': 25611, 'name': 'Vanina Noemí Correa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.9, 39.3], 'player': {'id': 25521, 'name': 'Kholosa Biyana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [95.8, 34.4], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.6, 28.1], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.8, 20.9], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.8, 48.3], 'player': {'id': 316798, 'name': 'Noxolo Cesane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Off T,0.047232307,Normal,Open Play,,,,South Africa Women's,1216,00:34:17.480,Shot,
,,,,,,,,,,,,,,,,,0.339207,,,,,,,,,,,,,c5a97d73-f9c4-410c-94e3-730faca3b93a,1464,,,"[91.7, 47.2]",3893812,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Flavia Lorena Benítez,25615.0,Left Defensive Midfield,86,Argentina Women's,1204,"['b778a8ac-cb13-4b3c-af81-7c1ddf3c8648', 'cfbab477-e410-4f38-b69b-2c81de32008c']",7,,Right Foot,"[95.1, 46.7]",,,"[{'location': [94.7, 23.2], 'player': {'id': 316798, 'name': 'Noxolo Cesane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.1, 34.5], 'player': {'id': 25747, 'name': 'Bambanani Nolufefe Mbane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.5, 46.6], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.3, 46.8], 'player': {'id': 402118, 'name': 'Karabo Dhlamini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.2, 55.4], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.1, 42.6], 'player': {'id': 402119, 'name': 'Bongeka Gamede'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 27.9], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 41.7], 'player': {'id': 25746, 'name': 'Kaylin Swart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.1, 23.5], 'player': {'id': 25640, 'name': 'María Florencia Bonsegundo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.3, 53.4], 'player': {'id': 273315, 'name': 'Paulina Gramaglia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.1, 36.8], 'player': {'id': 25602, 'name': 'Mariana Valeria Larroquette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.9, 71.2], 'player': {'id': 370851, 'name': 'Sophie Wais Braun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",5d2cb8f6-5a96-4bc0-9aaa-805cc50db92f,Blocked,0.021882987,Normal,Open Play,,,,Argentina Women's,1204,00:43:07.467,Shot,
,,,,,,,,,,,,,,,,,0.597956,,,,,,,,,,,,,a9509135-b837-4440-a3cd-4cfeaabe31f1,1505,,,"[87.6, 44.9]",3893812,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,María Florencia Bonsegundo,25640.0,Left Wing,87,Argentina Women's,1204,"['9d0266ab-189b-4518-aa04-21566490d96b', 'bc7ec812-a5db-462d-bd9f-a8c141bd2596']",40,,Right Foot,"[99.1, 41.8]",,,"[{'location': [117.6, 39.5], 'player': {'id': 25746, 'name': 'Kaylin Swart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.4, 26.4], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.6, 31.4], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [89.6, 43.4], 'player': {'id': 25747, 'name': 'Bambanani Nolufefe Mbane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 41.8], 'player': {'id': 402119, 'name': 'Bongeka Gamede'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 46.1], 'player': {'id': 402118, 'name': 'Karabo Dhlamini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.9, 53.0], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [86.7, 42.7], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.8, 33.4], 'player': {'id': 25521, 'name': 'Kholosa Biyana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [75.1, 17.9], 'player': {'id': 316798, 'name': 'Noxolo Cesane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [88.7, 32.9], 'player': {'id': 25615, 'name': 'Flavia Lorena Benítez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [75.4, 38.4], 'player': {'id': 402461, 'name': 'Daiana Micaela Falfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [74.8, 65.0], 'player': {'id': 370851, 'name': 'Sophie Wais Braun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.5, 56.2], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.0, 41.4], 'player': {'id': 273315, 'name': 'Paulina Gramaglia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.8, 41.8], 'player': {'id': 25602, 'name': 'Mariana Valeria Larroquette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Blocked,0.020528119,Normal,Open Play,,,,Argentina Women's,1204,00:43:40.798,Shot,
,,,,,,,,,,,,,,,,,0.149972,,,,,,,,,,,,,df02d834-15d2-44af-8101-0c8e36745560,1597,,,"[106.0, 24.9]",3893812,47,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jermaine Seoposenwe,25511.0,Center Attacking Midfield,96,South Africa Women's,1216,"['5addafb1-6eb1-4df3-9461-51132510e1ac', '69fc5e37-9f99-4aad-8a6e-318bb2dad6da']",5,,Right Foot,"[106.7, 25.6]",,,"[{'location': [91.8, 19.8], 'player': {'id': 273315, 'name': 'Paulina Gramaglia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.2, 33.2], 'player': {'id': 25615, 'name': 'Flavia Lorena Benítez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.9, 43.1], 'player': {'id': 25633, 'name': 'Eliana Noemí Stábile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.7, 38.1], 'player': {'id': 25634, 'name': 'Aldana Cometti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 28.5], 'player': {'id': 402461, 'name': 'Daiana Micaela Falfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 34.7], 'player': {'id': 25617, 'name': 'Miriam Anahí Mayorga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 25.7], 'player': {'id': 370851, 'name': 'Sophie Wais Braun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 36.7], 'player': {'id': 25611, 'name': 'Vanina Noemí Correa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.3, 46.0], 'player': {'id': 316798, 'name': 'Noxolo Cesane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.6, 35.0], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.3, 37.1], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",83d1b926-0439-49a6-89a0-a98ce9d1f7c8,Blocked,0.018378802,Normal,Open Play,,,,South Africa Women's,1216,00:47:05.330,Shot,
