50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.342635,,,,,,,,,,,,ac50c28c-5e71-4a88-9a88-875e05a330ed,305,,"[91.7, 38.7]",3879868,5,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Matteo Politano,7109.0,Right Wing,15,Sassuolo,232,"['08ac8deb-02c5-4726-8281-73604fd3f0c0', '32e81927-7f9d-4dc6-a094-a0897c7e2512', '4f2cc3ec-44fb-4ddd-8a8a-d2aed62802f7']",35,,Left Foot,True,"[120.0, 38.3, 0.6]",,"[{'location': [118.7, 40.1], 'player': {'id': 26707, 'name': 'Juan Pablo Carrizo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.6, 45.7], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.0, 39.7], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.0, 50.1], 'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 39.1], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.7, 31.4], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.9, 45.3], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.6, 25.8], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",1d58604c-a36f-42bf-8d55-38607580507c,,,Goal,0.027561061,Normal,Open Play,,,,Sassuolo,232,00:05:35.929,Shot,True
,,,,,,,,,,,,,,,,,5.825345,,,,,,,,,,,,c4386a1c-1cd0-416f-8021-d6de45d47b4c,394,,"[114.2, 44.0]",3879868,8,,True,,,,,,,,,,,,,,,,,,,,1,From Corner,Eder Citadin Martins,7000.0,Center Forward,22,Inter Milan,238,['7c4e4eab-3a24-4104-a32c-b7b6f2638d2a'],14,,Head,,"[114.8, 0.1]",,"[{'location': [114.0, 40.7], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.8, 37.3], 'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.2, 41.6], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 39.6], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.6, 35.4], 'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.9, 42.9], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 45.3], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.6, 42.2], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.9, 41.5], 'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.6, 38.6], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.7, 37.8], 'player': {'id': 25430, 'name': 'Felipe Melo de Carvalho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [103.8, 37.8], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.9, 47.8], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 42.5], 'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.9, 41.4], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 52.3], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",0b28747d-4bf0-415f-9ffc-dfdabfa17fb8,,,Wayward,0.14286458,Normal,Open Play,,,,Inter Milan,238,00:08:14.410,Shot,
,,,,,,,,,,,,,,,,,1.695334,,,,,,,,,,,,b84d148b-6d90-40ac-8455-83c99482989e,832,,"[103.0, 51.8]",3879868,16,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rodrigo Sebastián Palacio,7165.0,Right Wing,41,Inter Milan,238,['7a20c42b-ed92-49e5-ba85-6b578379ba3b'],49,,Right Foot,,"[117.6, 41.9, 2.4]",,"[{'location': [111.5, 29.4], 'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.7, 49.7], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 48.8], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 43.0], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 43.8], 'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.5, 36.4], 'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.7, 53.7], 'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.4, 48.0], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.8, 56.2], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.5, 41.8], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 51.9], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 53.5], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.6, 60.8], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",46abed0a-7804-4ce2-ab83-d888ae1def41,,,Saved,0.043276217,Lob,Open Play,,,,Inter Milan,238,00:16:49.840,Shot,
,,,,,,,,,,,,,,,,,1.49308,,,,,,,,,,,,ff4d06ab-d3eb-4888-806b-15cd84235838,1136,,"[106.8, 27.6]",3879868,23,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gregoire Defrel,7457.0,Center Forward,59,Sassuolo,232,['9e0daadf-a90f-4e9f-ad54-7ea9d49ba24a'],55,,Left Foot,,"[120.0, 38.2, 5.4]",,"[{'location': [117.1, 37.8], 'player': {'id': 26707, 'name': 'Juan Pablo Carrizo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 39.9], 'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 31.5], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 30.4], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 15.7], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.7, 24.8], 'player': {'id': 25430, 'name': 'Felipe Melo de Carvalho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 38.0], 'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.3, 24.9], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",bb1f5380-2e77-4d68-85b5-ffc9c19d2261,,,Off T,0.057545725,Half Volley,Open Play,,,,Sassuolo,232,00:23:55.046,Shot,
,,,,,,,,,,,,,,,,,0.587053,,,,,,,,,,,,e1d55ea3-935e-441d-b6f8-7be1550ce5fc,1183,,"[115.1, 47.8]",3879868,25,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lorenzo Pellegrini,6963.0,Right Center Midfield,63,Sassuolo,232,['ac59980a-5b89-434f-90e7-bbc00c7c8f52'],23,,Right Foot,,"[120.0, 38.4, 1.1]",True,"[{'location': [111.5, 31.0], 'player': {'id': 26707, 'name': 'Juan Pablo Carrizo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.8, 31.2], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.8, 31.6], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.4, 39.9], 'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 33.7], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.9, 37.2], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",6e6471a4-129d-4829-b582-8665e225a898,,True,Goal,0.87347305,Normal,Open Play,,,,Sassuolo,232,00:25:23.977,Shot,
,,,,,,,,,,,,,,,,,1.02339,,,,,,,,,,,,8e256edd-278f-4f41-b1e1-e4e35648c48f,1267,,"[112.0, 40.4]",3879868,27,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Eder Citadin Martins,7000.0,Center Forward,64,Inter Milan,238,"['455ee083-51d1-4da4-b336-1d301eacb680', 'de39edfa-5dfc-4dd0-9bd5-493c3495baa0']",41,True,Head,,"[119.0, 37.2, 0.3]",,"[{'location': [118.8, 40.5], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.9, 53.5], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.1, 55.5], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.1, 47.0], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 38.1], 'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.4, 40.2], 'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.7, 39.1], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 36.9], 'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.0, 50.5], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.2, 59.1], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",f00c9ffc-eeaf-433a-beb0-9a49d4053a28,,,Saved,0.16358407,Normal,Open Play,,,,Inter Milan,238,00:27:41.495,Shot,True
,,,,,,,,,,,,,,,,,0.252133,,,,,,,,,,,,75db5952-d096-45a7-b50f-1bfa1671ada8,1285,,"[108.3, 34.3]",3879868,27,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Stevan Jovetić,3434.0,Left Wing,64,Inter Milan,238,"['051b9ef8-acf7-470a-a3d1-4fc8a3427a90', '103f003b-c637-48a1-9358-46e623767488']",54,,Left Foot,,"[113.7, 37.7, 0.4]",,"[{'location': [105.9, 35.4], 'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.7, 33.4], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 31.6], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.0, 41.5], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.5, 54.9], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.0, 37.1], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 54.0], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.7, 38.3], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 44.1], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 33.7], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 26.1], 'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,True,,Saved,0.43647802,Normal,Open Play,,,,Inter Milan,238,00:27:54.046,Shot,True
,,,,,,,,,,,,,,,,,0.94808,,,,,,,,,,,,8d2d30c2-012b-4655-ab4d-91c8a2b46d6d,1290,,"[109.8, 32.4]",3879868,28,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jeison Fabián Murillo Cerón,6585.0,Right Center Back,65,Inter Milan,238,"['53f6fc26-d4bd-4a42-b062-198e855f9cdc', 'dd2bb13c-be8c-494a-af34-6855a4effaa5']",20,True,Head,,"[118.9, 38.4, 0.5]",,"[{'location': [119.0, 38.4], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 53.1], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.9, 43.0], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 42.7], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 40.4], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 36.4], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.1, 41.1], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.7, 38.5], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 34.6], 'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.9, 32.9], 'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 38.1], 'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.1, 45.2], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.5, 43.0], 'player': {'id': 25430, 'name': 'Felipe Melo de Carvalho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.3, 37.9], 'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.1, 35.8], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.5, 48.9], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",8e80cba2-c1ae-4508-bbd3-a8d442037c21,,,Saved,0.026118582,Normal,Open Play,,,,Inter Milan,238,00:28:20.129,Shot,True
,,,,,,,,,,,,,,,,,0.772379,,,,,,,,,,,,4ea1d3d5-6093-4c1d-8857-4496cff33886,1379,,"[111.2, 50.6]",3879868,30,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rodrigo Sebastián Palacio,7165.0,Right Wing,69,Inter Milan,238,['94c734f5-98ca-4e19-9a90-7304fb35a1fd'],57,,Left Foot,,"[120.0, 38.3, 0.2]",True,"[{'location': [104.1, 37.3], 'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.5, 66.6], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.6, 54.1], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.0, 54.3], 'player': {'id': 25430, 'name': 'Felipe Melo de Carvalho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [104.5, 40.8], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.3, 44.7], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.8, 70.6], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.7, 52.1], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 57.8], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 44.5], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.3, 58.3], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,,,Goal,0.25564772,Normal,Open Play,,,,Inter Milan,238,00:30:57.799,Shot,
,,,,,,,,,,,,,,,,,1.193589,,,,,,,,,,,,26444c35-695d-4dd2-acad-078069408802,1475,,"[93.0, 26.5]",3879868,32,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stevan Jovetić,3434.0,Left Wing,73,Inter Milan,238,['ec79c11a-db68-4f3b-bd6c-87b1378c0196'],51,,Right Foot,,"[120.0, 44.2, 3.6]",,"[{'location': [95.2, 61.6], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.7, 40.2], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.8, 37.2], 'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.7, 47.1], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.2, 36.7], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.2, 27.7], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 18.4], 'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.3, 32.7], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.4, 17.5], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.1, 14.1], 'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,,Off T,0.034141444,Normal,Open Play,,,,Inter Milan,238,00:32:51.045,Shot,
