50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.918082,,,,,,,,,,,,,a46d18f6-5a94-4d9b-a644-ad1d4032ac92,424,,"[93.5, 42.0]",3825880,9,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Celso Borges Mora,5582.0,Right Defensive Midfield,26,RC Deportivo La Coruña,219,['87b20dea-4e5c-487a-a2ac-09e35c59bd16'],2,Right Foot,"[118.8, 37.2, 0.2]",,"[{'location': [102.7, 38.6], 'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 40.2], 'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.3, 52.8], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.5, 54.8], 'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.6, 40.3], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 43.4], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 35.4], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.7, 41.4], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.1, 30.2], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.1, 22.2], 'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.6, 33.7], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.1, 68.3], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.6, 40.4], 'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.9, 61.5], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Saved,0.0277008,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:09:02.160,Shot,
,,,,,,,,,,,,,,,,,,0.047211,,,,,,,,,,,,,1d4a6ee4-0dca-48c4-bd0d-ba56fff13b08,564,,"[104.3, 56.4]",3825880,13,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Pérez Martínez,6732.0,Center Forward,39,RC Deportivo La Coruña,219,"['5329cad3-cd59-415c-a515-200609b034e5', '5bf861eb-9147-44c7-ac4b-9964e259a079']",19,Left Foot,"[105.6, 55.2]",,"[{'location': [106.7, 34.5], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.4, 38.3], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 40.5], 'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 55.3], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.8, 52.0], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 55.1], 'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.9, 62.3], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.7, 42.0], 'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 30.5], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.8, 67.4], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",00117009-8906-48ce-a591-b6b8cea73ac1,,Blocked,0.021053748,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:13:19.915,Shot,
,,,,,,,,,,,,,,,,,,4.145853,,,,,,,,,,,,,45a3142a-4920-44bf-be11-f6cdd181bb11,865,,"[69.2, 44.6]",3825880,19,,True,,,,,,,,,,,,,,,,,,,,1,From Throw In,Joan Verdú Fernández,26211.0,Left Midfield,49,Levante UD,221,"['6609f74d-88c2-4259-85f1-cfd317626152', 'b14b13dc-f249-4150-b6dd-155eb1610b5c']",24,Right Foot,"[120.0, 73.7]",,"[{'location': [61.5, 27.7], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [72.1, 40.3], 'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [52.0, 55.7], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [56.9, 44.9], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [52.7, 34.7], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [72.5, 59.2], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [76.9, 21.3], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [79.2, 42.0], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [79.7, 54.6], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [78.4, 33.5], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 39.4], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [62.2, 49.0], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [64.5, 16.7], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [70.1, 43.7], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [69.5, 32.5], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",955329a9-74df-4dac-86ac-b39a270d75b8,,Wayward,0.0050379895,Lob,Open Play,,,,Levante UD,221,00:19:24.691,Shot,True
,,,,,,,,,,,,,,,,,,0.602314,,,,,,,,,,,,,fe0ec0a9-987d-4472-9559-6c39b853eb31,1253,,"[108.3, 55.9]",3825880,30,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fayçal Fajr,5724.0,Right Wing,76,RC Deportivo La Coruña,219,['b1e6115a-7ada-4c8e-9720-b5acb493d41d'],50,Right Foot,"[117.4, 41.1, 0.2]",,"[{'location': [108.1, 31.4], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 47.0], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.8, 40.3], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 41.0], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 37.0], 'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 37.3], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 53.8], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.4, 34.4], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.2, 41.4], 'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.2, 42.9], 'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",74f06f05-b8e6-4851-81a3-f65e6d6bf284,,Saved,0.04508547,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:30:50.038,Shot,
,,,,,,,,,,,,,,,,,,2.217107,,,,,,,,,,,,,bb5e3a24-a553-4dbb-87c0-507221e8ca58,1354,,"[64.8, 40.7]",3825880,34,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,José Antonio García Rabasco,24149.0,Right Defensive Midfield,84,Levante UD,221,['c2c48696-bd89-4578-bce3-3ea578e45925'],57,Right Foot,"[120.0, 36.7, 5.6]",,"[{'location': [85.4, 21.5], 'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [56.2, 44.4], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [63.3, 56.3], 'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [69.0, 62.2], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [65.5, 27.5], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [70.3, 42.4], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.2, 62.1], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [84.1, 50.0], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [85.6, 38.9], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.0, 25.9], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.5, 40.1], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [71.0, 43.9], 'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [80.2, 43.2], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [85.4, 69.2], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [56.2, 65.6], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [53.5, 39.7], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",46d4eaad-a222-458f-87c9-8dc1fa4120d5,,Off T,0.0033229787,Lob,Open Play,,,,Levante UD,221,00:34:57.669,Shot,
,,,,,,,,,,,,,,,,,,0.450321,,,,,,,,,,,,,285de66b-e758-4153-9eb7-b5a10682e89b,1387,,"[108.4, 51.4]",3825880,36,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Luis Morales Nogales,6668.0,Right Midfield,86,Levante UD,221,['d10fd0e0-872c-4a37-8ca6-9e2d343c0e37'],4,Right Foot,"[120.0, 44.8, 2.0]",,"[{'location': [117.9, 41.4], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 54.6], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.6, 32.6], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 48.7], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 38.1], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 37.2], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",fc4889d3-8a65-446e-8ab3-554e8bbfd826,,Off T,0.12146915,Half Volley,Open Play,,,,Levante UD,221,00:36:04.891,Shot,
,,,,,,,,,,,,,,,,,,0.848624,,,,,,,,,,,,,2190edab-94dc-408d-9f98-74187380b133,1474,,"[105.2, 59.5]",3825880,38,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fayçal Fajr,5724.0,Right Wing,91,RC Deportivo La Coruña,219,['c9808610-f749-4be1-8f0f-d59921b781ea'],12,Right Foot,"[120.0, 45.3, 4.7]",True,"[{'location': [106.4, 57.1], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 45.5], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 43.4], 'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.2, 49.5], 'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.2, 40.4], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 36.7], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 31.3], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.3, 19.4], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.3, 45.5], 'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.6, 32.4], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.5, 34.9], 'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.9, 48.3], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [94.9, 59.5], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.8, 42.1], 'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",bcf1445e-8817-405d-9607-c96b476041ff,,Off T,0.008893776,Half Volley,Open Play,,,,RC Deportivo La Coruña,219,00:38:12.527,Shot,
,,,,,,,,,,,,,,,,,,1.445443,,,,,,,,,,,,,50bf3494-5aeb-4550-851e-306e323a700f,1510,,"[100.0, 51.1]",3825880,39,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Antonio García Rabasco,24149.0,Right Defensive Midfield,94,Levante UD,221,['21d0b0fd-f356-4ce2-8376-8c970ec627c0'],33,Left Foot,"[120.0, 30.2, 0.6]",True,"[{'location': [78.4, 27.0], 'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.8, 56.7], 'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.1, 45.4], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.6, 51.1], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 53.5], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 48.4], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 44.8], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 34.3], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.7, 41.0], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 54.9], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.8, 34.7], 'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.6, 44.6], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.5, 34.6], 'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",96e18052-a560-47c9-a048-9dd4c8cd0ffc,,Off T,0.04041862,Normal,Open Play,,,,Levante UD,221,00:39:33.234,Shot,
,,,,,,,,,,,,,,,,,,0.549673,,,,,,,,,,,,,e819a285-7131-4575-8439-7106db444990,1653,,"[112.2, 40.9]",3825880,42,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Romero Alconchel,7782.0,Center Attacking Midfield,97,RC Deportivo La Coruña,219,['dece4c24-d16e-4af7-b698-db96e0b69137'],41,Right Foot,"[120.0, 43.1, 1.8]",,"[{'location': [98.7, 64.3], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.3, 46.8], 'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.6, 37.1], 'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.6, 32.0], 'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.2, 40.4], 'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 46.8], 'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.3, 39.7], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.6, 43.2], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.4, 39.9], 'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 38.8], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.1, 34.4], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 41.0], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,,Goal,0.1814047,Normal,Open Play,,,,RC Deportivo La Coruña,219,00:42:41.289,Shot,
,,,,,,,,,,,,,,,,,,0.580596,,,,,,,,,,,,,c832ee21-0308-42c3-b5f5-e07e296f39e0,1929,,"[109.1, 37.2]",3825880,49,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Giuseppe Rossi,7141.0,Right Center Forward,108,Levante UD,221,"['d8525dd3-f6f2-440e-86e4-205078209365', 'e99c67fc-27a7-49a7-9244-b7516478f6da']",5,Left Foot,"[120.0, 38.2, 1.6]",,"[{'location': [110.9, 42.4], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.5, 56.2], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.0, 31.9], 'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.9, 33.9], 'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.1, 35.5], 'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 38.1], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 50.9], 'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 38.6], 'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.5, 30.3], 'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 44.5], 'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.8, 37.5], 'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",8d006918-b66d-45c4-8681-de759e15db6c,,Goal,0.3506788,Normal,Open Play,,,,Levante UD,221,00:04:05.385,Shot,True
