ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.396215,,,,,,,,,,,731d8a64-0e78-464a-b15b-f0a23ddab5da,1406,,"[115.4, 37.5]",3813302,43,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordan Murray,33500.0,Center Forward,94,Jamshedpur,2021,['3e597d3e-3f12-4706-930a-06f456da7e9c'],41,Head,,"[120.0, 38.4, 2.2]",,"[{'location': [115.9, 39.0], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.4, 31.3], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.2, 38.6], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 49.7], 'player': {'id': 162762, 'name': 'Mathias Coureur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.6, 50.1], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.4, 40.2], 'player': {'id': 162752, 'name': 'Pragyan Sundar Gogoi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.6, 31.6], 'player': {'id': 34146, 'name': 'Deshorn Brown'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.0, 30.1], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 38.5], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 23.7], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.7, 23.0], 'player': {'id': 168197, 'name': 'Imran Khan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.7, 43.5], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.2, 47.8], 'player': {'id': 161103, 'name': 'Mohammad Mobashir Rahman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.3, 29.5], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.7, 40.4], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.7, 22.5], 'player': {'id': 162759, 'name': 'Ngasepam Tondonba Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",468bd1c0-8a04-4cdd-b6dd-fa2bf08a2fdc,,,Goal,0.20535663,Normal,Open Play,,,,Jamshedpur,2021,00:43:41.088,Shot,
,,,,,,,,,,,,,,,,,,0.093506,,,,,,,,,,,fa411bb8-2b79-483e-a2ff-e6a73081dd85,1469,,"[103.6, 47.5]",3813302,46,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Seminlen Doungel,127057.0,Right Midfield,99,Jamshedpur,2021,"['8754636a-fb33-47a2-ab6a-c4ac1eda0537', 'f0e159ac-399a-4e00-acbb-95ef5190f5fc']",48,Right Foot,,"[104.6, 47.1]",,"[{'location': [95.7, 31.2], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 47.1], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 43.9], 'player': {'id': 162759, 'name': 'Ngasepam Tondonba Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.1, 40.9], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",7c7f17ce-c22f-425e-ba85-570399ec74ec,,,Blocked,0.06263447,Normal,Open Play,,,,Jamshedpur,2021,00:46:48.048,Shot,
,,,,,,,,,,,,,,,,,,0.08577,,,,,,,,,,,e75a6220-6879-429c-a2af-1c63699456ee,1616,,"[110.8, 55.3]",3813302,47,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordan Murray,33500.0,Center Forward,106,Jamshedpur,2021,"['2ce0e214-0c11-49e0-9e21-37caa2416721', '3961e5a8-5e2d-4781-99da-a926bdf788d5']",54,Right Foot,True,"[118.4, 43.7, 1.3]",,"[{'location': [107.0, 47.8], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.7, 49.0], 'player': {'id': 162752, 'name': 'Pragyan Sundar Gogoi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 40.4], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.2, 41.7], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 39.4], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 41.7], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.5, 31.0], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [86.0, 20.3], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 49.3], 'player': {'id': 162759, 'name': 'Ngasepam Tondonba Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 53.4], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",77bcf957-3bf3-4121-86fc-dcd46bc5f51a,,,Saved,0.03092614,Normal,Open Play,,,,Jamshedpur,2021,00:02:54.572,Shot,
,,,,,,,,,,,,,,,,,,1.114059,,,,,,,,,,,66113ac8-d9c8-4a6a-a8f3-96ae720c88d3,1804,,"[94.7, 55.8]",3813302,52,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Greg Stewart,13322.0,Center Attacking Midfield,116,Jamshedpur,2021,['af0fc663-10b2-414e-b294-56cee46d2485'],24,Left Foot,,"[120.0, 45.3, 0.2]",,"[{'location': [86.3, 31.6], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [81.9, 36.7], 'player': {'id': 162762, 'name': 'Mathias Coureur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.1, 32.4], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.3, 32.2], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 41.4], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 47.2], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 55.6], 'player': {'id': 162759, 'name': 'Ngasepam Tondonba Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.6, 51.8], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.4, 54.8], 'player': {'id': 162752, 'name': 'Pragyan Sundar Gogoi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 58.6], 'player': {'id': 168197, 'name': 'Imran Khan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.9, 46.7], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.2, 54.3], 'player': {'id': 33500, 'name': 'Jordan Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.5, 60.5], 'player': {'id': 161103, 'name': 'Mohammad Mobashir Rahman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.5, 69.0], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.1, 42.3], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d8a2367d-6c8e-4cbd-95ae-ee2a8df6ac81,,,Off T,0.019369321,Normal,Open Play,,,,Jamshedpur,2021,00:07:24.268,Shot,
,,,,,,,,,,,,,,,,,,0.724995,,,,,,,,,,,48e7a4a6-9580-45d2-87a7-17e0e6bb6229,1916,,"[109.1, 33.2]",3813302,55,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Boris Singh Thangjam,161098.0,Left Midfield,122,Jamshedpur,2021,['775a1cbd-b7eb-463e-afa4-aa59cd2e8249'],38,Right Foot,,"[120.0, 37.5, 1.4]",True,"[{'location': [106.5, 53.6], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.6, 45.1], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 38.3], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 45.5], 'player': {'id': 162752, 'name': 'Pragyan Sundar Gogoi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.7, 45.4], 'player': {'id': 162759, 'name': 'Ngasepam Tondonba Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 40.1], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 53.9], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.8, 49.8], 'player': {'id': 33500, 'name': 'Jordan Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.3, 38.8], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.5, 37.8], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.8, 36.7], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",52e33327-7bb2-48f7-8bec-a1708bf32853,,,Goal,0.55294275,Normal,Open Play,,,,Jamshedpur,2021,00:10:38.064,Shot,
,,,,,,,,,,,,,,,,,,1.188829,,,,,,,,,,,195c21ca-adc0-4e79-a15c-daab62dd1ec8,1977,,"[90.6, 50.3]",3813302,59,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Greg Stewart,13322.0,Center Attacking Midfield,129,Jamshedpur,2021,['dcd7844e-5857-4de7-833f-145ade053f57'],7,Left Foot,,"[118.9, 37.7, 0.9]",,"[{'location': [102.9, 51.6], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.2, 47.7], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 50.2], 'player': {'id': 162752, 'name': 'Pragyan Sundar Gogoi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 29.1], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.9, 39.5], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 30.8], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [82.0, 30.8], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.3, 39.4], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.4, 40.5], 'player': {'id': 161103, 'name': 'Mohammad Mobashir Rahman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.2, 44.4], 'player': {'id': 34146, 'name': 'Deshorn Brown'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.8, 44.9], 'player': {'id': 33500, 'name': 'Jordan Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.4, 31.7], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.7, 33.2], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 35.6], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.6, 35.8], 'player': {'id': 162759, 'name': 'Ngasepam Tondonba Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 39.7], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.4, 39.8], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 48.5], 'player': {'id': 168197, 'name': 'Imran Khan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.8, 49.2], 'player': {'id': 162762, 'name': 'Mathias Coureur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,,,Saved,0.034908395,Normal,Free Kick,,,,Jamshedpur,2021,00:14:07.674,Shot,
,,,,,,,,,,,,,,,,,,0.160988,,,,,,,,,,,0668e8bb-6ac3-40b8-bc57-99c21745c8a6,1993,,"[111.7, 38.7]",3813302,59,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordan Murray,33500.0,Center Forward,135,Jamshedpur,2021,['2e18808e-3ce6-48b3-97da-32a4b4e2514c'],34,Right Foot,,"[113.5, 39.4, 0.8]",True,"[{'location': [110.8, 46.5], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.7, 55.0], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 43.0], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.6, 39.5], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.6, 21.6], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [86.2, 15.0], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 19.1], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,,Saved,0.5447848,Normal,Open Play,,,,Jamshedpur,2021,00:14:34.642,Shot,
,,,,,,,,,,,,,,,,,,0.1464,,,,,,,,,,,1a804791-3cdc-43d7-acdc-bece09718499,2002,,"[107.6, 31.2]",3813302,59,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Boris Singh Thangjam,161098.0,Left Midfield,135,Jamshedpur,2021,"['bb9fbf79-8476-4e8d-a0cf-856deaaa7e38', 'd76ea71b-22ab-4036-b3a9-07db1c199796']",40,Left Foot,,"[111.8, 34.2]",,"[{'location': [111.6, 46.6], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [114.7, 37.6], 'player': {'id': 33500, 'name': 'Jordan Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.8, 35.5], 'player': {'id': 162752, 'name': 'Pragyan Sundar Gogoi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [120.0, 38.2], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.1, 37.7], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 35.7], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [94.3, 19.8], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 33.9], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 34.3], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,,,Blocked,0.11194789,Normal,Open Play,,,,Jamshedpur,2021,00:14:40.111,Shot,
,,,,,,,,,,,,,,,,,,0.093893,,,,,,,,,,,036b73bd-fc91-4ed7-b491-181a0abd2874,2007,,"[107.4, 33.0]",3813302,59,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Boris Singh Thangjam,161098.0,Left Midfield,135,Jamshedpur,2021,"['cd6c3b19-f394-4b7c-9e66-021f6b69a686', 'ed845c2f-a068-470e-8595-a839423b9e17']",41,Right Foot,,"[109.5, 34.3]",,"[{'location': [117.4, 38.5], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 46.1], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.8, 39.5], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.6, 37.6], 'player': {'id': 33500, 'name': 'Jordan Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.4, 42.6], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.9, 33.7], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 34.2], 'player': {'id': 162752, 'name': 'Pragyan Sundar Gogoi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 27.9], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.4, 22.9], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Blocked,0.0891812,Normal,Open Play,,,,Jamshedpur,2021,00:14:41.582,Shot,
,,,,,,,,,,,,,,,,,,0.442318,,,,,,,,,,,41785239-3e37-4827-9bc6-c63a6f3126b5,2049,,"[107.9, 53.9]",3813302,60,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Seminlen Doungel,127057.0,Right Midfield,138,Jamshedpur,2021,['69c31a2b-18f8-4d08-884b-3cb8edbd7701'],52,Right Foot,,"[119.0, 44.3, 2.3]",,"[{'location': [103.1, 22.2], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.2, 30.5], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.1, 50.5], 'player': {'id': 162759, 'name': 'Ngasepam Tondonba Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 40.8], 'player': {'id': 33500, 'name': 'Jordan Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.4, 34.6], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.9, 43.9], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 39.9], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 44.8], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 46.4], 'player': {'id': 162752, 'name': 'Pragyan Sundar Gogoi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.0, 33.6], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 42.1], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.8, 51.6], 'player': {'id': 161103, 'name': 'Mohammad Mobashir Rahman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",24c11e36-8cdf-4a0d-83a6-215a796d680e,,,Saved,0.08044935,Normal,Open Play,,,,Jamshedpur,2021,00:15:52.863,Shot,
,,,,,,,,,,,,,,,,,,1.716122,,,,,,,,,,,b30e70b5-9aee-494c-89c6-a86971b51a53,2096,,"[90.2, 37.2]",3813302,61,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Suhair Vadakkepeedika,162753.0,Right Wing,140,NorthEast United,7285,"['15af001b-3cf7-49ba-84a9-54a0eaf72693', 'c9771418-a6da-40df-95d9-7907a3c8859a']",26,Left Foot,,"[120.0, 36.5, 6.0]",True,"[{'location': [99.1, 18.6], 'player': {'id': 168197, 'name': 'Imran Khan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.8, 27.1], 'player': {'id': 162762, 'name': 'Mathias Coureur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.4, 24.0], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [91.0, 32.3], 'player': {'id': 161103, 'name': 'Mohammad Mobashir Rahman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 30.1], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.9, 38.4], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.2, 40.7], 'player': {'id': 34146, 'name': 'Deshorn Brown'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.9, 39.0], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 41.0], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.2, 39.7], 'player': {'id': 161096, 'name': 'Pawan Kumar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.9, 48.7], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.4, 61.3], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.2, 52.0], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",35373a6f-365e-4c29-9ca6-96e9f011adff,,,Off T,0.02420293,Half Volley,Open Play,,,,NorthEast United,7285,00:16:26.735,Shot,True
