50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.162,,,,,,,,,,,ff64614d-6360-44d6-9e64-c782202dab76,35,,"[109.0, 47.0]",7500,1,,,,,,,,,,,,,,,,,1,From Corner,Dani Weatherholt,5062.0,Right Midfield,4,Orlando Pride,764,['92472c62-fbf7-4b31-a5f1-5fbf0314ab04'],8,Right Foot,"[112.0, 39.0]",True,"[{'location': [115.0, 37.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.0, 38.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.0, 36.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.0, 34.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [119.0, 53.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [120.0, 49.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 55.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.0, 41.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 6819, 'name': 'Adrianna Nichole Franch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 51.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 46.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 46.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 46.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",3038ac30-2ba5-42a7-8c71-0a117143a4c6,,,Wayward,,0.089679696,Volley,Open Play,,,,Orlando Pride,764,00:01:08.632,Shot,
,,,,,,,,,,,,0.208,,,,,,,,,,,07171a21-a800-4f9e-ada1-99ad1051f60d,59,,"[98.0, 43.0]",7500,1,,,,,,,,,,,,,,,,,1,From Throw In,Emily Louise van Egmond,5076.0,Left Midfield,5,Orlando Pride,764,"['6e55a146-cbd0-48e6-9603-2cd0310f4c00', 'bf28598a-76f2-4eab-93e5-23712e3e3516']",43,Right Foot,"[104.0, 33.0]",,"[{'location': [109.0, 49.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.0, 47.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.0, 47.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.0, 30.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 6819, 'name': 'Adrianna Nichole Franch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 38.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 44.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 50.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.0, 52.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 44.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,,Blocked,,0.044214092,Normal,Open Play,,,,Orlando Pride,764,00:01:43.221,Shot,
,,,,,,,,,,,,0.788,,,,,,,,,,,28550201-e2ab-4145-a424-9972e17f00c1,236,,"[106.0, 23.0]",7500,5,,,,,,,,,,,,,,,,,1,From Counter,Marta Vieira da Silva,5082.0,Left Center Forward,15,Orlando Pride,764,"['4ab98585-8c59-46bd-882a-3bf4bfdd46c3', '771fbcf7-8177-4c2e-8a02-d0ffdd5d3f76']",54,Left Foot,"[111.0, 25.0]",,"[{'location': [92.0, 22.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [106.0, 16.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.0, 26.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.0, 39.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.0, 37.0], 'player': {'id': 6819, 'name': 'Adrianna Nichole Franch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 25.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 33.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 28.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 33.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.0, 24.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 19.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 25.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 25.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",7610743c-f7d1-49d9-aa84-332698952e07,,,Blocked,,0.023805315,Normal,Open Play,,,,Orlando Pride,764,00:05:54.174,Shot,
,,,,,,,,,,,,0.529,,,,,,,,,,,bbe7fedc-4791-49e7-a9e8-30c0fab8e267,553,,"[118.0, 29.0]",7500,16,,,,,,,,,,,,,,,,,1,From Free Kick,Hayley Emma Raso,6818.0,Right Wing,42,Portland Thorns,765,['7f551f57-1aae-4165-a959-baf96c1b8767'],45,Left Foot,"[120.0, 35.8, 0.9]",,"[{'location': [101.0, 28.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 32.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 22.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [91.0, 24.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [100.0, 3.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 18.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 26.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",,,,Post,,0.023207927,Normal,Open Play,,,,Portland Thorns,765,00:16:45.882,Shot,
,,,,,,,,,,,,1.289,,,,,,,,,,,065a45ad-830b-4121-984a-2dc253c80d39,578,,"[112.0, 63.0]",7500,18,,,,,,,,,,,,,,,,,1,From Free Kick,Marta Vieira da Silva,5082.0,Left Center Forward,45,Orlando Pride,764,['1a944871-0372-4287-b34f-9fb041b45ab2'],15,Left Foot,"[116.0, 36.6, 2.0]",,"[{'location': [113.0, 30.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [117.0, 32.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.0, 32.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 35.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 52.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.0, 40.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [116.0, 44.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 43.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 32.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 34.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 43.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 6819, 'name': 'Adrianna Nichole Franch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 46.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.0, 51.0], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.0, 51.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",,,,Saved,,0.008277194,Normal,Free Kick,,,,Orlando Pride,764,00:18:15.098,Shot,
,,,,,,,,,,,,1.395,,,,,,,,,,,d19e3f69-6e97-4607-a643-7deea2877eff,773,,"[99.0, 60.0]",7500,23,,,,,,,,,,,,,,,,,1,Regular Play,Ellie Madison Carpenter,5095.0,Right Back,57,Portland Thorns,765,['cf2c489e-5f61-4d8f-b5c1-9ce6c35bfb49'],53,Right Foot,"[120.0, 34.2, 0.4]",,"[{'location': [107.0, 34.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [120.0, 43.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 34.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 31.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 46.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.0, 53.0], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 42.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [102.0, 54.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.0, 39.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.0, 59.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",62ea34cc-b2b2-4dc3-90cc-77807e4b1b70,,,Off T,,0.011895883,Normal,Open Play,,,,Portland Thorns,765,00:23:53.120,Shot,
,,,,,,,,,,,,1.027,,,,,,,,,,,553e42ac-3815-4591-a871-72cab396fceb,954,,"[106.0, 28.0]",7500,31,,,,,,,,,,,,,,,,,1,Regular Play,Marta Vieira da Silva,5082.0,Left Center Forward,66,Orlando Pride,764,['8ba82963-ecf7-4e3b-afea-70c0db64d3e7'],28,Right Foot,"[117.0, 37.6, 0.9]",,"[{'location': [87.0, 54.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.0, 36.0], 'player': {'id': 6819, 'name': 'Adrianna Nichole Franch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 44.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [114.0, 43.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 30.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 34.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 25.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",bc900d94-e060-42b2-8c91-756d9daa5436,,,Saved,,0.06005631,Normal,Open Play,,,,Orlando Pride,764,00:31:28.858,Shot,
,,,,,,,,,,,,1.2,,,,,,,,,,,563d25ed-1e47-4e65-9904-ec1d49ffd33b,1016,,"[101.0, 49.0]",7500,33,,,,,,,,,,,,,,,,,1,From Throw In,Emily Louise van Egmond,5076.0,Left Midfield,72,Orlando Pride,764,['e1e66f55-6102-451a-96f2-37107af7ff9b'],15,Right Foot,"[119.0, 44.0, 3.8]",,"[{'location': [106.0, 48.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 42.0], 'player': {'id': 6819, 'name': 'Adrianna Nichole Franch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 59.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.0, 46.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 47.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 57.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 48.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 52.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",46c094be-d32b-43c5-9ab4-6e99fe11d38d,,,Off T,,0.039167076,Normal,Open Play,,,,Orlando Pride,764,00:33:15.676,Shot,
,,,,,,,,,,,,1.052,,,,,,,,,,,d632af3f-e8dd-40f6-82e6-86d4cc7f5d55,1039,,"[104.0, 53.0]",7500,34,,,,,,,,,,,,,,,,,1,From Throw In,Dani Weatherholt,5062.0,Right Midfield,74,Orlando Pride,764,['39e417c7-0af2-4390-bb3b-91e31ac92a5f'],1,Right Foot,"[119.0, 37.4, 1.2]",,"[{'location': [89.0, 47.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [88.0, 59.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.0, 42.0], 'player': {'id': 6819, 'name': 'Adrianna Nichole Franch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 58.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 37.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 38.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 49.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 59.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.0, 58.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 50.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 54.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",879f6f49-6aeb-4a10-810f-77df9c7ac75f,,,Saved,,0.044149537,Normal,Open Play,,,,Orlando Pride,764,00:34:01.936,Shot,
,,,,,,,,,,,,0.68,,,,,,,,,,,64a3b9db-fc0b-4f58-b9e0-d8c7ac564f76,1069,,"[99.0, 29.0]",7500,34,,,,,,,,,,,,,,,,,1,Regular Play,Dani Weatherholt,5062.0,Right Midfield,77,Orlando Pride,764,"['27253a4f-092d-4cad-b3f4-a303b658150e', '75176969-147b-4bb8-af25-0a9c88d6a97d']",50,Right Foot,"[108.0, 27.0]",,"[{'location': [119.0, 40.0], 'player': {'id': 6819, 'name': 'Adrianna Nichole Franch'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 5092, 'name': 'Emily Menges'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 38.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.0, 36.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.0, 15.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.0, 46.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.0, 36.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [87.0, 20.0], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 30.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 32.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.0, 47.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.0, 30.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 24.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Blocked,,0.034897454,Normal,Open Play,,,,Orlando Pride,764,00:34:50.981,Shot,
