50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.970183,,,,,,,,,,,,35886f91-5ec6-4da4-b905-30eb1e4542c2,74,,,"[98.4, 52.5]",3754264,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nemanja Matić,3381.0,Left Defensive Midfield,4,Chelsea,33,"['26dacb7a-703d-4037-b2d8-372d2bf69d7e', '72d1c0c2-3fdb-4cda-b6f0-83bd2dbc6edd']",24,,Left Foot,"[120.0, 45.5, 0.9]",True,"[{'location': [119.4, 41.7], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 48.9], 'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.6, 42.8], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.5, 47.9], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.6, 53.0], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.0, 24.1], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.7, 50.4], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 54.5], 'player': {'id': 3297, 'name': 'Andros Townsend'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [87.8, 25.1], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.9, 53.1], 'player': {'id': 3391, 'name': 'Rolando Aarons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.8, 43.5], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.2, 47.5], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 41.5], 'player': {'id': 3722, 'name': 'Steven Taylor'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 26.2], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.5, 29.3], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Off T,,0.025694937,Half Volley,Open Play,,,,Chelsea,33,00:01:24.514,Shot,True
,,,,,,,,,,,,,,,,,1.444187,,,,,,,,,,,,108e8af7-f39f-4b9d-82ec-c11f2e31588e,180,,,"[112.7, 50.1]",3754264,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Diego da Silva Costa,5198.0,Center Forward,9,Chelsea,33,['71044bb0-2b67-4317-98b7-a1201aa80003'],7,,Right Foot,"[120.0, 37.9, 0.2]",True,"[{'location': [92.2, 28.5], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.3, 56.5], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 59.4], 'player': {'id': 3391, 'name': 'Rolando Aarons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 61.5], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.9, 27.6], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.1, 46.1], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.7, 45.3], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 30.7], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.7, 49.7], 'player': {'id': 3722, 'name': 'Steven Taylor'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 50.6], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.3, 43.1], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",7cc6b42f-5b32-44f8-bf15-5bd37f4e5cff,,Goal,,0.11089865,Normal,Open Play,,,,Chelsea,33,00:04:07.727,Shot,
,,,,,,,,,,,,,,,,,0.837536,,,,,,,,,,,,aaedb5c1-85b9-40ce-8691-ecc5dfa48cff,309,,,"[98.6, 39.3]",3754264,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,18,Newcastle United,37,['074adfef-a803-491c-8370-0a69482e2658'],21,,Left Foot,"[120.0, 37.2, 0.3]",,"[{'location': [97.2, 41.3], 'player': {'id': 3391, 'name': 'Rolando Aarons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.7, 41.5], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Goal,,0.21196997,Normal,Open Play,,,,Chelsea,33,00:08:21.726,Shot,
,,,,,,,,,,,,,,,,,0.149801,,,,,,,,,,,,032fa52f-e8db-41ef-8a03-421597a01677,354,,,"[92.6, 32.3]",3754264,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonjo Shelvey,3057.0,Left Center Midfield,22,Newcastle United,37,"['1b9304c7-cc9d-4a60-acb0-a7ae5e079eb7', 'e24fedfa-97eb-4c85-9213-00dd31bb8800']",26,,Right Foot,"[96.4, 33.4]",,"[{'location': [103.2, 33.5], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.6, 40.4], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.5, 46.5], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 21.9], 'player': {'id': 3297, 'name': 'Andros Townsend'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.5, 39.1], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.6, 45.5], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.4, 24.7], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [83.4, 56.4], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.6, 21.4], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 34.1], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 31.4], 'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.2, 37.2], 'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 46.3], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",b1de4d18-240a-4f9d-adad-4d01651d5c4e,,Blocked,,0.028058482,Half Volley,Open Play,,,,Newcastle United,37,00:10:26.201,Shot,
,,,,,,,,,,,,,,,,,1.010153,,,,,,,,,,,,52eb709b-0c4a-432f-819e-bc54fb282c34,372,,,"[98.5, 28.1]",3754264,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andros Townsend,3297.0,Left Wing,25,Newcastle United,37,"['276ba02a-98da-42fb-b051-5dfa036c22e8', '7563c9d7-2e51-4f44-8fac-824468c99ba7']",9,,Right Foot,"[117.0, 38.2, 0.1]",,"[{'location': [101.3, 44.7], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.5, 42.8], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 59.4], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.7, 38.7], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 28.8], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 27.1], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 31.5], 'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 41.0], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 39.4], 'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 53.6], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",d2e65c95-fc47-46c0-b934-899b19f7b95c,,Saved,,0.037344325,Normal,Open Play,,,,Newcastle United,37,00:11:09.516,Shot,True
,,,,,,,,,,,,,,,,,0.998444,,,,,,,,,,,,35e80801-b19c-4a97-8f77-89fdec7ec439,541,,,"[109.6, 45.2]",3754264,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Moussa Sissoko,3091.0,Right Wing,36,Newcastle United,37,"['451d7102-6d9b-4323-ad19-af10b18e7d1e', '5b10a82c-2b37-4dce-a12d-fdb27fb8e5c7']",33,True,Head,"[116.4, 44.8, 2.0]",,"[{'location': [107.9, 38.5], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.7, 41.3], 'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.7, 42.8], 'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 46.9], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.5, 32.6], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 35.6], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [92.3, 45.4], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.2, 45.7], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.6, 42.5], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.6, 40.9], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.4, 36.8], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.1, 39.2], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 52.0], 'player': {'id': 3722, 'name': 'Steven Taylor'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",2c93eaed-dc6c-4faa-943a-07c78f655ffb,,Saved Off Target,True,0.037311804,Normal,Open Play,,,,Newcastle United,37,00:14:33.458,Shot,True
,,,,,,,,,,,,,,,,,0.325897,,,,,,,,,,,,9afbf5c7-d46c-429d-8ad2-3e6dca28aa86,642,,,"[113.5, 33.2]",3754264,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Center Attacking Midfield,38,Chelsea,33,['6fc760ea-cb4b-4052-8ba9-12f18267bcab'],11,,Left Foot,"[120.0, 37.9, 1.0]",True,"[{'location': [117.9, 37.3], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 47.8], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 31.0], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.8, 37.6], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.1, 40.9], 'player': {'id': 3722, 'name': 'Steven Taylor'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 51.3], 'player': {'id': 3391, 'name': 'Rolando Aarons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.1, 25.1], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",6301ecce-2980-412c-9add-1198629060c3,,Goal,,0.35864905,Normal,Open Play,,,,Chelsea,33,00:16:11.663,Shot,
,,,,,,,,,,,,,,,,,0.157696,,,,,,,,,,,,fae0d961-8071-4f52-abc0-47281c359b37,995,,,"[105.4, 44.0]",3754264,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Branislav Ivanović,5594.0,Right Back,51,Chelsea,33,"['c8ad73b5-8b9c-4e95-806b-190ce4f5d35f', 'e523e3a1-cf7b-48d7-aeea-4769c8c35bf0']",32,,Left Foot,"[110.0, 43.7]",True,"[{'location': [100.4, 41.7], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.0, 39.3], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 24.6], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.6, 43.5], 'player': {'id': 3391, 'name': 'Rolando Aarons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 23.3], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.5, 11.3], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.7, 32.2], 'player': {'id': 3722, 'name': 'Steven Taylor'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 32.3], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 36.3], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.1, 35.2], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.4, 37.6], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.2, 29.4], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.3, 27.7], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.5, 16.0], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",c48242d5-a211-4d04-bafd-912f2e024be4,,Blocked,,0.15745965,Normal,Open Play,,,,Chelsea,33,00:24:32.100,Shot,
,,,,,,,,,,,,,,,,,0.578379,,,,,,,,,,,,4bcf89d4-526c-4668-a513-fbd551ef5a08,1001,,,"[113.5, 33.9]",3754264,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Branislav Ivanović,5594.0,Right Back,52,Chelsea,33,"['44a77fa8-cdfe-48ea-b1bf-7ef6762053a3', 'd9e1cff5-a79f-46f1-9e33-3642f3474dd2']",13,True,Head,"[119.0, 43.0]",,"[{'location': [113.8, 34.2], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.1, 53.8], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.7, 37.1], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 37.5], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.2, 46.5], 'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.7, 47.3], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.5, 38.5], 'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.3, 33.0], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [119.6, 43.8], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.8, 36.9], 'player': {'id': 3391, 'name': 'Rolando Aarons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.5, 45.6], 'player': {'id': 3722, 'name': 'Steven Taylor'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 42.7], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 39.2], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",761af2a3-492b-4442-bc85-98fcaf01f871,,Wayward,,0.05482941,Normal,Open Play,,,,Chelsea,33,00:25:13.147,Shot,True
,,,,,,,,,,,,,,,,,0.459448,,,,,,,,,,,,71ce7b1b-0e6b-4156-99f6-acae3de0da1b,1301,,,"[114.1, 49.1]",3754264,31,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,John Terry,20287.0,Left Center Back,63,Chelsea,33,"['3306ce8d-02b2-4e10-bb90-c7bfa8b944ed', '4f497bfe-2df5-4a93-a65b-b644a2f114ac']",5,,Head,"[117.0, 42.1]",,"[{'location': [117.0, 41.4], 'player': {'id': 3722, 'name': 'Steven Taylor'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 43.9], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.3, 45.9], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 43.6], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.2, 40.6], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.6, 38.9], 'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.3, 37.4], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.1, 41.3], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.9, 36.3], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.8, 47.6], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.1, 40.8], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 40.1], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.6, 44.0], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.8, 36.9], 'player': {'id': 3391, 'name': 'Rolando Aarons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.6, 38.4], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",a4f6e0b0-a0bf-476d-949e-95b4a0387859,,Blocked,,0.06409552,Normal,Open Play,,,,Chelsea,33,00:31:05.982,Shot,
