50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.449007,,,,,,,,,,,,,,,08142fa1-9c00-44e4-99ac-3ff98c3fa765,210,,"[115.2, 43.6]",3829449,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martin Braithwaite Christensen,4447.0,Center Forward,11,Toulouse,130,"['07cb23fe-2f97-4881-a2f1-ae952f91fa28', '81762711-f7ed-4110-ad02-c6b140172d70']",7,,Right Foot,True,"[120.0, 42.5, 2.0]",True,"[{'location': [107.3, 51.0], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.5, 74.7], 'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [111.1, 45.4], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [107.2, 62.8], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 67.5], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.7, 41.1], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.9, 51.4], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 46.7], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [119.0, 42.2], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.9, 40.6], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.9, 43.0], 'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2366f848-e7be-4d1d-b091-58822a5eb6ea,,Goal,0.2213839,Half Volley,Open Play,,,,Toulouse,130,00:04:07.327,Shot,
,,,,,,,,,,,,,,,,,0.845979,,,,,,,,,,,,,,,93525d4e-7c4f-4aa7-95e2-9be7c0277120,284,,"[112.5, 35.9]",3829449,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sylvain Armand,40699.0,Left Center Back,18,Rennes,134,['130aafe9-47a8-4908-8afa-1cdab5ab32a4'],46,,Head,,"[120.0, 48.2, 0.7]",,"[{'location': [111.5, 35.2], 'player': {'id': 40641, 'name': 'Pavle Ninkov'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.8, 52.8], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.3, 46.3], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.5, 40.8], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 41.2], 'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 39.0], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.8, 36.1], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.2, 37.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.1, 44.2], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [105.5, 32.0], 'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [118.8, 38.5], 'player': {'id': 22130, 'name': 'Mauro Daniel Goicoechea Furia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.1, 49.4], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [91.6, 44.5], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [101.5, 33.2], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [112.1, 37.8], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [114.7, 44.2], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.8, 41.8], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",08168655-8ea9-47fa-9334-4700188dcb03,,Off T,0.06955859,Normal,Open Play,,,,Rennes,134,00:06:46.261,Shot,
,,,,,,,,,,,,,,,,,0.106272,,,,,,,,,,,,,,,044d1d2c-9409-4514-b031-435048692d99,347,,"[113.2, 42.5]",3829449,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fallou Diagne,3022.0,Right Center Back,21,Rennes,134,"['4266bfa8-c90b-4aac-98f5-81898cae04b2', '593ddafd-4287-4c3c-9944-030d534f9632', 'af27cd54-682c-4a60-893c-99a961e84f14']",40,True,Head,,"[114.9, 43.0]",,"[{'location': [108.9, 34.9], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 40.2], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [102.0, 48.5], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.1, 49.0], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [116.0, 52.0], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.2, 39.5], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [118.7, 41.1], 'player': {'id': 22130, 'name': 'Mauro Daniel Goicoechea Furia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.4, 40.4], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.8, 40.9], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.8, 42.0], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.8, 50.0], 'player': {'id': 40641, 'name': 'Pavle Ninkov'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.4, 47.7], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 45.6], 'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 49.3], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [112.3, 36.9], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 37.0], 'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [115.3, 42.8], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",b4cc97ff-dc69-4842-8985-ec7fc63c718e,,Blocked,0.108953126,Normal,Open Play,,,,Rennes,134,00:08:40.088,Shot,True
,,,,,,,,,,,,,,,,,0.668571,,,,,,,,,,,,,,,cfb7a417-0a67-4b4f-b8d4-36f4770ffcda,505,,"[106.0, 31.2]",3829449,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Giovanni-Guy Yann Sio,3018.0,Center Forward,30,Rennes,134,['04c62fc5-3af5-48e2-ad6b-7ef432237b65'],19,,Left Foot,,"[120.0, 41.6, 4.2]",True,"[{'location': [105.1, 34.0], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 24.3], 'player': {'id': 40641, 'name': 'Pavle Ninkov'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 37.2], 'player': {'id': 22130, 'name': 'Mauro Daniel Goicoechea Furia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 33.2], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 35.4], 'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 52.6], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 43.4], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.5, 29.2], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",d09ecf45-8cbf-4626-9d0a-7af390a19ae7,,Off T,0.08291197,Normal,Open Play,,,,Rennes,134,00:12:19.849,Shot,
,,,,,,,,,,,,,,,,,0.775369,,,,,,,,,,,,,,,afa9cff4-8a0b-4c15-a45b-548fe5b38221,541,,"[100.5, 41.3]",3829449,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Wergiton do Rosário Calmon,3030.0,Left Center Midfield,33,Toulouse,130,"['7f94db57-5e29-4ebd-a292-5cf6f01b60eb', 'c7a7b144-beef-4ae6-ab9e-f70d91a99d4e']",32,,Left Foot,,"[113.6, 36.5]",True,"[{'location': [80.2, 18.7], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [92.9, 43.8], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [88.7, 29.0], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.5, 40.6], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 43.1], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.3, 32.4], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 34.9], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.5, 24.6], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 39.4], 'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.8, 26.0], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [111.5, 40.1], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.4, 26.8], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.4, 15.9], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}]",6724bb90-5f24-4a98-a58d-6223667802e7,,Blocked,0.037921365,Volley,Open Play,,,,Toulouse,130,00:13:32.108,Shot,
,,,,,,,,,,,,,,,,,0.424564,,,,,,,,,,,,,,,806c0bab-78e0-42aa-9c1d-f0f6f0040e27,800,,"[108.3, 49.7]",3829449,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martin Braithwaite Christensen,4447.0,Center Forward,51,Toulouse,130,['3d1e00be-01e0-4e01-b3b9-0ebe4c73eeab'],28,,Right Foot,,"[115.6, 44.0, 0.3]",True,"[{'location': [96.4, 50.4], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.1, 34.9], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [115.6, 44.2], 'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5fb91ad3-ced2-42d2-9fc2-55cdc0dafa05,,Saved,0.25643882,Normal,Open Play,,,,Toulouse,130,00:20:28.586,Shot,
,,,,,,,,,,,,,,,,,1.153362,,,,,,,,,,,,,,,793ca768-19d0-4f40-9113-230898d2d345,1228,,"[97.1, 41.7]",3829449,30,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni-Guy Yann Sio,3018.0,Center Forward,81,Rennes,134,"['174e1dd2-bfdd-41eb-99eb-c729630aa2f4', '7956bb2b-3541-4f0c-9d73-a426b42ea212']",15,,Left Foot,,"[120.0, 33.4, 0.5]",,"[{'location': [115.0, 40.4], 'player': {'id': 22130, 'name': 'Mauro Daniel Goicoechea Furia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.1, 66.5], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 52.0], 'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 41.3], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 43.1], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [81.1, 60.1], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.9, 34.8], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.2, 46.5], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [91.6, 44.6], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [87.2, 62.9], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",316b6f0d-609c-4303-8bd6-438e7ecc2f66,,Off T,0.044809368,Normal,Open Play,,,,Rennes,134,00:30:15.765,Shot,True
,,,,,,,,,,,,,,,,,1.043506,,,,,,,,,,,,,,,290c6871-a34d-444e-8560-104a1f204837,1264,,"[87.7, 30.0]",3829449,31,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sylvain Armand,40699.0,Left Center Back,84,Rennes,134,['7cc23988-ddab-4d05-a55e-d4f8b6e6e385'],25,,Left Foot,,"[120.0, 41.6, 4.2]",,"[{'location': [100.4, 34.8], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 38.2], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [82.4, 45.1], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.0, 9.0], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [116.8, 38.9], 'player': {'id': 22130, 'name': 'Mauro Daniel Goicoechea Furia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 54.3], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.3, 54.8], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.7, 41.9], 'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.9, 45.1], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [89.7, 56.2], 'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [97.6, 31.9], 'player': {'id': 40641, 'name': 'Pavle Ninkov'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.4, 24.8], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.2, 38.4], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [93.4, 68.5], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [102.9, 51.8], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.6, 48.8], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.1, 60.2], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",17c0ee90-8243-424c-a6c5-c1959f9b5c18,,Off T,0.015215298,Normal,Open Play,,,,Rennes,134,00:31:25.960,Shot,
,,,,,,,,,,,,,,,,,0.937255,,,,,,,,,,,,,,,83b93ec2-e55d-4e81-8adb-ffbf8dce0014,1337,,"[97.1, 53.5]",3829449,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Henrique Konzen Medina da Silva,16503.0,Left Wing,89,Rennes,134,['6605ac9e-eb28-48c8-bd59-d4ab2c1c68ae'],9,,Left Foot,,"[120.0, 45.9, 0.5]",,"[{'location': [96.8, 21.5], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [103.5, 60.9], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.7, 55.8], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 47.5], 'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 53.7], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 42.5], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.7, 50.9], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [107.0, 35.9], 'player': {'id': 40641, 'name': 'Pavle Ninkov'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 24.2], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.4, 35.7], 'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [117.1, 41.9], 'player': {'id': 22130, 'name': 'Mauro Daniel Goicoechea Furia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.8, 47.9], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.5, 40.4], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.3, 57.5], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [84.8, 57.2], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [97.5, 71.3], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,,Off T,0.024552917,Normal,Open Play,,,,Rennes,134,00:33:09.361,Shot,
,,,,,,,,,,,,,,,,,1.004093,,,,,,,,,,,,,,,e00dac8d-8ce6-4fe2-80df-e4297aa901a6,1416,,"[105.8, 27.8]",3829449,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Grosicki,5667.0,Right Wing,94,Rennes,134,"['a84f3d47-aed5-43c8-a9fb-c9e9e64bee9e', 'f3162bef-efea-4b3a-bf08-6a6fcbe6ab3f']",39,,Right Foot,,"[120.0, 43.2, 3.7]",,"[{'location': [104.3, 29.0], 'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 20.1], 'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [117.9, 37.9], 'player': {'id': 22130, 'name': 'Mauro Daniel Goicoechea Furia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.6, 42.4], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 34.8], 'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 38.2], 'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.8, 28.6], 'player': {'id': 40641, 'name': 'Pavle Ninkov'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.8, 46.3], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.2, 24.9], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.2, 33.2], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.5, 47.2], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [115.5, 49.2], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 57.5], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,,Off T,0.08223005,Normal,Open Play,,,,Rennes,134,00:35:39.184,Shot,True
