50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.535709,,,,,,,,,,,,,,,702696d5-2dfe-4437-b404-1605f2dbdb35,489,,,"[106.5, 31.4]",3829487,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Midfield,24,Caen,140,['4842ed33-1534-41da-ac40-874f51622709'],1,,Right Foot,"[116.5, 38.6, 2.4]",,"[{'location': [96.0, 42.4], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.8, 31.1], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 48.8], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 32.5], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.6, 31.1], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.9, 37.6], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.4, 50.6], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",72a18be5-60ea-4bba-b3f2-e61e129df9e1,,,Saved,0.06733449,Normal,Open Play,,,,Caen,140,00:10:01.454,Shot,
,,,,,,,,,,,,,,,,1.058838,,,,,,,,,,,,,,,6a6304a7-002f-4dfc-a425-c94ab544f04b,691,,,"[95.1, 60.0]",3829487,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Damjan Đoković,31911.0,Left Defensive Midfield,38,Gazélec Ajaccio,160,"['1ae21d53-d7de-495e-98a1-261ea28336c3', 'e7a7e788-ce61-413e-94ed-e0225d68b049']",19,,Left Foot,"[118.8, 43.7, 0.2]",True,"[{'location': [91.8, 42.2], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.0, 48.2], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.1, 42.4], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 57.5], 'player': {'id': 40536, 'name': 'Issiar Dia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.3, 44.0], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.0, 38.3], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.8, 32.5], 'player': {'id': 7430, 'name': 'Kévin Mayi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.2, 38.3], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.7, 20.4], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.4, 32.0], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 45.4], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 47.6], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 53.3], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 55.2], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 57.9], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",41513612-7694-4267-be2e-8d98621ba421,,,Saved,0.009044847,Normal,Open Play,,,,Gazélec Ajaccio,160,00:16:19.584,Shot,True
,,,,,,,,,,,,,,,,0.034265,,,,,,,,,,,,,,,9ab0fe1a-16cf-4817-ae0a-9ab01a7e6673,760,,,"[101.5, 56.1]",3829487,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,42,Caen,140,['6fb88eb7-084c-4eff-9caa-2ef9fcf1c131'],35,,Right Foot,"[120.0, 34.1, 0.3]",,"[{'location': [111.5, 44.9], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.3, 45.1], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 40.4], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [89.1, 61.6], 'player': {'id': 7430, 'name': 'Kévin Mayi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [81.7, 20.5], 'player': {'id': 40536, 'name': 'Issiar Dia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [91.3, 38.9], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 48.9], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 53.4], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 38.8], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.3, 44.2], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.1, 40.8], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.1, 28.7], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,,Off T,0.032519355,Normal,Open Play,,,,Caen,140,00:17:35.471,Shot,
,,,,,,,,,,,,,,,,0.072704,,,,,,,,,,,,,,,a9d11c2c-6b51-4630-afde-005a53c18fd3,962,,,"[113.4, 46.3]",3829487,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alaeddine Yahia,7444.0,Right Center Back,54,Caen,140,"['f3d41b1d-ebeb-4f60-a3fa-891ed853a951', 'f90f0dd2-6be0-4fdb-a6e8-0596aa0f1e29']",24,,Head,"[114.2, 45.7]",,"[{'location': [119.8, 78.8], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.6, 37.6], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.4, 45.5], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.2, 42.3], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.4, 41.8], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 41.2], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.3, 42.1], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.4, 43.7], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 41.9], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 45.1], 'player': {'id': 7430, 'name': 'Kévin Mayi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.5, 35.2], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.4, 51.0], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 36.6], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.9, 38.6], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 43.3], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.2, 37.5], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",52bce101-ef5f-416c-a2c0-0280554bb96f,,,Blocked,0.05900402,Normal,Open Play,,,,Caen,140,00:22:24.846,Shot,
,,,,,,,,,,,,,,,,1.229887,,,,,,,,,,,,,,,1543d02d-1682-4bbc-9f88-601524765624,1065,,,"[115.7, 35.8]",3829487,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,59,Caen,140,['95c4f069-a52f-4589-b8f9-a94eedce1700'],43,,Head,"[120.0, 36.1, 0.8]",,"[{'location': [102.7, 36.5], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.6, 28.5], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.2, 58.6], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.6, 25.9], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.9, 52.7], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.5, 51.5], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.1, 42.6], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.2, 37.9], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 40.8], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 49.7], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.6, 61.6], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",297543ca-e3f5-491f-8eb1-51aace2e038f,,,Post,0.31879902,Normal,Open Play,,,,Caen,140,00:24:43.850,Shot,
,,,,,,,,,,,,,,,,0.6342,,,,,,,,,,,,,,,16d3f8ef-a905-4cde-a6b0-9f83cce2a318,1083,,,"[113.3, 45.7]",3829487,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ronny Rodelin,2955.0,Right Midfield,60,Caen,140,['9b2f8578-7394-4588-b90d-0ff112026f26'],30,,Head,"[118.8, 42.1, 1.4]",,"[{'location': [118.7, 42.1], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.7, 26.9], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.7, 36.9], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 46.9], 'player': {'id': 7430, 'name': 'Kévin Mayi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.9, 42.4], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.6, 40.3], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 38.1], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.7, 36.8], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 21.6], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 42.0], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.0, 43.9], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.9, 15.3], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.8, 37.8], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.9, 13.7], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",e1d392d2-3c4e-4795-b7c8-8d0b5ccfe92f,,,Saved,0.13652751,Normal,Open Play,,,,Caen,140,00:25:30.766,Shot,
,,,,,,,,,,,,,,,,0.580519,,,,,,,,,,,,,,,525bcad3-50cf-4505-b3f1-9e5a442aa0f7,1186,,,"[98.7, 49.7]",3829487,27,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Midfield,66,Caen,140,"['4dbb9b29-b181-4817-ad07-6cd3631d6394', 'f9e96dbb-b833-4691-82e2-a85b603ccc28']",18,,Left Foot,"[116.1, 44.1, 1.2]",,"[{'location': [116.0, 43.4], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.9, 46.5], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.8, 48.5], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.7, 38.7], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 52.5], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 45.6], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 34.9], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 42.2], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.7, 32.3], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",885e3e4f-2772-412d-992f-860300f60528,,,Saved,0.07239003,Normal,Open Play,,,,Caen,140,00:27:18.246,Shot,True
,,,,,,,,,,,,,,,,0.491625,,,,,,,,,,,,,,,1afa11ae-1c19-4465-a670-f3aba21d1417,1194,,,"[115.0, 41.1]",3829487,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Ronny Rodelin,2955.0,Right Midfield,66,Caen,140,"['72aac917-c866-4085-be4d-8c016cbb001d', 'd6416339-3bcd-4012-afcb-b0b06153ff18']",24,True,Head,"[120.0, 40.2, 1.3]",,"[{'location': [100.0, 43.7], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 52.7], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.9, 54.5], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 39.6], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.3, 40.5], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.2, 42.9], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 43.8], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 49.6], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.4, 53.4], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",8db0a992-cbc4-42d0-a27b-deb1796137a1,,,Goal,0.29216847,Normal,Open Play,,,,Caen,140,00:27:24.367,Shot,True
,,,,,,,,,,,,,,,,0.146863,,,,,,,,,,,,,,,8e7881e8-0c09-4cfe-bf16-0ba8841e72f9,1259,,,"[99.6, 56.5]",3829487,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Issiar Dia,40536.0,Right Wing,69,Gazélec Ajaccio,160,"['4c41707a-6c45-4311-a4d4-1dbb2f47c43e', 'f191cd9f-86e2-49aa-88fd-6570eb1b6838']",31,,Left Foot,"[101.1, 55.2]",,"[{'location': [90.0, 32.6], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.9, 54.7], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 51.0], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.2, 54.3], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.3, 43.7], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 41.1], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.9, 59.8], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.2, 42.0], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 51.0], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.2, 40.8], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.6, 37.5], 'player': {'id': 7430, 'name': 'Kévin Mayi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.9, 60.7], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,,Blocked,0.017204067,Volley,Open Play,,,,Gazélec Ajaccio,160,00:29:31.659,Shot,
,,,,,,,,,,,,,,,,1.153198,,,,,,,,,,,,,,,22b5fd8a-98c8-4107-9eda-090d4c3b98eb,1361,,,"[95.9, 14.1]",3829487,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,75,Caen,140,['4e398da6-aa0d-49cb-a1f1-11f821bec81d'],16,,Right Foot,"[117.3, 39.1, 2.1]",,"[{'location': [117.0, 36.8], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 51.1], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [77.3, 20.5], 'player': {'id': 40536, 'name': 'Issiar Dia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.7, 35.7], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 35.1], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 28.4], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.8, 17.4], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.0, 23.8], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 15.0], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.1, 37.9], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [92.9, 28.7], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.5, 8.9], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [84.5, 10.1], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",e4a95852-641f-488d-93e6-0361b0ae6aa8,,,Saved,0.007090803,Normal,Open Play,,,,Caen,140,00:32:16.897,Shot,
