50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.758148,,,,,,,,,,,0dfcadbf-8d1c-4d6b-a462-f8d4895aee01,1775,,"[108.9, 48.4]",3890384,39,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timo Werner,5557.0,Center Forward,77,Borussia Dortmund,180,"['1345c7bf-fc42-48c4-8e48-20a1e115767f', '35276a68-fff0-4c65-a088-c97a3e1191f2', 'ac1d93c3-5103-4be5-a0e6-158fa7eb5cf9']",33,Right Foot,"[119.3, 43.1]",,"[{'location': [103.1, 43.0], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [88.4, 60.4], 'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 40.9], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.3, 46.9], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.3, 39.9], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 45.1], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Blocked,0.10692147,Normal,Open Play,,,,VfB Stuttgart,174,00:39:33.458,Shot,True
,,,,,,,,,,,,,,,,,,,0.521262,,,,,,,,,,,9468c349-0814-4dae-937a-6660e926802b,1792,,"[114.7, 45.8]",3890384,39,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Didavi,8243.0,Center Attacking Midfield,78,VfB Stuttgart,174,['575b065c-a87e-485f-9a5d-56b1abf70ebb'],48,Left Foot,"[120.0, 42.2, 0.8]",True,"[{'location': [116.8, 40.6], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.2, 32.8], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.4, 26.6], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.7, 45.9], 'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.5, 38.2], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 40.8], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.1, 39.2], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.1, 60.0], 'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",058126ba-674e-4a65-9e5c-ad3cb60d188e,,Goal,0.7130934,Normal,Open Play,,,,VfB Stuttgart,174,00:39:48.874,Shot,
,,,,,,,,,,,,,,,,,,,0.880537,,,,,,,,,,,c09c662b-17d5-427a-aedc-993c6d5b9320,2122,,"[116.5, 30.2]",3890384,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierre-Emerick Aubameyang,3712.0,Center Forward,98,Borussia Dortmund,180,['3134f9c0-2d6b-40bc-856c-d8cf2c3f283a'],8,Left Foot,"[120.0, 35.2, 2.2]",True,"[{'location': [118.3, 51.9], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 42.3], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.5, 43.4], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.4, 35.5], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 39.2], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.2, 39.5], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",f9eba474-0dd0-44c2-b4bd-4065bb4c9493,,Off T,0.11520057,Normal,Open Play,,,,Borussia Dortmund,180,00:04:08.173,Shot,
,,,,,,,,,,,,,,,,,,,2.272579,,,,,,,,,,,0195ad5f-2e38-40d1-893c-1c394d432f14,2168,,"[84.6, 12.6]",3890384,51,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,İlkay Gündoğan,10287.0,Center Defensive Midfield,101,Borussia Dortmund,180,['da0f0379-aa4d-4567-acfa-a931e9a7465a'],2,Right Foot,"[119.1, 42.6, 2.4]",,"[{'location': [91.7, 17.5], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.9, 42.8], 'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.1, 43.8], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 34.1], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.4, 31.0], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.7, 16.1], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 44.0], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.9, 37.0], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.9, 30.3], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.6, 45.4], 'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 45.7], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.7, 45.4], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.9, 36.8], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.9, 39.4], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 46.8], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.5, 46.6], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.0, 23.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [89.6, 6.3], 'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [88.5, 44.5], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [80.1, 31.6], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Saved,0.004377772,Normal,Free Kick,,,,Borussia Dortmund,180,00:06:02.614,Shot,
,,,,,,,,,,,,,,,,,,,0.442247,,,,,,,,,,,80738044-7a43-400a-b2ed-e297f94f98f3,2560,,"[103.5, 50.6]",3890384,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierre-Emerick Aubameyang,3712.0,Center Forward,121,Borussia Dortmund,180,['1b59e90e-2f8a-420a-b5a3-d1cc5269a214'],28,Right Foot,"[114.7, 42.8, 0.2]",True,"[{'location': [103.8, 42.3], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 45.8], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 32.8], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 35.6], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 42.7], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.4, 33.3], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.8, 34.2], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.8, 42.7], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.2, 47.3], 'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",68abfac6-eb3b-49b4-b50f-3ca0ecc2ea4f,,Saved,0.08853571,Half Volley,Open Play,,,,Borussia Dortmund,180,00:16:28.911,Shot,
,,,,,,,,,,,,,,,,,,,0.145447,,,,,,,,,,,2d4b349b-a3c9-45df-8940-db363b9cc38a,2828,,"[109.5, 50.5]",3890384,67,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Pierre-Emerick Aubameyang,3712.0,Center Forward,133,Borussia Dortmund,180,"['59e330cc-fdfa-481d-9b27-b43259386740', 'd3579cbc-b069-4360-aff0-db8bb3225da3']",49,Left Foot,"[115.2, 44.9, 0.5]",,"[{'location': [101.4, 49.8], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.2, 44.9], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.4, 50.8], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 48.3], 'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 41.5], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",62d55980-1010-42ef-a0c9-015e35abfa71,,Saved,0.23810399,Normal,Open Play,,,,Borussia Dortmund,180,00:22:49.100,Shot,True
,,,,,,,,,,,,,,,,,,,0.759397,,,,,,,,,,,55be3f01-61d3-4c47-a295-9a794ee4d6c1,2837,,"[106.2, 44.4]",3890384,67,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marco Reus,5559.0,Left Wing,133,Borussia Dortmund,180,['6e68e35b-1f00-4aa2-bb9d-4827f7872a35'],58,Right Foot,"[120.0, 34.3, 0.2]",True,"[{'location': [113.9, 42.6], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 46.8], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.4, 47.0], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.8, 42.8], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.7, 43.9], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.8, 46.9], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 54.4], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.8, 46.6], 'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 52.1], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",98148a60-ef5f-4354-bb31-dd9fbefcfea7,,Off T,0.21202113,Half Volley,Open Play,,,,Borussia Dortmund,180,00:22:58.301,Shot,
,,,,,,,,,,,,,,,,,,,0.226072,,,,,,,,,,,ee3059ec-8b29-43c7-bad3-80b4be3a5577,2929,,"[95.3, 42.4]",3890384,70,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Henrikh Mkhitaryan,3275.0,Right Wing,136,Borussia Dortmund,180,"['ac0654ff-cac3-4cae-901c-3b2ef15759c9', 'af7da21b-6501-462d-8881-15eb5e82e491']",21,Left Foot,"[99.9, 42.6]",,"[{'location': [94.8, 33.0], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.6, 58.0], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.2, 63.9], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.4, 58.0], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.4, 45.3], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 42.7], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 37.2], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.2, 44.2], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 40.9], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 47.1], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.7, 65.6], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.7, 46.0], 'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 44.8], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.5, 33.5], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",234b6e57-c98c-448a-b086-ed293a8f4fce,,Blocked,0.06021137,Normal,Open Play,,,,Borussia Dortmund,180,00:25:21.517,Shot,
,,,,,,,,,,,,,,,,,,,0.524212,,,,,,,,,,,98f4864b-1c03-4170-90ee-c1431ce41822,3191,,"[113.5, 28.5]",3890384,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pierre-Emerick Aubameyang,3712.0,Center Forward,145,Borussia Dortmund,180,['300d499d-2c9f-49e6-88d9-330cf8d929c9'],37,Right Foot,"[118.8, 36.6, 2.0]",True,"[{'location': [109.8, 30.9], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.0, 50.0], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.2, 33.8], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.0, 50.5], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.4, 40.6], 'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 30.6], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.8, 40.9], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 33.2], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.6, 53.5], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.9, 32.4], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.5, 36.4], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 36.8], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.3, 59.8], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.6, 40.5], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",8369a4b4-6002-4334-983e-0c86ff93e172,,Saved,0.07716651,Volley,Open Play,,,,Borussia Dortmund,180,00:30:37.154,Shot,
,,,,,,,,,,,,,,,,,,,0.743753,,,,,,,,,,,68d079dd-d2dc-4ed9-96fa-c7507c49a85b,3403,,"[114.3, 42.8]",3890384,82,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Henrikh Mkhitaryan,3275.0,Right Wing,156,Borussia Dortmund,180,"['e4738790-2e57-447b-bce8-4bd392c03469', 'fde904f3-28e0-437e-870c-14b185c5b5c8']",10,Right Foot,"[120.0, 34.5, 1.1]",True,"[{'location': [112.9, 35.9], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.7, 41.8], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 43.1], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.7, 37.6], 'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 33.4], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",d3458097-2d55-44ef-8c37-098b2c5c1be7,,Off T,0.30748716,Half Volley,Open Play,,,,Borussia Dortmund,180,00:37:10.650,Shot,True
,,,,,,,,,,,,,,,,,,,1.141497,,,,,,,,,,,be5ce075-fe94-4601-9bb1-158eec0627ed,3513,,"[99.0, 24.8]",3890384,84,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gonzalo Castro Randon,8233.0,Left Wing,163,Borussia Dortmund,180,"['9ab58107-f437-4123-b544-a5078d286780', 'c0d762a0-1f16-442f-9f1d-bb0d2c116705']",57,Right Foot,"[120.0, 42.4, 4.8]",,"[{'location': [116.5, 38.1], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 44.2], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 41.1], 'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 33.6], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 24.1], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.7, 32.3], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.3, 38.9], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 25.1], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.8, 27.6], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.2, 39.7], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.8, 45.6], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.5, 41.5], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.6, 17.6], 'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",0ebf6348-a2f5-4ead-b125-1cdc1e77618a,,Off T,0.03007483,Normal,Open Play,,,,Borussia Dortmund,180,00:39:57.785,Shot,True
,,,,,,,,,,,,,,,,,,,0.855042,,,,,,,,,,,91c82501-3224-473b-b79e-58bc21591e52,3702,,"[108.8, 29.6]",3890384,89,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierre-Emerick Aubameyang,3712.0,Center Forward,173,Borussia Dortmund,180,"['73f4c8ad-5cd0-4d08-bfa0-6f307243b7cd', '78019d3c-d6f0-43d0-811d-b36c28427398']",59,Left Foot,"[120.0, 43.6, 0.2]",,"[{'location': [93.3, 51.3], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.4, 53.2], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.8, 44.9], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.0, 36.3], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 30.7], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 32.8], 'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",1884117d-0796-412c-ba60-965144ebcd2b,True,Goal,0.22052327,Normal,Open Play,,,,Borussia Dortmund,180,00:44:59.886,Shot,True
