bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.193817,,,,,,,,,,2550d063-7dc9-43c8-a53c-a4ee0d85ec5d,169,,"[98.5, 31.5]",3879601,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Emanuele Giaccherini,7775.0,Left Wing,12,Bologna,240,['ed569cac-f3cc-41f2-a6c7-da030e0832d3'],34,,Left Foot,,"[118.2, 39.3, 0.9]",,"[{'location': [118.4, 39.4], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.9, 15.0], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.7, 37.3], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.2, 42.9], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.0, 29.4], 'player': {'id': 35923, 'name': 'Carlos Emilio Carmona Tello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.3, 35.5], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 44.4], 'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 38.2], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 33.4], 'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 30.6], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 39.7], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.7, 42.8], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 36.4], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.9, 25.0], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Saved,0.048679974,Normal,Open Play,,,,Bologna,240,00:03:34.845,Shot,
,,,,,,,,,,,,,,,,,0.724902,,,,,,,,,,bf5c3f90-02c9-4855-abee-da96aa536669,425,,"[113.6, 61.3]",3879601,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mattia Destro,8103.0,Center Forward,26,Bologna,240,['6755b2d4-b2ab-474d-b885-d914e34bfecd'],24,,Right Foot,,"[119.0, 43.6, 1.5]",,"[{'location': [113.7, 40.3], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.2, 43.2], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 58.9], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.4, 50.9], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 57.8], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 58.8], 'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.4, 32.8], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.8, 40.6], 'player': {'id': 35923, 'name': 'Carlos Emilio Carmona Tello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.3, 47.2], 'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 37.9], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.5, 38.9], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.6, 32.2], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",b6bb6822-1e41-4326-8b49-82e20a2e6564,,Saved,0.009079634,Normal,Open Play,,,,Bologna,240,00:09:24.578,Shot,
,,,,,,,,,,,,,,,,,0.372546,,,,,,,,,,9918c641-177a-4819-9057-8040ca3c58da,498,,"[113.0, 37.6]",3879601,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro Darío Gómez,7006.0,Left Wing,30,Atalanta,228,['6cbd1bd0-0823-4022-b9be-47be048bb2c4'],46,,Head,,"[120.0, 37.6, 4.5]",,"[{'location': [112.9, 35.9], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.9, 37.9], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.2, 41.0], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 43.9], 'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.1, 47.6], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 52.9], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.8, 39.7], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 60.2], 'player': {'id': 35923, 'name': 'Carlos Emilio Carmona Tello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",3db82428-b74e-4461-a612-8fb5b10cb5d9,,Off T,0.26183215,Normal,Open Play,,,,Atalanta,228,00:10:46.167,Shot,
,,,,,,,,,,,,,,,,,0.207262,,,,,,,,,,ca28f382-5c6d-41f7-a4c0-338af12e3123,649,,"[117.4, 35.4]",3879601,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adam Masina,7169.0,Left Back,40,Bologna,240,"['424ade7b-1f87-4d21-a5b1-d6a7cab13127', '9bed42ed-1be5-422f-9d21-cebaf328891a']",55,True,Head,,"[120.0, 35.0, 3.5]",,"[{'location': [101.3, 32.2], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [120.0, 67.0], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.5, 42.3], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.7, 60.6], 'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.9, 49.3], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 34.5], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 42.9], 'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.8, 35.4], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.5, 37.5], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",83eb7f70-00fd-4ea4-9257-e21bb03ee9a8,,Off T,0.23784286,Normal,Open Play,,,,Bologna,240,00:15:55.940,Shot,True
,,,,,,,,,,,,,,,,,0.367866,,,,,,,,,,3535b108-208a-4c86-91aa-855a2ee83eb4,801,,"[112.6, 40.5]",3879601,20,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Saphir Sliti Taïder,8851.0,Right Center Midfield,48,Bologna,240,"['eda37d18-e29a-4dca-bba3-39f3ab3233b6', 'fe8d014d-db03-4502-a524-5ab30bd8adb9']",32,,Left Foot,,"[120.0, 29.6, 3.7]",True,"[{'location': [119.5, 31.5], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.9, 40.1], 'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.1, 39.9], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.4, 25.6], 'player': {'id': 35923, 'name': 'Carlos Emilio Carmona Tello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 37.5], 'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.1, 41.4], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.4, 37.9], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 33.7], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.3, 33.5], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.4, 22.5], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.6, 31.1], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.3327469,Normal,Open Play,,,,Bologna,240,00:20:32.055,Shot,True
,,,,,,,,,,,,,,,,,0.204947,,,,,,,,,,b183382b-6282-4b76-9582-7ca580ce0f1a,1261,,"[112.4, 33.3]",3879601,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro Darío Gómez,7006.0,Left Wing,75,Atalanta,228,"['83f8eb90-276c-47c1-ad90-f7164d3c5f2f', 'd3cc6bac-227c-46a8-bafc-de7d2fa1410e']",23,,Right Foot,,"[113.7, 34.0]",,"[{'location': [104.8, 47.1], 'player': {'id': 35923, 'name': 'Carlos Emilio Carmona Tello'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.9, 45.7], 'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.9, 34.2], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 43.1], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.2, 46.6], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 44.3], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 50.3], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 47.0], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.6, 38.7], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 55.4], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",96821c82-72a5-4786-b08d-c937b2d00020,,Blocked,0.109287664,Normal,Open Play,,,,Atalanta,228,00:32:23.329,Shot,
,,,,,,,,,,,,,,,,,0.229058,,,,,,,,,,fc0ccf6e-9ccd-498b-9e86-7d17f081f139,1391,,"[108.6, 41.2]",3879601,34,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jasmin Kurtič,6941.0,Center Attacking Midfield,80,Atalanta,228,['d9d23559-2b69-4c40-bc7e-d5ec4a092e60'],53,,Left Foot,,"[114.2, 40.3, 0.0]",,"[{'location': [108.4, 35.6], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.1, 34.9], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.2, 43.3], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 47.5], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 51.6], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.7, 56.0], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.6, 44.8], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [89.9, 61.1], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.3, 35.7], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.9, 47.2], 'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.2, 62.2], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.8, 45.6], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.3, 40.6], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6eb7f2b4-5fa2-4db1-a627-0c51cd8d715c,True,Saved,0.40492228,Half Volley,Open Play,,,,Atalanta,228,00:34:53.110,Shot,
,,,,,,,,,,,,,,,,,0.193615,,,,,,,,,,f45d16e2-635a-46db-8533-87b28e4b6274,1652,,"[104.0, 29.6]",3879601,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Carlos Emilio Carmona Tello,35923.0,Right Defensive Midfield,95,Atalanta,228,"['09afe2f5-7312-4f3d-b656-caaaa7ff5e82', '692f6e2b-6bfa-41be-b764-f9408afd96a3']",8,,Left Foot,,"[106.3, 31.1]",True,"[{'location': [109.1, 34.0], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.8, 53.7], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.0, 39.0], 'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.6, 27.9], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.5, 31.1], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 41.3], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 39.4], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 52.5], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 37.6], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 65.4], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.6, 57.7], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [91.1, 55.4], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.5, 33.7], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",,,Blocked,0.04413486,Normal,Open Play,,,,Atalanta,228,00:41:08.088,Shot,
,,,,,,,,,,,,,,,,,0.147611,,,,,,,,,,4ac28fe6-7a79-498a-b78b-a82fcc284acc,1753,,"[118.0, 30.8]",3879601,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gabriel Alejandro Paletta,38237.0,Left Center Back,103,Atalanta,228,"['ccb6e56c-d350-458e-9c1d-c7e11100b1f6', 'e2e2419e-2754-47e9-ab82-9277b1385fea', 'ea46c196-9388-4b45-8d61-38a8b4836dba']",36,True,Head,,"[118.4, 31.1]",,"[{'location': [104.6, 37.6], 'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.8, 35.0], 'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.8, 47.1], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.6, 45.5], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.5, 31.3], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 37.3], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.4, 40.5], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 46.3], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 57.1], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 42.3], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 35.2], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.7, 29.7], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.2, 43.1], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.5, 35.8], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",05619093-b7a2-4fe3-b724-22ee5ba0401f,,Blocked,0.02307865,Normal,Open Play,,,,Atalanta,228,00:44:36.513,Shot,True
,,,,,,,,,,,,,,,,,1.192693,,,,,,,,,,178c94f1-5079-4f0f-a01f-50a776a49081,1764,,"[108.1, 38.9]",3879601,45,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Guglielmo Stendardo,40426.0,Right Center Back,104,Atalanta,228,"['5250b5c6-15ee-489f-b8d3-46e3a5cbd1ff', 'ef3707f1-ec6e-40fc-adb0-c9f3ac10d6a8']",7,True,Head,,"[120.0, 38.6, 4.1]",,"[{'location': [119.4, 12.0], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.7, 34.2], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.8, 29.0], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.5, 38.7], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.4, 41.6], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.5, 47.9], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.5, 32.5], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 33.1], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.1, 33.5], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.0, 22.5], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.2, 38.9], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.9, 19.3], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 46.6], 'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.6, 49.2], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [119.4, 39.3], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b7ca74af-7e2d-4d43-9704-689309702864,,Off T,0.052436247,Normal,Open Play,,,,Atalanta,228,00:45:07.720,Shot,True
