50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.725957,,,,,,,,,,72bca4a9-d028-4f81-8123-1958153388e6,231,,"[101.0, 29.0]",19798,4,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Janine Elizabeth Beckie,4992.0,Right Wing,7,Manchester City WFC,746,['9a37e4be-a627-4fa1-8c40-4aef1b3ad6cf'],26,,Left Foot,,"[117.0, 39.3, 0.4]",,"[{'location': [93.0, 22.0], 'player': {'id': 23547, 'name': 'Emma Brownlie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [77.0, 56.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.0, 50.0], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.0, 22.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 44.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 34.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 28.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 37.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.0, 49.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",ec2bceb1-00ce-49ea-be37-fb663fae5eab,,,Saved,0.11821012,Normal,Open Play,,,,Manchester City WFC,746,00:04:26.290,Shot,
,,,,,,,,,,,,0.2173,,,,,,,,,,86e3b2e8-8d82-4cb4-97ab-fff116191663,351,,"[97.0, 51.0]",19798,8,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Chantelle Boye-Hlorkah,15556.0,Center Forward,17,Everton LFC,967,"['2b9eb5da-3ef4-4fb8-920b-f6f1c4fc50d2', '8c309a17-d1f4-4415-8f3f-4ee87547f149']",6,,Right Foot,,"[99.0, 50.0]",,"[{'location': [99.0, 51.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 53.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 49.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 38.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 46.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 34.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.0, 30.0], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 43.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 37.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [105.0, 49.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 46.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [95.0, 14.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.0, 35.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [96.0, 43.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",,,,Blocked,0.024408823,Normal,Open Play,,,,Everton LFC,967,00:08:06.827,Shot,
,,,,,,,,,,,,1.454633,,,,,,,,,,d7b5acdd-eaaf-447c-a010-da7eed0787fa,433,,"[94.0, 38.0]",19798,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Midfield,24,Everton LFC,967,['32934a73-9b4d-4413-8d49-24d0308a4d00'],46,,Left Foot,,"[119.0, 45.4, 0.1]",,"[{'location': [119.0, 41.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.0, 72.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.0, 58.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 60.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 47.0], 'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 39.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 35.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 39.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 35.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 55.0], 'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 57.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [97.0, 46.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",a245dffe-58c1-445a-b5c1-46905540ad91,,,Off T,0.04220555,Normal,Open Play,,,,Everton LFC,967,00:10:46.495,Shot,
,,,,,,,,,,,,0.760247,,,,,,,,,,406b1188-ad6a-407b-b3ee-e242654f65b2,446,,"[115.0, 42.0]",19798,11,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Chantelle Boye-Hlorkah,15556.0,Center Forward,25,Manchester City WFC,746,['dd03d914-ee8c-4ef0-8de4-88e78d15013c'],17,,Right Foot,,"[120.0, 41.9, 0.6]",True,"[{'location': [115.0, 44.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 56.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 24.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 53.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 35.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",,,True,Goal,0.8258728,Half Volley,Open Play,,,,Everton LFC,967,00:11:17.596,Shot,
,,,,,,,,,,,,0.4262,,,,,,,,,,ee38a746-cbc8-43b6-a864-0fc89347200e,481,,"[112.0, 40.0]",19798,12,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Janine Elizabeth Beckie,4992.0,Right Wing,28,Manchester City WFC,746,['0b339f36-b10c-4399-8e7e-788f1fcdacd1'],47,,Head,,"[118.0, 40.7, 2.1]",,"[{'location': [108.0, 37.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 33.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 48.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 30.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [101.0, 36.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 62.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [103.0, 53.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 31.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 44.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 32.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.0, 34.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 48.0], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",d9990442-198e-4804-9f81-19cdf063f4cd,,,Saved,0.15535402,Normal,Open Play,,,,Manchester City WFC,746,00:12:47.733,Shot,
,,,,,,,,,,,,0.879647,,,,,,,,,,f74b6b78-2be3-40c0-8e25-0bebc50f9eb8,554,,"[109.0, 35.0]",19798,15,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Stephanie Houghton,10185.0,Right Center Back,32,Manchester City WFC,746,"['a344896b-4bd5-47aa-a17a-c8c476e10bbe', 'a92621bf-7c4e-4470-95e1-a12ef2b364e9']",25,True,Head,,"[118.0, 40.9, 1.7]",,"[{'location': [112.0, 34.0], 'player': {'id': 23547, 'name': 'Emma Brownlie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.0, 24.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.0, 41.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [114.0, 33.0], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 47.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.0, 38.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.0, 41.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.0, 38.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 36.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 41.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.0, 34.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [115.0, 40.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}]",84ff0f7d-c381-46b9-aa28-e8f71963574a,,,Saved,0.052906934,Normal,Open Play,,,,Manchester City WFC,746,00:15:25.276,Shot,True
,,,,,,,,,,,,1.356389,,,,,,,,,,73e01d03-b225-4b3d-808f-d2fc2b001d0a,875,,"[102.0, 25.0]",19798,22,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Left Attacking Midfield,45,Everton LFC,967,['a3a7200a-0c56-4761-8fc8-43d60fd841f7'],56,,Left Foot,,"[120.0, 41.5, 3.8]",,"[{'location': [119.0, 41.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 32.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.0, 33.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 27.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 25.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 33.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [94.0, 37.0], 'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",78fc1af3-5059-4869-9732-6c4de3c1ef46,,,Off T,0.03426978,Half Volley,Open Play,,,,Everton LFC,967,00:22:56.414,Shot,
,,,,,,,,,,,,2.182418,,,,,,,,,,6c8f486c-bdb9-4f4e-a646-b8597ee1c526,969,,"[101.0, 31.0]",19798,24,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Midfield,48,Everton LFC,967,['b3108d9a-ded7-4746-96f0-209f14a6c841'],56,,Left Foot,,"[120.0, 58.0]",,"[{'location': [119.0, 40.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 39.0], 'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 33.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 35.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 26.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 35.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 25.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",9dc13da9-09b3-4623-8949-21c230e0e609,,,Wayward,0.06071832,Normal,Open Play,,,,Everton LFC,967,00:24:56.317,Shot,
,,,,,,,,,,,,1.768781,,,,,,,,,,41128bc0-8426-47a2-a8dd-f5ed0e85e741,1591,,"[114.0, 51.0]",19798,40,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Center Forward,82,Manchester City WFC,746,['a1e0adf7-80db-476b-a24a-0f96f6927c54'],37,,Left Foot,,"[119.0, 41.1, 1.3]",True,"[{'location': [113.0, 35.0], 'player': {'id': 23547, 'name': 'Emma Brownlie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.0, 62.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 27.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.0, 56.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.0, 41.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 62.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [117.0, 56.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 52.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 57.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",68f7a76d-8301-463a-8ca0-b9756b1c817a,,,Saved,0.09446226,Overhead Kick,Open Play,,,,Manchester City WFC,746,00:40:37.447,Shot,
,,,,,,,,,,,,1.145013,,,,,,,,,,41641bf4-1159-4690-a8c1-0a083d62dfff,1680,,"[105.0, 23.0]",19798,43,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Keira Walsh,4658.0,Left Center Midfield,91,Manchester City WFC,746,"['88568517-bb7e-4f99-bd0e-a6a817b240bf', '99e348c5-cea2-4dd6-9074-1386f3d35b54']",45,,Right Foot,,"[120.0, 46.7, 2.7]",,"[{'location': [108.0, 22.0], 'player': {'id': 23547, 'name': 'Emma Brownlie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.0, 34.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.0, 31.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.0, 37.0], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 13.0], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.0, 26.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [90.0, 48.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 48.0], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.0, 39.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 47.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.0, 33.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 25.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 29.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.0, 30.0], 'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [99.0, 48.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 54.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",f6a41f71-88b9-4cd4-ba63-5d18f3dffce4,,,Off T,0.034099367,Normal,Open Play,,,,Manchester City WFC,746,00:43:45.631,Shot,True
