50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.825692,,,,,,,,,,,,,,d24aa148-8617-4f1a-bb58-16d08216ebfa,665,,,"[113.7, 48.6]",3901192,15,,True,,,,,,,,,,,,,,,,,,,,1,Regular Play,Enzo Crivelli,3184.0,Center Forward,32,Bordeaux,146,['64c5c9f4-6437-4693-a86d-9b0763be82a9'],13,,Right Foot,"[120.0, 51.7]",True,"[{'location': [88.9, 27.1], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.4, 43.8], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.4, 55.7], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.9, 46.8], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 33.7], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.9, 42.9], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.8, 37.5], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 17.7], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.6, 54.0], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.9, 42.1], 'player': {'id': 401489, 'name': 'Jussiê Ferreira Vieira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.7, 40.5], 'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",5fb9ffab-3b15-444a-93f2-73a6ee54ee87,,,Wayward,0.060208544,Volley,Open Play,,,,Bordeaux,146,00:15:13.386,Shot,
,,,,,,,,,,,,,,,1.336885,,,,,,,,,,,,,,498f30dd-0bf4-4180-a0dd-e7ffb1c5906e,1020,,,"[89.7, 27.0]",3901192,23,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Floyd Ayité,15689.0,Right Center Forward,52,Bastia,2736,"['a30e3644-c205-4af3-8d54-58b5608b8844', 'f6d4d840-ec53-428f-a942-e919bfc8310d']",31,,Left Foot,"[120.0, 29.5, 0.1]",,"[{'location': [116.1, 39.6], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.9, 30.0], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.1, 31.9], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 40.6], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 48.2], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.0, 24.1], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.9, 39.1], 'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.2, 28.0], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [78.6, 57.1], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [83.5, 11.9], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [86.2, 20.4], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.1, 53.2], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.9, 41.6], 'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",f9cd0bce-e308-4756-ac70-adb0591dec2e,,,Off T,0.01573584,Normal,Open Play,,,,Bastia,2736,00:23:31.225,Shot,True
,,,,,,,,,,,,,,,0.03096,,,,,,,,,,,,,,1bbc2964-4455-4ff0-a1dc-fcbe493eb712,1613,,,"[110.8, 39.8]",3901192,36,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Enzo Crivelli,3184.0,Center Forward,75,Bordeaux,146,['e907f49c-79ad-48b7-ab14-ef592828a3bd'],56,,Right Foot,"[112.0, 39.9, 0.7]",,"[{'location': [112.1, 40.1], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.3, 49.1], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.6, 36.4], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.1, 30.0], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 29.8], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",2cdd1a67-4d08-4cc8-a2d5-55272338e9ba,,,Saved,0.46818483,Normal,Open Play,,,,Bordeaux,146,00:36:56.277,Shot,
,,,,,,,,,,,,,,,1.196932,,,,,,,,,,,,,,c53894f8-8425-4edc-99a4-1726a560b9b8,1700,,,"[85.9, 46.2]",3901192,39,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gaël Danic,7349.0,Center Attacking Midfield,80,Bastia,2736,['34c57a20-108e-4638-ad3b-34edc845fd35'],2,,Left Foot,"[115.2, 41.6, 0.0]",,"[{'location': [89.4, 21.0], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.4, 38.0], 'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.8, 49.9], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [81.9, 59.5], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [84.2, 13.4], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.4, 29.9], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.2, 55.0], 'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.3, 41.6], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.1, 36.4], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.6, 64.7], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [88.4, 49.6], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 46.9], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.2, 51.9], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.3, 41.6], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c4dfa0e3-cab2-4ffa-a65b-af078e91fe10,,,Saved,0.016980797,Normal,Open Play,,,,Bastia,2736,00:39:02.389,Shot,
,,,,,,,,,,,,,,,1.283775,,,,,,,,,,,,,,e8f69ebb-1808-4b95-b064-f89f0de45292,2062,,,"[92.0, 37.0]",3901192,49,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Seko Fofana,7791.0,Right Center Midfield,105,Bastia,2736,['67e71b6b-6d5b-44bd-b740-5b65938467d9'],29,,Left Foot,"[120.0, 41.6, 5.4]",,"[{'location': [102.1, 53.0], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.7, 32.0], 'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.7, 39.9], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.0, 39.3], 'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.5, 41.2], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 50.3], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 43.9], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 36.4], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 31.7], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.6, 31.3], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.5, 45.4], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",218a3ece-c64e-4874-ae76-02026575b135,,,Off T,0.043364663,Normal,Open Play,,,,Bastia,2736,00:04:29.749,Shot,
,,,,,,,,,,,,,,,0.365084,,,,,,,,,,,,,,c1e8447e-2f82-4173-a362-c28b5025f3e5,2106,,,"[116.6, 54.5]",3901192,51,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Adam Ounas,10448.0,Left Midfield,108,Bordeaux,146,['149bce00-fe67-4ad1-8377-7063181c3106'],12,,Left Foot,"[120.0, 48.8, 0.2]",,"[{'location': [111.2, 50.1], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 53.6], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.6, 46.8], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.1, 51.5], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 58.3], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 45.0], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.4, 45.3], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 32.2], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.7, 40.6], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [104.9, 41.9], 'player': {'id': 401489, 'name': 'Jussiê Ferreira Vieira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.4, 46.1], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.4, 62.4], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.5, 49.9], 'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",c969a3c4-c1b1-4466-b947-ec8645f97ca3,True,,Off T,0.015486386,Normal,Open Play,,,,Bordeaux,146,00:06:12.291,Shot,
,,,,,,,,,,,,,,,0.871447,,,,,,,,,,,,,,7107ad68-fc62-49cb-afb6-8d8be6e2b9f0,2262,,,"[102.6, 37.0]",3901192,55,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Diego Alejandro Rolan Silva,6739.0,Right Midfield,117,Bordeaux,146,['8e3cd87c-de49-421d-b10a-f55b84210c6f'],2,,Left Foot,"[120.0, 34.5, 3.7]",,"[{'location': [103.1, 26.0], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.8, 31.4], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 21.2], 'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.6, 37.9], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 38.7], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 42.0], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.6, 34.4], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.2, 39.4], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 17.7], 'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.4, 31.1], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.5, 51.0], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",ad82d690-cad7-4804-9be0-a1f85c80dc6c,,,Off T,0.05519457,Normal,Open Play,,,,Bordeaux,146,00:10:02.613,Shot,
,,,,,,,,,,,,,,,0.283426,,,,,,,,,,,,,,0f9e80e6-f314-455e-a2aa-61ea8792e924,2341,,,"[112.8, 46.1]",3901192,57,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Diego Alejandro Rolan Silva,6739.0,Right Midfield,120,Bordeaux,146,['51bccd64-36c8-48f7-915d-d6b213af11a9'],30,,Right Foot,"[120.0, 42.4, 5.5]",True,"[{'location': [119.4, 40.6], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.6, 45.5], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.1, 36.8], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 32.9], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 17.1], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 19.7], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 12.1], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.7, 39.9], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",18bb1c08-d9c2-4bb0-aa03-54a6b9eddde7,,,Off T,0.13295726,Volley,Open Play,,,,Bordeaux,146,00:12:30.877,Shot,
,,,,,,,,,,,,,,,1.353502,,,,,,,,,,,,,,8d437f9c-7253-4ae0-a61b-cd30f9d5b122,2531,,,"[94.6, 31.1]",3901192,62,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cédric Yambéré,3779.0,Center Defensive Midfield,132,Bordeaux,146,['2a48920f-f43a-4e45-946e-76c8829bd830'],8,,Left Foot,"[117.8, 38.0, 0.2]",True,"[{'location': [103.5, 48.6], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 41.6], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.6, 37.3], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 32.6], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 33.2], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 20.8], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 29.2], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.5, 32.0], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.5, 37.6], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.8, 18.8], 'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.3, 30.1], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.5, 51.8], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.9, 44.4], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.4, 31.7], 'player': {'id': 401489, 'name': 'Jussiê Ferreira Vieira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",3d384000-438b-4adf-ad80-fa9df13149f8,,,Saved,0.025893573,Normal,Open Play,,,,Bordeaux,146,00:17:08.926,Shot,
,,,,,,,,,,,,,,,0.276698,,,,,,,,,,,,,,8e15f217-56f5-420d-8e8d-1c5bbf5c4e12,2630,,,"[113.4, 46.0]",3901192,65,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Floyd Ayité,15689.0,Right Center Forward,138,Bastia,2736,"['2ed679dd-d52a-4af3-b9a4-4916e2f46cec', '679adab1-b781-4bf4-a205-bd87c77c3713']",44,True,Head,"[118.9, 42.9, 1.5]",,"[{'location': [112.4, 41.5], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 34.0], 'player': {'id': 401489, 'name': 'Jussiê Ferreira Vieira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.3, 19.6], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.9, 42.9], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.6, 41.5], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 48.5], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.4, 36.2], 'player': {'id': 3109, 'name': 'Malcom Filipe Silva de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.9, 45.8], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.6, 35.8], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 48.8], 'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.8, 40.5], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.9, 33.6], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",73f8af38-9b0e-4395-aae1-e2d56e885f44,,,Saved,0.11743193,Diving Header,Open Play,,,,Bastia,2736,00:20:44.231,Shot,True
