50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.076234,,,,,,,,,,,,,,7eabcc63-9931-4da6-a949-b4816a1103d2,2713,,,"[110.3, 43.1]",3901192,67,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Enzo Crivelli,3184.0,Center Forward,143,Bordeaux,146,"['6a2e601e-5d2b-475a-8072-975574a4638d', 'fd880fd9-890f-4df2-9237-b5ef1299f6b9']",11,,Right Foot,"[111.3, 42.8]",True,"[{'location': [118.5, 39.1], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 43.4], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.3, 35.8], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 33.3], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 41.9], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.3, 33.8], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 34.7], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.2, 57.2], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",b9dfe485-be33-4c06-a57f-6507f5b0b4a2,,,Blocked,0.13375308,Volley,Open Play,,,,Bordeaux,146,00:22:11.627,Shot,
,,,,,,,,,,,,,,,0.493399,,,,,,,,,,,,,,4e185fd0-528b-463e-a62d-34ad86ca7a78,2778,,,"[95.5, 22.9]",3901192,70,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Floyd Ayité,15689.0,Right Center Forward,149,Bastia,2736,"['47a0c70b-90ce-4b9d-929e-cb74e4a3d742', '524ae2fb-a66e-4063-8093-cb8bb7fb2089']",39,,Left Foot,"[103.5, 31.4]",,"[{'location': [83.3, 46.7], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.7, 52.1], 'player': {'id': 3109, 'name': 'Malcom Filipe Silva de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.8, 23.9], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.7, 46.7], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.1, 27.6], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 41.3], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 31.5], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 24.6], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.8, 36.7], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.8, 18.4], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.9, 34.0], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.3, 43.7], 'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.9, 12.5], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",9b82eee4-724a-4bb5-896c-0a26ef8da74a,,,Blocked,0.016849345,Normal,Open Play,,,,Bastia,2736,00:25:39.208,Shot,
,,,,,,,,,,,,,,,1.18862,,,,,,,,,,,,,,909b9999-8f4b-4721-aebf-6ee1309dd2fc,2834,,,"[91.2, 53.0]",3901192,72,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adam Ounas,10448.0,Right Midfield,155,Bordeaux,146,"['1d2c2b37-3241-4e20-ac6d-cad0303bf99c', 'c1e1d333-402c-45c3-9234-7e96ebc7d680']",20,,Left Foot,"[117.5, 42.6, 0.1]",,"[{'location': [102.1, 34.8], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.8, 62.2], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.7, 56.5], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 46.6], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.2, 52.5], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.5, 53.2], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.8, 44.7], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [81.1, 55.1], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.4, 41.7], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 36.1], 'player': {'id': 3109, 'name': 'Malcom Filipe Silva de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.2, 72.0], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.5, 59.7], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.5, 61.8], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [78.1, 56.8], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",05957b6d-178d-4e8c-b3ee-1a7c88c08182,,,Saved,0.018496808,Normal,Open Play,,,,Bordeaux,146,00:27:20.755,Shot,True
,,,,,,,,,,,,,,,0.036567,,,,,,,,,,,,,,67be76f7-1fdf-428e-b0d8-41a85359a55b,2939,,,"[107.1, 59.1]",3901192,74,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Malcom Filipe Silva de Oliveira,3109.0,Left Midfield,160,Bordeaux,146,"['1f694257-daf1-40bb-a102-d23965a1571f', '4cbdf7ae-3772-4f6c-810a-ed83a00262f5']",50,,Left Foot,"[107.8, 58.1]",,"[{'location': [102.9, 44.9], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.5, 40.1], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.5, 58.1], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 49.9], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 59.8], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.8, 39.3], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 35.5], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 42.8], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 40.7], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.3, 42.4], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.7, 68.1], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",ded3be56-0f0b-4566-83be-967fbef513eb,,,Blocked,0.011321474,Normal,Open Play,,,,Bordeaux,146,00:29:50.864,Shot,
,,,,,,,,,,,,,,,1.243301,,,,,,,,,,,,,,5d8ee856-474f-44d2-a7bb-68314ad730fa,2999,,,"[90.2, 42.2]",3901192,76,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Seko Fofana,7791.0,Right Center Midfield,163,Bastia,2736,['c5f1f39b-c9dd-4354-a3aa-ac08df6d89ef'],39,,Right Foot,"[120.0, 41.1, 4.8]",,"[{'location': [101.2, 55.3], 'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.8, 36.6], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.1, 40.4], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 49.1], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 40.6], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 34.0], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 27.9], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.9, 41.0], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",cc4efadf-fbba-456b-9474-af16cc2b4fc0,,,Off T,0.038506467,Normal,Open Play,,,,Bastia,2736,00:31:39.123,Shot,
,,,,,,,,,,,,,,,1.342046,,,,,,,,,,,,,,aef7d77a-f403-4e52-9c5c-1ece2706ea4a,3087,,,"[87.3, 36.7]",3901192,81,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Diego Armando Valentin Contento,4628.0,Left Back,171,Bordeaux,146,['62100177-0c75-4c04-b447-8148875c97ec'],2,,Left Foot,"[120.0, 42.2, 0.5]",True,"[{'location': [112.1, 43.6], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': True}, {'location': [100.1, 69.6], 'player': {'id': 401489, 'name': 'Jussiê Ferreira Vieira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.7, 50.9], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.4, 51.0], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.2, 50.8], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.8, 45.0], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 39.8], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.8, 42.0], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 37.9], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 33.9], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.8, 32.4], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.8, 39.5], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 45.0], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [86.5, 38.1], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [110.2, 32.5], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.6, 44.9], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.6, 38.8], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 34.2], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.9, 49.6], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [80.4, 53.7], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,,Goal,0.01487435,Half Volley,Open Play,,,,Bordeaux,146,00:36:02.566,Shot,
,,,,,,,,,,,,,,,0.505953,,,,,,,,,,,,,,9845868b-d87d-43bb-bb1f-533fef6f1c6d,3151,,,"[102.2, 48.7]",3901192,83,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Floyd Ayité,15689.0,Right Center Forward,172,Bastia,2736,['8091c9ed-6eab-4f81-912e-dc7364a5a557'],21,,Right Foot,"[113.2, 41.6, 0.0]",True,"[{'location': [89.1, 18.1], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 45.3], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 40.8], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 29.9], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.1, 24.1], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.6, 43.1], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.2, 11.4], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.8, 23.7], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",2a79d2d6-9bc7-4637-9682-d4f675498501,,,Saved,0.13676181,Normal,Open Play,,,,Bastia,2736,00:38:21.530,Shot,
,,,,,,,,,,,,,,,0.459244,,,,,,,,,,,,,,9bb67958-068f-4766-bfc8-e469b3ccdf4d,3171,,,"[118.7, 43.1]",3901192,83,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Axel Ngando,29875.0,Left Center Midfield,173,Bastia,2736,['78b75823-ed94-44a0-85d0-0b2be08ffba9'],47,,Head,"[120.0, 42.3, 1.4]",,"[{'location': [97.4, 27.9], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.2, 45.5], 'player': {'id': 3109, 'name': 'Malcom Filipe Silva de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.5, 34.8], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.3, 42.2], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.6, 38.5], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.2, 31.0], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 34.5], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.4, 27.6], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.8, 23.6], 'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.4, 40.1], 'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.5, 23.6], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.1, 34.4], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [120.0, 26.5], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.1, 33.5], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",2ee8706e-2976-4ba0-8f4f-596b4a932d84,True,True,Goal,0.5937297,Normal,Open Play,,,,Bastia,2736,00:38:47.871,Shot,
,,,,,,,,,,,,,,,1.67667,,,,,,,,,,,,,,8b0f57eb-3101-4778-aa6d-815ea3b3d9f2,3339,,,"[99.3, 32.6]",3901192,88,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adam Ounas,10448.0,Right Wing,181,Bordeaux,146,"['b311dd07-4ba8-4a61-bd37-d6ffd2682014', 'c182d1d7-6bcc-417a-8e0e-98f22ed0e80a']",31,,Right Foot,"[120.0, 35.1, 0.0]",,"[{'location': [98.7, 36.5], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.5, 38.0], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 42.7], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.6, 35.8], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 29.5], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.3, 23.4], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.8, 30.4], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 27.5], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.5, 34.5], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.4, 33.3], 'player': {'id': 3109, 'name': 'Malcom Filipe Silva de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.9, 21.1], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.3, 52.5], 'player': {'id': 40518, 'name': 'Abdoulaye Traoré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.4, 46.9], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.2, 43.3], 'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",62dfdf3f-6fff-4519-b396-95272158f004,,,Off T,0.09374942,Normal,Open Play,,,,Bordeaux,146,00:43:31.003,Shot,True
,,,,,,,,,,,,,,,0.915073,,,,,,,,,,,,,,f3b7c2dd-6143-48e1-9a79-e69df966dd02,3385,,,"[99.8, 24.8]",3901192,90,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Adam Ounas,10448.0,Right Wing,186,Bordeaux,146,['44f5d1e8-487c-4c4a-8ac3-9fe7d4267233'],35,,Left Foot,"[120.0, 41.7, 4.2]",True,"[{'location': [105.6, 26.1], 'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.4, 28.0], 'player': {'id': 17617, 'name': 'Christopher Maboulou'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 32.7], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.5, 39.8], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 38.6], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 40.0], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 48.8], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 50.2], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.7, 39.8], 'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.5, 54.3], 'player': {'id': 3109, 'name': 'Malcom Filipe Silva de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.5, 35.4], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.7, 40.4], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,,,Off T,0.026558371,Half Volley,Open Play,,,,Bordeaux,146,00:45:35.369,Shot,
