ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.549076,,,,,,,,,,,,,,fa892522-a422-47f6-89c8-0fc58bbeb5e8,461,,"[93.6, 39.8]",3753994,12,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victor Wanyama,3098.0,Left Center Midfield,29,Southampton,25,['2106e576-1f1b-4758-8ae1-9f1cd68b699a'],10,,Right Foot,"[120.0, 43.7, 5.0]",True,"[{'location': [118.1, 41.0], 'player': {'id': 3487, 'name': 'Julián Speroni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 48.5], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 57.6], 'player': {'id': 15892, 'name': 'Jordon Mutch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.1, 44.5], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 46.2], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 37.1], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.3, 41.5], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 40.8], 'player': {'id': 3731, 'name': 'Adrian Mariappa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 40.0], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.3, 49.5], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.4, 66.4], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.6, 46.2], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.1, 54.3], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.3, 43.1], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.4, 30.7], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",b94c6fe7-789f-4c08-b795-28e35a02cce8,Off T,0.035426255,Normal,Open Play,,,,Southampton,25,00:12:10.143,Shot,
,,,,,,,,,,,,,,,0.615386,,,,,,,,,,,,,,a7e99a18-6cb0-4087-aad8-4d89ef583219,629,,"[104.5, 25.4]",3753994,17,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dwight Gayle,3092.0,Right Center Forward,38,Crystal Palace,31,['5cffd7a8-702e-4a7e-a1d6-84e9ec91be13'],11,,Left Foot,"[118.7, 37.1, 1.8]",True,"[{'location': [89.1, 39.5], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.4, 19.6], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.4, 24.5], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.7, 29.5], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.7, 23.1], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 27.5], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 33.2], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.8, 33.5], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.3, 18.7], 'player': {'id': 26699, 'name': 'Emmanuel Adebayor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.8, 37.1], 'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Saved,0.043678172,Half Volley,Open Play,,,,Crystal Palace,31,00:17:11.633,Shot,
,,,,,,,,,,,,,,,1.608178,,,,,,,,,,,,,,bb1cf813-a3d8-404b-82aa-c3350559829f,769,,"[106.1, 62.7]",3753994,20,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dušan Tadić,3831.0,Left Wing,46,Southampton,25,['414edf68-588a-4cf2-a532-dfb7cba1b104'],4,,Left Foot,"[120.0, 33.9, 1.0]",,"[{'location': [118.8, 39.6], 'player': {'id': 3487, 'name': 'Julián Speroni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.5, 34.4], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 29.9], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.7, 37.6], 'player': {'id': 3731, 'name': 'Adrian Mariappa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 35.2], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.6, 43.5], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.1, 48.5], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.5, 40.5], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.9, 56.1], 'player': {'id': 15892, 'name': 'Jordon Mutch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.6, 61.2], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 45.3], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 38.0], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.8, 47.7], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.7, 42.3], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",29de6239-5249-4522-8be1-40df205afe84,Off T,0.009388124,Normal,Open Play,,,,Southampton,25,00:20:04.788,Shot,
,,,,,,,,,,,,,,,2.252333,,,,,,,,,,,,,,fc51a76f-18a9-4b54-9304-ca3cc6049263,860,,"[105.6, 47.9]",3753994,22,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sadio Mané,3629.0,Right Wing,51,Southampton,25,"['9cb935e8-4d1e-48b0-a456-6b43a61d955b', '9d7180c0-faa9-46b2-a98b-10e1eafd83dc']",42,,Right Foot,"[120.0, 31.2, 0.4]",True,"[{'location': [90.0, 46.4], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.6, 50.2], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.8, 32.2], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.1, 59.8], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.4, 53.5], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 46.9], 'player': {'id': 3731, 'name': 'Adrian Mariappa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 42.0], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.6, 45.2], 'player': {'id': 3487, 'name': 'Julián Speroni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.9, 53.9], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.9, 52.8], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",646bbcc9-6499-4b36-a6d1-24ae25094c31,Off T,0.26358733,Normal,Open Play,,,,Southampton,25,00:22:42.414,Shot,True
,,,,,,,,,,,,,,,0.873369,,,,,,,,,,,,,,faa93023-352f-4a27-b91d-4d7d845906b4,923,,"[113.2, 41.5]",3753994,24,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Shane Long,3842.0,Center Forward,55,Southampton,25,"['1d626268-cf53-461d-8095-96907bee1270', '5578fbb7-e6c9-4398-8f70-4292061a59c9']",39,True,Head,"[120.0, 45.7, 1.0]",,"[{'location': [106.1, 32.1], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 43.1], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 27.6], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.2, 44.4], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.5, 43.2], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.5, 41.3], 'player': {'id': 3487, 'name': 'Julián Speroni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.2, 21.2], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.2, 33.0], 'player': {'id': 3731, 'name': 'Adrian Mariappa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 40.8], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 43.0], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",c2dce388-e663-467a-96b9-c221ab2ef749,Off T,0.15320468,Normal,Open Play,,,,Southampton,25,00:24:39.452,Shot,True
,,,,,,,,,,,,,,,0.847272,,,,,,,,,,,,,,76d3c112-323b-4ff9-bfee-2985221aad1b,1186,,"[96.2, 44.0]",3753994,29,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Oriol Romeu Vidal,3272.0,Right Center Midfield,63,Southampton,25,['2a219b04-7878-40cd-82c5-7d12631485e4'],53,,Left Foot,"[119.0, 42.7, 0.4]",True,"[{'location': [117.9, 40.3], 'player': {'id': 3487, 'name': 'Julián Speroni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 60.5], 'player': {'id': 15892, 'name': 'Jordon Mutch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.2, 43.4], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.2, 56.9], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 41.2], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 41.8], 'player': {'id': 3731, 'name': 'Adrian Mariappa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 43.4], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 48.9], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 34.3], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.7, 63.5], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.5, 48.1], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.9, 43.6], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.5, 40.7], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.4, 28.0], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",a9f2ee7a-ef4f-4c69-bc15-06e3a6e46453,Saved,0.027822316,Normal,Open Play,,,,Southampton,25,00:29:53.270,Shot,
,,,,,,,,,,,,,,,0.05059,,,,,,,,,,,,,,386b41e5-56ca-4a17-9442-d7000b86149b,1260,,"[98.5, 29.4]",3753994,31,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jason Puncheon,19688.0,Right Midfield,68,Crystal Palace,31,"['10f4e8ca-5299-4370-905e-87995dfb435f', '2ba52192-f888-42f3-ba59-3b3923ffef6f']",30,,Left Foot,"[99.9, 29.8]",,"[{'location': [117.2, 37.7], 'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 18.1], 'player': {'id': 26699, 'name': 'Emmanuel Adebayor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.7, 51.9], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.1, 34.5], 'player': {'id': 3092, 'name': 'Dwight Gayle'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.4, 22.6], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.7, 24.5], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.1, 49.6], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.2, 30.0], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.1, 30.3], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 35.8], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 42.4], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.7, 40.7], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [91.9, 32.1], 'player': {'id': 15892, 'name': 'Jordon Mutch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",d3acbb66-bc92-4b2b-a492-e5c4ef1f0d49,Blocked,0.023220545,Normal,Open Play,,,,Crystal Palace,31,00:31:30.008,Shot,
,,,,,,,,,,,,,,,1.33026,,,,,,,,,,,,,,334ad48e-946a-42bf-81b4-148c3ef1d8be,1301,,"[88.7, 43.3]",3753994,32,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pape N''Diaye Souaré,4884.0,Left Back,69,Crystal Palace,31,['ae58c30e-e0c9-4536-a6f1-e2ceb0a62969'],46,,Left Foot,"[120.0, 34.1, 0.7]",,"[{'location': [118.4, 39.0], 'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 32.7], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.7, 38.9], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.4, 36.6], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.8, 49.6], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.6, 51.6], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.6, 43.3], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.9, 40.3], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.7, 42.3], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 26.0], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.5, 38.4], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.1, 35.3], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.6, 34.6], 'player': {'id': 3092, 'name': 'Dwight Gayle'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.2, 40.6], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.2, 39.2], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [89.8, 61.4], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.1, 34.5], 'player': {'id': 3731, 'name': 'Adrian Mariappa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [98.4, 37.4], 'player': {'id': 26699, 'name': 'Emmanuel Adebayor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.1, 5.6], 'player': {'id': 15892, 'name': 'Jordon Mutch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,Off T,0.018566325,Normal,Open Play,,,,Crystal Palace,31,00:32:46.774,Shot,
,,,,,,,,,,,,,,,1.206008,,,,,,,,,,,,,,946c510d-de58-460a-897b-5ff8476cdc28,1312,,"[89.7, 35.2]",3753994,34,,True,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Virgil van Dijk,3669.0,Left Center Back,71,Southampton,25,['a4456b2e-2bff-49cb-8594-9d10973e3331'],33,,Right Foot,"[120.0, 37.9, 3.0]",,"[{'location': [104.0, 46.0], 'player': {'id': 3731, 'name': 'Adrian Mariappa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 39.7], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.4, 36.4], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.4, 37.1], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 37.8], 'player': {'id': 26699, 'name': 'Emmanuel Adebayor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.5, 40.7], 'player': {'id': 3487, 'name': 'Julián Speroni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.9, 43.0], 'player': {'id': 3092, 'name': 'Dwight Gayle'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.8, 48.8], 'player': {'id': 15892, 'name': 'Jordon Mutch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.3, 38.0], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 42.8], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 34.2], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.1, 41.0], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 43.3], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.1, 46.3], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.6, 37.4], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.5, 48.9], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.4, 33.7], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.8, 26.5], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Post,0.041076988,Normal,Free Kick,,,,Southampton,25,00:34:33.569,Shot,
,,,,,,,,,,,,,,,0.062889,,,,,,,,,,,,,,69db50f0-1e4b-4e5c-a12c-37c83aa6ed8d,1367,,"[110.4, 57.9]",3753994,35,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jason Puncheon,19688.0,Right Midfield,75,Crystal Palace,31,"['06db3b5c-f636-4030-9369-0ffbd3865fb7', '90b46aba-85eb-4d86-b6d8-1c36b8630ec1']",59,,Right Foot,"[111.2, 56.2]",,"[{'location': [107.5, 46.6], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.8, 38.4], 'player': {'id': 26699, 'name': 'Emmanuel Adebayor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.0, 40.5], 'player': {'id': 3092, 'name': 'Dwight Gayle'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.3, 55.9], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 47.1], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 52.1], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 41.3], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.4, 45.6], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.8, 37.5], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 44.4], 'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",cb8a3a0f-38fe-4f97-a008-939271d08d54,Blocked,0.010948072,Normal,Open Play,,,,Crystal Palace,31,00:35:59.954,Shot,
