50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.010053,,,,,,,,,,,f6cb589b-95a2-49bb-9c95-2982e02ff65b,53,,"[91.7, 27.3]",3900494,0,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mohamed Larbi,10616.0,Center Attacking Midfield,3,Gazélec Ajaccio,160,['117a4fe6-ae07-4659-b638-c114efb4c1ad'],46,,Right Foot,"[118.7, 39.1, 2.0]",,"[{'location': [119.0, 39.8], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [82.6, 44.1], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.5, 38.3], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.9, 39.5], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.4, 25.5], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.1, 30.7], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 22.4], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.5, 20.4], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [91.6, 23.5], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.3, 29.4], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 27.8], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.6, 36.0], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.7, 23.7], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",6ea14db7-9c4f-4629-8b00-e6250b5dd5a0,Saved,0.022631526,Normal,Open Play,,,,Gazélec Ajaccio,160,00:00:46.822,Shot,
,,,,,,,,,,,,,,,,0.973963,,,,,,,,,,,c6d592fa-b809-451f-aa14-1dd6405e3c82,491,,"[96.5, 45.4]",3900494,11,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Amos Youga,7389.0,Right Center Midfield,31,Gazélec Ajaccio,160,['30c8dc09-7634-4391-a458-5b9fa16e2dc6'],28,,Right Foot,"[120.0, 34.7, 0.2]",,"[{'location': [117.9, 40.0], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 45.4], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.0, 50.1], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.2, 42.3], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.8, 45.1], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 21.1], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 33.3], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.6, 24.2], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 34.8], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.3, 40.6], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.0, 32.0], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [79.0, 53.6], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",d2191f89-61d4-4db8-9234-315948ab6232,Off T,0.035041,Normal,Open Play,,,,Gazélec Ajaccio,160,00:11:28.651,Shot,
,,,,,,,,,,,,,,,,0.14212,,,,,,,,,,,1ea4a6cf-29ac-4130-9348-9d27062f52b6,870,,"[102.6, 50.9]",3900494,20,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mohamed Larbi,10616.0,Center Attacking Midfield,57,Gazélec Ajaccio,160,"['794fc267-7192-48f1-8610-5d0b9c6f88a3', '8b3fe050-ea8c-4f47-a4ef-5dd1d1083289']",29,,Right Foot,"[104.2, 50.0]",,"[{'location': [107.1, 46.5], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.6, 53.5], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.1, 62.6], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.1, 42.5], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.1, 43.6], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 40.3], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 63.4], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.6, 56.9], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [88.6, 60.8], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.6, 42.2], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.8, 59.7], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.8, 50.3], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,Blocked,0.039422307,Half Volley,Open Play,,,,Gazélec Ajaccio,160,00:20:29.962,Shot,
,,,,,,,,,,,,,,,,0.23648,,,,,,,,,,,7874444a-4fa8-40fc-9f44-c108c0a4c0a1,913,,"[113.4, 43.4]",3900494,21,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jacques Zoua Daogari,401505.0,Left Center Forward,59,Gazélec Ajaccio,160,"['66605636-6710-429b-9885-cbe982a12ce5', '6ba83dc5-8d32-4332-93d9-fbf809a3cb55', 'e53d3ccd-aa90-4f19-ad65-58f1c17a2c24']",38,,Right Foot,"[114.1, 42.9]",True,"[{'location': [113.2, 54.8], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [91.3, 60.4], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.4, 49.6], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.6, 59.2], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.2, 42.9], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.3, 34.4], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.9, 49.6], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.7, 53.2], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.1, 45.9], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 42.5], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 42.5], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",827a0f12-eab2-4a7d-8d03-bf619474b370,Blocked,0.17541465,Normal,Open Play,,,,Gazélec Ajaccio,160,00:21:38.578,Shot,True
,,,,,,,,,,,,,,,,1.087279,,,,,,,,,,,347a22c2-a44f-411d-9e27-73e18d8640ff,1421,,"[95.9, 40.8]",3900494,36,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Grégory Pujol,401506.0,Right Center Forward,95,Gazélec Ajaccio,160,"['23e2b73d-8dea-4a67-84ab-d0940bf90a63', '76a6962b-ee14-4ece-97cc-b0ea0506cf4a']",19,,Right Foot,"[113.6, 40.8, 0.2]",True,"[{'location': [97.6, 21.0], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.1, 15.0], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.0, 34.7], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.7, 41.6], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.1, 36.0], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.1, 28.2], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.4, 29.0], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.1, 41.2], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [90.3, 21.4], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 39.8], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",63fac812-e305-41de-8622-690f55d8e23c,Saved,0.07522157,Normal,Open Play,,,,Gazélec Ajaccio,160,00:36:19.812,Shot,True
,,,,,,,,,,,,,,,,0.308894,,,,,,,,,,,76645bc9-5066-4da0-b3c6-9374f2a191a7,1607,,"[88.2, 41.6]",3900494,41,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Henri Saivet,5110.0,Left Wing,107,Bordeaux,146,"['0eb93347-5169-4a30-ba6e-96adfaa2492c', 'eb3fa288-302d-459a-8b90-249b5455d0a6']",57,,Right Foot,"[98.1, 41.9]",,"[{'location': [101.8, 27.6], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 41.6], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.5, 40.3], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.4, 38.6], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 37.2], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 52.3], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [99.9, 44.0], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.9, 43.2], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.7, 42.5], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [98.6, 41.0], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.6, 41.7], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 44.3], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.2, 53.7], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.7, 39.5], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.7, 38.6], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.0, 26.4], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.5, 37.8], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Blocked,0.023855962,Normal,Free Kick,,,,Bordeaux,146,00:41:57.555,Shot,
,,,,,,,,,,,,,,,,0.258474,,,,,,,,,,,b39761db-3f29-45f8-8682-2d72edc3bd84,1613,,"[89.8, 41.5]",3900494,41,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Henri Saivet,5110.0,Left Wing,107,Bordeaux,146,"['1ac7a523-8e2f-4234-b81e-f5f677647387', '898be6b4-f833-4a5d-bc02-d5f34f80e898', 'd5ed07aa-74b8-4de6-b401-a372da68d436']",59,,Right Foot,"[98.5, 40.7]",,"[{'location': [93.6, 42.9], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [96.7, 46.9], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.8, 51.8], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [97.9, 44.1], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.2, 44.8], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.4, 42.2], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 41.6], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 40.6], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 40.2], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 29.7], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 40.7], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.4, 46.3], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.1, 42.2], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.8, 38.6], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.8, 49.3], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.8, 41.6], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.8, 27.8], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,Blocked,0.015057749,Half Volley,Open Play,,,,Bordeaux,146,00:41:59.437,Shot,True
,,,,,,,,,,,,,,,,0.845551,,,,,,,,,,,fdb8d589-6f6c-4612-95eb-c81a45d9d12a,1662,,"[94.9, 40.9]",3900494,43,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Larbi,10616.0,Center Attacking Midfield,109,Gazélec Ajaccio,160,['4ada1694-4f3f-4c7d-b1d1-efd278f5febb'],32,,Right Foot,"[120.0, 36.5, 0.5]",True,"[{'location': [94.1, 62.0], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 43.4], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 51.4], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 37.8], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 32.7], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.4, 42.0], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [76.5, 58.7], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.3, 39.6], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 38.6], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 44.6], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.1, 32.3], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,Goal,0.040484946,Normal,Open Play,,,,Gazélec Ajaccio,160,00:43:32.791,Shot,
,,,,,,,,,,,,,,,,0.838085,,,,,,,,,,,4ce7e3e4-9104-427d-807e-30235c6319d7,1933,,"[108.8, 34.6]",3900494,50,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wahbi Khazri,3196.0,Center Attacking Midfield,130,Bordeaux,146,['4c8c259b-677a-489b-b912-59d044a9ad04'],31,,Right Foot,"[120.0, 34.1, 1.0]",True,"[{'location': [89.8, 43.2], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.7, 29.3], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 33.7], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 14.1], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 37.3], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 45.4], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.1, 37.5], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.4, 41.8], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.3, 6.6], 'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.5, 38.1], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",408dd4ce-b539-4825-889a-9f9e0579b7a6,Off T,0.08969928,Volley,Open Play,,,,Bordeaux,146,00:05:31.708,Shot,
,,,,,,,,,,,,,,,,0.812454,,,,,,,,,,,c2dcdc0c-3262-4341-8451-f4e62960aae8,2115,,"[90.9, 39.9]",3900494,55,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,David Ducourtioux,401509.0,Right Center Midfield,141,Gazélec Ajaccio,160,['69f53bf1-e212-4c33-a3f6-e76c23e57357'],20,,Right Foot,"[120.0, 44.6, 4.7]",True,"[{'location': [99.2, 38.5], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [76.5, 20.5], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.9, 50.3], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.3, 40.0], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 29.7], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 17.2], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.5, 39.8], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.1, 16.3], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [97.9, 37.3], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.2, 24.4], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.8, 28.8], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",e1a30d89-eaf2-40c0-bb81-1bd5eab08448,Off T,0.023418957,Normal,Open Play,,,,Gazélec Ajaccio,160,00:10:20.561,Shot,
