ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.646699,,,,,,,,,,,,,,1d400672-67bf-47f7-a570-b4c33ff61533,1595,,"[101.1, 28.2]",266490,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,85,Barcelona,217,['5d9c75e2-a7a0-4176-b7f6-db5f98fcbccf'],22,Left Foot,,"[119.3, 40.2, 0.2]",,"[{'location': [104.2, 29.7], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 27.8], 'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.0, 29.0], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 32.5], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [89.9, 30.2], 'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [92.9, 31.5], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.7, 26.7], 'player': {'id': 3508, 'name': 'Sandro Ramírez Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 35.4], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.2, 47.6], 'player': {'id': 6616, 'name': 'Munir El Haddadi Mohamed'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.8, 63.4], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [90.7, 49.4], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [86.7, 34.1], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.8, 17.8], 'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.0, 47.3], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.4, 41.2], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 36.2], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.2, 37.3], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",906d462a-048a-4c42-a67f-06eb3c36a898,,Saved,0.0328684,Half Volley,Open Play,,,,Barcelona,217,00:35:22.438,Shot,
,,,,,,,,,,,,,,,0.621901,,,,,,,,,,,,,,34293fcb-199e-4b6d-abd1-8539e8ba6f21,1598,,"[108.0, 27.7]",266490,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sandro Ramírez Castillo,3508.0,Center Forward,85,Barcelona,217,['0d43622d-9ccc-4655-85a6-f9828e51b4b7'],24,Left Foot,,"[120.0, 35.2, 1.8]",True,"[{'location': [107.2, 32.7], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 31.6], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 30.3], 'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.2, 39.9], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 36.3], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.1, 39.5], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 40.4], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.3, 45.3], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.9, 61.5], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.6, 30.9], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.5, 38.0], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.3, 44.1], 'player': {'id': 6616, 'name': 'Munir El Haddadi Mohamed'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Off T,0.11584324,Normal,Open Play,,,,Barcelona,217,00:35:24.072,Shot,
,,,,,,,,,,,,,,,0.2799,,,,,,,,,,,,,,0d9f6932-1fe4-42ae-8dae-058cc394a3ae,1684,,"[100.2, 34.5]",266490,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,91,Barcelona,217,"['1874e6ee-9b0c-450b-aba0-02993456dca8', 'f3577732-822e-4757-b9ab-fcaf3b52b06c']",13,Right Foot,,"[104.5, 36.1]",,"[{'location': [99.5, 35.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.6, 43.9], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.8, 55.3], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.0, 49.8], 'player': {'id': 6616, 'name': 'Munir El Haddadi Mohamed'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.8, 31.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.4, 30.7], 'player': {'id': 3508, 'name': 'Sandro Ramírez Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.7, 38.4], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 35.2], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 36.4], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.8, 20.4], 'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [99.4, 23.4], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.9, 37.8], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 44.8], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.3, 41.4], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 36.5], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [87.7, 47.3], 'player': {'id': 6684, 'name': 'Roger Martí Salvador'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.6, 18.7], 'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",f7215d7a-4798-413d-833b-106a91872ca0,,Blocked,0.051928695,Normal,Open Play,,,,Barcelona,217,00:38:13.459,Shot,
,,,,,,,,,,,,,,,0.8661,,,,,,,,,,,,,,d913f681-28db-4828-a305-9ecd47a8f35e,1705,,"[108.1, 37.7]",266490,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,92,Barcelona,217,['0d5e3c1f-c110-4bb1-8a43-9090c9d5beaa'],56,Head,,"[120.0, 41.4, 3.9]",,"[{'location': [115.6, 61.9], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [119.7, 39.6], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 53.3], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.8, 44.4], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 41.2], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.3, 39.0], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 35.1], 'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.3, 37.1], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.3, 57.2], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.2, 47.7], 'player': {'id': 3508, 'name': 'Sandro Ramírez Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.5, 48.8], 'player': {'id': 6616, 'name': 'Munir El Haddadi Mohamed'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.7, 39.6], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",cbeb8d41-a089-4885-a57c-b1004247d3fd,,Off T,0.07834836,Normal,Open Play,,,,Barcelona,217,00:38:56.898,Shot,
,,,,,,,,,,,,,,,1.3342,,,,,,,,,,,,,,9a138ece-7780-4ba8-ab31-43c9457cc280,1953,,"[95.2, 46.0]",266490,45,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,106,Barcelona,217,['4650e177-717b-4fe8-ad59-0e78f854a512'],16,Left Foot,,"[120.0, 43.5, 3.7]",,"[{'location': [93.1, 44.5], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.6, 51.4], 'player': {'id': 6616, 'name': 'Munir El Haddadi Mohamed'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.7, 34.4], 'player': {'id': 3508, 'name': 'Sandro Ramírez Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.5, 32.0], 'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.9, 42.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.9, 43.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.2, 38.1], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.1, 42.7], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 34.7], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.8, 31.6], 'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.6, 41.0], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.2, 50.6], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.9, 46.2], 'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.7, 38.1], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.2, 43.7], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.1, 44.4], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 44.8], 'player': {'id': 6684, 'name': 'Roger Martí Salvador'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.2, 45.4], 'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",,,Off T,0.07018719,Normal,Free Kick,,,,Barcelona,217,00:45:16.441,Shot,
,,,,,,,,,,,,,,,0.1323,,,,,,,,,,,,,,d3f0074d-594e-4183-a60d-2134dbc94e95,2141,,"[102.6, 42.5]",266490,48,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Munir El Haddadi Mohamed,6616.0,Right Wing,116,Barcelona,217,"['a1d0225b-df6e-4861-9fb6-8144c0ce4449', 'b1f2504a-d9cd-418b-a433-ce613bee6c2f']",52,Left Foot,,"[104.0, 42.1]",,"[{'location': [108.2, 33.2], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.1, 40.4], 'player': {'id': 3508, 'name': 'Sandro Ramírez Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.5, 40.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.8, 38.7], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 60.0], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.7, 20.5], 'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.7, 56.9], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.5, 43.3], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 42.2], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.6, 54.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.2, 42.4], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 38.9], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.4, 36.0], 'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [108.1, 34.0], 'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.5, 39.4], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 40.0], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",fea51c29-a4ea-4116-83cd-b7c812cc31f7,,Blocked,0.03824493,Normal,Open Play,,,,Barcelona,217,00:03:52.581,Shot,
,,,,,,,,,,,,,,,0.5396,,,,,,,,,,,,,,eacfa3c3-6f4d-4930-bb36-35af1740cd6c,2178,,"[114.2, 35.6]",266490,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,118,Barcelona,217,['27027c22-315d-4194-80e4-11994449a4b4'],22,Right Foot,,"[120.0, 36.6, 0.2]",,"[{'location': [119.7, 37.6], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.9, 40.2], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.3, 40.0], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 34.9], 'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.8, 43.0], 'player': {'id': 6616, 'name': 'Munir El Haddadi Mohamed'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.1, 40.3], 'player': {'id': 3508, 'name': 'Sandro Ramírez Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.9, 52.1], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.2, 30.3], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",aefee59d-692a-44e5-8aeb-a4d91c1cde2c,,Goal,0.2406934,Normal,Open Play,,,,Barcelona,217,00:04:22.957,Shot,
,,,,,,,,,,,,,,,0.1453,,,,,,,,,,,,,,f2896570-dbb9-4a30-9a10-9ca8d1b82317,2266,,"[111.1, 50.9]",266490,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Víctor Camarasa Ferrando,6659.0,Right Center Midfield,124,Levante UD,221,"['00cd1c90-bd1a-4cc3-bc9d-85c8758c190d', 'f3d473d6-7c52-4d91-b17e-db9a69e6a5ba']",27,Right Foot,,"[111.6, 50.4]",,"[{'location': [97.7, 49.2], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.6, 47.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 43.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 40.5], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 47.5], 'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 43.8], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 50.1], 'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 62.7], 'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [102.5, 45.3], 'player': {'id': 6684, 'name': 'Roger Martí Salvador'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.9, 33.8], 'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",cd0b6b87-40c4-4ccf-8b02-11bb6091cc07,True,Blocked,0.14353284,Normal,Open Play,,,,Levante UD,221,00:07:27.988,Shot,
,,,,,,,,,,,,,,,0.2516,,,,,,,,,,,,,,8bc9fcdf-8aff-4ae6-b4c9-485a7fbaf0f7,2384,,"[115.0, 36.2]",266490,55,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,126,Barcelona,217,['f1f83890-96b4-4379-b07d-0085c939926b'],3,Right Foot,,"[118.3, 37.4]",True,"[{'location': [119.8, 36.5], 'player': {'id': 3508, 'name': 'Sandro Ramírez Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.0, 45.9], 'player': {'id': 6616, 'name': 'Munir El Haddadi Mohamed'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.7, 37.3], 'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.9, 38.6], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.8, 37.7], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 36.9], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.1, 39.5], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.1, 45.4], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.3, 52.3], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.5, 39.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Blocked,0.28247765,Volley,Open Play,,,,Barcelona,217,00:10:03.929,Shot,
,,,,,,,,,,,,,,,0.176,,,,,,,,,,,,,,09d58f5f-ed3f-4f0d-93cc-38285726d3d2,2389,,"[115.5, 32.7]",266490,55,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,126,Barcelona,217,"['7de44dfe-ae50-40d2-a59a-7d666cd2bb17', 'f51bd783-3e92-4b9b-ab00-9d65b0f7d12f']",5,Right Foot,True,"[120.0, 38.2, 0.2]",,"[{'location': [113.2, 44.3], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 39.4], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.6, 35.7], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.6, 36.7], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 35.7], 'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [115.9, 42.1], 'player': {'id': 6616, 'name': 'Munir El Haddadi Mohamed'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [120.0, 34.7], 'player': {'id': 3508, 'name': 'Sandro Ramírez Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Goal,0.12112332,Normal,Open Play,,,,Barcelona,217,00:10:05.469,Shot,
