bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.617646,,,,,,,,,,,,,,,a882481f-7c2e-459c-8c5d-ba3c7b40b6f9,33,,"[111.4, 38.3]",3754067,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,4,West Ham United,40,['e292d313-c4fd-4461-9154-d5a476b2ce80'],38,,Right Foot,"[120.0, 48.2, 0.0]",True,"[{'location': [116.9, 25.1], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.2, 31.0], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 45.6], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.4, 38.7], 'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.1, 30.5], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 35.4], 'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.6, 27.0], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.4, 28.7], 'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.1, 37.0], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 48.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",241ef275-d440-47c5-9e73-b684bc8fa2fe,,,Off T,0.3589368,Normal,Open Play,,,,West Ham United,40,00:00:38.282,Shot,
,,,,,,,,,,,,,,,5.559653,,,,,,,,,,,,,,,9ec4e349-6752-48f0-b815-826b8ca76d44,182,,"[105.4, 54.9]",3754067,5,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jason Puncheon,19688.0,Center Attacking Midfield,18,Crystal Palace,31,['559c6cb6-3c82-4376-a939-a2a59763ce16'],32,,Right Foot,"[120.0, 2.8, 0.2]",True,"[{'location': [117.2, 42.3], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.4, 51.8], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.4, 47.3], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.4, 28.2], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.1, 58.1], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.1, 40.8], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 50.6], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 50.7], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 53.8], 'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 32.9], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.4, 51.8], 'player': {'id': 3092, 'name': 'Dwight Gayle'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.8, 29.7], 'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.1, 37.6], 'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.1, 58.6], 'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",c1596933-163f-4301-b3ff-2363df3bcf94,,,Off T,0.036325805,Normal,Open Play,,,,Crystal Palace,31,00:05:32.913,Shot,
,,,,,,,,,,,,,,,0.7687,,,,,,,,,,,,,,,3894ffb6-3f67-47c8-84dc-a7b7e5339b69,259,,"[104.1, 27.1]",3754067,7,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dimitri Payet,3491.0,Left Wing,24,West Ham United,40,"['39e054c1-5e1f-44eb-8451-341924e9af4a', 'fe51a95b-5197-490d-a8b7-2647878294c9']",50,,Right Foot,"[118.8, 36.2, 0.0]",,"[{'location': [107.9, 33.2], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.9, 40.1], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.6, 51.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.4, 29.3], 'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 25.7], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 27.9], 'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.2, 40.3], 'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.9, 32.4], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 39.1], 'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 43.1], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 37.9], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 29.6], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.1, 41.9], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",cc2adde6-c599-4e15-b7e1-b12146d9ee81,,,Saved,0.04626811,Normal,Open Play,,,,West Ham United,40,00:07:50.582,Shot,True
,,,,,,,,,,,,,,,0.394808,,,,,,,,,,,,,,,ffba7730-fcd1-4f28-8f94-ed9ff366deae,342,,"[116.1, 46.4]",3754067,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dwight Gayle,3092.0,Center Forward,30,Crystal Palace,31,['c255c63c-c9bd-40d8-b400-56fdddd05fea'],26,,Right Foot,"[117.2, 45.4]",True,"[{'location': [118.8, 42.5], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.3, 55.0], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.3, 64.6], 'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.0, 48.8], 'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.6, 60.7], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 51.0], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 58.0], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.8, 62.2], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.6, 45.7], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 37.3], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 32.0], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 30.9], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,,Blocked,0.097420245,Half Volley,Open Play,,,,Crystal Palace,31,00:09:26.361,Shot,
,,,,,,,,,,,,,,,0.064536,,,,,,,,,,,,,,,9ec7a271-32cf-42e4-a238-3601f3cab981,349,,"[107.3, 43.5]",3754067,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jason Puncheon,19688.0,Center Attacking Midfield,30,Crystal Palace,31,"['b237f2fe-10f9-4aae-bacc-e634167f789a', 'e1bd61af-b355-4e4f-8a84-ec829f101e91']",29,,Left Foot,"[108.8, 42.9]",,"[{'location': [114.3, 53.0], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.9, 43.2], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 42.2], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 44.7], 'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 38.6], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.6, 54.2], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.4, 48.2], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 31.7], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.5, 49.3], 'player': {'id': 3092, 'name': 'Dwight Gayle'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.7, 49.0], 'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.7, 35.2], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.3, 40.3], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 39.5], 'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",70b8e001-2de3-4373-8193-1908531cada1,,,Blocked,0.08036799,Normal,Open Play,,,,Crystal Palace,31,00:09:29.412,Shot,
,,,,,,,,,,,,,,,0.933587,,,,,,,,,,,,,,,84bd20ce-cf02-4cad-9d51-4ad6acca553c,604,,"[93.6, 48.0]",3754067,16,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aaron Cresswell,3062.0,Left Back,44,West Ham United,40,['90d781cc-6a14-431b-8182-beb5e03f9002'],7,,Left Foot,"[120.0, 41.7, 5.3]",,"[{'location': [103.7, 38.1], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.3, 50.2], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.8, 33.3], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.4, 36.7], 'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 36.6], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.6, 35.0], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.4, 31.5], 'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [92.4, 45.8], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.4, 38.5], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.7, 39.6], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 47.7], 'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.2, 46.9], 'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 43.4], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.1, 46.2], 'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 45.4], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 42.5], 'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 43.6], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 39.2], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,,,Off T,0.055009887,Normal,Free Kick,,,,West Ham United,40,00:16:07.029,Shot,
,,,,,,,,,,,,,,,0.726437,,,,,,,,,,,,,,,012409fc-d929-4080-ae84-d778076d135a,748,,"[108.9, 48.6]",3754067,21,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carl Jenkinson,21254.0,Right Back,57,West Ham United,40,"['5bd11bfd-9c67-409e-803b-4ffa83649a9c', '5f6fe382-e24a-4ed2-b7aa-95a5816c8e2a']",57,,Right Foot,"[120.0, 39.9, 0.0]",,"[{'location': [107.9, 48.7], 'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.5, 49.4], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.6, 40.4], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.7, 32.7], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.2, 35.8], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 39.0], 'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 33.1], 'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.4, 46.4], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.6, 48.8], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 44.1], 'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.6, 42.6], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",09b69cce-8421-40a7-9de9-901db6c42a42,,,Goal,0.2918426,Normal,Open Play,,,,West Ham United,40,00:21:57.529,Shot,True
,,,,,,,,,,,,,,,0.49239,,,,,,,,,,,,,,,8d67f6f0-ad39-4e18-842b-8db1cc55818a,773,,"[108.5, 40.2]",3754067,24,,,,,,,,,,,,,,,,,,,,,,,1,Other,Yohan Cabaye,3277.0,Right Defensive Midfield,59,Crystal Palace,31,['9e4d0b49-ba89-409c-b8e1-6de6b33235e6'],44,,Right Foot,"[120.0, 36.7, 2.3]",,,,,,Goal,0.7835,Normal,Penalty,,,,Crystal Palace,31,00:24:44.943,Shot,
,,,,,,,,,,,,,,,0.262367,,,,,,,,,,,,,,,729a73cf-71cb-4bc1-95b7-bcd4ce13f931,910,,"[106.6, 27.8]",3754067,28,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,67,West Ham United,40,"['11bd8ff5-f6e4-4d05-9331-25d43029b172', '550be73b-b0ba-4933-881b-0dd46277f89a']",49,,Right Foot,"[109.9, 30.9]",,"[{'location': [111.5, 44.1], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 38.2], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 43.8], 'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.1, 58.5], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.4, 32.3], 'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 36.7], 'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [84.7, 55.2], 'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.3, 37.2], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 51.0], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.6, 36.7], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",118618c0-05cd-43f6-a2b6-037985ffbb80,,,Blocked,0.07159038,Half Volley,Open Play,,,,West Ham United,40,00:28:49.174,Shot,
,,,,,,,,,,,,,,,0.30934,,,,,,,,,,,,,,,6e32780c-9afc-402e-b501-fda71702d253,939,,"[108.8, 35.5]",3754067,29,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Diafra Sakho,3962.0,Center Forward,68,West Ham United,40,"['474a312c-69a9-49dc-9291-86f9d91644e6', '5fbec54d-8614-441b-8905-b3b08a60664c']",39,,Right Foot,"[110.6, 35.5]",,"[{'location': [93.0, 40.1], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.8, 42.8], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.4, 35.3], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 36.9], 'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 25.7], 'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.4, 27.2], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 27.9], 'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 23.6], 'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [85.7, 51.6], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 37.2], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",fb42690d-74cd-4d1f-b431-39a9d293ad9c,,,Blocked,0.09799115,Normal,Open Play,,,,West Ham United,40,00:29:39.699,Shot,
