50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.153741,,,,,,,,,,,,,,,,3289df19-01b3-461e-abc9-0d50268c36a4,62,,"[93.6, 27.8]",3901257,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sébastien Corchia,6716.0,Right Back,4,Lille,143,['c0443065-22c0-485f-b132-fd1793f97221'],51,,Right Foot,,"[120.0, 36.2, 1.5]",,"[{'location': [103.8, 35.9], 'player': {'id': 3200, 'name': 'Renaud Cohade'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 33.2], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 40.2], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 32.7], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.9, 32.1], 'player': {'id': 2944, 'name': 'Benjamin Corgnet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.1, 31.5], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.2, 30.9], 'player': {'id': 4766, 'name': 'Neal Maupay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.2, 30.1], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 40.8], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.9, 43.3], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 44.9], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 43.0], 'player': {'id': 40523, 'name': 'Marko Baša'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.9, 33.2], 'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.6, 41.7], 'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.7, 34.4], 'player': {'id': 3425, 'name': 'Morgan Amalfitano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.4, 44.9], 'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [91.9, 30.3], 'player': {'id': 3218, 'name': 'Marcos Paulo Mesquita Lopes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [83.3, 38.0], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Post,0.04111534,Normal,Free Kick,,,,Lille,143,00:01:51.118,Shot,
,,,,,,,,,,,,,,,,,,1.712939,,,,,,,,,,,,,,,,23550fad-8446-4b0f-9d96-53ebaa5bb089,78,,"[87.1, 35.1]",3901257,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ibrahim Amadou,11332.0,Center Defensive Midfield,4,Lille,143,['f58780b3-9bb1-4034-a6fc-901a8d893a07'],6,,Right Foot,,"[120.0, 49.3, 3.3]",True,"[{'location': [94.2, 33.5], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.1, 39.0], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.8, 20.5], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.7, 19.5], 'player': {'id': 2944, 'name': 'Benjamin Corgnet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.9, 24.0], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.9, 31.3], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 35.8], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [84.3, 25.7], 'player': {'id': 4766, 'name': 'Neal Maupay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.0, 23.6], 'player': {'id': 3200, 'name': 'Renaud Cohade'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 39.7], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 43.7], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.7, 22.0], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.7, 26.1], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.5, 25.0], 'player': {'id': 3218, 'name': 'Marcos Paulo Mesquita Lopes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.1, 19.4], 'player': {'id': 3425, 'name': 'Morgan Amalfitano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 36.7], 'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.9, 45.5], 'player': {'id': 40523, 'name': 'Marko Baša'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.9, 56.7], 'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [85.6, 46.4], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",39566c37-eafd-4b6a-87f3-2c8ea7b1c1a3,Off T,0.019332688,Normal,Open Play,,,,Lille,143,00:02:06.854,Shot,
,,,,,,,,,,,,,,,,,,1.117496,,,,,,,,,,,,,,,,d4f38c8c-7600-4574-935f-822a92baab07,352,,"[83.8, 40.0]",3901257,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Morgan Amalfitano,3425.0,Left Wing,22,Lille,143,"['dcf5125f-0035-4b61-aaa3-90cf750c626d', 'e9f31215-db64-4b37-bad9-80b064467606']",48,,Right Foot,,"[114.7, 38.5, 0.0]",,"[{'location': [78.3, 41.2], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.2, 37.6], 'player': {'id': 3200, 'name': 'Renaud Cohade'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [83.7, 55.3], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.7, 47.8], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.0, 39.0], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.5, 33.3], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.5, 23.7], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.3, 39.2], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.1, 12.3], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [75.3, 55.6], 'player': {'id': 3218, 'name': 'Marcos Paulo Mesquita Lopes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.8, 70.9], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.2, 46.3], 'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [82.4, 47.2], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",50f56019-6611-4526-9751-e7b0c8f7a81d,Saved,0.010799346,Normal,Open Play,,,,Lille,143,00:08:48.900,Shot,True
,,,,,,,,,,,,,,,,,,0.611138,,,,,,,,,,,,,,,,e92c304d-2956-4c22-bc97-2548023c08bd,958,,"[108.6, 42.0]",3901257,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Loïc Perrin,4263.0,Right Center Back,46,Saint-Étienne,135,"['4e7bf721-bee7-4575-8a06-87c6d82d98a3', '845471dc-d234-4fa8-a35b-ba3e9ad7edee']",49,True,Head,,"[119.3, 40.9, 2.2]",,"[{'location': [108.3, 41.0], 'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.5, 41.4], 'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 43.2], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.7, 42.5], 'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.6, 35.4], 'player': {'id': 40523, 'name': 'Marko Baša'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 36.6], 'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 30.5], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.7, 27.1], 'player': {'id': 3218, 'name': 'Marcos Paulo Mesquita Lopes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.8, 41.0], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 18.5], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 14.6], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.5, 42.0], 'player': {'id': 4766, 'name': 'Neal Maupay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.5, 37.7], 'player': {'id': 2944, 'name': 'Benjamin Corgnet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.5, 34.5], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",b2af96d9-ae18-4f79-9ba6-5ac154cbcbab,Saved,0.04764935,Normal,Open Play,,,,Saint-Étienne,135,00:20:49.639,Shot,True
,,,,,,,,,,,,,,,,,,1.194652,,,,,,,,,,,,,,,,daf63829-3e98-474b-aaa0-769f364a316e,997,,"[91.1, 28.8]",3901257,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Neal Maupay,4766.0,Center Forward,50,Saint-Étienne,135,"['59078d01-6917-48b0-8caf-fc2b62584598', 'f964626e-4afb-4ca1-9f1a-d586e9cbea27']",40,,Right Foot,,"[117.4, 40.3, 1.6]",True,"[{'location': [85.2, 48.7], 'player': {'id': 3425, 'name': 'Morgan Amalfitano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.5, 31.6], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 29.9], 'player': {'id': 40523, 'name': 'Marko Baša'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.6, 32.4], 'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.6, 5.9], 'player': {'id': 3218, 'name': 'Marcos Paulo Mesquita Lopes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [84.4, 24.9], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [91.5, 25.3], 'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 23.8], 'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.5, 16.3], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 39.3], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [77.9, 57.3], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.5, 29.6], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.2, 15.3], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.1, 20.1], 'player': {'id': 2944, 'name': 'Benjamin Corgnet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [81.7, 32.7], 'player': {'id': 3200, 'name': 'Renaud Cohade'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [75.1, 2.8], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [84.0, 27.4], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,Saved,0.021266732,Normal,Open Play,,,,Saint-Étienne,135,00:22:40.772,Shot,True
,,,,,,,,,,,,,,,,,,1.301748,,,,,,,,,,,,,,,,63016108-a9ec-44f1-8d52-33483a010879,1106,,"[89.4, 50.1]",3901257,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Paulo Mesquita Lopes,3218.0,Right Wing,55,Lille,143,"['c9eab96e-56bd-4658-bc4f-fb161203f26c', 'df906542-f3d3-4ae8-aeeb-01ebff014f17']",54,,Left Foot,,"[120.0, 48.6, 0.0]",,"[{'location': [96.8, 48.7], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 30.6], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.6, 49.8], 'player': {'id': 3200, 'name': 'Renaud Cohade'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.9, 48.6], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.3, 56.1], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 53.8], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 40.6], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 63.6], 'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.2, 20.4], 'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",bd0a8852-79c7-4a26-9529-9ca16af4644b,Off T,0.021809744,Normal,Open Play,,,,Lille,143,00:24:54.003,Shot,True
,,,,,,,,,,,,,,,,,,0.515131,,,,,,,,,,,,,,,,dc8625f3-9d73-449b-9b45-c33c6d849e49,1214,,"[111.2, 35.1]",3901257,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Benjamin Corgnet,2944.0,Center Attacking Midfield,57,Saint-Étienne,135,"['26e891d4-3620-48bf-9a1d-2b13800884fa', '426c058e-ba6c-4a91-a649-b324c8871707']",18,,Left Foot,,"[120.0, 34.0, 0.0]",True,"[{'location': [97.0, 29.3], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.3, 47.4], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.6, 42.7], 'player': {'id': 40523, 'name': 'Marko Baša'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 37.3], 'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 29.0], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 37.8], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 44.8], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [120.0, 21.5], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.4, 41.7], 'player': {'id': 4766, 'name': 'Neal Maupay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",a0385bd9-c57d-4409-b585-1369eca0a8a5,Off T,0.3802055,Normal,Open Play,,,,Saint-Étienne,135,00:27:18.046,Shot,True
,,,,,,,,,,,,,,,,,,1.389632,,,,,,,,,,,,,,,,6daf396a-50fc-4770-bac3-368c924a5167,1356,,"[97.9, 54.1]",3901257,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Florent Balmont,3211.0,Right Center Midfield,66,Lille,143,['32482983-89a3-4cb7-ae5b-9dc95d8036ec'],17,,Right Foot,,"[120.0, 38.4, 4.6]",,"[{'location': [118.6, 40.9], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.5, 21.2], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.4, 51.8], 'player': {'id': 3200, 'name': 'Renaud Cohade'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 54.8], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.4, 73.1], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.2, 62.2], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 46.6], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 37.7], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 32.4], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 3425, 'name': 'Morgan Amalfitano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.8, 34.8], 'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 73.5], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [89.7, 69.7], 'player': {'id': 3218, 'name': 'Marcos Paulo Mesquita Lopes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",25bd8826-c2fb-4c4f-a199-198cd5bd926b,Off T,0.025409183,Normal,Open Play,,,,Lille,143,00:31:17.108,Shot,
,,,,,,,,,,,,,,,,,,0.563272,,,,,,,,,,,,,,,,c55b0f65-7331-4b6a-a304-2bee1477bdbb,1580,,"[103.7, 30.4]",3901257,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Benjamin Corgnet,2944.0,Center Attacking Midfield,81,Saint-Étienne,135,"['24e6602d-e7f7-40d8-8e0c-349b1de34f63', 'c73ec8e0-8ae2-4a26-b424-d9acb68e7fa8']",22,,Right Foot,,"[116.2, 37.6, 0.0]",,"[{'location': [99.3, 22.8], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.1, 29.9], 'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 40.1], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 33.1], 'player': {'id': 40523, 'name': 'Marko Baša'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 26.7], 'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 14.9], 'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.9, 37.8], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 39.9], 'player': {'id': 4766, 'name': 'Neal Maupay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.8, 10.3], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.3, 23.9], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",ccd23e0f-7df0-4517-815a-6f3d809dcf45,Saved,0.095622435,Normal,Open Play,,,,Saint-Étienne,135,00:37:22.416,Shot,True
,,,,,,,,,,,,,,,,,,0.561868,,,,,,,,,,,,,,,,963b09e1-2fec-422d-a7d4-e4bc5a842edf,1683,,"[108.0, 40.0]",3901257,40,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Éderzito António Macedo Lopes,15996.0,Center Forward,89,Lille,143,['243ac97e-f6aa-4035-8175-ab922aec3d70'],56,,Right Foot,,"[120.0, 36.7, 1.3]",,,,Goal,0.7835,Normal,Penalty,,,,Lille,143,00:40:56.264,Shot,
