ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.18315,,,,,,,,,,,,fc430c72-f3e3-4864-a16a-73731666ed32,34,,,"[94.9, 30.7]",3775579,1,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fara Williams,10251.0,Left Center Midfield,4,Reading WFC,974,"['0228ddf1-bcf8-4a77-8ad5-0ab693d69b32', '5f5439f5-2898-43f8-a4e6-c36fdaad1577']",11,,Right Foot,"[98.7, 32.2]",,"[{'location': [118.8, 39.3], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 32.7], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.7, 28.3], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.0, 21.3], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.2, 48.1], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.9, 36.7], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.2, 37.3], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.9, 18.1], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.2, 32.1], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.4, 29.4], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 34.3], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 36.3], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.7, 37.6], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 43.4], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",27be6cb6-c53a-4cdd-ba66-7af6c80ea2c2,,Blocked,0.025143964,Normal,Open Play,,,,Reading WFC,974,00:01:11.103,Shot,
,,,,,,,,,,,,,,,0.246913,,,,,,,,,,,,e805d11a-1ea4-41f9-a633-e4f208df0096,135,,,"[101.9, 50.4]",3775579,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rachel Rowe,19780.0,Center Defensive Midfield,9,Reading WFC,974,"['88691d66-3a3e-4d48-a64a-7c848c6aa857', 'bc3aeb38-b934-4d48-9e0e-55465d4acf64']",43,,Left Foot,"[106.5, 46.6]",,"[{'location': [102.4, 66.2], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.3, 55.3], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 46.0], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 51.2], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.1, 49.7], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.0, 42.8], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.2, 44.2], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.6, 37.3], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.8, 59.8], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.1, 43.1], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 35.4], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.7, 47.1], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.2, 42.3], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 34.9], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.5, 38.4], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",26db744a-20e3-4a26-a307-632888f2c135,,Blocked,0.01983576,Normal,Open Play,,,,Reading WFC,974,00:03:43.217,Shot,
,,,,,,,,,,,,,,,1.264388,,,,,,,,,,,,91f0b576-4e9a-4235-9245-f8c77a5ad95e,718,,,"[95.7, 47.0]",3775579,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Angharad James,15577.0,Right Center Midfield,30,Reading WFC,974,['83aca730-bcfb-499b-bad5-c816df9cb2c8'],14,,Left Foot,"[120.0, 41.0, 4.8]",True,"[{'location': [104.4, 39.7], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 42.7], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.8, 49.5], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.0, 62.4], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.0, 62.9], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.0, 41.4], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [118.5, 41.3], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 43.9], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.8, 37.6], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.4, 51.5], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.9, 39.3], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.4, 50.1], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.5, 43.2], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 48.6], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.3, 52.2], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 53.9], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",a78b16fd-2f0f-468c-91ee-401ac8ccd498,,Off T,0.04149885,Normal,Open Play,,,,Reading WFC,974,00:16:14.961,Shot,
,,,,,,,,,,,,,,,0.050025,,,,,,,,,,,,9397f0b6-035c-46f5-b5bf-3a816abd830a,850,,,"[94.9, 37.6]",3775579,22,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danielle Carter,24281.0,Left Midfield,37,Reading WFC,974,"['5c167e2a-ec48-431d-9877-72fadd382efc', 'fe6065df-82a4-4fd3-af9a-476828befc60']",5,,Right Foot,"[96.7, 37.7]",,"[{'location': [118.4, 39.6], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 40.1], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 36.8], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.7, 50.5], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.5, 46.4], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.8, 36.5], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.5, 39.1], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [85.0, 37.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [86.9, 47.5], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [91.3, 41.6], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.5, 32.7], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.0, 36.8], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.8, 39.3], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",5b301c93-c99b-4d09-8d1f-bb90d35b1bc8,,Blocked,0.032685213,Normal,Open Play,,,,Reading WFC,974,00:22:05.459,Shot,
,,,,,,,,,,,,,,,0.598764,,,,,,,,,,,,17bfc03a-226c-4476-ab75-4e6ab3d6de0f,1273,,,"[115.0, 47.1]",3775579,32,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aileen Whelan,16374.0,Center Defensive Midfield,56,Brighton & Hove Albion WFC,965,"['0d8cba43-2477-4d73-bd0f-979a7d9aa4a1', '9c8cc236-d711-4a81-8e16-aa231cf1bd72']",11,True,Head,"[120.0, 43.0, 4.9]",,"[{'location': [118.0, 43.5], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 43.1], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.8, 46.5], 'player': {'id': 46636, 'name': 'Bethan Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 41.6], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.2, 36.6], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.7, 35.8], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.6, 29.8], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.7, 43.8], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.7, 29.5], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.5, 34.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.5, 37.6], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 41.7], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 43.1], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 44.1], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",36f4eda3-5a0e-4d55-836c-39f722482de2,True,Off T,0.106995925,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:32:11.604,Shot,True
,,,,,,,,,,,,,,,0.841163,,,,,,,,,,,,fc2149e1-95bb-4068-a2e7-6601205f599b,1385,,,"[107.9, 40.0]",3775579,35,,,,,,,,,,,,,,,,,,,,,,,1,Other,Fara Williams,10251.0,Left Center Midfield,62,Reading WFC,974,['291a3d52-7901-4fed-a540-409d3b453818'],38,,Right Foot,"[120.0, 42.7, 0.1]",,,,,Goal,0.7835,Normal,Penalty,,,,Reading WFC,974,00:35:38.294,Shot,
,,,,,,,,,,,,,,,0.382984,,,,,,,,,,,,ec626f5e-618c-4756-afcc-da7f764c92c9,1465,,,"[111.0, 54.0]",3775579,37,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Right Wing,65,Brighton & Hove Albion WFC,965,"['95e1f860-8438-4b22-9ada-961c769e94a0', 'a5ede481-7023-4938-bff8-7f82b05cbce0']",50,,Right Foot,"[117.3, 44.0, 0.0]",,"[{'location': [118.1, 44.2], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 38.4], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.8, 53.1], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 46.0], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 49.1], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.3, 41.2], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",482fd894-2a94-4f7b-8732-9b2987c7073a,True,Saved,0.07379293,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:37:50.206,Shot,True
,,,,,,,,,,,,,,,0.593371,,,,,,,,,,,,7a987f5b-0ba7-422f-b845-a82219f3d334,1468,,,"[111.9, 51.2]",3775579,37,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Right Wing,65,Brighton & Hove Albion WFC,965,['c392222d-108a-4307-a452-9f35b75b6ed2'],52,,Left Foot,"[117.9, 43.6, 0.5]",True,"[{'location': [109.1, 50.0], 'player': {'id': 46636, 'name': 'Bethan Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.7, 44.7], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 38.4], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 26.3], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.3, 28.0], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 42.9], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 21.9], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.8, 35.2], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.7, 49.8], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.14900702,Volley,Open Play,,,,Brighton & Hove Albion WFC,965,00:37:52.298,Shot,
,,,,,,,,,,,,,,,0.632973,,,,,,,,,,,,97150214-9328-4ac1-826a-74e75717a1dc,1620,,,"[110.9, 38.9]",3775579,42,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danielle Carter,24281.0,Left Midfield,74,Reading WFC,974,['23f7390d-41a1-4e8c-a2d2-36cc4fc7ac35'],2,,Left Foot,"[120.0, 42.3, 0.2]",,"[{'location': [116.9, 39.2], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.2, 46.7], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 53.1], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.4, 40.3], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 39.9], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.1, 45.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.6, 46.0], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.2, 51.7], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",6a4b8904-f812-40b6-95f1-37dbf5b7474a,,Goal,0.1934528,Half Volley,Open Play,,,,Reading WFC,974,00:42:02.898,Shot,
,,,,,,,,,,,,,,,1.240125,,,,,,,,,,,,6ce76585-890e-408c-ab8e-35391c23351b,1649,,,"[108.6, 44.8]",3775579,43,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Geum-Min Lee,25453.0,Center Forward,76,Brighton & Hove Albion WFC,965,"['ee05c7fc-a5b1-440a-961b-4110bd2b40cb', 'f50c863f-1af9-4519-81ad-a98ea1e5f56c']",51,True,Head,"[120.0, 43.5, 2.0]",,"[{'location': [115.9, 42.4], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 44.2], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.4, 34.3], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.2, 51.8], 'player': {'id': 46636, 'name': 'Bethan Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.1, 45.3], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 38.8], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 33.6], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.9, 35.5], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.1, 51.4], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.4, 55.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.3, 40.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.6, 34.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",6cb32c46-7730-4d2c-ac56-2208cad164f9,,Goal,0.071942925,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:43:51.518,Shot,True
