50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.083257,,,,,,,,,,,,,497be6f6-c515-4c13-ac8b-50c73a89f554,447,,,"[88.7, 34.1]",3829498,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Isaac Kiese Thelin,5615.0,Center Forward,23,Bordeaux,146,"['14f7f073-9666-465b-83a3-6afd4bd25d1c', '9c0d4f29-48fc-4292-8c84-fc9199f5fb59']",37,,Right Foot,,"[120.0, 53.0, 5.1]",True,"[{'location': [116.5, 39.9], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.7, 36.6], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.1, 32.3], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.8, 36.7], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.3, 33.3], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.6, 20.5], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.0, 44.6], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [84.0, 32.8], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [82.2, 19.4], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Off T,0.022896336,Normal,Open Play,,,,Bordeaux,146,00:07:37.452,Shot,True
,,,,,,,,,,,,,,,,,,0.947753,,,,,,,,,,,,,6c9b2035-1104-490f-842a-2dce1465dda7,576,,,"[97.3, 53.6]",3829498,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jaroslav Plašil,3150.0,Center Attacking Midfield,29,Bordeaux,146,['e629278d-e108-4bff-9c69-7efeaf68cc18'],12,,Left Foot,,"[116.6, 40.8, 1.3]",,"[{'location': [101.6, 51.4], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 59.1], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 41.6], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 34.8], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 42.1], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 49.4], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.3, 33.3], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.9, 72.0], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.6, 61.0], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.8, 33.0], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.4, 36.3], 'player': {'id': 5615, 'name': 'Isaac Kiese Thelin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",bdeb4af4-3a88-4ac2-8f21-93102a0ecd04,Saved,0.030284448,Normal,Open Play,,,,Bordeaux,146,00:10:12.834,Shot,
,,,,,,,,,,,,,,,,,,0.599518,,,,,,,,,,,,,374de2d3-b9e9-4b99-8512-d132ec722a79,823,,,"[114.4, 46.0]",3829498,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pablo Nascimento Castro,4542.0,Right Center Back,44,Bordeaux,146,['10f08b72-5cd4-4fbf-bdc5-dfe208aa56d8'],58,,Head,,"[120.0, 46.5, 0.8]",,"[{'location': [111.8, 46.1], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.3, 51.0], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.2, 39.8], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.8, 39.2], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.4, 36.8], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 46.0], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.2, 48.3], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 44.6], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.5, 42.2], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.9, 41.1], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.5, 52.2], 'player': {'id': 5615, 'name': 'Isaac Kiese Thelin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.3, 45.0], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.8, 38.4], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.2, 37.7], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.2, 46.1], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",5360984a-2013-4f97-bc7e-6803cdb65394,Off T,0.13190189,Normal,Open Play,,,,Bordeaux,146,00:15:58.901,Shot,
,,,,,,,,,,,,,,,,,,0.80992,,,,,,,,,,,,,431f8fa0-de8e-4dfc-b6d1-58f938dcaa71,1699,,,"[115.0, 31.6]",3829498,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Diego Alejandro Rolan Silva,6739.0,Left Wing,91,Bordeaux,146,['df96ce27-df6a-48a6-bf63-a83d2300ff54'],12,,Left Foot,,"[120.0, 37.4, 0.9]",True,"[{'location': [113.7, 39.4], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.8, 35.6], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [119.1, 41.4], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 47.1], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.5, 41.5], 'player': {'id': 5615, 'name': 'Isaac Kiese Thelin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",09922afd-e9df-4f57-8136-c5a2827cb1da,Goal,0.17054772,Volley,Open Play,,,,Bordeaux,146,00:37:12.417,Shot,
,,,,,,,,,,,,,,,,,,0.164115,,,,,,,,,,,,,e6606f58-ad35-4b01-ad1a-c3a1895956c3,2078,,,"[111.9, 38.8]",3829498,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Benjamin Moukandjo Bilé,33178.0,Right Center Forward,111,Lorient,165,"['73c337e6-379e-4174-93f7-a47945e31c55', '9eb33534-a207-42f1-8e89-ecd07c600aba', 'f1cb3757-52e9-470c-9693-412386bf6d2c']",48,True,Head,,"[112.6, 38.8]",,"[{'location': [109.7, 56.9], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 45.8], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.2, 48.9], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 34.1], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.5, 45.2], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.8, 38.7], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 35.3], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 40.8], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 60.9], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.8, 43.2], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.0, 39.0], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",0a2aa390-111e-421e-8ac6-a8faa80db0e0,Blocked,0.09609422,Normal,Open Play,,,,Lorient,165,00:00:48.297,Shot,True
,,,,,,,,,,,,,,,,,,0.545538,,,,,,,,,,,,,c67466d7-cb52-425e-9932-7efaf0e509fc,2127,,,"[114.1, 38.9]",3829498,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Benjamin Moukandjo Bilé,33178.0,Right Center Forward,111,Lorient,165,['15f9ef6a-af95-4a4f-bb16-549900e7eaa9'],37,,Head,,"[120.0, 37.1, 0.3]",,"[{'location': [108.9, 48.6], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 61.6], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 37.6], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 25.6], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.1, 47.1], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.4, 41.6], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.2, 34.9], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 40.9], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [120.0, 66.6], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.9, 42.5], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.8, 32.0], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",7ab2edc8-2775-4667-be77-960857be3420,Goal,0.32690504,Normal,Open Play,,,,Lorient,165,00:01:37.689,Shot,
,,,,,,,,,,,,,,,,,,1.096512,,,,,,,,,,,,,4e214b3c-6340-4102-abc7-b693f15d2aab,2329,,,"[82.6, 39.8]",3829498,52,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,André Biyogo Poko,30338.0,Left Defensive Midfield,125,Bordeaux,146,['38bdb4e0-738d-4d1a-b690-d66d209e08ff'],30,,Right Foot,,"[120.0, 42.8, 3.5]",,"[{'location': [80.6, 12.5], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [91.6, 52.0], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [93.1, 44.5], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.1, 39.5], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.3, 32.4], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.9, 20.1], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.6, 37.5], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [83.6, 28.8], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.7, 39.9], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.1, 32.3], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.0, 33.3], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [80.3, 64.1], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.6, 39.0], 'player': {'id': 5615, 'name': 'Isaac Kiese Thelin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c391e23a-5f40-49e6-8fa7-340521bdc405,Off T,0.006075806,Normal,Open Play,,,,Bordeaux,146,00:07:30.466,Shot,
,,,,,,,,,,,,,,,,,,0.795567,,,,,,,,,,,,,802aa73a-4361-435b-8a8e-14f2cc8d039d,2530,,,"[84.8, 28.1]",3829498,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Vincent Le Goff,7199.0,Left Back,137,Lorient,165,"['6047e11c-e2b3-4778-bc0f-cb2da1233443', '87e724b2-7338-4838-a460-59b8cc66f069']",53,,Left Foot,,"[102.0, 35.6]",True,"[{'location': [87.6, 56.8], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [87.4, 31.7], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.2, 33.9], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 35.8], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.2, 49.1], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.7, 47.0], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.4, 40.3], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 33.7], 'player': {'id': 5615, 'name': 'Isaac Kiese Thelin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.4, 29.7], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.6, 38.3], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.6, 39.5], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.6, 43.6], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.2, 55.7], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.9, 54.8], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.0, 41.2], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.2, 34.3], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [88.1, 23.7], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [97.4, 34.4], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,Blocked,0.004635813,Half Volley,Open Play,,,,Lorient,165,00:13:53.258,Shot,
,,,,,,,,,,,,,,,,,,0.626045,,,,,,,,,,,,,4eb0ce7e-926f-4dd2-af8b-d5cbe1ad752e,2738,,,"[108.1, 40.1]",3829498,63,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Abdul Majeed Waris,7615.0,Left Center Forward,151,Lorient,165,['a379277d-8bcc-48a3-820d-2e4b65656e29'],45,,Right Foot,,"[120.0, 37.9, 0.3]",,,,Goal,0.7835,Normal,Penalty,,,,Lorient,165,00:18:45.588,Shot,
,,,,,,,,,,,,,,,,,,0.179046,,,,,,,,,,,,,a8b1dff4-90b1-48df-88f6-93b3bf6c8bfb,2806,,,"[106.1, 46.8]",3829498,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Zargo Touré,7211.0,Left Center Back,158,Lorient,165,"['9cb6fbff-4a20-458d-8cb6-eb27f9ee35fc', 'b72f4bca-1f11-4141-a0f7-16b371e9d831']",11,,Left Foot,,"[110.0, 45.5]",True,"[{'location': [118.2, 42.7], 'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.4, 46.8], 'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.1, 36.1], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.4, 45.6], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 42.4], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 40.0], 'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 42.5], 'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.1, 35.7], 'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 36.4], 'player': {'id': 5615, 'name': 'Isaac Kiese Thelin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [120.0, 41.9], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.5, 33.1], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.4, 37.2], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [117.4, 44.2], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 46.2], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.3, 40.3], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,Blocked,0.057609793,Volley,Open Play,,,,Lorient,165,00:21:11.049,Shot,
