50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.858004,,,,,,,,,,,7e924284-d49e-4eb6-bff4-483f1b386591,1978,,"[109.1, 32.7]",3775542,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maéva Clemaron,31713.0,Left Center Midfield,103,Everton LFC,967,"['2f011d34-f6e1-4508-b126-9dce907ca65d', '39d42991-7bf4-4fab-9cf5-22514ebf2c2a']",32,,Left Foot,"[119.2, 42.7]",True,"[{'location': [92.1, 20.5], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [96.6, 24.9], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [115.3, 28.5], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.8, 36.5], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.1, 28.1], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.5, 38.0], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 14.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.0, 27.9], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.2, 31.4], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.5, 35.5], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 37.1], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.1, 36.3], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.4, 43.3], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.0, 42.3], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",b75b420b-897c-4f85-8624-9dacff1ee1ea,,,Blocked,0.11113723,Normal,Open Play,,,,Everton LFC,967,00:05:32.063,Shot,
,,,,,,,,,,,,,,,,,,,1.158031,,,,,,,,,,,62a1ce38-bc28-40ef-99c7-977b3b8f8b45,2017,,"[96.1, 49.8]",3775542,51,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Abbey-Leigh Stringer,15573.0,Center Defensive Midfield,104,Everton LFC,967,['f954de98-28ee-4ba5-9c3e-91b1516a8b0f'],38,,Right Foot,"[120.0, 28.2, 0.0]",,"[{'location': [73.8, 48.6], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.5, 53.6], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.4, 52.6], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [75.8, 47.9], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.2, 31.2], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.3, 47.8], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 52.3], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.3, 48.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.4, 22.3], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [75.6, 15.8], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.0, 44.7], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.4, 36.2], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 40.7], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 36.8], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.6, 41.3], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Off T,0.019564271,Normal,Open Play,,,,Everton LFC,967,00:06:38.095,Shot,
,,,,,,,,,,,,,,,,,,,0.242434,,,,,,,,,,,0284c420-10c2-460e-bf3d-5583ea69a2ff,2199,,"[105.8, 46.7]",3775542,55,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ebony Salmon,31527.0,Center Forward,111,Bristol City WFC,973,"['5d165091-214b-4151-acdb-fda44165a48b', 'd6230a91-00f4-4703-990f-8d3fae7d6a7d']",30,,Right Foot,"[110.8, 44.3]",True,"[{'location': [110.2, 35.7], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.2, 40.3], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 60.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 51.2], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 55.9], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.8, 44.5], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.2, 44.2], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 49.6], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.3, 39.5], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 40.2], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.8, 54.1], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.3, 54.3], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",c66650a1-bd26-4cb5-b21b-efec2a89a503,,,Blocked,0.08111273,Normal,Open Play,,,,Bristol City WFC,973,00:10:30.898,Shot,
,,,,,,,,,,,,,,,,,,,0.239834,,,,,,,,,,,c3b647ba-ed23-48c5-ac8e-a1da2178a786,2238,,"[107.5, 45.1]",3775542,56,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hayley Emma Raso,6818.0,Right Wing Back,112,Everton LFC,967,['d36aa0b9-113c-4106-b7d3-815b597834af'],18,,Right Foot,"[109.2, 39.4]",True,"[{'location': [114.1, 44.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 57.4], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.5, 64.6], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 49.1], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 35.3], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 22.9], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.4, 46.8], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.6, 40.6], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 44.3], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.8, 38.8], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.6, 29.6], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [91.3, 33.6], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",45b55c56-1e1a-4819-a1f2-fea90ddc4f57,,,Wayward,0.15179652,Volley,Open Play,,,,Everton LFC,967,00:11:18.850,Shot,
,,,,,,,,,,,,,,,,,,,0.640592,,,,,,,,,,,34800cec-128a-4b2a-a29d-ecf4a73d5ea0,2302,,"[112.6, 51.2]",3775542,57,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Isobel Mary Christiansen,4645.0,Right Center Midfield,116,Everton LFC,967,"['0043b71b-180b-489a-81bf-497bb566c691', '87cefba1-0498-47e0-a35e-857f7a121c1f']",27,,Right Foot,"[120.0, 37.5, 2.3]",True,"[{'location': [110.5, 56.8], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [105.1, 53.9], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 46.2], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 44.9], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 49.4], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 39.4], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 30.9], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 30.6], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [113.7, 38.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.2, 43.1], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",78c5bed6-5087-4ff0-a2c6-b4670c28d2eb,,,Goal,0.12936805,Normal,Open Play,,,,Everton LFC,967,00:12:27.572,Shot,True
,,,,,,,,,,,,,,,,,,,0.786626,,,,,,,,,,,90a4aada-6c91-4bc8-b0b9-6b860abb3200,2359,,"[112.3, 33.3]",3775542,59,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Simone Magill,15559.0,Center Forward,119,Everton LFC,967,['e3c338ad-1c80-4667-bdcf-c269bd818da1'],18,,Right Foot,"[118.6, 40.6, 0.6]",True,"[{'location': [112.9, 42.5], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.6, 43.2], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 34.7], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.9, 38.3], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.7, 26.6], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.7, 19.8], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.2, 22.8], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.3, 25.6], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",84d673b8-c478-4500-b99c-473d13ef8f88,,,Saved,0.1443281,Volley,Open Play,,,,Everton LFC,967,00:14:18.625,Shot,
,,,,,,,,,,,,,,,,,,,0.361624,,,,,,,,,,,ca87aa26-020e-42a4-a54a-859ab33b62fe,2458,,"[111.0, 41.6]",3775542,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Hayley Emma Raso,6818.0,Right Wing Back,123,Everton LFC,967,['d4a399c6-7982-4b7d-8bd2-2f2dd1f395d7'],20,,Left Foot,"[117.8, 47.5]",True,"[{'location': [111.5, 57.2], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.5, 42.9], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.7, 39.6], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 35.2], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 39.1], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 42.1], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 38.6], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 23.4], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.2, 32.0], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.1, 31.2], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.9, 40.3], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3b137ed4-c1dc-468e-ac2d-0d0d171761fa,,,Wayward,0.13152479,Half Volley,Open Play,,,,Everton LFC,967,00:16:20.817,Shot,
,,,,,,,,,,,,,,,,,,,0.964256,,,,,,,,,,,6eb68194-572d-4128-9e0b-d7a700d9bd0c,2511,,"[118.2, 35.6]",3775542,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Megan Finnigan,18254.0,Center Back,126,Everton LFC,967,"['1f7baee4-fb95-4b26-a134-99f8d2f96796', '46e255bc-ddc9-413f-a52b-c6419d9e9c84']",20,True,Head,"[120.0, 43.5, 1.2]",,"[{'location': [111.6, 22.6], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.6, 45.4], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.9, 43.1], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.1, 39.5], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.3, 37.4], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.2, 36.2], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.2, 42.3], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.5, 37.7], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.8, 38.8], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 43.7], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.4, 40.0], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [110.5, 40.6], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.7, 37.4], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.3, 20.9], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",049a79b8-b0fe-4f1f-ba53-8d96168fa69d,,,Goal,0.22556,Normal,Open Play,,,,Everton LFC,967,00:18:20.749,Shot,True
,,,,,,,,,,,,,,,,,,,0.628447,,,,,,,,,,,c31e8d05-596b-4395-a207-2b06e886796d,2604,,"[96.6, 36.4]",3775542,67,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Abbey-Leigh Stringer,15573.0,Center Defensive Midfield,130,Everton LFC,967,"['3127aa8f-1ca7-47ec-b872-ec93a61b8508', 'cb8b79f1-8568-4668-97ef-46b6290b8174']",7,,Right Foot,"[111.4, 32.1]",True,"[{'location': [111.3, 35.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.4, 40.1], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.1, 36.6], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.2, 44.3], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.2, 39.7], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 37.3], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 32.6], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.2, 42.1], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 39.3], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [110.8, 41.9], 'player': {'id': 25442, 'name': 'Valérie Gauvin'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [118.4, 38.9], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.2, 30.7], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.0, 31.8], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,,Blocked,0.029298376,Half Volley,Open Play,,,,Everton LFC,967,00:22:07.941,Shot,
,,,,,,,,,,,,,,,,,,,0.545188,,,,,,,,,,,a501946b-3a56-4b99-979c-8a3c8e69579e,2737,,"[104.1, 36.9]",3775542,70,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ebony Salmon,31527.0,Center Forward,136,Bristol City WFC,973,['2d07c530-24c9-417c-b8f6-b6da4404a40b'],51,,Right Foot,"[117.1, 37.7, 1.5]",,"[{'location': [117.3, 39.5], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 38.8], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 47.9], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 34.4], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.3, 45.5], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 45.4], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,,Saved,0.17201506,Normal,Open Play,,,,Bristol City WFC,973,00:25:51.930,Shot,
,,,,,,,,,,,,,,,,,,,0.100888,,,,,,,,,,,67cea355-ad9c-4ea4-b3ec-8f39d3ec2a08,2824,,"[113.0, 41.0]",3775542,72,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Charlie Wellings,15563.0,Left Center Midfield,150,Bristol City WFC,973,['a26f6a79-fe2c-4064-9ded-ebf5f3e0e638'],59,,Right Foot,"[114.2, 40.6, 1.7]",True,"[{'location': [114.0, 42.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.1, 36.0], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.7, 40.6], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 36.8], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",61a0ec8c-0c59-44ba-93a8-c56b14606206,,,Saved,0.20540044,Half Volley,Open Play,,,,Bristol City WFC,973,00:27:59.469,Shot,
