50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.531888,,,,,,,,,,,2cf6511b-e734-4416-a770-561c058043f3,199,,"[112.7, 39.6]",3775542,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Isobel Mary Christiansen,4645.0,Right Center Midfield,8,Everton LFC,967,['d64bbe80-ae78-420a-a239-7c2d61c9a2d7'],48,,Right Foot,"[120.0, 36.8, 2.3]",True,"[{'location': [119.0, 38.1], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 40.8], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.5, 34.5], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 34.4], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.4, 25.5], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 20.2], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.9, 51.1], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.8, 16.2], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [114.7, 34.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 50.6], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",eb0210ad-cf1e-4578-90c1-d07e073ec86e,,,Goal,0.28529772,Half Volley,Open Play,,,,Everton LFC,967,00:03:48.417,Shot,
,,,,,,,,,,,,,,,,,,,0.586442,,,,,,,,,,,10933534-d017-478a-8e69-d8a7213f9592,398,,"[110.4, 36.2]",3775542,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Isobel Mary Christiansen,4645.0,Right Center Midfield,19,Everton LFC,967,"['73cc1f92-bef3-480e-931b-01c9a97a5e25', '77dc61bb-7e5d-4d58-8b04-77f746f174f5']",8,,Left Foot,"[117.4, 39.4, 1.0]",True,"[{'location': [114.0, 40.3], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 35.4], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.6, 31.5], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.6, 52.6], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.8, 36.8], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.9, 25.9], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 22.4], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.9, 38.4], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.5, 23.0], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [104.6, 31.8], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.1, 35.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",5ec77d0d-431d-4887-badd-6fc4b6a8a9a3,,,Saved,0.18807453,Normal,Open Play,,,,Everton LFC,967,00:10:08.309,Shot,True
,,,,,,,,,,,,,,,,,,,0.219383,,,,,,,,,,,4d3e0462-0b51-4a2d-a2dc-6c7b3ed9d5e9,545,,"[96.9, 44.8]",3775542,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucy Hope,16386.0,Center Attacking Midfield,25,Everton LFC,967,"['bb79c235-d1a0-4eb2-9184-1d2cc60f44a2', 'fa4fb4ea-fb93-433e-9f89-b0a5305be3d3']",55,,Right Foot,"[103.0, 43.4]",True,"[{'location': [96.5, 56.9], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 41.5], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 43.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.4, 43.8], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.8, 40.5], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 26.3], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [99.7, 41.0], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 55.5], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [105.1, 37.8], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",cfba1f91-4116-4565-82d5-1e3ab66bec4d,,,Blocked,0.04018129,Normal,Open Play,,,,Everton LFC,967,00:12:55.531,Shot,
,,,,,,,,,,,,,,,,,,,0.555939,,,,,,,,,,,60b5a52d-3f3c-43f2-978d-5b1835d87757,551,,"[114.0, 45.8]",3775542,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lucy Hope,16386.0,Center Attacking Midfield,26,Everton LFC,967,"['10d78f83-30b5-4796-90e6-ebb36545b91d', 'd4ebc741-a539-4bdd-96ce-c7ebb3999d11']",27,True,Head,"[120.0, 43.5, 4.2]",,"[{'location': [111.5, 31.3], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.3, 35.9], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [113.6, 39.4], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.2, 40.2], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.5, 36.4], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.7, 34.9], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 39.1], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.1, 63.1], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [113.1, 37.3], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [115.9, 43.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 60.4], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 58.2], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.8, 40.4], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.2, 44.5], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.1, 44.8], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 49.5], 'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [98.4, 48.1], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",b210626e-3b22-4bbc-a1dc-ad8ba586a49f,,,Off T,0.10412071,Normal,Open Play,,,,Everton LFC,967,00:13:27.088,Shot,True
,,,,,,,,,,,,,,,,,,,0.18546,,,,,,,,,,,f1e5ba7a-2f21-473d-96ff-4a6b26927a83,799,,"[96.6, 47.6]",3775542,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Hayley Emma Raso,6818.0,Right Wing Back,35,Everton LFC,967,"['0c7211fe-d303-40ad-a3d3-0a8835fe7d96', '3efe4d97-c432-4e81-abdf-bbf75b3de5b2']",24,,Left Foot,"[98.8, 46.5]",,"[{'location': [102.7, 44.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.2, 41.2], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 32.1], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.0, 35.3], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.4, 46.4], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 48.4], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.2, 63.4], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [116.0, 41.4], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 40.3], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.2, 51.2], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [85.6, 63.8], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [80.6, 67.4], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",037902b4-69e3-4716-9a16-2d3d3d204cd1,,,Blocked,0.03231908,Normal,Open Play,,,,Everton LFC,967,00:19:24.093,Shot,
,,,,,,,,,,,,,,,,,,,0.922371,,,,,,,,,,,b0aec9f4-c7c5-4f1c-aa31-5b095023bb89,1138,,"[99.5, 50.0]",3775542,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Maéva Clemaron,31713.0,Left Center Midfield,50,Everton LFC,967,['1afd34ac-dde0-4429-9af1-cc18a6772e2d'],25,,Right Foot,"[119.1, 45.7]",True,"[{'location': [111.2, 41.8], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.7, 33.7], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 44.6], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.1, 54.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 55.7], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.2, 42.2], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.2, 42.1], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.9, 55.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.3, 64.5], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",007fc58c-3893-488b-88d5-a4fa511bf068,,,Wayward,0.052309602,Normal,Open Play,,,,Everton LFC,967,00:27:25.649,Shot,
,,,,,,,,,,,,,,,,,,,0.110122,,,,,,,,,,,b0c0586c-d744-4b6a-b9fe-0cbea7ae8271,1383,,"[96.1, 38.2]",3775542,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ebony Salmon,31527.0,Center Forward,66,Bristol City WFC,973,"['74367a08-10e9-44d5-b39b-b2da85da8c59', '870002a0-cb0c-4ad2-8ee2-2f05c1c96caa']",12,,Right Foot,"[98.1, 38.1]",,"[{'location': [118.5, 40.0], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.6, 30.0], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.4, 41.4], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 37.7], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.8, 35.8], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.5, 34.1], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [97.1, 28.9], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 33.0], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [80.0, 27.7], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.2, 54.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",609c9fde-759b-437b-abf7-4a53d8eb5917,,,Blocked,0.037830677,Normal,Open Play,,,,Bristol City WFC,973,00:34:12.569,Shot,
,,,,,,,,,,,,,,,,,,,0.131458,,,,,,,,,,,83bbe5a6-e49c-4fee-a5ac-e7157e53c34d,1504,,"[118.8, 36.7]",3775542,37,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Simone Magill,15559.0,Center Forward,72,Everton LFC,967,['97edb711-c138-4554-8f6f-4ee9f0a4c5f6'],27,,Right Foot,"[120.0, 37.1, 0.5]",,"[{'location': [117.7, 36.7], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.8, 33.6], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 35.9], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.6, 46.8], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 47.6], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.9, 33.3], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.9, 53.7], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.0, 51.5], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,True,True,Goal,0.8924538,Half Volley,Open Play,,,,Everton LFC,967,00:37:27.197,Shot,
,,,,,,,,,,,,,,,,,,,0.800079,,,,,,,,,,,52f93ee1-d407-4533-b0ca-4dfb23e0fac4,1669,,"[104.0, 27.5]",3775542,42,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hayley Emma Raso,6818.0,Right Wing Back,84,Everton LFC,967,"['14846a1f-94f4-442d-b194-cf728423c762', 'c4681c82-6bce-46eb-ac8c-b97a718059ac']",22,,Right Foot,"[115.2, 34.1]",,"[{'location': [96.6, 29.3], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.5, 30.4], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.0, 57.2], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [112.1, 42.1], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.9, 34.5], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.8, 37.1], 'player': {'id': 46742, 'name': 'Benedicte Håland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 31.8], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 27.6], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 30.0], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.1, 40.5], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.5, 50.5], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.7, 35.4], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.4, 36.7], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.2, 46.6], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",90f8bb40-0ccd-43a0-9684-54d312ff8085,,,Blocked,0.056687746,Normal,Open Play,,,,Everton LFC,967,00:42:22.351,Shot,
,,,,,,,,,,,,,,,,,,,0.929809,,,,,,,,,,,cb822868-a187-4d09-968f-23fc9d27862d,1705,,"[103.4, 48.4]",3775542,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Charlie Wellings,15563.0,Left Center Midfield,85,Bristol City WFC,973,['54db824e-232f-48d7-878a-e127aa8897f4'],24,,Right Foot,"[120.0, 41.9, 6.3]",True,"[{'location': [115.4, 36.7], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.1, 34.4], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.3, 40.5], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 37.7], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 41.6], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.4, 46.1], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.1, 51.2], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 46.9], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 41.9], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.5, 36.6], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.7, 52.6], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [89.1, 31.8], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 40.3], 'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.4, 34.6], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.5, 49.6], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",dfd8f7de-9831-4462-97a2-a0a5ffe1ec80,,,Off T,0.075733855,Normal,Open Play,,,,Bristol City WFC,973,00:43:24.957,Shot,
