50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.090539,,,,,,,,,,,,91b2051f-7aa9-433d-8e93-fb0d2bb59851,94,,,"[95.8, 49.5]",3893833,1,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandra Popp,15178.0,Center Attacking Midfield,3,Korea Republic Women's,1211,"['124aff90-0a24-425b-b6cb-34eae44f966b', '1d9e3d4b-d71b-4bb0-a3e0-15bd6b2b24c2']",20,,Left Foot,"[118.2, 40.6, 1.3]",,"[{'location': [118.7, 40.1], 'player': {'id': 403284, 'name': 'Jung-Mi Kim'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.3, 65.3], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.6, 50.7], 'player': {'id': 25447, 'name': 'Sel-Gi Jang'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.9, 49.5], 'player': {'id': 25450, 'name': 'Young-Ju Lee'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 43.9], 'player': {'id': 25451, 'name': 'Hye-Ri Kim'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 55.1], 'player': {'id': 403287, 'name': 'Seo-Yeon Shim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.2, 60.5], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [89.2, 52.5], 'player': {'id': 46987, 'name': 'Jule Brand'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.4, 60.0], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [77.1, 29.6], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,Saved,,0.04655467,Normal,Open Play,,,,Germany Women's,857,00:01:20.717,Shot,True
,,,,,,,,,,,,,,,,,,0.222881,,,,,,,,,,,,9c8240b2-51a4-4cf2-bce4-bb11a4791195,127,,,"[111.7, 44.9]",3893833,2,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Casey Yu-Jin Phair,403291.0,Center Forward,4,Korea Republic Women's,1211,"['7f7ed0cf-9358-445c-8e50-393af69595a3', '9453cf41-e4fe-4a9e-b095-7b8539a7fa45']",5,,Right Foot,"[115.4, 44.2, 0.2]",,"[{'location': [115.5, 43.6], 'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.7, 47.2], 'player': {'id': 46999, 'name': 'Chantal Hagel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.8, 45.8], 'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 38.7], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 50.2], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 45.8], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.7, 49.8], 'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 40.7], 'player': {'id': 46987, 'name': 'Jule Brand'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.5, 56.0], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 61.8], 'player': {'id': 403286, 'name': 'Hyo-Joo Choo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.3, 47.1], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",c0f7c50a-8daa-4629-ab6c-6f84283702f3,Saved to Post,True,0.4683652,Normal,Open Play,,,,Korea Republic Women's,1211,00:02:05.264,Shot,True
,,,,,,,,,,,,,,,,,,0.997243,,,,,,,,,,,,88531f4a-af28-45d6-bf2d-74095f0bbba7,240,,,"[106.1, 41.9]",3893833,5,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,So-Hyun Cho,22798.0,Right Center Midfield,10,Korea Republic Women's,1211,"['23c8e8fb-1d21-403d-94e3-1333768d6679', '88cd615c-ddcc-4079-ad3e-dd72aedf2d66']",2,,Right Foot,"[120.0, 39.4, 0.0]",True,"[{'location': [103.0, 37.9], 'player': {'id': 46999, 'name': 'Chantal Hagel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.7, 43.3], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.4, 42.2], 'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ba283aa0-285b-4c12-88e0-92567c9d1b25,Goal,,0.4342162,Normal,Open Play,,,,Korea Republic Women's,1211,00:05:02.560,Shot,True
,,,,,,,,,,,,,,,,,,0.49365,,,,,,,,,,,,fb1948bc-6342-49e7-be85-e1d1192bbcc0,424,,,"[107.5, 28.3]",3893833,10,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Klara Bühl,25729.0,Left Wing,21,Germany Women's,857,['fd940e15-7f67-4e94-a818-1f49435017db'],48,,Right Foot,"[120.0, 33.8, 0.4]",True,"[{'location': [107.1, 40.1], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.4, 40.3], 'player': {'id': 46987, 'name': 'Jule Brand'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.1, 15.6], 'player': {'id': 46999, 'name': 'Chantal Hagel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.1, 21.5], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.1, 41.8], 'player': {'id': 403290, 'name': 'Yu-Ri Choe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.1, 39.4], 'player': {'id': 403284, 'name': 'Jung-Mi Kim'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.1, 26.3], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.8, 42.6], 'player': {'id': 25447, 'name': 'Sel-Gi Jang'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 28.5], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.1, 30.7], 'player': {'id': 25450, 'name': 'Young-Ju Lee'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 31.2], 'player': {'id': 403287, 'name': 'Seo-Yeon Shim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.7, 19.2], 'player': {'id': 25451, 'name': 'Hye-Ri Kim'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 25.6], 'player': {'id': 403286, 'name': 'Hyo-Joo Choo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 17.0], 'player': {'id': 403274, 'name': 'Ga-Ram Chun'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",5a4be72d-0341-45a6-8455-2ee164fba45d,Off T,,0.08596761,Half Volley,Open Play,,,,Germany Women's,857,00:10:48.628,Shot,
,,,,,,,,,,,,,,,,,,0.837914,,,,,,,,,,,,97bee472-5336-4919-8a5e-9fbf7ceddafe,536,,,"[110.5, 32.8]",3893833,14,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Klara Bühl,25729.0,Left Wing,28,Germany Women's,857,['c14d0ee1-f813-424d-a815-6eaf1a4736bc'],33,,Head,"[120.0, 37.1, 3.9]",,"[{'location': [116.3, 63.5], 'player': {'id': 403290, 'name': 'Yu-Ri Choe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.4, 56.4], 'player': {'id': 25447, 'name': 'Sel-Gi Jang'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 29.2], 'player': {'id': 403274, 'name': 'Ga-Ram Chun'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.1, 43.6], 'player': {'id': 25450, 'name': 'Young-Ju Lee'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 33.3], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.7, 42.5], 'player': {'id': 403287, 'name': 'Seo-Yeon Shim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 38.5], 'player': {'id': 25451, 'name': 'Hye-Ri Kim'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.4, 32.3], 'player': {'id': 403286, 'name': 'Hyo-Joo Choo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 403284, 'name': 'Jung-Mi Kim'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.1, 34.8], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.5, 47.6], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.8, 40.7], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",b2d5a10c-9ed4-4171-b5e9-fec2c83ebb8e,Off T,,0.062361475,Normal,Open Play,,,,Germany Women's,857,00:14:33.434,Shot,
,,,,,,,,,,,,,,,,,,1.691765,,,,,,,,,,,,4f5acc1e-29f0-4657-a779-4f1cddd4705c,1274,,,"[90.0, 23.9]",3893833,36,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,So-Yun Ji,4647.0,Left Center Midfield,66,Korea Republic Women's,1211,"['98725ca4-bc21-4687-9563-e50b25018789', 'ed45f74e-f312-49a0-a8df-9dbe43711a96']",17,,Right Foot,"[120.0, 42.8, 5.1]",,"[{'location': [108.1, 50.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.8, 47.5], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.8, 40.2], 'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.4, 42.6], 'player': {'id': 46999, 'name': 'Chantal Hagel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 39.5], 'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 41.1], 'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 35.5], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 35.6], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 26.3], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.2, 31.8], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.2, 24.1], 'player': {'id': 46987, 'name': 'Jule Brand'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.5, 44.7], 'player': {'id': 403274, 'name': 'Ga-Ram Chun'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.4, 39.6], 'player': {'id': 403291, 'name': 'Casey Yu-Jin Phair'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 37.2], 'player': {'id': 403290, 'name': 'Yu-Ri Choe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.0, 22.0], 'player': {'id': 25447, 'name': 'Sel-Gi Jang'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [81.5, 35.4], 'player': {'id': 25450, 'name': 'Young-Ju Lee'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [81.9, 56.1], 'player': {'id': 403286, 'name': 'Hyo-Joo Choo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",63b7ec81-91c6-4382-a148-be9a14db2ea9,Off T,,0.0067319428,Normal,Open Play,,,,Korea Republic Women's,1211,00:36:17.766,Shot,True
,,,,,,,,,,,,,,,,,,0.232151,,,,,,,,,,,,23cdc2bf-67bf-4edd-a377-dc1169626c9f,1406,,,"[99.0, 33.9]",3893833,40,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sara Däbritz,10263.0,Left Defensive Midfield,72,Germany Women's,857,"['785ca058-99fe-49bc-82b2-6d8018b25799', 'b526bde4-61ce-47b7-9145-8de166b99957']",40,,Left Foot,"[101.1, 34.4]",,"[{'location': [118.4, 40.0], 'player': {'id': 403284, 'name': 'Jung-Mi Kim'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 41.0], 'player': {'id': 25450, 'name': 'Young-Ju Lee'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.4, 38.8], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.4, 52.8], 'player': {'id': 403290, 'name': 'Yu-Ri Choe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.6, 45.1], 'player': {'id': 25447, 'name': 'Sel-Gi Jang'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.6, 37.3], 'player': {'id': 403287, 'name': 'Seo-Yeon Shim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 34.6], 'player': {'id': 25451, 'name': 'Hye-Ri Kim'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 32.1], 'player': {'id': 403286, 'name': 'Hyo-Joo Choo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 53.6], 'player': {'id': 46987, 'name': 'Jule Brand'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.9, 47.1], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 34.1], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.9, 21.6], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",0b613079-16f1-458f-9a5c-e9d20b7ffa1c,Blocked,,0.040581703,Normal,Open Play,,,,Germany Women's,857,00:40:40.392,Shot,
,,,,,,,,,,,,,,,,,,1.02186,,,,,,,,,,,,51eb171c-93ac-4266-9b12-27526751d157,1446,,,"[112.9, 38.5]",3893833,41,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandra Popp,15178.0,Center Attacking Midfield,74,Germany Women's,857,"['26a4febb-1e68-4a33-8cf2-cfc8540aa276', 'd543d810-9da1-4925-b2cf-b23a0184deb1']",16,True,Head,"[120.0, 43.8, 1.3]",,"[{'location': [102.1, 43.6], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.8, 39.1], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.6, 29.0], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.5, 42.9], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.9, 38.1], 'player': {'id': 25450, 'name': 'Young-Ju Lee'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 40.2], 'player': {'id': 403287, 'name': 'Seo-Yeon Shim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 38.6], 'player': {'id': 25451, 'name': 'Hye-Ri Kim'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.2, 39.7], 'player': {'id': 403284, 'name': 'Jung-Mi Kim'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 32.5], 'player': {'id': 403286, 'name': 'Hyo-Joo Choo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",a79fdafd-fb55-4232-9f45-fe06a42b3875,Goal,,0.10553204,Normal,Open Play,,,,Germany Women's,857,00:41:16.034,Shot,True
,,,,,,,,,,,,,,,,,,0.883283,,,,,,,,,,,,bbc93853-c952-4fcb-a2ff-dcb4ac1c71c9,1743,,,"[111.2, 42.6]",3893833,47,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alexandra Popp,15178.0,Center Attacking Midfield,96,Germany Women's,857,['f141e284-b31c-4648-a6a4-829980cdd2e2'],34,,Left Foot,"[120.0, 33.7, 4.4]",True,"[{'location': [105.7, 31.8], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.7, 17.7], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.4, 36.2], 'player': {'id': 25451, 'name': 'Hye-Ri Kim'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.1, 35.8], 'player': {'id': 25447, 'name': 'Sel-Gi Jang'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 30.1], 'player': {'id': 25450, 'name': 'Young-Ju Lee'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.8, 18.3], 'player': {'id': 403286, 'name': 'Hyo-Joo Choo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.1, 43.4], 'player': {'id': 403287, 'name': 'Seo-Yeon Shim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.2, 38.6], 'player': {'id': 403284, 'name': 'Jung-Mi Kim'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.5, 46.3], 'player': {'id': 403290, 'name': 'Yu-Ri Choe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.4, 12.6], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.4, 34.3], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.2, 27.7], 'player': {'id': 46987, 'name': 'Jule Brand'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.0, 45.0], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,Off T,,0.44707245,Half Volley,Open Play,,,,Germany Women's,857,00:02:34.650,Shot,
,,,,,,,,,,,,,,,,,,0.094278,,,,,,,,,,,,da740d43-20a7-4328-96f2-8a533452e08a,1795,,,"[98.1, 27.7]",3893833,49,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Klara Bühl,25729.0,Left Wing,99,Germany Women's,857,"['69a23578-b61c-4000-bba9-a9b6370bdc2c', 'c3ce84d4-dd66-432c-8b0e-6d781066b22c']",24,,Right Foot,"[99.8, 28.7]",,"[{'location': [117.6, 37.4], 'player': {'id': 403284, 'name': 'Jung-Mi Kim'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.4, 20.4], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.8, 19.7], 'player': {'id': 403274, 'name': 'Ga-Ram Chun'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.2, 18.3], 'player': {'id': 403286, 'name': 'Hyo-Joo Choo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.7, 33.6], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 28.7], 'player': {'id': 25451, 'name': 'Hye-Ri Kim'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 35.6], 'player': {'id': 403287, 'name': 'Seo-Yeon Shim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.2, 53.7], 'player': {'id': 403290, 'name': 'Yu-Ri Choe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.7, 41.3], 'player': {'id': 25447, 'name': 'Sel-Gi Jang'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 21.8], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.1, 13.2], 'player': {'id': 46999, 'name': 'Chantal Hagel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.5, 42.1], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.6, 37.8], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.2, 52.8], 'player': {'id': 46987, 'name': 'Jule Brand'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [82.2, 53.0], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",c99fafba-431a-47c4-bee8-6711495ae33c,Blocked,,0.023295226,Normal,Open Play,,,,Germany Women's,857,00:04:24.616,Shot,
