ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.707426,,,,,,,,,,,,2dc19105-a871-4aaa-a627-1acfdac510c7,163,,"[106.5, 52.2]",3754169,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Callum Wilson,3616.0,Center Forward,8,AFC Bournemouth,28,"['41aea962-4940-4907-b8d8-891f022fa3b2', 'db44f706-198a-42ac-80e8-298cd36a8d85']",30,,Right Foot,"[120.0, 42.5, 0.3]",True,"[{'location': [105.1, 57.2], 'player': {'id': 4738, 'name': 'Lee Tomlin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.0, 44.5], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.1, 44.7], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.4, 59.5], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 51.2], 'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 40.3], 'player': {'id': 43627, 'name': 'Jordi Gómez García-Penche'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 49.5], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 38.2], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 41.7], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.8, 24.6], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",8218391e-3823-4eff-aa2e-fc0ba8a3db4c,,Goal,0.06787996,Normal,Open Play,,,,AFC Bournemouth,28,00:03:30.767,Shot,True
,,,,,,,,,,,,,,,0.976779,,,,,,,,,,,,3402932f-7ef9-4e3b-9853-8bdc9e216a5e,277,,"[94.2, 33.6]",3754169,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Matt Ritchie,3049.0,Right Midfield,18,AFC Bournemouth,28,['435dc3f4-f6bf-4a06-9107-bf782cb8d7d1'],1,,Left Foot,"[120.0, 36.4, 2.0]",,"[{'location': [90.9, 21.6], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.9, 39.0], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 22.7], 'player': {'id': 43627, 'name': 'Jordi Gómez García-Penche'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 14.0], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.7, 23.1], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 43.3], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.5, 33.1], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.5, 30.0], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.4, 34.7], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.5, 41.9], 'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 35.1], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 30.9], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.7, 26.6], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 27.5], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.8, 25.9], 'player': {'id': 4738, 'name': 'Lee Tomlin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Goal,0.019833341,Half Volley,Open Play,,,,AFC Bournemouth,28,00:08:01.787,Shot,
,,,,,,,,,,,,,,,1.051616,,,,,,,,,,,,0053b2bb-d2f9-4219-9e6a-66c78a007ddc,348,,"[113.7, 28.8]",3754169,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ola Toivonen,4417.0,Center Attacking Midfield,22,Sunderland,41,"['7068b7d6-4976-4ce8-b4b2-1d9a5964fd3b', '70c9bf1d-cf27-41d3-93ba-ea6b48033ce6']",53,True,Head,"[118.7, 36.4, 2.2]",,"[{'location': [112.9, 35.9], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.8, 44.9], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.5, 42.9], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.9, 36.5], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 37.0], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.4, 47.1], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.5, 43.7], 'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.9, 39.6], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 36.7], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.2, 29.9], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.8, 43.9], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.5, 45.8], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.2, 43.0], 'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.6, 46.7], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.9, 42.1], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",08dbaa4a-55f8-4922-be0f-ecb5c6d9f916,,Saved,0.018789858,Normal,Open Play,,,,Sunderland,41,00:10:53.415,Shot,True
,,,,,,,,,,,,,,,1.262062,,,,,,,,,,,,de0dba1f-6d13-4778-895c-606acadea730,582,,"[116.0, 74.8]",3754169,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Gómez García-Penche,43627.0,Left Defensive Midfield,41,Sunderland,41,['2486674a-9155-47bc-b66e-515db0ad5075'],2,,Left Foot,"[119.8, 44.4, 0.3]",,"[{'location': [117.8, 41.3], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.6, 64.1], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.0, 44.5], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.7, 42.6], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 45.0], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.3, 40.0], 'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.7, 45.1], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.3, 39.9], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 57.4], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.0, 44.5], 'player': {'id': 4738, 'name': 'Lee Tomlin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.4, 35.1], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.9, 37.2], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 39.5], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 37.5], 'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.9, 39.2], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.1, 33.5], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.5, 38.7], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",,True,Saved,0.008465516,Normal,Free Kick,,,,Sunderland,41,00:17:02.269,Shot,
,,,,,,,,,,,,,,,0.119637,,,,,,,,,,,,4d48bb98-1351-45b2-b9f0-fc03c55cd20c,836,,"[110.9, 57.1]",3754169,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Callum Wilson,3616.0,Center Forward,55,AFC Bournemouth,28,"['1a228857-a14c-447a-94e0-b503d5761952', '8be06696-2f46-4ffe-888d-cb5c7847386c']",54,,Right Foot,"[111.6, 55.8]",,"[{'location': [92.4, 34.2], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.2, 32.5], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.2, 49.8], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.6, 38.2], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.9, 55.2], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 48.5], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.7, 27.4], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.3, 24.8], 'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.2, 44.5], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.8, 42.6], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.2, 19.2], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.9, 43.6], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.3, 40.4], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.7, 36.0], 'player': {'id': 4738, 'name': 'Lee Tomlin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.0, 44.5], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 39.7], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 37.4], 'player': {'id': 43627, 'name': 'Jordi Gómez García-Penche'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 50.2], 'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Blocked,0.009722556,Half Volley,Open Play,,,,AFC Bournemouth,28,00:23:54.033,Shot,
,,,,,,,,,,,,,,,0.054134,,,,,,,,,,,,4801b043-683b-4b46-89b2-5dd2308cb772,1095,,"[89.5, 44.4]",3754169,28,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabio Borini,7171.0,Left Wing,63,Sunderland,41,"['0d372bd1-b6ca-477f-86ff-848828439371', '28ee5564-aa2c-4054-8608-5486424786a0']",19,,Right Foot,"[92.0, 44.2]",,"[{'location': [118.7, 39.4], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.0, 29.6], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.1, 39.5], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.6, 29.0], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.4, 33.7], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.6, 39.8], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.7, 44.1], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.3, 51.6], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",d0ccc63a-79ee-4d93-ab17-a9fd04901744,,Blocked,0.021393487,Normal,Open Play,,,,Sunderland,41,00:28:19.603,Shot,
,,,,,,,,,,,,,,,1.23626,,,,,,,,,,,,e6bb0a83-c348-4084-8db8-7c28d41ee353,1232,,"[108.4, 45.9]",3754169,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Marc Pugh,3646.0,Left Midfield,71,AFC Bournemouth,28,"['9e86458d-8103-4ac2-a855-f3e9aa3ae831', 'f3d9d513-820b-41db-bf7d-8437b6f112b1']",7,True,Head,"[120.0, 40.3, 6.6]",,"[{'location': [114.0, 50.9], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.8, 60.0], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.5, 51.6], 'player': {'id': 4738, 'name': 'Lee Tomlin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.4, 44.9], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.8, 47.6], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 33.0], 'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 35.0], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 32.4], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.8, 32.3], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.9, 29.6], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.9, 30.4], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.2], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d8f04952-ce65-4a20-ad1e-c0b8386429ab,,Off T,0.054927386,Normal,Open Play,,,,AFC Bournemouth,28,00:32:07.830,Shot,True
,,,,,,,,,,,,,,,0.270928,,,,,,,,,,,,aeb21def-363b-4279-b348-30c239e2314a,1308,,"[93.9, 20.8]",3754169,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Younes Kaboul,4746.0,Left Center Back,78,Sunderland,41,"['32bdc8c2-a320-4b76-9258-b1a040fec62e', '5a39debd-0dee-489e-8cbc-2a13868efc8e', 'fd8bc802-e371-401a-8301-56aa3f8a0898']",2,,Right Foot,"[102.3, 26.2]",True,"[{'location': [118.9, 39.2], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 26.0], 'player': {'id': 4738, 'name': 'Lee Tomlin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.7, 26.6], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.6, 25.6], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.6, 24.4], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.3, 22.8], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 41.0], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 43.0], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.9, 19.1], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.5, 43.9], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [94.8, 24.9], 'player': {'id': 43627, 'name': 'Jordi Gómez García-Penche'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.2, 38.7], 'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.2, 42.1], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.1, 44.7], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 39.6], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 37.7], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.5, 35.9], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.8, 34.3], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.9, 44.8], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",f70aa1be-46f7-4b79-84ec-08220a00ed9c,,Blocked,0.008836302,Normal,Open Play,,,,Sunderland,41,00:35:02.786,Shot,True
,,,,,,,,,,,,,,,0.379031,,,,,,,,,,,,90cdeeed-ef37-4c6c-a04e-7f029d5d5f56,1437,,"[108.6, 28.4]",3754169,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jermain Defoe,3337.0,Center Forward,82,Sunderland,41,"['4b6a17b2-e225-473b-919a-a3e5a8ee1f3c', 'bb07441b-e69c-4d40-9f0f-795b7aaf3af4']",3,,Right Foot,"[113.7, 34.1, 0.1]",,"[{'location': [101.2, 31.3], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 27.6], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.5, 42.3], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.2, 34.7], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.21523397,Normal,Open Play,,,,Sunderland,41,00:39:03.037,Shot,True
,,,,,,,,,,,,,,,0.761167,,,,,,,,,,,,77a8d233-4f37-4513-ba93-51a2789007d6,1504,,"[94.4, 44.1]",3754169,40,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lee Tomlin,4738.0,Center Attacking Midfield,88,AFC Bournemouth,28,['a024bc00-a606-4cff-a760-bf4c6cd47663'],14,,Right Foot,"[118.2, 41.4, 0.3]",,"[{'location': [90.0, 18.1], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.7, 41.4], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.8, 45.6], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.1, 59.2], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 46.1], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.8, 47.7], 'player': {'id': 43627, 'name': 'Jordi Gómez García-Penche'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 43.4], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.5, 41.8], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 48.8], 'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 29.0], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",d286a1ae-f366-4f90-91f4-a6768f75b397,,Saved,0.025731878,Normal,Open Play,,,,AFC Bournemouth,28,00:40:14.198,Shot,
