50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.232781,,,,,,,,,,,,,,,,946e4030-e95c-4694-ba6d-3256afc7bff3,164,,"[98.0, 40.1]",3890534,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,6,Schalke 04,181,"['afc6dbaf-97c2-4f7d-a334-9021623b2fad', 'd43f3db1-371d-4835-ba5a-4c941e4b744c']",14,,Right Foot,,"[120.0, 45.7, 0.3]",,"[{'location': [88.3, 20.0], 'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [86.8, 26.0], 'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [93.0, 30.4], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.4, 40.8], 'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 37.3], 'player': {'id': 8210, 'name': 'Charles Mariano Aránguiz Sandoval'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 47.4], 'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 40.3], 'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 34.2], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 26.8], 'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.1, 39.9], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 44.6], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [79.1, 25.8], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.2, 59.6], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.3, 29.7], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.1, 27.3], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.5, 15.9], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",e2df0bcb-cc70-40e7-8e1a-31814ac7ed94,,Off T,,0.04630008,Normal,Open Play,,,,Schalke 04,181,00:03:14.222,Shot,True
,,,,,,,,,,,,,,,,,0.350595,,,,,,,,,,,,,,,,3b4fc0ea-f212-4237-8679-aed2bf6b9888,184,,"[108.1, 40.1]",3890534,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Klaas-Jan Huntelaar,8060.0,Center Forward,9,Schalke 04,181,['47703731-1c5f-4d6b-877a-ad2a6fb69bd4'],52,,Right Foot,,"[118.8, 37.9, 1.5]",,,,,Saved,,0.7835,Normal,Penalty,,,,Schalke 04,181,00:04:52.251,Shot,
,,,,,,,,,,,,,,,,,0.031566,,,,,,,,,,,,,,,,5b4d33d3-dfcf-48ab-9d19-d240102fcd78,311,,"[94.1, 43.1]",3890534,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Leroy Sané,3053.0,Right Wing,18,Schalke 04,181,"['3e4c901b-1aeb-491f-9fe2-0c001786a34b', 'b193a51c-1001-4698-b867-70a6b4047e66']",58,,Left Foot,True,"[116.7, 41.9, 0.8]",,"[{'location': [117.0, 40.7], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.4, 33.3], 'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.6, 47.7], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.6, 49.9], 'player': {'id': 8210, 'name': 'Charles Mariano Aránguiz Sandoval'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.5, 43.6], 'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 56.6], 'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.9, 41.6], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 31.4], 'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 70.0], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.4, 56.4], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.4, 20.8], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.1, 38.6], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.3, 24.4], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",8041e148-0a59-4c18-a358-4820ae3976fa,,Saved,,0.034235008,Normal,Open Play,,,,Schalke 04,181,00:08:58.492,Shot,
,,,,,,,,,,,,,,,,,1.674859,,,,,,,,,,,,,,,,773af27c-99fb-4946-865a-b9ca025fc3d5,326,,"[96.9, 51.8]",3890534,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Julian Brandt,5555.0,Left Wing,21,Bayer Leverkusen,904,['acf9ea70-9cf3-437d-a11d-e879ecf73bde'],29,,Right Foot,,"[120.0, 49.2, 0.9]",True,"[{'location': [106.5, 47.4], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.6, 64.3], 'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.6, 37.8], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.4, 45.1], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.0, 53.4], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.5, 37.3], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [79.3, 67.9], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",d19e0751-2ed3-4943-9aa2-b0a6128be090,,Off T,,0.11432198,Lob,Open Play,,,,Bayer Leverkusen,904,00:09:29.467,Shot,
,,,,,,,,,,,,,,,,,0.736735,,,,,,,,,,,,,,,,73aafd72-7b25-498e-98cb-34d3a188f7a6,389,,"[103.6, 46.6]",3890534,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leroy Sané,3053.0,Right Wing,24,Schalke 04,181,['82bbb208-a0be-454f-b7b5-ece7daba9cac'],41,,Left Foot,,"[120.0, 42.2, 7.5]",True,"[{'location': [106.0, 43.0], 'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 39.6], 'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 29.3], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 36.2], 'player': {'id': 8210, 'name': 'Charles Mariano Aránguiz Sandoval'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 23.1], 'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 28.0], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 39.5], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 41.4], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.4, 36.0], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.9, 40.3], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",ac3358e8-5276-40d7-96a6-f71b6f9a98c7,,Off T,,0.13133173,Half Volley,Open Play,,,,Schalke 04,181,00:10:41.875,Shot,
,,,,,,,,,,,,,,,,,0.358487,,,,,,,,,,,,,,,,d0f223b9-3d55-457b-971d-4dc061d195a5,441,,"[112.8, 30.6]",3890534,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Max Meyer,8508.0,Center Attacking Midfield,26,Schalke 04,181,['1391e465-dc45-414e-b5e0-21bd62bb49ca'],50,,Right Foot,,"[116.5, 35.1, 0.4]",,"[{'location': [110.0, 40.2], 'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 36.1], 'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 30.9], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 32.6], 'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.1, 27.0], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 27.7], 'player': {'id': 8210, 'name': 'Charles Mariano Aránguiz Sandoval'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 35.8], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 44.6], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.7, 39.8], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.2, 26.6], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.4, 40.5], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",c607fe82-29b5-40ca-9de5-9fbe615fac5a,,Saved,,0.09137828,Normal,Open Play,,,,Schalke 04,181,00:11:50.805,Shot,
,,,,,,,,,,,,,,,,,0.167359,,,,,,,,,,,,,,,,3cbfaa3a-1761-4cf6-a20f-9abd478a57bb,515,,"[100.2, 51.3]",3890534,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,30,Schalke 04,181,"['5c65753c-6a7a-4963-afb3-24212102b039', '8b9a4199-360f-4ab3-ac2b-0b55ddec4644']",26,,Right Foot,True,"[120.0, 42.2, 1.1]",,"[{'location': [96.1, 36.0], 'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.3, 45.2], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.1, 55.8], 'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.4, 48.4], 'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 40.7], 'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.3, 41.2], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.2, 41.7], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.9, 40.3], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.2, 37.9], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c5cc9309-a378-4fc9-a0a1-70e3ec2f6f43,,Goal,,0.059349496,Normal,Open Play,,,,Schalke 04,181,00:13:26.960,Shot,
,,,,,,,,,,,,,,,,,0.228089,,,,,,,,,,,,,,,,05e1db2a-d41d-48d9-88e8-af009b6589b9,533,,"[103.8, 24.3]",3890534,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Julian Brandt,5555.0,Left Wing,32,Bayer Leverkusen,904,"['19fd09df-e1f4-4bc9-89ec-582f213e22b9', '5d36bdf3-c7b8-4cd5-9913-22e4cc0cbd8d']",46,,Left Foot,,"[106.1, 26.9]",,"[{'location': [94.7, 40.9], 'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.3, 15.6], 'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [84.7, 44.5], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.3, 48.1], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 39.9], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 40.1], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 27.0], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 33.9], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 27.0], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.2, 33.0], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.5, 57.4], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.4, 36.8], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 57.9], 'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.3, 43.1], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",64222e47-7c99-4804-80e5-eecb35cfc4b7,,Blocked,,0.03053983,Normal,Open Play,,,,Bayer Leverkusen,904,00:14:46.049,Shot,
,,,,,,,,,,,,,,,,,0.016754,,,,,,,,,,,,,,,,d00ec1ef-62fa-42eb-b214-d8c5c41b14b9,647,,"[107.7, 42.0]",3890534,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Kevin Kampl,8222.0,Center Attacking Midfield,37,Bayer Leverkusen,904,"['03e52071-0c6b-4afc-b756-09df3b49235b', '378f48a7-bcd8-40e1-b1b1-9a6c850f5ae6', 'd6d2178b-5c32-41d8-b9d1-b7c10e15e699']",11,,Right Foot,,"[108.6, 42.0]",True,"[{'location': [116.6, 42.1], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.4, 46.8], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.4, 57.2], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 52.8], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 46.8], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 55.2], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 42.2], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.5, 58.2], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",04239ab6-4aed-490d-948f-5e3f693206a4,,Blocked,,0.115452945,Normal,Open Play,,,,Bayer Leverkusen,904,00:17:11.302,Shot,True
,,,,,,,,,,,,,,,,,0.302636,,,,,,,,,,,,,,,,13785abb-6f82-4145-a61a-ffe9871c2f66,980,,"[110.7, 27.7]",3890534,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,55,Schalke 04,181,"['0b7b3912-4b15-48d3-aa60-0b43473efb09', '2e237c22-c4a3-4d47-b898-1ad3d66c82ea']",15,,Right Foot,,"[114.3, 33.2]",,"[{'location': [109.6, 36.5], 'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.1, 34.1], 'player': {'id': 8210, 'name': 'Charles Mariano Aránguiz Sandoval'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 26.1], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 36.7], 'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 29.1], 'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 35.9], 'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.4, 44.2], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.8, 31.7], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.9, 41.3], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",613fb6ef-a760-4cfc-9db3-59144c7b24a1,,Blocked,,0.11007081,Normal,Open Play,,,,Schalke 04,181,00:25:15.721,Shot,
