ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.833585,,,,,,,,,,,,,88678a0d-cd80-4afc-8f71-51fcd5e538ac,57,,,"[104.8, 46.5]",3775591,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Martha Thomas,31558.0,Center Forward,6,West Ham United LFC,972,['66a455d6-0acf-4238-90c7-3234afb91c62'],57,,Right Foot,"[120.0, 44.8, 3.5]",,"[{'location': [118.5, 40.6], 'player': {'id': 62713, 'name': 'Zecira Musovic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.7, 44.7], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.4, 40.2], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 43.9], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 38.2], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.6, 39.4], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 44.6], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",f6acfa29-8b25-4704-a8ad-df115238862b,,Off T,,0.12995806,Normal,Open Play,,,,West Ham United LFC,972,00:01:57.488,Shot,
,,,,,,,,,,,,,,,0.284318,,,,,,,,,,,,,4f29c4c0-9534-445e-9916-a697c7b0d854,215,,,"[117.2, 38.8]",3775591,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Samantha May Kerr,4961.0,Right Center Forward,18,Chelsea FCW,971,"['0538025c-cea2-4b5d-8e59-19bf9043859a', '17796b71-1972-47ff-8efe-7c89781f7e5e']",52,True,Head,"[119.9, 39.1, 2.0]",,"[{'location': [115.2, 34.7], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.4, 39.7], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 59.8], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [118.6, 49.4], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 46.3], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.3, 42.5], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.9, 40.5], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [120.0, 39.8], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 40.2], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.4, 32.4], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.1, 49.9], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",35e8d69e-0160-4504-a2c2-cf9ad54c6450,,Goal,,0.43944547,Normal,Open Play,,,,Chelsea FCW,971,00:06:52.960,Shot,True
,,,,,,,,,,,,,,,0.883177,,,,,,,,,,,,,4919a472-7c6a-4746-8e10-d17e0815a624,698,,,"[109.4, 54.4]",3775591,18,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samantha May Kerr,4961.0,Right Center Forward,42,Chelsea FCW,971,['6948c029-e656-477f-b23c-53a0c2b46e79'],46,,Right Foot,"[118.9, 42.7, 2.0]",,"[{'location': [108.3, 44.4], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.7, 51.8], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 42.9], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9d03265e-7311-49d2-9a35-9ad99d964130,True,Saved,,0.07845422,Normal,Open Play,,,,Chelsea FCW,971,00:18:46.142,Shot,
,,,,,,,,,,,,,,,1.32164,,,,,,,,,,,,,6c4b29ff-6549-422c-b3f5-a6c7b1e78d2c,772,,,"[110.3, 49.9]",3775591,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martha Thomas,31558.0,Center Forward,47,West Ham United LFC,972,"['0819dc69-1b58-48d2-84bc-8353146065be', '5b35b34e-ab11-4b77-8183-c14f6f2e34e8']",1,True,Head,"[120.0, 49.9, 0.7]",,"[{'location': [117.6, 42.3], 'player': {'id': 62713, 'name': 'Zecira Musovic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.4, 57.8], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [104.5, 48.0], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [110.1, 49.2], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.4, 36.5], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [107.5, 41.1], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [107.6, 37.7], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 45.8], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.8, 43.5], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",6d01056b-1fd6-4bd3-9995-29cef470d43f,True,Off T,,0.04546054,Normal,Open Play,,,,West Ham United LFC,972,00:21:01.979,Shot,True
,,,,,,,,,,,,,,,0.121178,,,,,,,,,,,,,7b76f84a-c4a2-41a4-aa5d-f8a2be7422e8,865,,,"[112.6, 43.7]",3775591,26,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samantha May Kerr,4961.0,Right Center Forward,58,Chelsea FCW,971,"['261c0701-311c-4384-a4d4-228aad9f808c', '6cf204c9-26f6-49ba-9c0d-018920d989fc', 'b8c8c825-43ee-4caf-a9b3-571eee2a02d2']",53,True,Head,"[113.2, 43.4]",,"[{'location': [104.9, 51.5], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.5, 61.4], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.9, 51.2], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [108.4, 44.6], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.8, 49.8], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.9, 59.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.9, 62.8], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [117.5, 42.4], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.5, 43.3], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",b7e0afde-4b3c-49db-8698-4993a7cf1758,,Blocked,,0.084646285,Normal,Open Play,,,,Chelsea FCW,971,00:26:53.783,Shot,True
,,,,,,,,,,,,,,,0.116946,,,,,,,,,,,,,9aaee8ba-8fc8-4252-9c28-3bacb7df1591,872,,,"[101.3, 39.8]",3775591,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,So-Yun Ji,4647.0,Right Midfield,59,Chelsea FCW,971,"['1c4341a4-820d-4df2-9134-e4c12c239d5b', '8907ba33-5bc4-4a47-be78-9274d682021e']",24,,Right Foot,"[106.3, 39.8]",True,"[{'location': [106.9, 48.8], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.2, 43.3], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.3, 40.7], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.6, 35.1], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 38.6], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.1, 44.7], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [106.3, 40.0], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.9, 41.7], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.5, 40.7], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 34.6], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 35.2], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 31.7], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.9, 34.8], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.5, 37.9], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.7, 32.1], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Blocked,,0.039666384,Half Volley,Open Play,,,,Chelsea FCW,971,00:27:24.269,Shot,
,,,,,,,,,,,,,,,0.472306,,,,,,,,,,,,,28d9ba9b-0915-43a3-b966-5d69e475c78a,877,,,"[114.6, 37.2]",3775591,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pernille Mosegaard Harder,10108.0,Right Center Midfield,59,Chelsea FCW,971,['73d96ec6-83e6-4624-8d12-ac03ed1f7933'],29,,Head,"[119.5, 40.2, 2.2]",,"[{'location': [118.6, 51.6], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.3, 49.2], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 43.7], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.6, 47.4], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 47.5], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [114.6, 42.6], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 39.2], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.5, 39.1], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.7, 40.0], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.4, 36.1], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 35.5], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.8, 44.6], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",48e87b54-3dba-4011-a00f-83ec14755f28,,Saved,,0.27739412,Normal,Open Play,,,,Chelsea FCW,971,00:27:29.022,Shot,
,,,,,,,,,,,,,,,0.315002,,,,,,,,,,,,,892abc32-0d0d-4860-8c7c-b8cc3e9b0dc2,1307,,,"[115.4, 55.2]",3775591,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Right Center Midfield,75,Chelsea FCW,971,['fcbd6ddb-1748-429b-9b5d-9a592fd1292c'],42,,Right Foot,"[119.3, 43.3, 2.4]",,"[{'location': [109.7, 39.9], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.8, 34.7], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.6, 40.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.7, 42.6], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.7, 53.9], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 53.9], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [109.9, 47.9], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.3, 43.1], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 61.8], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.8, 61.9], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",bb603b0b-bcdb-467b-a6aa-753cd4deefe2,True,Saved,,0.0154106915,Normal,Open Play,,,,Chelsea FCW,971,00:35:42.197,Shot,
,,,,,,,,,,,,,,,1.307499,,,,,,,,,,,,,3f5774d4-299b-4bd5-a297-384b238a88d9,1503,,,"[97.7, 32.1]",3775591,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Martha Thomas,31558.0,Center Forward,87,West Ham United LFC,972,['f124932b-c4a6-4f3f-899b-b73c090fe2bb'],19,,Left Foot,"[119.9, 35.3, 0.2]",True,"[{'location': [108.1, 38.1], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 38.7], 'player': {'id': 62713, 'name': 'Zecira Musovic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 45.3], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.4, 38.8], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.0, 33.9], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.7, 35.4], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 33.8], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 31.1], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.6, 30.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [94.8, 40.9], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [97.0, 37.6], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 34.6], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 25.7], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [91.4, 24.0], 'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,,Saved Off Target,True,0.027772354,Half Volley,Open Play,,,,West Ham United LFC,972,00:42:19.441,Shot,
,,,,,,,,,,,,,,,0.709003,,,,,,,,,,,,,3e51be43-fe31-49c3-9033-03f0c6c77428,1592,,,"[109.7, 52.9]",3775591,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Right Center Midfield,90,Chelsea FCW,971,"['a5efff8c-6358-49a2-ad32-3b43885b94e6', 'e7d3fb2d-0c20-459d-b8f9-1c2806e0407b']",33,,Left Foot,"[120.0, 44.2, 1.0]",,"[{'location': [109.9, 43.3], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.5, 55.3], 'player': {'id': 10124, 'name': 'Dagný Brynjarsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 46.5], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.0, 42.4], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 51.3], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Off T,,0.09087999,Normal,Open Play,,,,Chelsea FCW,971,00:44:33.736,Shot,True
