50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.156028,,,,,,,,,,,,,35a8c673-f2ef-4805-bd74-642c8376500b,168,,,"[111.4, 21.3]",3890558,2,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Karim Onisiwo,11278.0,Left Wing,7,FSV Mainz 05,177,"['1a33d35d-43bb-4eaa-ba55-89f02ab8c67c', '84852270-b8f0-4a35-8aad-4cccbd184739', 'acf7d67d-44f6-4ab2-94d3-8beec0eaae2d', 'e7504519-e44c-4217-a270-4729084d57cd']",53,Right Foot,True,"[118.7, 36.2, 1.9]",,"[{'location': [100.8, 9.0], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.1, 29.1], 'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.8, 20.9], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.9, 23.1], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 24.3], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.7, 29.9], 'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 35.5], 'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 41.3], 'player': {'id': 9721, 'name': 'Valentin Stocker'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.6, 43.1], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 35.7], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 14.1], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.8, 31.3], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.4, 39.1], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.1, 40.0], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 40.8], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",ec09f5b9-1c55-4b57-8090-ff90cc0dad59,,Saved,0.009423151,Normal,Open Play,,,,FSV Mainz 05,177,00:02:53.856,Shot,True
,,,,,,,,,,,,,,,,,,,2.407534,,,,,,,,,,,,,f8735435-6cad-4535-a614-0bf0d1d0a237,279,,,"[112.2, 24.0]",3890558,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Valentin Stocker,9721.0,Left Wing,15,Hertha Berlin,173,['98a3fc78-9821-43d1-821f-a5d7ecf85905'],20,Left Foot,,"[120.0, 30.4, 0.3]",True,"[{'location': [113.8, 26.9], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 47.1], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.8, 47.8], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 40.2], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 31.0], 'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 47.1], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.5, 34.1], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Off T,0.036854528,Half Volley,Open Play,,,,Hertha Berlin,173,00:05:20.332,Shot,
,,,,,,,,,,,,,,,,,,,0.115118,,,,,,,,,,,,,4f281023-6c3a-4ec9-87b9-a6e39fe1f64d,373,,,"[115.3, 39.9]",3890558,8,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jhon Andrés Córdoba Copete,8817.0,Center Forward,20,FSV Mainz 05,177,['7f475e97-f11a-419c-abe0-038592d583d1'],0,Left Foot,,"[116.4, 39.8, 0.2]",,"[{'location': [95.9, 45.8], 'player': {'id': 9721, 'name': 'Valentin Stocker'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.9, 35.4], 'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 36.2], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.1, 37.9], 'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 41.8], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 39.6], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.1, 40.7], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.5, 43.0], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",fbaaa13b-ce6a-44e9-8b91-cbf1a305d6f5,True,Saved,0.6352161,Normal,Open Play,,,,FSV Mainz 05,177,00:08:00.725,Shot,
,,,,,,,,,,,,,,,,,,,0.918029,,,,,,,,,,,,,8a3079b0-b49c-4fd5-8186-e14144836a3c,413,,,"[91.4, 31.2]",3890558,8,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Karim Onisiwo,11278.0,Left Wing,20,FSV Mainz 05,177,['c27339ce-3520-4c5c-80ec-749d570ba739'],49,Right Foot,,"[117.4, 37.7, 1.0]",,"[{'location': [117.7, 38.7], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.9, 19.1], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.4, 28.4], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 27.8], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 34.0], 'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.6, 31.6], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 38.9], 'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 46.4], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.8, 51.9], 'player': {'id': 9721, 'name': 'Valentin Stocker'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [82.3, 28.8], 'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.2, 24.7], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.9, 16.6], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [75.1, 38.6], 'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [73.4, 61.0], 'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.3, 43.6], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.4, 41.3], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [87.7, 36.7], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",ba6c84c7-eb3c-4d68-af54-fa565609e4df,,Saved,0.0202946,Normal,Open Play,,,,FSV Mainz 05,177,00:08:49.707,Shot,
,,,,,,,,,,,,,,,,,,,0.540365,,,,,,,,,,,,,0a8c6438-3683-42e4-96fb-df2ec5be913c,714,,,"[111.5, 33.8]",3890558,15,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Valentin Stocker,9721.0,Left Wing,37,Hertha Berlin,173,"['05d08043-d227-47bc-95d6-21dd00b5492a', '19941a98-56a0-48b5-9eed-14fca52eb979']",55,Left Foot,,"[118.8, 41.4]",True,"[{'location': [118.1, 37.8], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.5, 33.2], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.1, 43.2], 'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.3, 41.6], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.2, 28.3], 'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 39.8], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.9, 41.0], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.4, 29.0], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.9, 36.1], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.5, 49.1], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.0, 40.9], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [120.0, 29.8], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.7, 26.8], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.2, 24.9], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.5, 35.8], 'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",d3a1e1e4-05b7-455e-9139-b82a14d7b021,,Blocked,0.10125218,Half Volley,Open Play,,,,Hertha Berlin,173,00:15:55.972,Shot,
,,,,,,,,,,,,,,,,,,,0.652167,,,,,,,,,,,,,a86eec7b-55a8-4d01-999b-0c4ad0214fd7,754,,,"[109.4, 44.5]",3890558,17,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fabian Lustenberger,8965.0,Left Defensive Midfield,39,Hertha Berlin,173,"['9cc2e347-183c-4e60-8065-38a3a8eea6fb', 'bfacb4ad-222e-456c-a8cb-2b5d98888b22', 'dbffd421-f925-4492-8354-e7bd199fab1c']",20,Right Foot,,"[120.0, 42.6, 7.4]",True,"[{'location': [102.0, 60.2], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.6, 47.7], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.4, 48.8], 'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 40.5], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.1, 46.7], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.1, 49.4], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 46.1], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.5, 53.7], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.2, 43.5], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.8, 43.7], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 34.4], 'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.5, 38.5], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.7, 41.9], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.3, 43.4], 'player': {'id': 9721, 'name': 'Valentin Stocker'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 40.6], 'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.6, 78.5], 'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.3, 33.5], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 36.8], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [93.5, 29.4], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",bc91e665-4fbc-4c8e-8697-4abfb03a2b41,,Off T,0.058245778,Volley,Open Play,,,,Hertha Berlin,173,00:17:20.984,Shot,True
,,,,,,,,,,,,,,,,,,,0.099658,,,,,,,,,,,,,dda5204f-a29d-4bd8-9e8f-05eb6e35ca55,1212,,,"[94.3, 34.4]",3890558,30,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Valentin Stocker,9721.0,Left Wing,63,Hertha Berlin,173,"['45ef9f05-a8e6-4b60-be00-28d2358b9749', 'adc2d09f-f510-439e-9895-2e5d264b2dd7', 'ff42c35a-983d-4560-aee1-113e57f5c9e9']",0,Left Foot,,"[95.8, 34.8]",,"[{'location': [118.8, 39.1], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 43.7], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 32.4], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.4, 41.9], 'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.8, 39.3], 'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.6, 34.9], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.3, 55.2], 'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.3, 43.7], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.6, 29.9], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [85.6, 20.3], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",e02e0303-ed9b-48cf-910a-a49806b9bfbb,,Blocked,0.02331813,Normal,Open Play,,,,Hertha Berlin,173,00:30:00.458,Shot,True
,,,,,,,,,,,,,,,,,,,1.851057,,,,,,,,,,,,,a21c4247-500b-429a-8d3e-be434472c71a,1241,,,"[91.7, 69.1]",3890558,30,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Salomon Armand Magloire Kalou,8575.0,Center Forward,65,FSV Mainz 05,177,"['4a628c25-7835-485c-a954-4d204444682b', 'ee1b522f-9423-4ab5-adb5-76b29081e245']",50,Right Foot,,"[114.6, 45.8]",,"[{'location': [87.2, 58.6], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [67.9, 29.0], 'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.5, 65.6], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 44.5], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [77.0, 31.3], 'player': {'id': 9721, 'name': 'Valentin Stocker'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [71.4, 59.7], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Blocked,0.034689594,Normal,Open Play,,,,Hertha Berlin,173,00:30:50.322,Shot,
,,,,,,,,,,,,,,,,,,,0.181113,,,,,,,,,,,,,84493305-c223-434c-8f32-1a20600ced9f,1343,,,"[100.8, 53.0]",3890558,33,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Clemens,9098.0,Right Wing,69,FSV Mainz 05,177,"['8c205cc3-c11f-4926-9d73-740ad63e06a2', '9f864b3f-9019-49af-b1c3-52153ec9bad1']",15,Right Foot,,"[104.0, 50.7]",,"[{'location': [103.0, 33.4], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 42.5], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 46.9], 'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 50.1], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 50.1], 'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.2, 43.2], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 53.6], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [85.8, 52.2], 'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.3, 32.4], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.4, 39.9], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.6, 40.9], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.9, 53.1], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",a11994ae-bb29-4896-a26b-611449acb7b3,,Blocked,0.03374568,Normal,Open Play,,,,FSV Mainz 05,177,00:33:15.238,Shot,
,,,,,,,,,,,,,,,,,,,0.646695,,,,,,,,,,,,,2142edeb-4d9e-4189-be12-d0c3d1711800,1427,,,"[102.1, 37.8]",3890558,35,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Julian Baumgartlinger,20037.0,Right Defensive Midfield,73,FSV Mainz 05,177,"['6387383d-eefc-445f-ac74-3b2b663ed6d6', '64b31f73-cc30-40e6-95c5-73798afb24a0', '66e9bf87-63a8-40e7-83b4-a0ec5f00fb3b']",30,Left Foot,,"[120.0, 34.3, 0.2]",,"[{'location': [107.2, 32.3], 'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 37.2], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 42.8], 'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 39.6], 'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 42.3], 'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.8, 39.6], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 49.1], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.4, 38.7], 'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.7, 36.8], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.8, 26.6], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.4, 37.1], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.4, 44.6], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",2b1356d6-84dd-402e-8607-b2adcb33ff5f,,Off T,0.06534327,Normal,Open Play,,,,FSV Mainz 05,177,00:35:30.041,Shot,True
