bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.17942,,,,,,,,,,,,a2d54db2-2ffc-417f-9b41-1f43d7fa23c3,281,,"[96.2, 23.4]",3754095,6,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fabio Borini,7171.0,Left Midfield,12,Sunderland,41,"['79e40602-2862-484d-92b6-0acd332ea478', '93127bc1-a353-4cac-83e9-743ef29891a5']",13,,Right Foot,"[100.3, 26.2]",True,"[{'location': [106.0, 19.3], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.7, 40.9], 'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.3, 11.4], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.2, 24.8], 'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [88.8, 33.4], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [79.5, 45.3], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.2, 13.4], 'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.1, 16.4], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.7, 39.3], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.6, 41.1], 'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 34.3], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 22.1], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.7, 26.7], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.8, 22.6], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.7, 37.9], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.3, 24.8], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 22.2], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",83f505d0-e5a5-4d4f-8c97-1e83390ef26f,,,Blocked,0.015170088,Half Volley,Open Play,,,,Sunderland,41,00:06:13.225,Shot,
,,,,,,,,,,,,,,,,,,,1.026098,,,,,,,,,,,,e1fb4289-91f9-4fd0-90ef-03371795e4ee,364,,"[93.2, 50.7]",3754095,8,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Left Center Forward,18,Manchester City,36,"['199d45d3-b3b8-4c23-8677-b0255af17df1', '39116c8f-57ba-4751-baf3-20216fa411f2']",30,,Right Foot,"[120.0, 45.2, 1.9]",,"[{'location': [84.8, 43.3], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.8, 30.4], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.1, 40.3], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [88.5, 62.7], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.1, 49.9], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.3, 48.6], 'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 39.1], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 42.0], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 48.7], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.5, 59.0], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 40.8], 'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Off T,0.014980661,Normal,Open Play,,,,Manchester City,36,00:08:30.804,Shot,True
,,,,,,,,,,,,,,,,,,,0.064707,,,,,,,,,,,,ade77ebe-bf66-4347-9c12-5fe7228817c9,696,,"[103.9, 61.3]",3754095,15,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jesús Navas González,6821.0,Right Midfield,34,Manchester City,36,"['4bdd57e7-54f0-4fb2-8bbe-d36d0d5950de', '80e8dc9e-1b2c-45ae-8ba4-bc5f8aa243c2']",46,,Right Foot,"[105.5, 59.2]",True,"[{'location': [102.5, 40.5], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.1, 29.1], 'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.2, 54.7], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.4, 46.1], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [117.6, 43.2], 'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 29.7], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.4, 42.4], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 47.1], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 51.9], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 51.4], 'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.1, 45.5], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.4, 54.6], 'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.2, 63.6], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.0, 58.9], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",66b52f16-6ad0-4cfc-80f5-20e678d9259b,,,Blocked,0.008881683,Normal,Open Play,,,,Manchester City,36,00:15:46.882,Shot,
,,,,,,,,,,,,,,,,,,,0.763764,,,,,,,,,,,,3917ad28-b37e-4f6c-bb6d-c5cf992c6a17,702,,"[110.8, 35.2]",3754095,15,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Leonel Agüero del Castillo,3237.0,Left Center Forward,34,Manchester City,36,"['86fdce59-5b60-410d-88c4-28b9d4ac9c23', 'a0d51224-11ef-4bc2-af31-a3af8bb6a73a']",49,,Right Foot,"[120.0, 42.2, 2.0]",,"[{'location': [111.6, 42.0], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 52.2], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.0, 27.9], 'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.8, 37.1], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.1, 30.3], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.3, 43.7], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 51.0], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 48.4], 'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 57.2], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.4, 38.0], 'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Goal,0.3931965,Normal,Open Play,,,,Manchester City,36,00:15:49.168,Shot,True
,,,,,,,,,,,,,,,,,,,0.068259,,,,,,,,,,,,d8ef8267-4e06-44b7-9869-9982110dc0ea,1071,,"[100.4, 30.3]",3754095,26,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sergio Leonel Agüero del Castillo,3237.0,Left Center Forward,52,Manchester City,36,"['89392a46-944a-473a-96f2-8ffeef127831', 'dbad61c2-7e9e-4f6d-a87c-91092f8bfe4d']",56,,Right Foot,"[101.4, 30.8]",,"[{'location': [102.3, 42.3], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.5, 37.6], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.5, 41.9], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 30.7], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.4, 34.6], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 38.3], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.1, 41.4], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.6, 37.8], 'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 38.8], 'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",265835b1-50c9-4044-822b-333bfecea363,,,Blocked,0.034240603,Normal,Open Play,,,,Manchester City,36,00:26:56.896,Shot,
,,,,,,,,,,,,,,,,,,,1.185922,,,,,,,,,,,,cf913601-2e23-430c-ae02-3547b51d3ee6,1077,,"[111.2, 40.6]",3754095,27,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fernando Luiz Rosa,3054.0,Right Defensive Midfield,53,Manchester City,36,"['2876c94b-7c1a-4ff6-bbc0-a17bf29998ca', 'e5d8cffa-f23c-4bb5-b74b-02d66e68751c']",29,True,Head,"[120.0, 46.0, 0.6]",,"[{'location': [113.8, 34.5], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.9, 43.0], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.5, 46.6], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.3, 49.9], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.7, 38.3], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.5, 41.2], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [119.6, 40.1], 'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.9, 36.4], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.3, 35.3], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 42.1], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 40.0], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.1, 48.8], 'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 47.6], 'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.1, 40.3], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 39.9], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.9, 42.4], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",68d59f56-9988-4724-9e30-0db3cbf3f4ad,,,Off T,0.0696508,Normal,Open Play,,,,Manchester City,36,00:27:29.144,Shot,True
,,,,,,,,,,,,,,,,,,,1.243194,,,,,,,,,,,,5ecbb53c-f59e-434b-9e07-7660106b0fad,1217,,"[110.1, 40.1]",3754095,33,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lamine Koné,13286.0,Right Center Back,64,Sunderland,41,['80aca738-14f9-4722-8ce3-3c5d28ba3ee9'],3,,Head,"[120.0, 34.3, 0.6]",,"[{'location': [106.6, 33.6], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 40.0], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.5, 38.4], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.6, 40.8], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 42.9], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 49.7], 'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.6, 41.8], 'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 56.9], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.2, 38.7], 'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.6, 33.5], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [98.2, 39.7], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [116.3, 40.3], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.9, 23.3], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.9, 34.7], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 22.7], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",65a46735-7614-4c5a-b7be-2680360d89dc,True,,Off T,0.099754065,Normal,Open Play,,,,Sunderland,41,00:33:03.809,Shot,
,,,,,,,,,,,,,,,,,,,0.744541,,,,,,,,,,,,694adf95-cc22-4983-b2b9-f9757006993d,1421,,"[103.6, 34.8]",3754095,40,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jan Kirchhoff,13846.0,Center Defensive Midfield,78,Sunderland,41,['489b0a20-630c-41dd-932c-ec7df502c3a6'],55,,Right Foot,"[107.8, 44.2]",True,"[{'location': [100.3, 25.3], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [112.9, 40.1], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 45.7], 'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.1, 35.7], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.2, 20.9], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 18.0], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.4, 37.8], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.2, 13.4], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.6, 47.5], 'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.9, 42.4], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",4e5bf77d-bcd6-475e-984f-12460c7715bf,,,Wayward,0.071382575,Normal,Open Play,,,,Sunderland,41,00:40:55.593,Shot,
,,,,,,,,,,,,,,,,,,,0.934727,,,,,,,,,,,,d48ee010-04b7-4298-8847-7da1683728b4,1481,,"[107.5, 23.2]",3754095,42,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Gnégnéri Yaya Touré,3087.0,Left Defensive Midfield,80,Manchester City,36,['8d47e331-a8b3-4008-b405-afef6ce43272'],36,,Left Foot,"[120.0, 39.8, 5.6]",,"[{'location': [105.5, 47.7], 'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.9, 21.5], 'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.2, 24.7], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.3, 30.4], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.0, 42.1], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.6, 6.2], 'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.1, 36.9], 'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 12.7], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.6, 28.1], 'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 32.4], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 27.4], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.2, 37.4], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 27.3], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",c59e438b-129d-4fbb-ac23-86fd85372fb9,,,Off T,0.021324355,Normal,Open Play,,,,Manchester City,36,00:42:36.466,Shot,
,,,,,,,,,,,,,,,,,,,0.492935,,,,,,,,,,,,9ae71f87-de43-42ce-9196-6c1c6bd74bce,1536,,"[109.0, 46.9]",3754095,43,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jermain Defoe,3337.0,Center Forward,84,Sunderland,41,['137d2944-2361-4e36-aeb9-7f218487fcb1'],50,,Left Foot,"[116.3, 42.4, 0.0]",,"[{'location': [91.2, 62.4], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.8, 52.2], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.5, 46.5], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 36.6], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.5, 41.0], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.7, 47.2], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 55.0], 'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.3, 40.5], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 52.8], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.8, 29.6], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.8, 46.9], 'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",bf9def39-67f7-4a92-ade2-cc3996e57fea,,,Saved,0.39822468,Normal,Open Play,,,,Sunderland,41,00:43:50.849,Shot,
