ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.75985,,,,,,,,,,,09d0e971-41ce-46b6-b4a6-5cf9fa8937a0,413,,"[105.8, 33.1]",22942,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lieke Martens,10649.0,Left Wing,24,Netherlands Women's,851,['eaf8c621-ad3a-4fed-9afe-ea261a7e530a'],56,,Right Foot,"[118.7, 37.6, 0.2]",True,"[{'location': [119.1, 39.8], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 46.9], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.7, 63.3], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 50.9], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 44.7], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 45.4], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.7, 42.8], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.2, 42.9], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 37.5], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.6, 32.8], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 34.4], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 32.6], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.3, 47.0], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",9ade8829-137c-4ecb-aa60-f2f912a133fc,,Saved,0.11571306,Normal,Open Play,,,,Netherlands Women's,851,00:09:56.380,Shot,
,,,,,,,,,,,,,,1.3068,,,,,,,,,,,24707bce-4256-4384-bc41-8dc92decb1d6,452,,"[101.1, 31.3]",22942,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Olivia Chance,24925.0,Left Midfield,26,New Zealand Women's,1215,['6005056a-9894-4510-949b-389ff22940b2'],47,,Left Foot,"[120.0, 42.9, 2.8]",,"[{'location': [101.1, 32.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.7, 37.6], 'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 20.9], 'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 39.2], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.4, 48.7], 'player': {'id': 10651, 'name': 'Kika van Es'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 41.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.1, 22.1], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.9, 21.7], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.7, 28.5], 'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.1, 46.8], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Post,0.07762689,Normal,Open Play,,,,New Zealand Women's,1215,00:10:47.038,Shot,
,,,,,,,,,,,,,,1.3015,,,,,,,,,,,730b01ca-9e21-4424-a3a0-d54c07a2b018,460,,"[107.4, 43.2]",22942,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sarah Gregorius,25664.0,Center Forward,26,New Zealand Women's,1215,"['042eacf5-b50e-416f-8de9-16979d96eb95', 'fa24c85d-3320-4ee9-898f-1f00c9d14652']",56,True,Head,"[118.7, 41.9, 1.2]",,"[{'location': [108.3, 43.1], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 41.2], 'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 33.7], 'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 32.3], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.4, 41.3], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.8, 41.3], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.1, 45.6], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 66.5], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.2, 42.9], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.8, 59.9], 'player': {'id': 10651, 'name': 'Kika van Es'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.5, 58.4], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.6, 53.8], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.8, 55.8], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",d89a3a6c-ef85-44eb-9abc-81acca3605a8,,Saved,0.04339928,Normal,Open Play,,,,New Zealand Women's,1215,00:10:56.131,Shot,True
,,,,,,,,,,,,,,0.383905,,,,,,,,,,,1e7214d1-898b-4758-a83c-44cca1c996ad,527,,"[113.9, 37.2]",22942,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Vivianne Miedema,15623.0,Center Forward,32,Netherlands Women's,851,"['54a715f6-867a-40e7-82ae-af0bb7a7b06a', 'a26f0894-2952-4070-9e5d-6be2fc3a1845']",38,True,Head,"[120.0, 37.3, 5.5]",,"[{'location': [107.2, 49.4], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.3, 47.5], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 37.8], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.6, 42.9], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 43.7], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.9, 38.5], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 59.6], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.4, 36.6], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 34.0], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.5, 35.3], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.8, 40.5], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.8, 34.3], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.4, 32.7], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",f301b709-86c2-4eff-90d3-04d9adfc83c1,,Off T,0.19162792,Normal,Open Play,,,,Netherlands Women's,851,00:12:38.262,Shot,True
,,,,,,,,,,,,,,0.596979,,,,,,,,,,,9753544b-22c8-4e82-8e76-a0d1464a482e,1186,,"[118.0, 42.6]",22942,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lieke Martens,10649.0,Left Wing,57,Netherlands Women's,851,['b0583ee7-50d8-4014-9a65-b16a8c848621'],31,,Head,"[120.0, 44.6, 4.7]",,"[{'location': [117.4, 38.3], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 42.1], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.1, 50.6], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 44.3], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.7, 41.7], 'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.0, 25.0], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [116.6, 36.2], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 40.6], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.1, 32.7], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.6, 19.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.4, 30.8], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 53.4], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.9, 37.7], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.3, 38.4], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.1, 25.7], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.8, 29.9], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,True,Off T,0.6956051,Normal,Open Play,,,,Netherlands Women's,851,00:28:31.068,Shot,
,,,,,,,,,,,,,,0.352,,,,,,,,,,,4fed3610-e07e-4b27-bd48-eb08fd107945,1252,,"[107.8, 46.9]",22942,29,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jackie Groenen,10654.0,Right Center Midfield,61,Netherlands Women's,851,"['5f32e122-7313-4efb-b89c-bb5b108737db', '61a26a43-5fda-45bc-805b-93faa865d54a']",42,,Right Foot,"[109.1, 45.9]",True,"[{'location': [118.7, 42.0], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 50.9], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 47.6], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.4, 50.0], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.7, 50.0], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.9, 51.7], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.9, 60.6], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 63.9], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.1, 61.8], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [89.8, 57.1], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [103.4, 28.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 45.3], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",5fbc6673-f3f1-44c7-bbb5-7609926ba39b,,Blocked,0.10824936,Normal,Open Play,,,,Netherlands Women's,851,00:29:42.461,Shot,
,,,,,,,,,,,,,,1.1246,,,,,,,,,,,ff54907d-e198-4411-bf90-a5401b0c665f,1377,,"[90.8, 39.9]",22942,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Rosie White,4948.0,Center Attacking Midfield,71,New Zealand Women's,1215,['f02fdc09-611c-40ed-af0a-96ec5e51cff6'],11,,Left Foot,"[118.5, 38.7, 1.6]",,"[{'location': [89.4, 36.1], 'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.4, 25.6], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [88.3, 44.2], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.0, 42.0], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.0, 44.1], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.1, 47.2], 'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.4, 40.4], 'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d15533a2-bc45-4434-9ffa-1e6e1d65200f,,Saved,0.038763523,Normal,Open Play,,,,New Zealand Women's,1215,00:33:11.044,Shot,
,,,,,,,,,,,,,,0.1787,,,,,,,,,,,6088b2df-134d-4cab-9a51-d1dc8036eb05,1901,,"[99.5, 28.8]",22942,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,88,Netherlands Women's,851,"['4ee62326-905d-4c25-855b-b2d9b8373e66', '9c960c37-46c2-4a5b-bed4-e88e095f0db4']",25,,Right Foot,"[101.4, 30.2]",,"[{'location': [118.9, 37.5], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.7, 32.3], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.6, 26.9], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.6, 32.0], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.3, 29.5], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 33.3], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.4, 26.9], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 35.3], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 33.6], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.5, 49.7], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 53.0], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.1, 47.3], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.2, 58.8], 'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [88.7, 44.9], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.7, 2.1], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,,Blocked,0.021647874,Normal,Open Play,,,,Netherlands Women's,851,00:44:25.857,Shot,
,,,,,,,,,,,,,,0.6551,,,,,,,,,,,47972e79-f785-434a-89c5-7f97c82c2414,1921,,"[115.5, 34.9]",22942,45,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,89,Netherlands Women's,851,['5eb31fe6-c71c-4caf-ab90-3a1062c6ddcd'],8,,Right Foot,"[120.0, 34.9, 0.6]",True,"[{'location': [99.8, 51.3], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.3, 49.6], 'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.8, 37.7], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.2, 37.2], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.5, 42.8], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 40.9], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.7, 29.2], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.2, 26.6], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.2, 35.4], 'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.8, 38.3], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.3, 42.4], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.7, 35.5], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.1, 37.3], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 34.7], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.8, 31.0], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 31.9], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.4, 32.3], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [120.0, 26.4], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.19363295,Half Volley,Open Play,,,,Netherlands Women's,851,00:45:08.426,Shot,
,,,,,,,,,,,,,,0.1331,,,,,,,,,,,d1f6148a-4ff8-4f9b-b8d6-7c9271e4b039,2246,,"[87.9, 41.5]",22942,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ria Percival,18145.0,Left Center Midfield,107,New Zealand Women's,1215,"['22d55f51-ac2a-460c-828c-888981f7fa2c', 'd06da4d1-63c4-4840-a3d6-103cfa6e4b57']",49,,Left Foot,"[91.3, 41.0]",True,"[{'location': [89.6, 42.6], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.9, 29.5], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.5, 39.8], 'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 46.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 51.2], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 55.1], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.7, 61.6], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.0, 59.5], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.5, 58.9], 'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.5, 52.8], 'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.8, 51.9], 'player': {'id': 10651, 'name': 'Kika van Es'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 37.8], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 31.0], 'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.5, 40.9], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.1, 35.9], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Blocked,0.019505082,Normal,Open Play,,,,New Zealand Women's,1215,00:05:49.123,Shot,
