50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.598842,,,,,,,,,,,,,1c744aa5-7f03-4289-b68a-4fab79e6ff8b,170,,,"[112.1, 60.8]",3879861,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Federico Dionisi,24235.0,Left Center Forward,11,Frosinone,291,['c3f4de8a-82bd-49c3-b2c2-6f4fbbfa6781'],34,,Right Foot,"[119.4, 44.5, 0.5]",,"[{'location': [111.9, 44.9], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 41.3], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 44.0], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.3, 58.6], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.2, 52.1], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 54.3], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.2, 64.3], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.6, 50.6], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 45.6], 'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.9, 39.7], 'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.1, 49.8], 'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.5, 50.4], 'player': {'id': 30927, 'name': 'Massimiliano Carlini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [86.8, 61.8], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.5, 69.6], 'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",d004261c-c74f-484b-af53-bca19f49a890,,Saved,0.0069033215,Normal,Open Play,,,,Frosinone,291,00:03:34.207,Shot,
,,,,,,,,,,,,,,,,0.25855,,,,,,,,,,,,,1682b736-5f16-479f-86e6-a98f86488081,217,,,"[96.1, 21.9]",3879861,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robert Gucher,30911.0,Left Defensive Midfield,13,Frosinone,291,"['2af31022-21d1-4817-882d-836d1f58dfaa', '80cebeed-a708-4881-ac22-7efbcec1260d', 'c0c78177-e5ae-4920-a7f1-0a10b44b0732']",20,,Right Foot,"[101.3, 26.8]",,"[{'location': [118.6, 39.4], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 40.7], 'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.1, 41.9], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 23.6], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 20.1], 'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.2, 9.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.5, 8.0], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.7, 35.9], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 36.4], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.9, 27.2], 'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.7, 9.3], 'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.6, 0.6], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.7, 36.5], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",b9e5608a-6c71-42b9-abc7-8f6af29a43e0,,Blocked,0.010068211,Normal,Open Play,,,,Frosinone,291,00:04:20.980,Shot,True
,,,,,,,,,,,,,,,,0.166323,,,,,,,,,,,,,2418b85d-31c8-45e0-b003-c18b4a8062be,239,,,"[113.3, 41.8]",3879861,4,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Federico Dionisi,24235.0,Left Center Forward,15,Frosinone,291,['ed865ba5-b0c3-4dac-949f-15b3aa92ac92'],37,,Right Foot,"[114.3, 41.9, 0.5]",True,"[{'location': [115.2, 41.8], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 66.7], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.2, 57.8], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.4, 49.2], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.8, 44.1], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.9, 65.6], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.2, 44.1], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.4, 38.3], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.8, 38.8], 'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.7, 52.4], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.9, 36.7], 'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.2, 53.0], 'player': {'id': 30911, 'name': 'Robert Gucher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.6, 55.8], 'player': {'id': 30927, 'name': 'Massimiliano Carlini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.2, 48.2], 'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [90.2, 65.2], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Saved,0.39915615,Half Volley,Open Play,,,,Frosinone,291,00:04:37.973,Shot,
,,,,,,,,,,,,,,,,0.227225,,,,,,,,,,,,,dad4e22a-4ed4-41fe-b1ce-91e249f58cbf,258,,,"[93.8, 53.4]",3879861,5,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Federico Peluso,7118.0,Left Back,17,Sassuolo,232,['594a00d1-9eaa-43de-856b-d27b7774ffbf'],45,,Left Foot,"[101.7, 44.1]",True,"[{'location': [106.3, 50.0], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 48.6], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.8, 40.3], 'player': {'id': 30927, 'name': 'Massimiliano Carlini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.3, 29.9], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.4, 42.8], 'player': {'id': 398941, 'name': 'Vasyl Pryyma'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 39.2], 'player': {'id': 30911, 'name': 'Robert Gucher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 46.5], 'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 37.5], 'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.2, 50.9], 'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.5, 46.5], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.4, 41.4], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.4, 37.1], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.5, 37.4], 'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.5, 40.5], 'player': {'id': 13614, 'name': 'Francesco Bardi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 29.3], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.0, 26.8], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.5, 25.2], 'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [87.7, 46.3], 'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Wayward,0.014147891,Half Volley,Open Play,,,,Sassuolo,232,00:05:45.856,Shot,
,,,,,,,,,,,,,,,,0.894385,,,,,,,,,,,,,0c5085b6-3841-4a6b-bb3f-2307c0c5da91,357,,,"[95.4, 47.5]",3879861,8,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Šime Vrsaljko,5461.0,Right Back,24,Sassuolo,232,['b06fbb2c-cbc3-4393-b2d5-48be1af0239f'],26,,Right Foot,"[120.0, 33.1, 1.1]",True,"[{'location': [100.2, 42.1], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [119.1, 39.6], 'player': {'id': 13614, 'name': 'Francesco Bardi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.6, 45.6], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.6, 39.3], 'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.0, 41.2], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 44.9], 'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 52.4], 'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.8, 37.1], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.0, 47.5], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.0, 42.0], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.6, 47.1], 'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.8, 45.2], 'player': {'id': 30911, 'name': 'Robert Gucher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 46.0], 'player': {'id': 398941, 'name': 'Vasyl Pryyma'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 36.8], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.9, 31.7], 'player': {'id': 30927, 'name': 'Massimiliano Carlini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.4, 66.9], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.7, 42.0], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.5, 48.5], 'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",cca80047-3b62-4659-9ac2-70c2edbff526,,Off T,0.021496007,Volley,Open Play,,,,Sassuolo,232,00:08:26.498,Shot,
,,,,,,,,,,,,,,,,0.590925,,,,,,,,,,,,,8303b701-4371-4f4a-be06-46c228c6d8dd,382,,,"[102.1, 33.4]",3879861,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicola Sansone,6859.0,Left Wing,27,Sassuolo,232,['4368f513-c0f8-4464-b332-9a19dd442543'],32,,Right Foot,"[118.0, 38.8, 0.5]",,"[{'location': [117.9, 38.8], 'player': {'id': 13614, 'name': 'Francesco Bardi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.6, 41.2], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 48.7], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.7, 47.9], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 48.5], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.8, 31.2], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.1, 45.6], 'player': {'id': 398941, 'name': 'Vasyl Pryyma'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 36.1], 'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 30.9], 'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Saved,0.10007558,Normal,Open Play,,,,Sassuolo,232,00:09:32.883,Shot,
,,,,,,,,,,,,,,,,0.139376,,,,,,,,,,,,,61dad267-f206-409e-b779-4803aabf2125,571,,,"[105.3, 21.4]",3879861,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Federico Dionisi,24235.0,Left Center Forward,41,Frosinone,291,"['296f0605-1c19-40dd-adcb-ffde0cfc4bf5', 'd0995c08-e3a1-462b-9a05-31692b2f124d']",48,,Right Foot,"[105.8, 22.1]",,"[{'location': [98.8, 19.9], 'player': {'id': 30911, 'name': 'Robert Gucher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.4, 45.9], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 40.7], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 35.7], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 37.3], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.3, 23.2], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.2, 22.6], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.3, 35.0], 'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.9, 37.6], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 37.3], 'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.0, 43.5], 'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.4, 46.1], 'player': {'id': 30927, 'name': 'Massimiliano Carlini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",4d02efd2-606c-4dd1-8d7d-885c779b72cf,,Blocked,0.007247412,Normal,Open Play,,,,Frosinone,291,00:16:48.960,Shot,
,,,,,,,,,,,,,,,,0.134524,,,,,,,,,,,,,dd02788d-c75e-45d8-a5b2-7da68e607679,782,,,"[104.2, 26.6]",3879861,23,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joseph Alfred Duncan,7698.0,Left Center Midfield,54,Sassuolo,232,"['b1c6403c-be33-4447-99f7-955179ca26fc', 'bee099c2-56c3-4590-914b-770632db2270', 'd9db2ea3-8f68-47ae-b304-e94844d50e8f', 'ffa8aee0-939a-4943-868a-b23f532dbcda']",58,,Left Foot,"[104.9, 27.2]",True,"[{'location': [117.6, 38.3], 'player': {'id': 13614, 'name': 'Francesco Bardi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 43.8], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.4, 44.1], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.4, 32.0], 'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.9, 32.1], 'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 27.7], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",9f4e6e2e-7826-425d-92d1-1ec6ce163777,,Blocked,0.044152886,Normal,Open Play,,,,Sassuolo,232,00:23:58.195,Shot,True
,,,,,,,,,,,,,,,,0.078683,,,,,,,,,,,,,9bf592f7-a2f8-4e16-ae64-14b84cf4dc3b,787,,,"[112.1, 38.1]",3879861,23,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gregoire Defrel,7457.0,Center Forward,54,Sassuolo,232,"['0e5f1783-f770-4290-ac21-649207e50396', '8a30893d-bf12-4ae8-9b12-7f55dae7ec8b', '9a9156e6-a481-4234-8a0e-319a7c117092']",59,,Left Foot,"[112.9, 38.3]",True,"[{'location': [118.8, 38.8], 'player': {'id': 13614, 'name': 'Francesco Bardi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 38.4], 'player': {'id': 398941, 'name': 'Vasyl Pryyma'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.7, 30.5], 'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.8, 27.4], 'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 23.4], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.6, 24.5], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",,,Blocked,0.15036424,Normal,Open Play,,,,Sassuolo,232,00:23:59.476,Shot,True
,,,,,,,,,,,,,,,,1.219191,,,,,,,,,,,,,e7423fb5-ff2d-43d4-9830-0961eedfd5da,845,,,"[86.0, 34.7]",3879861,28,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lorenzo Pellegrini,6963.0,Right Center Midfield,60,Sassuolo,232,['5dd66969-2ca7-4d13-a552-20b1abd681a0'],10,,Right Foot,"[119.6, 38.5, 1.1]",,"[{'location': [97.8, 40.0], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [97.0, 39.3], 'player': {'id': 30911, 'name': 'Robert Gucher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 38.3], 'player': {'id': 24235, 'name': 'Federico Dionisi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [97.0, 37.4], 'player': {'id': 23349, 'name': 'Paolo Sammarco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 45.1], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [119.2, 41.4], 'player': {'id': 13614, 'name': 'Francesco Bardi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 44.4], 'player': {'id': 398941, 'name': 'Vasyl Pryyma'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.2, 39.7], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.5, 41.9], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.5, 37.6], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 48.2], 'player': {'id': 296873, 'name': 'Roberto Crivello'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 46.5], 'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [81.8, 38.2], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.0, 57.9], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.6, 57.5], 'player': {'id': 8793, 'name': 'Oliver Kragl'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.2, 40.5], 'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 31.3], 'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.2, 27.4], 'player': {'id': 30927, 'name': 'Massimiliano Carlini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.2, 23.0], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Saved,0.025267044,Normal,Free Kick,,,,Sassuolo,232,00:28:10.605,Shot,
