bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.693685,,,,,,,,,,,,,388bdbbc-2c30-40ba-99c7-3167ced5b673,98,,"[110.5, 42.1]",3829520,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Grejohn Kyei,7367.0,Center Forward,5,Stade de Reims,156,"['805b11ad-09da-4953-a4b2-05188947d497', 'c6fa335c-29bb-4e3b-a048-b00d4a9cba5d']",25,,Head,,"[120.0, 41.6, 3.8]",,"[{'location': [110.2, 53.6], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.7, 59.7], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.9, 43.3], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.1, 32.8], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.9, 40.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 57.9], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 51.5], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.2, 45.8], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 52.4], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 42.1], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.4, 49.2], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.5, 40.4], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.2, 35.3], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",10d42854-9c96-452d-acf2-0989a7a3bc85,,Off T,0.12222339,Normal,Open Play,,,,Stade de Reims,156,00:01:25.180,Shot,True
,,,,,,,,,,,,,,,,,0.74558,,,,,,,,,,,,,169f1f1e-413a-4d72-8b67-3cb7267b1b5a,222,,"[98.8, 33.7]",3829520,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jérémy Toulalan,3406.0,Center Defensive Midfield,10,AS Monaco,129,"['17cd3d07-242e-4c17-acc2-3b30d9e271ab', 'eccc9e49-c7f4-4cb7-8494-172c3114bb83']",20,,Left Foot,,"[118.8, 37.1, 0.0]",True,"[{'location': [118.8, 38.0], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 23.9], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 30.3], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.3, 33.7], 'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.5, 30.3], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 37.8], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 40.0], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 39.4], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.2, 50.0], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.0, 39.7], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.3, 33.3], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.5, 16.2], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.6, 52.5], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Saved,0.043239027,Half Volley,Open Play,,,,AS Monaco,129,00:04:20.112,Shot,True
,,,,,,,,,,,,,,,,,0.239766,,,,,,,,,,,,,d21ddb71-92cb-4219-bb8b-5d293b981fac,415,,"[107.2, 50.1]",3829520,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolas de Roussel de Préville,4383.0,Right Wing,20,Stade de Reims,156,['8f61c809-5f2a-4a49-a920-d789888279d2'],5,,Right Foot,,"[113.5, 45.8, 0.0]",True,"[{'location': [89.8, 32.2], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.0, 37.7], 'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.4, 45.9], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.9, 38.1], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.6, 52.5], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.3, 41.8], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.1, 48.4], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 37.3], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",f3a847d7-ce51-4037-a112-e1c775bb5eb5,,Saved,0.2434325,Normal,Open Play,,,,Stade de Reims,156,00:09:05.637,Shot,
,,,,,,,,,,,,,,,,,1.040888,,,,,,,,,,,,,136abac5-76d2-464c-8427-e0328af7ee79,453,,"[112.8, 39.0]",3829520,10,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Left Wing,24,AS Monaco,129,"['478d7e97-5999-47aa-9dff-e176ecaa1cab', '94331a95-4866-4036-b298-e7c9df894327']",0,True,Head,,"[120.0, 37.8, 0.9]",,"[{'location': [97.2, 69.6], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.7, 49.6], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 43.6], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 54.5], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 39.0], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 42.6], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [85.9, 60.8], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [90.0, 40.2], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.3, 41.0], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 34.2], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.7, 48.5], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.9, 69.3], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.0, 45.9], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",5f92b6a2-5f5e-421d-a9e0-6e1d95b82d4b,True,Goal,0.19493656,Normal,Open Play,,,,AS Monaco,129,00:10:00.082,Shot,True
,,,,,,,,,,,,,,,,,0.681199,,,,,,,,,,,,,16aa7c11-589b-4140-a68d-c43c216bd6e1,571,,"[112.2, 48.8]",3829520,13,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolas de Roussel de Préville,4383.0,Right Wing,30,Stade de Reims,156,"['059526c4-bf4c-4471-b3d2-d9297f00e3d3', '2792e5b3-26ef-49aa-99d1-7c999226c330']",11,,Head,,"[120.0, 48.5, 2.0]",,"[{'location': [107.4, 54.2], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.3, 36.6], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.7, 42.4], 'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.5, 24.4], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.5, 42.2], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 32.8], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.2, 69.0], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.5, 36.3], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.7, 41.4], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 46.8], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 42.2], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.1, 23.8], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",ab0c04c0-ed99-4624-99ed-52d8d6fc5d36,,Off T,0.06684559,Normal,Open Play,,,,Stade de Reims,156,00:13:11.553,Shot,True
,,,,,,,,,,,,,,,,,2.154716,,,,,,,,,,,,,994a2054-fee2-4e6b-b444-2cac3eb4c965,1002,,"[111.6, 27.2]",3829520,22,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolas de Roussel de Préville,4383.0,Right Wing,47,Stade de Reims,156,"['31cebef2-2e41-49fe-8214-488a4847d1b8', '3ee6a110-2406-4316-8e55-98eb6e0e5223']",52,,Left Foot,,"[120.0, 55.3, 0.2]",,"[{'location': [107.2, 45.1], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.5, 28.8], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.3, 41.1], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 37.8], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 30.9], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 28.3], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.1, 36.1], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.9, 42.9], 'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.7, 24.1], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.3, 15.7], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",f9de0c30-1cf2-4fb5-8151-af9b06fb3faf,True,Off T,0.099936284,Normal,Open Play,,,,Stade de Reims,156,00:22:52.854,Shot,True
,,,,,,,,,,,,,,,,,1.827727,,,,,,,,,,,,,b021065b-601c-4d8d-9909-35fe8e2c5d42,1044,,"[91.9, 33.2]",3829520,24,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Frédéric Bulot,7817.0,Center Attacking Midfield,49,Stade de Reims,156,['fec30d86-dc5f-43b0-80dc-0ad9b08b00c6'],11,,Left Foot,,"[117.4, 41.7, 0.4]",,"[{'location': [89.1, 63.2], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [83.2, 31.3], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [86.8, 19.8], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.0, 37.4], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.2, 29.5], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.8, 32.8], 'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.2, 39.3], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.9, 45.3], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [82.8, 25.5], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.7, 29.6], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.2, 34.5], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.6, 44.9], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.5, 32.1], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.2, 36.9], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 32.4], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.3, 24.7], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Saved,0.016216626,Volley,Open Play,,,,Stade de Reims,156,00:24:11.763,Shot,
,,,,,,,,,,,,,,,,,1.451533,,,,,,,,,,,,,23f86f11-ab84-42e9-9756-3d576ada1707,1511,,"[94.9, 47.1]",3829520,35,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Pašalić,11603.0,Right Center Midfield,72,AS Monaco,129,['d9322858-96d7-483c-ac30-394ae79fa9b1'],32,,Left Foot,,"[120.0, 33.5, 1.7]",,"[{'location': [114.6, 40.5], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 44.0], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 43.6], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 46.2], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.4, 33.3], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.2, 38.3], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.7, 31.1], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 22.8], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.8, 45.8], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.1, 36.7], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",f48eabb8-317f-4992-ab80-f7919916bfc4,,Off T,0.037095513,Normal,Open Play,,,,AS Monaco,129,00:35:32.440,Shot,
,,,,,,,,,,,,,,,,,0.349356,,,,,,,,,,,,,6920b6a7-b920-48f0-befb-806d0db006b3,1536,,"[113.3, 33.3]",3829520,36,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Guido Marcelo Carrillo,3246.0,Center Forward,75,AS Monaco,129,['c4235bc8-5e1d-452e-8d6a-38b05b74851e'],55,,Head,,"[120.0, 36.0, 1.0]",,"[{'location': [113.6, 36.7], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 43.1], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 38.2], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.6, 34.6], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 40.5], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 31.7], 'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.1, 23.5], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.3, 35.2], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 38.2], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.7, 10.6], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.5, 27.6], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.8, 43.1], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.3, 36.9], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.7, 45.8], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.2, 43.8], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",d531ae55-dddc-4e5c-8997-b84cdda7c587,,Post,0.0707281,Normal,Open Play,,,,AS Monaco,129,00:36:55.031,Shot,
,,,,,,,,,,,,,,,,,0.780177,,,,,,,,,,,,,d1146a83-51a8-42cd-a79b-adc0dd97c727,1540,,"[107.5, 33.2]",3829520,36,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Nabil Dirar,5727.0,Right Wing,75,AS Monaco,129,"['45d07fd0-51d7-40de-99ab-cd1039904c30', 'a61abd1a-217f-4af6-a3b5-8828e9fa94fb']",57,,Right Foot,,"[120.0, 42.6, 5.8]",True,"[{'location': [117.3, 42.7], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.4, 38.7], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.3, 31.4], 'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.9, 32.9], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 38.5], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 32.6], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 33.5], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.9, 22.8], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 37.7], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.4, 40.6], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.1, 36.3], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.9, 49.1], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.8, 44.1], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.0, 27.5], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.07777715,Half Volley,Open Play,,,,AS Monaco,129,00:36:57.106,Shot,True
