bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.08099,,,,,,,,,,,,,7e197194-6669-46c8-a176-9f20e9704f8a,1658,,"[91.6, 34.7]",3829520,40,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Pašalić,11603.0,Right Center Midfield,82,AS Monaco,129,"['14fd1bb6-3287-43df-b698-f83c83866c2d', '9fa18052-3b2c-42a7-8e8b-3f8c66b7fdf4']",24,,Right Foot,,"[92.8, 35.0]",,"[{'location': [96.2, 31.6], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 39.0], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.3, 38.8], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.2, 35.1], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.3, 22.7], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.9, 30.0], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.8, 40.2], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [76.5, 52.6], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [79.8, 26.0], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.1, 15.4], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.1, 39.1], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.9, 27.2], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",b8d33f4f-f346-43d9-8757-6cb804fcc6f9,,Blocked,0.025175331,Normal,Open Play,,,,AS Monaco,129,00:40:24.815,Shot,
,,,,,,,,,,,,,,,,,0.812987,,,,,,,,,,,,,eea944ec-8347-45dc-a511-b9fbbb63b990,1854,,"[116.3, 31.7]",3829520,44,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Pašalić,11603.0,Right Center Midfield,90,AS Monaco,129,"['3d2f183d-a00a-44de-a70e-c355008aff35', 'ef12ba58-3097-4393-9d65-78aff3dca740']",16,True,Head,,"[120.0, 31.7, 3.8]",,"[{'location': [115.6, 45.2], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 51.8], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.2, 60.7], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.8, 34.6], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 37.5], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.4, 37.1], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.5, 32.1], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.8, 41.3], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.7, 26.4], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.2, 48.7], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.5, 41.4], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",dceee881-8201-4cf8-b4e7-9788995e010b,,Off T,0.067089856,Normal,Open Play,,,,AS Monaco,129,00:44:16.935,Shot,True
,,,,,,,,,,,,,,,,,0.112225,,,,,,,,,,,,,0f449af1-297a-4823-a29c-7cd7ba284df6,1862,,"[92.6, 40.1]",3829520,44,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Guido Marcelo Carrillo,3246.0,Center Forward,92,AS Monaco,129,"['2e42c228-e6d9-47f5-ac12-3459bc7ff8d2', '86e80ee9-1ef2-4349-ab35-c1186dea193b', 'ec762d24-518a-4b71-88f8-a252669bb294']",40,,Right Foot,True,"[120.0, 44.0, 0.0]",,"[{'location': [92.3, 62.8], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.2, 40.9], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 35.6], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 45.5], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.3, 28.9], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.6, 37.5], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 40.2], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.5, 27.1], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [77.4, 57.4], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [84.2, 41.3], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.3, 34.3], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",39c3e9c9-c314-480d-b1c2-b6682c0cb6a0,,Post,0.042858925,Normal,Open Play,,,,AS Monaco,129,00:44:40.576,Shot,True
,,,,,,,,,,,,,,,,,0.066718,,,,,,,,,,,,,921d4fc1-769d-4c5a-801a-d461dc3b5a68,1954,,"[104.5, 39.3]",3829520,46,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mario Pašalić,11603.0,Right Center Midfield,97,AS Monaco,129,"['19efe0c6-9a95-4601-8710-def326b4720f', '1bfc8cb6-b974-486c-940b-15a6b5abb0ee', '7f9acc83-ea3d-428b-b45e-3c0437174b9b']",8,,Right Foot,,"[105.7, 39.5]",,"[{'location': [99.1, 42.7], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 49.7], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 30.6], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.1, 40.0], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 43.8], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.5, 37.2], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 37.1], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 40.6], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.3, 45.4], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.8, 45.3], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 32.2], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Blocked,0.075112395,Normal,Open Play,,,,AS Monaco,129,00:01:08.906,Shot,True
,,,,,,,,,,,,,,,,,0.831422,,,,,,,,,,,,,5132f099-9168-44a3-8145-eda0af1e4337,2184,,"[106.1, 52.6]",3829520,52,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mario Pašalić,11603.0,Right Center Midfield,106,AS Monaco,129,['2e22e5ed-ccfd-43e5-94d8-1719502ab290'],27,,Left Foot,,"[120.0, 38.2, 3.8]",True,"[{'location': [115.5, 42.9], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.0, 34.5], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.3, 52.6], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.7, 52.5], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 55.1], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.8, 58.1], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 46.5], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 36.0], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 67.4], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.6, 54.4], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.5, 42.3], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.3, 32.5], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.7, 39.8], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Off T,0.08960683,Half Volley,Open Play,,,,AS Monaco,129,00:07:27.079,Shot,
,,,,,,,,,,,,,,,,,0.420194,,,,,,,,,,,,,3524eb06-dac5-4511-a3d1-e5e66b3acc24,2568,,"[83.4, 37.0]",3829520,63,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nicolas de Roussel de Préville,4383.0,Left Wing,133,Stade de Reims,156,"['12ea0c4b-8421-4aea-843b-900218cf2d52', 'e85d5baf-d785-4b8f-80fa-6022c347ace9']",4,,Right Foot,True,"[118.4, 40.5, 0.2]",,"[{'location': [98.5, 58.3], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.3, 61.9], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.5, 24.5], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [78.1, 27.5], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [92.5, 35.3], 'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.7, 38.7], 'player': {'id': 7375, 'name': 'Theoson Jordan Siebatcheu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [78.9, 39.3], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [118.8, 40.5], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.6, 38.7], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.0, 30.0], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.2, 23.2], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.9, 37.1], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 27.4], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.3, 36.0], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.6, 40.8], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.7, 52.1], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.0, 52.5], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",f8a31c23-91fe-4c7c-b427-7ea2be8cbfd0,,Saved,0.0057037165,Normal,Open Play,,,,Stade de Reims,156,00:18:04.002,Shot,
,,,,,,,,,,,,,,,,,1.129319,,,,,,,,,,,,,efd2549e-bed6-412c-baf1-aa2b108452fb,2642,,"[89.1, 41.2]",3829520,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nabil Dirar,5727.0,Right Wing,142,AS Monaco,129,['5012936f-d838-4a4f-a1b5-9816c1732019'],31,,Right Foot,,"[114.6, 37.9, 0.0]",,"[{'location': [77.5, 37.9], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [80.8, 32.4], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.1, 48.5], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.2, 41.2], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 39.9], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 36.8], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.5, 32.3], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.6, 30.5], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.9, 44.2], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [78.3, 45.1], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",0372a41b-c229-4a93-8625-e28222d8c93d,,Saved,0.029942349,Normal,Open Play,,,,AS Monaco,129,00:20:31.680,Shot,
,,,,,,,,,,,,,,,,,1.760811,,,,,,,,,,,,,89264236-dc29-45c6-b18e-4e614c705fcb,2646,,"[107.9, 40.3]",3829520,65,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Left Wing,142,AS Monaco,129,"['125f610a-17a6-4147-8edd-d0e5d5990701', 'a92bbc60-24fa-44e6-bc1b-41231301d957']",33,,Left Foot,,"[120.0, 28.0, 2.0]",True,"[{'location': [115.0, 39.6], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.4, 42.2], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 39.6], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 31.3], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 40.4], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.6, 40.9], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.3, 39.5], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.090763524,Half Volley,Open Play,,,,AS Monaco,129,00:20:33.977,Shot,True
,,,,,,,,,,,,,,,,,2.46903,,,,,,,,,,,,,3e0e7077-a04e-474f-8c2b-fb8ed55ae1f3,2783,,"[94.2, 23.9]",3829520,70,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Guido Marcelo Carrillo,3246.0,Center Forward,150,AS Monaco,129,"['2eb8a610-79a4-434d-beb3-0bf18bb520ff', 'd2f0f287-e037-4fbd-b322-a15e6855e537']",11,,Right Foot,,"[120.0, 59.1, 0.0]",True,"[{'location': [104.1, 40.4], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [93.2, 43.0], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.2, 44.8], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.8, 40.8], 'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 37.5], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 29.0], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 29.4], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 28.8], 'player': {'id': 7375, 'name': 'Theoson Jordan Siebatcheu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.6, 28.4], 'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.9, 28.0], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.6, 38.4], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 31.7], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.8, 44.3], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.5, 46.7], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.8, 27.4], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.5, 22.4], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",932ca035-9e90-487f-be39-036581c6d2f1,,Off T,0.017107898,Normal,Open Play,,,,AS Monaco,129,00:25:11.480,Shot,True
,,,,,,,,,,,,,,,,,0.199999,,,,,,,,,,,,,b265393e-f5ee-466b-b64a-a77db4b64713,2843,,"[98.3, 24.9]",3829520,71,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Gaëtan Charbonnier,7635.0,Center Attacking Midfield,151,Stade de Reims,156,"['2ef9c0e0-4f75-4cef-9cec-6d2629e5ed5a', '80fd3911-ee39-4b86-87b3-ecb84499480c', '9d58f141-bee2-4660-94c4-92942d333be9']",20,,Left Foot,True,"[117.2, 38.4, 1.0]",,"[{'location': [100.6, 11.8], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.5, 37.4], 'player': {'id': 7375, 'name': 'Theoson Jordan Siebatcheu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.9, 40.7], 'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.0, 38.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 45.4], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 39.2], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 33.6], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 29.1], 'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.8, 44.5], 'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.1, 19.7], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.2, 21.2], 'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.7, 25.7], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [82.2, 56.3], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",dfce3383-fe5c-419f-af24-2977a6d8a731,,Saved,0.027793078,Normal,Open Play,,,,Stade de Reims,156,00:26:20.244,Shot,True
