50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.215783,,,,,,,,,,,,,,7acf47c4-b7d1-44e4-b389-5133ff25be85,90,,"[97.2, 26.0]",3901183,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Corentin Jean,3010.0,Left Midfield,3,Troyes,133,"['07846437-e687-4690-8554-c9808ca672f3', '71d2145e-c4e5-4053-b756-b01fc3a7eb94']",21,,Right Foot,,"[99.3, 27.1]",,"[{'location': [85.3, 30.4], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [88.0, 31.4], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.3, 35.5], 'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 41.6], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.8, 37.1], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.3, 27.2], 'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.5, 31.0], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.3, 38.5], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.4, 49.9], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.9, 37.9], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.6, 14.0], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.5, 36.1], 'player': {'id': 15796, 'name': 'Babacar Gueye'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",4546443b-9859-4551-8faa-5355cde98f36,,,Blocked,0.027481947,Normal,Open Play,,,,Troyes,133,00:01:21.764,Shot,
,,,,,,,,,,,,,,,,0.654261,,,,,,,,,,,,,,34a61f02-5cd6-4d33-ad7f-ace2b14ff20e,130,,"[107.0, 35.5]",3901183,1,,True,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabien Camus,401470.0,Right Midfield,3,Troyes,133,['e57a7662-e135-419e-abe7-9a06bb869870'],54,,Right Foot,,"[120.0, 52.6]",True,"[{'location': [107.8, 26.4], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 30.8], 'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.3, 32.8], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 36.0], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.6, 27.2], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.4, 21.1], 'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 35.6], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.3, 24.4], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.1, 38.8], 'player': {'id': 15796, 'name': 'Babacar Gueye'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.8, 19.6], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.9, 29.5], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",58e6fb41-ff2b-490c-a2a3-5a3042046f10,,,Wayward,0.16187067,Normal,Open Play,,,,Troyes,133,00:01:54.042,Shot,
,,,,,,,,,,,,,,,,0.81062,,,,,,,,,,,,,,4468f544-5dbf-4264-bef2-6770d24b2b10,429,,"[108.8, 43.5]",3901183,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Thiago Emiliano da Silva,3295.0,Right Center Back,16,Paris Saint-Germain,131,['60639da4-d669-48c8-bda1-df3e9173b718'],35,,Right Foot,,"[117.7, 41.2, 0.2]",True,"[{'location': [90.4, 66.8], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.7, 40.9], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.3, 48.2], 'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.2, 59.8], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 43.8], 'player': {'id': 401472, 'name': 'Carlos Eduardo de Castro Lourenço'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 40.7], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 50.4], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.3, 35.9], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 42.6], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.3, 66.8], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.7, 32.5], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.2, 38.6], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.6, 48.1], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.5, 39.6], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,,,Saved,0.087956294,Volley,Open Play,,,,Paris Saint-Germain,131,00:08:35.286,Shot,
,,,,,,,,,,,,,,,,1.034157,,,,,,,,,,,,,,c5c043cf-b3bb-4968-a958-e214a0ad7f43,485,,"[96.2, 32.8]",3901183,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,19,Paris Saint-Germain,131,['f652f4a1-9b2a-4d1d-a2b8-ffcbb6cb3735'],30,,Right Foot,,"[120.0, 48.0, 1.3]",True,"[{'location': [96.1, 49.7], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.5, 41.9], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 29.7], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 34.2], 'player': {'id': 401472, 'name': 'Carlos Eduardo de Castro Lourenço'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.2, 35.0], 'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.9, 38.8], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 24.7], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.7, 44.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",02cbea17-6d1c-4021-91b7-0c6285f7319f,,,Off T,0.037726667,Half Volley,Open Play,,,,Paris Saint-Germain,131,00:09:30.378,Shot,
,,,,,,,,,,,,,,,,0.382078,,,,,,,,,,,,,,ef2345ec-25f4-4534-8281-3a20d45e5db1,605,,"[106.6, 33.4]",3901183,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Edinson Roberto Cavani Gómez,4319.0,Left Wing,25,Troyes,133,['0754a8cc-6468-4bc8-8226-fcbe31deb8de'],39,,Right Foot,,"[111.5, 35.6, 0.3]",,"[{'location': [71.1, 59.9], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.6, 36.1], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 53.9], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.9, 29.2], 'player': {'id': 401472, 'name': 'Carlos Eduardo de Castro Lourenço'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.1, 38.2], 'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [78.7, 54.5], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.8, 49.2], 'player': {'id': 4370, 'name': 'Javier Matías Pastore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.6, 58.1], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [83.5, 30.2], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.3, 44.9], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,True,,Saved,0.46120927,Normal,Open Play,,,,Paris Saint-Germain,131,00:12:39.715,Shot,
,,,,,,,,,,,,,,,,0.082961,,,,,,,,,,,,,,7454eddb-fe76-4e54-8fa8-480ee2b235ec,608,,"[113.4, 33.4]",3901183,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Edinson Roberto Cavani Gómez,4319.0,Left Wing,25,Troyes,133,['54db880d-b42a-4ad2-991f-9da2a9451f0d'],41,,Right Foot,,"[120.0, 39.0, 0.2]",True,"[{'location': [111.7, 45.5], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 29.9], 'player': {'id': 401472, 'name': 'Carlos Eduardo de Castro Lourenço'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 42.5], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 35.4], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.8, 57.4], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.8, 49.1], 'player': {'id': 4370, 'name': 'Javier Matías Pastore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,True,Goal,0.8974841,Normal,Open Play,,,,Paris Saint-Germain,131,00:12:41.047,Shot,
,,,,,,,,,,,,,,,,0.328982,,,,,,,,,,,,,,5d7659d6-6283-4f99-9c60-ebc8fde35c0f,639,,"[108.1, 40.2]",3901183,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Benjamin Nivet,3002.0,Right Center Midfield,26,Troyes,133,"['047b0b7c-c85b-44af-8280-83bd63a2ba9f', '1fac86bf-1496-4afd-b878-1030c7f7752f']",2,,Left Foot,,"[111.9, 40.5]",,"[{'location': [116.6, 26.4], 'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.2, 42.8], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 40.1], 'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.8, 34.2], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 37.2], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.7, 42.2], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.9, 49.0], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.5, 22.7], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.4, 40.4], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.8, 51.8], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.5, 44.3], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.2, 34.6], 'player': {'id': 15796, 'name': 'Babacar Gueye'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.5, 17.4], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",ffbf2cee-6ebc-41db-bb96-24c633ebad9d,,,Blocked,0.08806953,Volley,Open Play,,,,Troyes,133,00:14:02.604,Shot,
,,,,,,,,,,,,,,,,0.459361,,,,,,,,,,,,,,8ebcdaef-3db0-4d09-aab3-8e4100c5181d,643,,"[101.6, 51.7]",3901183,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Calvin Anele Ngcongca,401479.0,Right Back,26,Troyes,133,['2558b601-845c-4cc9-a4b5-b0e6fb92903f'],4,,Right Foot,,"[120.0, 45.0, 4.3]",True,"[{'location': [116.6, 42.6], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.5, 26.9], 'player': {'id': 4370, 'name': 'Javier Matías Pastore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.1, 26.4], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.0, 36.8], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.4, 30.4], 'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.6, 41.7], 'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 44.4], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.1, 42.8], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.6, 48.6], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.7, 41.3], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.3, 20.7], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [86.8, 31.0], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.2, 40.5], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.4, 39.9], 'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.0, 47.4], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.1, 37.7], 'player': {'id': 15796, 'name': 'Babacar Gueye'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Off T,0.037096184,Half Volley,Open Play,,,,Troyes,133,00:14:04.541,Shot,
,,,,,,,,,,,,,,,,1.216548,,,,,,,,,,,,,,7058fac2-5148-4e22-be4b-71b288653296,790,,"[109.7, 37.7]",3901183,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Javier Matías Pastore,4370.0,Right Center Midfield,33,Paris Saint-Germain,131,"['540aa335-87e5-4c6c-83d2-4608073ddd1f', '6d372429-b037-43e4-9cdd-2900c7795285']",44,,Right Foot,,"[120.0, 43.2, 0.9]",,"[{'location': [113.7, 38.3], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 51.6], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.5, 44.5], 'player': {'id': 401472, 'name': 'Carlos Eduardo de Castro Lourenço'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.4, 36.4], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.1, 38.0], 'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 42.0], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 49.6], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.5, 32.7], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",0c4d14d0-fd43-4dbd-8563-3da2deb333b0,True,,Goal,0.48731616,Lob,Open Play,,,,Paris Saint-Germain,131,00:16:44.835,Shot,True
,,,,,,,,,,,,,,,,0.338735,,,,,,,,,,,,,,5cf91e8c-69b9-488b-a12d-be565034829f,830,,"[112.2, 32.9]",3901183,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edinson Roberto Cavani Gómez,4319.0,Left Wing,35,Paris Saint-Germain,131,['33a9ef64-5812-4b30-9f49-866ad74d0a19'],16,,Right Foot,,"[115.0, 35.3, 1.6]",,"[{'location': [115.7, 36.1], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 47.6], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 36.2], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 30.8], 'player': {'id': 401472, 'name': 'Carlos Eduardo de Castro Lourenço'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 32.7], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 29.5], 'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.8, 39.3], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.7, 35.7], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.5, 21.0], 'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.6, 19.9], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",2cc253f6-696d-4bdb-bdbb-4eee02b012a7,True,,Saved,0.26996684,Half Volley,Open Play,,,,Paris Saint-Germain,131,00:18:16.261,Shot,
