50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.200454,,,,,,,,,,,,,,763a44ab-1e89-44d5-bf6f-ce1831d8823d,240,,,"[108.5, 47.3]",3869552,4,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kylian Mbappé Lottin,3009.0,Left Wing,6,France,771,"['4a1f8e0d-186a-41ff-93d7-a6b29ec3cb50', '6da23e73-a1ae-4c5a-98fb-1237c77566d6', 'e9bc9193-e003-4b63-aa98-41a3ee0cf6e0']",37,,Left Foot,"[112.6, 43.9]",,"[{'location': [110.8, 46.4], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.7, 43.8], 'player': {'id': 139016, 'name': 'Achraf Dari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 45.1], 'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.3, 45.5], 'player': {'id': 7459, 'name': 'Jawad El Yamiq'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.8, 42.6], 'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 50.1], 'player': {'id': 15890, 'name': 'Noussair Mazraoui'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.0, 44.1], 'player': {'id': 5234, 'name': 'Sofyan Amrabat'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 46.0], 'player': {'id': 46258, 'name': 'Azzedine Ounahi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.1, 65.3], 'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.2, 64.0], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [120.0, 54.4], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.8, 33.4], 'player': {'id': 6704, 'name': 'Theo Bernard François Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.1, 45.4], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.3, 53.7], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",cc1d6bf7-24c3-41de-b0ea-66bf80aa7b4c,,Blocked,,0.09459595,Normal,Open Play,,,,France,771,00:04:37.526,Shot,True
,,,,,,,,,,,,,,,,,,0.448327,,,,,,,,,,,,,,f4d06d6c-d7fb-41e4-b25e-1cb9a106f88b,244,,,"[115.7, 31.5]",3869552,4,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Theo Bernard François Hernández,6704.0,Left Back,6,France,771,['9cb01d13-e170-4578-8fe1-4682b42449fa'],40,,Left Foot,"[120.0, 38.9, 0.8]",True,"[{'location': [119.1, 38.4], 'player': {'id': 139016, 'name': 'Achraf Dari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.8, 34.0], 'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.1, 41.5], 'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.2, 46.6], 'player': {'id': 46258, 'name': 'Azzedine Ounahi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 49.1], 'player': {'id': 15890, 'name': 'Noussair Mazraoui'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.9, 46.4], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.1, 45.7], 'player': {'id': 7459, 'name': 'Jawad El Yamiq'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 40.2], 'player': {'id': 5234, 'name': 'Sofyan Amrabat'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 63.3], 'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.5, 54.8], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.5, 39.3], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.1, 61.7], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.9, 43.2], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.3, 44.7], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Goal,,0.0979349,Half Volley,Open Play,,,,France,771,00:04:40.089,Shot,
,,,,,,,,,,,,,,,,,,0.976005,,,,,,,,,,,,,,b4b2bbe9-bd6b-4445-b010-245913557fde,437,,,"[95.5, 26.2]",3869552,9,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Azzedine Ounahi,46258.0,Left Defensive Midfield,13,Morocco,788,['0d4fa301-204b-4900-a7e1-1078941a8957'],38,,Right Foot,"[117.2, 41.5, 0.8]",,"[{'location': [117.6, 38.4], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.6, 49.8], 'player': {'id': 6704, 'name': 'Theo Bernard François Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [85.5, 9.7], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.6, 22.8], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.9, 31.8], 'player': {'id': 11990, 'name': 'Youssouf Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 41.4], 'player': {'id': 11135, 'name': 'Ibrahima Konaté'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 27.7], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 15.7], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 22.1], 'player': {'id': 10481, 'name': 'Aurélien Djani Tchouaméni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [89.3, 62.6], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [88.9, 35.5], 'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.6, 18.4], 'player': {'id': 15890, 'name': 'Noussair Mazraoui'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [100.9, 44.8], 'player': {'id': 6301, 'name': 'Youssef En-Nesyri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.7, 10.3], 'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",08f899e0-ae4d-48ca-82e1-f28c2bca276a,,Saved,,0.01924696,Normal,Open Play,,,,Morocco,788,00:09:38.266,Shot,
,,,,,,,,,,,,,,,,,,0.374275,,,,,,,,,,,,,,b235bbd6-6653-40c2-83d3-296d8d5326ce,698,,,"[106.4, 54.6]",3869552,16,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakim Ziyech,5237.0,Right Wing,22,Morocco,788,['01b1e21a-50cc-44f5-b220-c6daab2d5549'],1,,Right Foot,"[120.0, 50.1, 0.2]",,"[{'location': [96.8, 45.2], 'player': {'id': 6301, 'name': 'Youssef En-Nesyri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.5, 18.1], 'player': {'id': 15890, 'name': 'Noussair Mazraoui'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [118.0, 43.3], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.6, 37.4], 'player': {'id': 10481, 'name': 'Aurélien Djani Tchouaméni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.6, 42.3], 'player': {'id': 11990, 'name': 'Youssouf Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 52.8], 'player': {'id': 6704, 'name': 'Theo Bernard François Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 52.3], 'player': {'id': 11135, 'name': 'Ibrahima Konaté'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 43.5], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 37.6], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.1, 39.7], 'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",ae69ad92-c9e4-4bdd-8e7a-e8abb2f041e7,,Off T,,0.06111174,Normal,Open Play,,,,Morocco,788,00:16:01.726,Shot,
,,,,,,,,,,,,,,,,,,0.596581,,,,,,,,,,,,,,5e15d155-92bc-4aa6-8a04-66314d372114,706,,,"[105.4, 26.8]",3869552,16,,True,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Olivier Giroud,3604.0,Center Forward,23,France,771,['b08d374e-22ba-4e09-adcb-bd2d0dba49e0'],32,,Left Foot,"[120.0, 36.2, 1.7]",,"[{'location': [84.2, 63.9], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.5, 29.3], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.1, 29.3], 'player': {'id': 7459, 'name': 'Jawad El Yamiq'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 26.8], 'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [90.1, 53.9], 'player': {'id': 15890, 'name': 'Noussair Mazraoui'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.1, 19.9], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [115.9, 36.1], 'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",42df2a79-a932-4289-b143-4843331fccec,,Post,,0.09802507,Normal,Open Play,,,,France,771,00:16:32.848,Shot,
,,,,,,,,,,,,,,,,,,0.100586,,,,,,,,,,,,,,1c9d37cc-5b3a-4acc-9ef9-2ed4adad4eb7,1080,,,"[95.3, 53.3]",3869552,25,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Achraf Hakimi Mouh,5245.0,Right Back,36,Morocco,788,"['4475be79-c40e-4a4a-830b-a2ac89c40a3f', '4d372f79-dac1-4b49-846f-46a554ad79fd']",27,,Right Foot,"[99.4, 51.7]",,"[{'location': [94.2, 51.8], 'player': {'id': 10481, 'name': 'Aurélien Djani Tchouaméni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.2, 37.7], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.0, 58.5], 'player': {'id': 6704, 'name': 'Theo Bernard François Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.8, 49.7], 'player': {'id': 11990, 'name': 'Youssouf Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 51.7], 'player': {'id': 11135, 'name': 'Ibrahima Konaté'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 27.8], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.5, 36.1], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 32.7], 'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.7, 51.5], 'player': {'id': 23774, 'name': 'Selim Amallah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.6, 49.6], 'player': {'id': 5234, 'name': 'Sofyan Amrabat'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [100.8, 71.1], 'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.7, 35.2], 'player': {'id': 6301, 'name': 'Youssef En-Nesyri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.6, 24.9], 'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.4, 41.7], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5aa35a4b-a9c4-4f13-81bd-a0f7638d1ac9,,Blocked,,0.020597277,Normal,Open Play,,,,Morocco,788,00:25:27.076,Shot,
,,,,,,,,,,,,,,,,,,0.500272,,,,,,,,,,,,,,feec1a47-a09f-40a8-b376-83235a04f754,1276,,,"[96.0, 32.9]",3869552,32,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aurélien Djani Tchouaméni,10481.0,Right Defensive Midfield,48,France,771,"['2b8ae5ba-5859-4e9c-81bc-d8109a89b2df', '4150cc04-cda6-4217-a084-5675f8849977']",23,,Right Foot,"[110.2, 38.0]",True,"[{'location': [108.0, 47.0], 'player': {'id': 15890, 'name': 'Noussair Mazraoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.1, 36.2], 'player': {'id': 7459, 'name': 'Jawad El Yamiq'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 35.9], 'player': {'id': 139016, 'name': 'Achraf Dari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 26.4], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 28.4], 'player': {'id': 5234, 'name': 'Sofyan Amrabat'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.6, 35.1], 'player': {'id': 46258, 'name': 'Azzedine Ounahi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.3, 38.8], 'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 53.7], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.4, 38.1], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.1, 26.4], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",cb1a19dc-3fbe-4858-9fbf-cd15037eaac3,,Blocked,,0.040336993,Normal,Open Play,,,,France,771,00:32:23.432,Shot,
,,,,,,,,,,,,,,,,,,0.041832,,,,,,,,,,,,,,a07f2606-64d3-4c92-b6f4-adf7f1673d18,1303,,,"[111.9, 44.5]",3869552,34,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Olivier Giroud,3604.0,Center Forward,51,France,771,"['1abb02dd-c90c-422c-b9c6-cd54da5242c8', '689f0c6b-65e8-4ea7-b7f5-857e061c6f7c', '91df5bba-8518-4039-a542-bff37a165766']",5,True,Head,"[112.6, 44.2]",,"[{'location': [115.8, 33.8], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.3, 38.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.3, 41.3], 'player': {'id': 23774, 'name': 'Selim Amallah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.3, 41.1], 'player': {'id': 11135, 'name': 'Ibrahima Konaté'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.6, 38.8], 'player': {'id': 7459, 'name': 'Jawad El Yamiq'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.3, 44.1], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.3, 46.6], 'player': {'id': 11990, 'name': 'Youssouf Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.5, 47.6], 'player': {'id': 6301, 'name': 'Youssef En-Nesyri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.0, 36.4], 'player': {'id': 5234, 'name': 'Sofyan Amrabat'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 36.8], 'player': {'id': 15890, 'name': 'Noussair Mazraoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.8, 48.2], 'player': {'id': 46258, 'name': 'Azzedine Ounahi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.2, 49.4], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.8, 40.8], 'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 44.3], 'player': {'id': 139016, 'name': 'Achraf Dari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",65fa9b99-6b12-4a4b-8bc2-a2ba5c258388,,Blocked,,0.060999498,Normal,Open Play,,,,France,771,00:34:05.976,Shot,True
,,,,,,,,,,,,,,,,,,0.71638,,,,,,,,,,,,,,7bae38bb-77db-4a42-af8f-687966177c19,1307,,,"[104.3, 46.5]",3869552,34,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Youssouf Fofana,11990.0,Left Defensive Midfield,51,France,771,['9fe40291-5586-4088-bc6f-aef030d430c1'],7,,Left Foot,"[120.0, 33.5, 6.3]",True,"[{'location': [112.6, 29.7], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.7, 39.9], 'player': {'id': 7459, 'name': 'Jawad El Yamiq'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.4, 51.4], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.4, 47.2], 'player': {'id': 6301, 'name': 'Youssef En-Nesyri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.0, 41.8], 'player': {'id': 23774, 'name': 'Selim Amallah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.2, 41.2], 'player': {'id': 11135, 'name': 'Ibrahima Konaté'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.3, 36.3], 'player': {'id': 5234, 'name': 'Sofyan Amrabat'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 46.6], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.5, 41.9], 'player': {'id': 139016, 'name': 'Achraf Dari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 38.1], 'player': {'id': 15890, 'name': 'Noussair Mazraoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 46.2], 'player': {'id': 46258, 'name': 'Azzedine Ounahi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.5, 41.2], 'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.9, 46.5], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.2, 38.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Off T,,0.061363008,Half Volley,Open Play,,,,France,771,00:34:07.645,Shot,
,,,,,,,,,,,,,,,,,,0.570406,,,,,,,,,,,,,,dbfeff49-55fe-4d47-aa30-1cb0084570bd,1351,,,"[111.7, 30.9]",3869552,35,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Kylian Mbappé Lottin,3009.0,Left Wing,53,France,771,"['0a010b5f-855a-477a-9da3-b171997222a8', 'e12746aa-8ce9-4f62-a3de-cbf58798549d']",10,,Right Foot,"[115.9, 38.1]",,"[{'location': [105.4, 41.4], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.3, 33.3], 'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.3, 39.1], 'player': {'id': 7459, 'name': 'Jawad El Yamiq'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 29.8], 'player': {'id': 139016, 'name': 'Achraf Dari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 27.8], 'player': {'id': 5234, 'name': 'Sofyan Amrabat'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 49.9], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",0aee59bd-6c88-4026-9410-754086c279cb,,Blocked,,0.15100354,Normal,Open Play,,,,France,771,00:35:10.886,Shot,
