50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.35995,,,,,,,,,,,,,18528b46-d4cc-4542-8133-2d30cf652949,239,,"[115.5, 36.7]",3890356,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Michael Gregoritsch,8309.0,Left Midfield,12,Hamburger SV,171,['c9ac07dd-d8ff-41a2-9076-ce246b8c5337'],49,,Left Foot,,"[120.0, 37.6, 0.4]",True,"[{'location': [120.0, 51.4], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.6, 51.0], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.7, 46.2], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.7, 39.6], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.4, 42.4], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",89963be8-fc52-460d-a7d4-905f013f8487,True,Goal,0.9034388,Normal,Open Play,,,,Hamburger SV,171,00:05:49.652,Shot,
,,,,,,,,,,,,,,,0.417923,,,,,,,,,,,,,5d5cb079-3ea6-4693-8077-2e8f837e9c32,572,,"[114.8, 31.4]",3890356,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Emir Spahić,26791.0,Left Center Back,25,Hamburger SV,171,"['2f987a89-00e1-420f-95a4-eb0e5bb19a1e', '79585c30-521b-4d0e-af7f-1c7eac4803bf']",22,True,Head,,"[120.0, 31.0, 1.0]",,"[{'location': [111.4, 41.8], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.0, 44.1], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 37.1], 'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.3, 47.2], 'player': {'id': 8316, 'name': 'Dennis Diekmeier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.7, 38.2], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 37.5], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.5, 42.6], 'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.1, 36.1], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 48.4], 'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.8, 46.9], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 43.6], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 32.5], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.6, 29.2], 'player': {'id': 8321, 'name': 'Sven Schipplock'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.8, 28.3], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",dd512658-ed01-4a15-ac9b-8c912b615957,,Off T,0.07173221,Normal,Open Play,,,,Hamburger SV,171,00:13:22.468,Shot,True
,,,,,,,,,,,,,,,0.58422,,,,,,,,,,,,,508073a9-19ae-4dda-934a-3c6ac3b9b2fb,819,,"[100.7, 55.0]",3890356,17,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dennis Diekmeier,8316.0,Right Back,35,Hamburger SV,171,['2a01e241-46cc-4aef-a6aa-6b9fc1f4787e'],51,,Right Foot,,"[116.4, 44.2, 2.4]",,"[{'location': [116.0, 43.7], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 53.6], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.0, 29.2], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.3, 46.3], 'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 51.7], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 39.1], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 42.7], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 36.1], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.4, 29.1], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.1, 41.6], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.0, 30.9], 'player': {'id': 8321, 'name': 'Sven Schipplock'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",7bb213d3-cb63-42cd-a166-9ff2094143ff,,Saved,0.036015406,Normal,Open Play,,,,Hamburger SV,171,00:17:51.333,Shot,
,,,,,,,,,,,,,,,1.11164,,,,,,,,,,,,,5cffcdc4-0c08-4a08-a4cf-9a6d44fb7706,1070,,"[97.6, 38.5]",3890356,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,52,Hamburger SV,171,['884bb517-5437-4f07-b512-b1bc5c9645a9'],6,,Right Foot,,"[120.0, 36.1, 2.1]",,"[{'location': [108.5, 40.1], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.4, 49.0], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.9, 42.2], 'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 41.6], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.5, 40.3], 'player': {'id': 8321, 'name': 'Sven Schipplock'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [96.3, 40.2], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.7, 43.7], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 52.0], 'player': {'id': 8316, 'name': 'Dennis Diekmeier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.3, 40.2], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 39.3], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 38.7], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.2, 37.9], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 37.0], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.5, 42.2], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.8, 32.7], 'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.4, 29.8], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Post,0.07920365,Normal,Free Kick,,,,Hamburger SV,171,00:26:06.842,Shot,
,,,,,,,,,,,,,,,0.259108,,,,,,,,,,,,,4d76b32d-7cf5-4e33-8bc6-4e3d3642f7c4,1074,,"[114.7, 35.1]",3890356,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nicolai Müller,8302.0,Right Midfield,52,Hamburger SV,171,"['e1d73939-bf2c-45f3-a369-f4cee5205816', 'f9a0ff39-47ff-49ae-9c8a-abfd9b43bf43']",8,,Right Foot,,"[120.0, 34.3, 0.3]",True,"[{'location': [106.9, 40.0], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.2, 43.9], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 40.1], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.2, 38.2], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 39.0], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 35.0], 'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.1, 42.0], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Off T,0.58641315,Half Volley,Open Play,,,,Hamburger SV,171,00:26:08.429,Shot,True
,,,,,,,,,,,,,,,0.253832,,,,,,,,,,,,,6178127d-3f3a-4982-b743-2a946f317693,1321,,"[93.1, 19.1]",3890356,31,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Salif Sané,5664.0,Left Defensive Midfield,64,Hannover 96,178,"['18ff819b-b6fd-4b4e-91d1-3aecd380d6b9', '3f6a4f09-d9c4-40c1-9d1b-af53c940832c', '50f83781-67b4-40e4-a672-175722471f0b']",40,,Right Foot,,"[101.8, 25.7]",,"[{'location': [117.5, 38.0], 'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 47.6], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.6, 49.6], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.3, 18.1], 'player': {'id': 27341, 'name': 'Marcelo Alfonso Díaz Rojas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.2, 1.5], 'player': {'id': 8321, 'name': 'Sven Schipplock'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [89.3, 6.1], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [90.9, 3.9], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.5, 1.4], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [76.5, 55.7], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.5, 18.9], 'player': {'id': 8316, 'name': 'Dennis Diekmeier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.1, 23.4], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.7, 40.2], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.5, 19.8], 'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.2, 26.4], 'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 33.7], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 34.8], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",b5b72a8e-df10-4dd8-95a8-93234c1b5ca9,,Blocked,0.0066354685,Normal,Open Play,,,,Hannover 96,178,00:31:40.138,Shot,True
,,,,,,,,,,,,,,,0.196043,,,,,,,,,,,,,49a3dea6-81a2-40b9-897a-eec572baa084,1326,,"[114.0, 31.6]",3890356,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Christian Schulz,400614.0,Left Center Back,65,Hannover 96,178,"['5707ec77-b4cd-46d0-904d-778192adc477', '9f8c536b-2168-41e5-b879-f1ec8d4a868d']",15,,Head,True,"[118.5, 37.2, 1.6]",,"[{'location': [114.1, 29.6], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.3, 47.0], 'player': {'id': 8316, 'name': 'Dennis Diekmeier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.7, 2.6], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.3, 33.2], 'player': {'id': 8321, 'name': 'Sven Schipplock'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.6, 35.5], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.6, 36.2], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.5, 37.5], 'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.5, 42.6], 'player': {'id': 27341, 'name': 'Marcelo Alfonso Díaz Rojas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.1, 37.4], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.8, 40.0], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 40.9], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.4, 40.3], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.6, 40.2], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.2, 40.2], 'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 40.9], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.7, 48.0], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 39.6], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.8, 47.8], 'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",ffcce616-2b80-4aa7-a901-9e6fdbeec046,,Saved,0.060133148,Normal,Open Play,,,,Hannover 96,178,00:32:15.782,Shot,
,,,,,,,,,,,,,,,0.192927,,,,,,,,,,,,,ff0c34be-2e9a-4939-beb8-eb458a2b0fde,1503,,"[107.8, 28.6]",3890356,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolai Müller,8302.0,Right Midfield,73,Hamburger SV,171,['f89ba34e-7f9d-4690-9bbb-28687671ed4f'],34,,Left Foot,,"[112.4, 32.6, 0.3]",True,"[{'location': [83.4, 19.8], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 17.4], 'player': {'id': 8321, 'name': 'Sven Schipplock'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.8, 45.8], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.1, 42.5], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.1, 40.0], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.4, 38.4], 'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 32.1], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 28.0], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.4, 39.2], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 28.4], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 32.5], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d240bd1d-8bb9-43a1-8b45-ef3407686e8e,,Saved,0.2049423,Normal,Open Play,,,,Hamburger SV,171,00:35:34.842,Shot,
,,,,,,,,,,,,,,,1.185415,,,,,,,,,,,,,b862977a-c187-40c1-ae90-78edafafa662,1538,,"[92.8, 40.3]",3890356,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Michael Gregoritsch,8309.0,Left Midfield,76,Hamburger SV,171,['37c16848-2747-4cca-8586-2818ea2f389f'],48,,Left Foot,,"[120.0, 47.7, 0.4]",,"[{'location': [115.6, 40.3], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.7, 53.1], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [85.9, 40.0], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [84.7, 42.3], 'player': {'id': 8321, 'name': 'Sven Schipplock'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.5, 28.1], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [85.2, 41.1], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [84.4, 45.7], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.9, 43.3], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.6, 47.3], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 39.4], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.4, 31.8], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",66112360-9659-44ee-810c-40bc88736ebc,,Off T,0.04024439,Normal,Open Play,,,,Hamburger SV,171,00:36:48.718,Shot,
,,,,,,,,,,,,,,,0.072472,,,,,,,,,,,,,ccfaa261-c10b-4fc7-aab1-0f966f2f7f44,1619,,"[104.9, 60.8]",3890356,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dennis Diekmeier,8316.0,Right Back,78,Hamburger SV,171,"['304556d9-bff9-4701-8e9c-18db67cb7e64', 'ebe72ee3-949e-49cd-987b-6ae3f13309eb']",36,,Right Foot,,"[105.9, 59.2]",,"[{'location': [95.8, 65.8], 'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.8, 51.6], 'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 59.8], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 53.5], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 77.9], 'player': {'id': 8321, 'name': 'Sven Schipplock'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [84.1, 27.7], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.6, 45.5], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.5, 52.7], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.5, 44.3], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 40.2], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 40.2], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 42.6], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 31.5], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.1, 31.5], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,Blocked,0.008108275,Half Volley,Open Play,,,,Hamburger SV,171,00:38:36.830,Shot,
