50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.087905,,,,,,,,,,,,a0ffb013-b2a8-4be0-a979-39c534af9dc8,233,,"[96.7, 56.0]",3754010,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Odion Jude Ighalo,5458.0,Left Center Forward,18,Watford,23,"['1c677c2f-2562-4501-8e72-2b6d4d6877a4', 'f9bb52b3-dc42-4e6c-95fa-33687109c1b8']",48,,Right Foot,"[120.0, 50.9, 1.7]",,"[{'location': [96.8, 68.6], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [93.0, 44.9], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.7, 30.0], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.9, 36.4], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.4, 57.7], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 49.1], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 57.4], 'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.8, 53.7], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.8, 44.7], 'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",fef3ecca-cfb7-496b-88c9-20c14482b4f8,,Off T,,0.031629786,Normal,Open Play,,,,Watford,23,00:04:48.445,Shot,True
,,,,,,,,,,,,,,,,0.772486,,,,,,,,,,,,edb61e11-ef24-4266-a15f-dc7d726ffc84,255,,"[103.3, 44.8]",3754010,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Odion Jude Ighalo,5458.0,Left Center Forward,20,Watford,23,['c7bfd7c9-0510-4af6-be3d-fd8d553dce6a'],40,,Right Foot,"[120.0, 34.7, 0.0]",True,"[{'location': [115.1, 40.2], 'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 39.4], 'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 42.1], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 25.8], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 33.7], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 27.9], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 22.0], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.2, 28.3], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.2, 37.0], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",55634e1c-c49b-476f-8601-4cc723003b0a,,Off T,,0.1952529,Half Volley,Open Play,,,,Watford,23,00:05:40.679,Shot,
,,,,,,,,,,,,,,,,0.686053,,,,,,,,,,,,5dbae942-ff4e-4bf8-ae7c-7ba4edba2c4d,275,,"[110.1, 41.0]",3754010,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Florian Thauvin,3254.0,Right Midfield,21,Newcastle United,37,['c4cf6af6-c7bf-4a9d-890e-20f1ae298893'],21,,Left Foot,"[113.3, 40.1]",True,"[{'location': [110.2, 39.9], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.4, 42.3], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 48.7], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 62.0], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.8, 43.6], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 41.0], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.4, 35.8], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.3, 72.1], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.0, 35.7], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.8, 42.0], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 39.3], 'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.6, 29.5], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Blocked,,0.14805324,Volley,Open Play,,,,Newcastle United,37,00:06:21.653,Shot,
,,,,,,,,,,,,,,,,0.646095,,,,,,,,,,,,3b44dbb8-8b9d-49d8-a8d9-5bdb58352492,278,,"[112.8, 40.3]",3754010,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Papiss Demba Cissé,30289.0,Center Forward,21,Newcastle United,37,['d8dea056-a18a-463b-9bb6-59e097ab76e3'],22,,Left Foot,"[117.4, 40.1, 0.0]",,"[{'location': [112.0, 39.8], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 39.6], 'player': {'id': 3254, 'name': 'Florian Thauvin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.9, 41.7], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 29.3], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.9, 61.6], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.1, 41.3], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 39.7], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 35.9], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 35.6], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.4, 45.8], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.4, 43.0], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Saved,True,0.39447507,Volley,Open Play,,,,Newcastle United,37,00:06:22.354,Shot,
,,,,,,,,,,,,,,,,0.759553,,,,,,,,,,,,3c20b0e9-c2bb-4b2a-aabc-53b19dfad6d1,344,,"[106.2, 34.4]",3754010,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Odion Jude Ighalo,5458.0,Left Center Forward,34,Watford,23,['6a6a4e8b-4948-45bc-a970-a57a44cc4101'],3,,Right Foot,"[120.0, 36.8, 0.0]",,"[{'location': [117.6, 37.9], 'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.8, 38.9], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 43.9], 'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 41.5], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 38.1], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 34.4], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.9, 42.4], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.5, 34.9], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 47.7], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.8, 48.3], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",1c6a4b4d-9545-4327-8a34-e2b216b139c1,,Goal,,0.09551467,Normal,Open Play,,,,Watford,23,00:09:03.247,Shot,
,,,,,,,,,,,,,,,,0.513864,,,,,,,,,,,,d3ae48c9-0796-4410-ba1c-3abb91e8f366,460,,"[106.5, 28.6]",3754010,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Papiss Demba Cissé,30289.0,Center Forward,43,Newcastle United,37,['e5411c8a-0ad2-4528-b6e5-d45df5721df3'],39,,Left Foot,"[120.0, 35.2, 0.0]",,"[{'location': [91.8, 31.0], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.8, 48.1], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.5, 42.5], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 42.0], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 30.0], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 33.6], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.6, 36.1], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 49.2], 'player': {'id': 3254, 'name': 'Florian Thauvin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.6, 45.2], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.3, 21.8], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",edd5da1d-fc4e-4432-998f-21a38c0d38f9,,Off T,,0.15098192,Normal,Open Play,,,,Newcastle United,37,00:13:39.544,Shot,
,,,,,,,,,,,,,,,,0.9901,,,,,,,,,,,,a9abb87a-5321-408d-a64c-82f0d8e6a509,642,,"[101.7, 33.1]",3754010,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Center Midfield,49,Newcastle United,37,['499c85d5-b1c3-4c57-88fe-f71f96a4d751'],36,,Right Foot,"[120.0, 47.1, 1.4]",True,"[{'location': [116.4, 17.9], 'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.0, 42.6], 'player': {'id': 3254, 'name': 'Florian Thauvin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.6, 34.7], 'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.7, 11.6], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [88.4, 26.7], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [102.3, 40.7], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.5, 44.1], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.1, 36.6], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 36.6], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 34.7], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 29.7], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 18.0], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 19.6], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.4, 38.7], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 40.7], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",6a270c13-920c-4c32-a630-a32303192c27,,Off T,,0.05627831,Normal,Open Play,,,,Newcastle United,37,00:18:36.347,Shot,
,,,,,,,,,,,,,,,,1.227032,,,,,,,,,,,,a390f2b6-c4db-4984-b83e-d94901ce17fb,736,,"[97.0, 38.4]",3754010,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Troy Deeney,3454.0,Right Center Forward,54,Watford,23,['b6badf9f-c2b0-4c21-a554-d79e9d8964fc'],59,,Right Foot,"[120.0, 45.2, 1.3]",True,"[{'location': [95.4, 47.8], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.7, 51.4], 'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.5, 46.2], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.4, 43.6], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 48.5], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.1, 35.9], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 38.3], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.0, 46.5], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [91.8, 36.7], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.7, 39.8], 'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 52.4], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",53511fdd-606e-4d6c-ad0a-e80e23136bd8,,Off T,,0.045449875,Normal,Open Play,,,,Watford,23,00:20:59.920,Shot,
,,,,,,,,,,,,,,,,1.311975,,,,,,,,,,,,bc341d8d-1e3c-430c-ac20-a50a629c97ac,809,,"[91.3, 28.8]",3754010,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Manuel Jurado Marín,6870.0,Left Midfield,59,Watford,23,['a7ddb568-124f-40eb-a224-030692c2ac4b'],40,,Right Foot,"[117.6, 39.3, 0.0]",,"[{'location': [117.6, 37.8], 'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 47.9], 'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.3, 45.8], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.9, 43.6], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.6, 60.4], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.2, 34.3], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.6, 44.9], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.2, 28.8], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.5, 55.3], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.4, 43.9], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.8, 28.6], 'player': {'id': 3254, 'name': 'Florian Thauvin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [79.7, 44.7], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [80.3, 58.2], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.7, 31.3], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.0, 48.5], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",effffc93-0f9a-4490-9e7c-ed6aeded3eea,,Saved,,0.022812685,Normal,Open Play,,,,Watford,23,00:23:40.281,Shot,
,,,,,,,,,,,,,,,,0.661679,,,,,,,,,,,,b00c05f9-0e92-45c6-a3fe-5b178c3b3c31,967,,"[106.3, 24.3]",3754010,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Odion Jude Ighalo,5458.0,Left Center Forward,72,Watford,23,['9dbcc8e4-dd52-48d3-af7a-92feec5b6b5e'],6,,Left Foot,"[118.2, 36.2, 0.1]",,"[{'location': [106.4, 26.6], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 30.7], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 38.2], 'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.3, 28.0], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.1, 36.2], 'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.7, 37.4], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",9752569c-0a9a-4adc-83c9-2686e900dbde,,Saved,,0.049547676,Normal,Open Play,,,,Watford,23,00:27:06.397,Shot,
