ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.093405,,,,,,,,,,,,,c2efcf8a-a8cb-4fdb-ae09-b1e9e2fbe8c2,332,,"[102.5, 30.9]",3754037,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tom Cleverley,3683.0,Left Wing,14,Everton,29,['a31a844e-9359-4cfe-9e89-f19389c0d539'],42,,Left Foot,"[120.0, 41.5, 0.2]",,"[{'location': [101.1, 26.0], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.9, 24.6], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.7, 43.8], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.4, 45.9], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.2, 33.8], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.0, 37.2], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 16.8], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.5, 33.5], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.4, 26.1], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 33.7], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.7, 40.0], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 28.6], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.5, 45.5], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.4, 34.4], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.2, 47.3], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",5031237e-180b-4055-ac97-8e54d6a1891f,Goal,0.08304733,Normal,Open Play,,,,Everton,29,00:06:42.279,Shot,
,,,,,,,,,,,,,,,0.944682,,,,,,,,,,,,,9a693352-6c74-42f8-a3f0-407b047cb3c5,404,,"[112.5, 35.9]",3754037,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marc Pugh,3646.0,Left Midfield,15,AFC Bournemouth,28,['d0d75320-5b1a-47c0-946f-7e8c27b28d9a'],32,,Right Foot,"[120.0, 41.7, 0.2]",,"[{'location': [111.9, 37.0], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.5, 53.9], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.0, 48.4], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.0, 46.5], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.7, 36.5], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 43.1], 'player': {'id': 3476, 'name': 'Muhamed Bešić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.4, 38.2], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.8, 42.7], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 45.2], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",a0bf6147-a4ce-45a1-b30b-c444d579bac6,Goal,0.47353765,Half Volley,Open Play,,,,AFC Bournemouth,28,00:08:32.370,Shot,
,,,,,,,,,,,,,,,0.222577,,,,,,,,,,,,,370be3a1-a05a-4a5c-a699-8849d41ac04e,757,,"[111.4, 27.8]",3754037,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,30,Everton,29,"['75ebe7c4-06f0-45c0-8134-c8521c96dccb', 'd5d2ed8c-545e-43dd-a319-39236a89c754']",32,,Left Foot,"[112.1, 28.5]",,"[{'location': [116.8, 34.9], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 45.5], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 41.7], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 29.0], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.3, 22.8], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.4, 36.9], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.2, 43.2], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.5, 48.2], 'player': {'id': 3476, 'name': 'Muhamed Bešić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.9, 23.1], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.2, 28.5], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 34.3], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.6, 37.5], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 32.5], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",e530073c-5d02-4f27-b5e4-c52eb7c26cdd,Blocked,0.04003388,Normal,Open Play,,,,Everton,29,00:17:32.775,Shot,
,,,,,,,,,,,,,,,0.283847,,,,,,,,,,,,,a6792a4e-d093-4e0a-9b16-b5d0fa8299ed,842,,"[95.0, 42.9]",3754037,19,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,34,AFC Bournemouth,28,"['60ec62d5-7d7a-49e3-b6e2-6fad7d1fe1ba', '91efc622-279d-4c44-81ad-867a1490723f', 'cf39b2f1-b2e9-476e-af05-be1d7da6d333']",8,,Left Foot,"[100.2, 41.7]",,"[{'location': [115.7, 40.1], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 41.4], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [84.7, 55.0], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.4, 39.1], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.7, 60.0], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.9, 44.0], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.8, 32.5], 'player': {'id': 3476, 'name': 'Muhamed Bešić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 38.4], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 41.9], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 48.3], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.5, 31.4], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",18a48dbd-1a58-47bc-b7b9-14f51428513a,Blocked,0.04605863,Normal,Open Play,,,,AFC Bournemouth,28,00:19:08.865,Shot,True
,,,,,,,,,,,,,,,1.419273,,,,,,,,,,,,,6fa0bdd7-5aa5-46fb-8203-dc094d9cb935,1185,,"[96.9, 34.6]",3754037,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tom Cleverley,3683.0,Left Wing,45,Everton,29,"['02828889-acc2-4ff5-a430-30f58fb3395f', '7b6246d8-0889-4acc-b44f-49561598dfea']",54,,Right Foot,"[120.0, 47.5, 5.8]",,"[{'location': [89.8, 34.8], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [96.8, 45.5], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [93.5, 34.3], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.6, 44.0], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 35.0], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 38.6], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 29.4], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.0, 27.0], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.9, 29.4], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.5, 39.9], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.3, 61.9], 'player': {'id': 3476, 'name': 'Muhamed Bešić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [88.0, 27.1], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.0, 41.7], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.8, 17.3], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.3, 30.2], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",ce713c8b-a6fa-44a3-b9a7-81716ca995fb,Off T,0.051963665,Normal,Open Play,,,,Everton,29,00:25:54.737,Shot,True
,,,,,,,,,,,,,,,0.166455,,,,,,,,,,,,,15c39df2-fb47-4d2b-b671-20c8bb40d02f,1220,,"[94.7, 42.3]",3754037,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Matt Ritchie,3049.0,Right Midfield,46,AFC Bournemouth,28,"['100c33eb-dfd4-439b-ab5c-736f58a9f406', '4908ce0f-316b-47c9-a91e-ccd683a9c099']",49,,Left Foot,"[96.5, 42.2]",,"[{'location': [115.5, 39.5], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.8, 38.0], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.3, 50.7], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.8, 20.3], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [84.2, 56.5], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.3, 30.7], 'player': {'id': 3476, 'name': 'Muhamed Bešić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.9, 43.6], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 38.8], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 41.5], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 51.3], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.0, 37.1], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",25ad5c11-df20-4bb2-9a53-96cdc8c0da2d,Blocked,0.036685802,Normal,Open Play,,,,AFC Bournemouth,28,00:26:49.058,Shot,
,,,,,,,,,,,,,,,0.064169,,,,,,,,,,,,,2f14d919-3592-4106-8892-ef9496401ec6,1260,,"[95.7, 32.4]",3754037,27,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,48,AFC Bournemouth,28,"['034b5480-7ed8-4aef-9f06-9b3d02c1268a', 'c8ec65b2-0e87-465b-b730-30ee37b0070b', 'f2285c3c-978d-4396-aeea-82dc342b2b9e']",25,,Left Foot,"[96.9, 32.7]",True,"[{'location': [101.6, 30.1], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.3, 27.3], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 17.5], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.1, 33.0], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 37.7], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.5, 31.7], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.1, 28.8], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.0, 11.7], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.1, 21.9], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.2, 18.8], 'player': {'id': 3476, 'name': 'Muhamed Bešić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 13.0], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.5, 39.2], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2b791096-07a4-4645-9b0f-b54f933aaca4,Blocked,0.04182428,Normal,Open Play,,,,AFC Bournemouth,28,00:27:25.091,Shot,True
,,,,,,,,,,,,,,,0.658932,,,,,,,,,,,,,c7ef76ca-bd00-43c0-bb7c-0218196e04d2,1266,,"[111.8, 46.0]",3754037,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Steve Cook,3341.0,Left Center Back,49,AFC Bournemouth,28,"['644525af-9c06-40d9-94b8-6ff9e42dc53c', '84bd67ea-18c9-4030-975d-edbea2f62b3f']",4,True,Head,"[120.0, 45.7, 0.9]",,"[{'location': [118.8, 41.0], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.3, 36.7], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 41.3], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.3, 40.2], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 39.6], 'player': {'id': 3476, 'name': 'Muhamed Bešić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.7, 38.3], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.7, 39.4], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.7, 42.4], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.0, 40.2], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.4, 28.6], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.8, 43.9], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.5, 43.5], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.1, 33.1], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 45.2], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",c3c6c33d-2756-4759-95ff-46b2548d6d65,Off T,0.06185592,Normal,Open Play,,,,AFC Bournemouth,28,00:28:04.255,Shot,True
,,,,,,,,,,,,,,,0.97451,,,,,,,,,,,,,6e97a92d-6e58-4215-8593-eb82f908f92f,1584,,"[104.1, 43.8]",3754037,35,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Ross Barkley,4275.0,Center Attacking Midfield,64,Everton,29,['3a02716d-56fc-46f9-8ba6-e1108e7d87ab'],4,,Right Foot,"[120.0, 42.3, 4.9]",,"[{'location': [103.1, 42.2], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [110.7, 35.7], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.4, 42.6], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.3, 48.2], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.6, 41.2], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 47.8], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.2, 45.3], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.3, 41.8], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.3, 43.1], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 36.0], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.2, 39.6], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.2, 22.2], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.9, 31.5], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 57.0], 'player': {'id': 3476, 'name': 'Muhamed Bešić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",d26e3d80-a15a-41ab-9185-9330cbef8e50,Off T,0.060505845,Normal,Open Play,,,,Everton,29,00:35:04.554,Shot,
,,,,,,,,,,,,,,,0.184111,,,,,,,,,,,,,32c48c6f-5da2-44c5-8326-41bfd865393e,1590,,"[105.1, 34.4]",3754037,35,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Ross Barkley,4275.0,Center Attacking Midfield,66,Everton,29,['fda6b1de-1db5-4977-a5d5-85673802095c'],31,,Right Foot,"[106.5, 34.6, 0.2]",True,"[{'location': [94.2, 30.1], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.6, 49.7], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.8, 34.7], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.5, 19.6], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 31.3], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 37.5], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.9, 32.2], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.9, 49.0], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.3, 41.0], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [81.8, 24.6], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",290cb2ef-6c53-47f8-855f-fbdae18f585c,Saved,0.24627207,Normal,Open Play,,,,Everton,29,00:35:31.804,Shot,
