ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.647004,,,,,,,,,,,,,1922d79e-fd57-4b82-bb6f-d2229d916ddb,1895,,"[110.1, 35.2]",3754037,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,El-Hadji Baye Oumar Niasse,3442.0,Center Forward,77,Everton,29,['6acbf2d7-24d0-42c2-9cd2-89159ef9c839'],51,,Right Foot,"[120.0, 49.3, 1.0]",True,"[{'location': [111.7, 38.5], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.9, 35.6], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.6, 35.8], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.4, 29.3], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.2, 40.7], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.5, 39.3], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.5, 42.1], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.0, 29.2], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.1, 34.7], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.1, 32.2], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.3, 39.8], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.7, 39.2], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 38.4], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.0, 42.1], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.5, 31.1], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [110.8, 35.7], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.2, 34.5], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",c252b0e9-4a25-452e-b087-ed4192a049cd,Off T,0.040344775,Backheel,Open Play,,,,Everton,29,00:42:51.299,Shot,
,,,,,,,,,,,,,,,1.28804,,,,,,,,,,,,,4fd2f46d-7e19-47d7-aef1-57d16043b138,2075,,"[112.3, 57.5]",3754037,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Joshua King,3346.0,Right Center Forward,89,AFC Bournemouth,28,['88dbdec9-5b66-49ea-8da5-2c1a0ce56774'],6,,Right Foot,"[120.0, 56.3, 1.1]",True,"[{'location': [118.7, 43.4], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.9, 36.8], 'player': {'id': 129558, 'name': 'Tony Hibbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.9, 40.8], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.2, 50.0], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 50.6], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.5, 45.1], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.1, 59.4], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.3, 32.1], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.1, 31.0], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.5, 43.8], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",09516bfb-5a1f-4168-a0f4-b3e6fc439294,Off T,0.011202154,Half Volley,Open Play,,,,AFC Bournemouth,28,00:02:06.873,Shot,
,,,,,,,,,,,,,,,0.652806,,,,,,,,,,,,,0ded9876-3b8e-467e-b10c-ad6cb61414cd,2269,,"[97.7, 24.4]",3754037,53,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Ross Barkley,4275.0,Center Attacking Midfield,100,Everton,29,"['972a5798-40e1-4733-abe1-467e5c04a4ce', 'cd8d485e-e0a5-4e22-9c88-e1ad4d22b911']",16,,Right Foot,"[109.2, 38.2]",,"[{'location': [105.6, 55.6], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.4, 36.9], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 47.0], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.6, 38.6], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 35.9], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 43.0], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.3, 31.1], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 32.0], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.7, 44.6], 'player': {'id': 129558, 'name': 'Tony Hibbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.5, 5.9], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.8, 38.1], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.5, 37.6], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.2, 25.0], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.0, 36.7], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.1, 27.3], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [100.0, 24.5], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.6, 20.3], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",e96307dc-1eec-466e-96cb-dc0da4a87a1e,Blocked,0.02168948,Normal,Open Play,,,,Everton,29,00:08:16.087,Shot,
,,,,,,,,,,,,,,,1.324764,,,,,,,,,,,,,b29ce190-c436-4f71-bf17-08582aeee7c1,2501,,"[95.5, 46.4]",3754037,58,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Joshua King,3346.0,Right Center Forward,106,AFC Bournemouth,28,['827d2a80-9c4d-479e-bbe5-913dbebec7ea'],29,,Right Foot,"[120.0, 35.0, 0.4]",,"[{'location': [90.4, 48.8], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.9, 42.9], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.3, 44.3], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.7, 40.7], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.9, 25.6], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.3, 19.8], 'player': {'id': 129558, 'name': 'Tony Hibbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.4, 26.4], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [81.5, 8.5], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.3, 42.6], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.4, 29.7], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 46.2], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 41.6], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",df1c520e-3694-42c0-ab55-a513c3af1a17,Off T,0.04073945,Normal,Open Play,,,,AFC Bournemouth,28,00:13:29.605,Shot,
,,,,,,,,,,,,,,,0.664631,,,,,,,,,,,,,620549e4-030f-4c1e-b78f-cb5f5eb8dfd1,2522,,"[112.2, 50.2]",3754037,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Callum Wilson,3616.0,Left Center Forward,108,AFC Bournemouth,28,['cb6e22ca-96d9-4a87-864d-c1288f53c06d'],22,,Right Foot,"[120.0, 45.5, 2.6]",,"[{'location': [116.7, 42.9], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 37.1], 'player': {'id': 129558, 'name': 'Tony Hibbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.3, 44.4], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.7, 49.3], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 44.4], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.1, 21.9], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.8, 41.3], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",09cb9230-0794-4b84-b76b-d1058cb3721d,Off T,0.07997005,Normal,Open Play,,,,AFC Bournemouth,28,00:14:22.829,Shot,
,,,,,,,,,,,,,,,1.004155,,,,,,,,,,,,,fc9a85f1-cae3-4aba-9a4c-67c61c24d1be,2584,,"[97.6, 47.8]",3754037,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Matt Ritchie,3049.0,Right Midfield,114,AFC Bournemouth,28,['3ccee490-c291-44ac-b048-787854a372a4'],29,,Left Foot,"[118.5, 42.5, 1.4]",,"[{'location': [106.7, 47.0], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 45.3], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.8, 43.4], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.3, 45.7], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 44.6], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.1, 40.9], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.4, 41.4], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.6, 36.1], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.1, 35.0], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.8, 32.4], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.0, 30.3], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [93.9, 39.4], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.4, 47.1], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.2, 40.3], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.8, 30.7], 'player': {'id': 129558, 'name': 'Tony Hibbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.1, 33.3], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 37.8], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.7, 35.8], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.3, 27.7], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,Saved,0.070975944,Normal,Free Kick,,,,AFC Bournemouth,28,00:17:29.506,Shot,
,,,,,,,,,,,,,,,0.614877,,,,,,,,,,,,,da32d63e-dd67-4ba7-a01d-61b2fdcc379e,2618,,"[112.6, 29.6]",3754037,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Leighton Baines,3518.0,Left Back,117,Everton,29,['f01fa932-bf59-443a-a743-bcfa0d105a58'],2,,Left Foot,"[120.0, 37.2, 2.0]",True,"[{'location': [102.7, 45.5], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.2, 54.9], 'player': {'id': 129558, 'name': 'Tony Hibbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.0, 40.1], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.1, 35.7], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.9, 43.6], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.2, 40.2], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 32.5], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [93.9, 48.2], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.8, 37.1], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 33.1], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.9, 41.7], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.8, 38.2], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.5, 44.1], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 53.1], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.5, 50.8], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",22205493-9afb-4b94-be28-7edbf10af411,Goal,0.1705538,Normal,Open Play,,,,Everton,29,00:18:02.957,Shot,
,,,,,,,,,,,,,,,0.741945,,,,,,,,,,,,,b5b5d56d-8a15-401e-b1f8-c3f58f5bf9b5,2658,,"[95.5, 41.1]",3754037,64,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aaron Lennon,3953.0,Right Wing,119,Everton,29,['f88c6f97-5b84-4b1a-85e7-ca20cc2bbdf4'],33,,Right Foot,"[115.0, 39.6, 0.2]",,"[{'location': [104.2, 29.8], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.4, 29.9], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.8, 12.0], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.7, 39.8], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.4, 17.9], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.5, 32.5], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 24.1], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.9, 37.8], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.9, 42.9], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.9, 30.4], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 35.0], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 41.8], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",dea04953-b345-481f-b0e6-7c821e62e304,Saved,0.044369604,Normal,Open Play,,,,Everton,29,00:19:33.512,Shot,
,,,,,,,,,,,,,,,0.975624,,,,,,,,,,,,,d8a2990c-c54c-4f21-b0d2-27a20079856d,2703,,"[109.2, 55.0]",3754037,65,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tony Hibbert,129558.0,Right Back,122,Everton,29,"['25d707d4-246a-4fe7-9d63-589f6491cb7a', 'b3f1f2a0-93f9-4ca4-beb6-d7b60f049696']",17,,Right Foot,"[117.8, 43.4, 0.6]",True,"[{'location': [109.2, 54.1], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 46.0], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.3, 43.6], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.6, 33.2], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.2, 42.8], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.7, 32.8], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.8, 41.4], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.1, 37.8], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 46.4], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.3, 43.8], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 51.7], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",f41016d5-d489-44c1-854b-d5ad9ca536b8,Saved,0.060018376,Normal,Open Play,,,,Everton,29,00:20:17.952,Shot,True
,,,,,,,,,,,,,,,0.205704,,,,,,,,,,,,,467c20db-36df-4e75-a83c-00cee48403c3,2906,,"[107.7, 35.3]",3754037,69,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Benik Afobe,3278.0,Right Center Forward,128,AFC Bournemouth,28,"['1fe2d92a-246a-4a6a-948e-39ac617506ff', '5a2454e2-ef13-45f0-a12f-b984cf43c51d']",48,,Left Foot,"[111.5, 37.0]",,"[{'location': [103.8, 21.9], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.4, 43.6], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.6, 47.5], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.3, 37.4], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 36.7], 'player': {'id': 129558, 'name': 'Tony Hibbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 39.6], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 48.2], 'player': {'id': 20067, 'name': 'Darron Gibson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 42.0], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.7, 59.3], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.2, 38.5], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a61bbf48-e0a2-4d11-862d-e0227732b748,Blocked,0.15700018,Normal,Open Play,,,,AFC Bournemouth,28,00:24:48.907,Shot,
