50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.0728,,,,,,,,,,,,,dc79748a-c29c-48a2-b5f0-145a4c0010b5,90,,"[92.2, 18.3]",266516,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Ceballos Fernández,6697.0,Left Center Midfield,4,Real Betis,218,['6bd15b5d-1832-4014-8bc4-6320f202e626'],23,Right Foot,"[119.3, 36.7, 0.6]",,"[{'location': [104.1, 12.0], 'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [96.4, 59.2], 'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [101.5, 34.3], 'player': {'id': 6883, 'name': 'Alexander Alegría Moreno'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.8, 1.8], 'player': {'id': 6646, 'name': 'Riza Durmisi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [102.4, 48.8], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 33.9], 'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.2, 37.5], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.8, 21.9], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 22.7], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 17.8], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.7, 9.9], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.6, 34.6], 'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.2, 48.4], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",8ff53a7d-26d4-44b2-90a7-645217d0de1d,,,Saved,0.0054147113,Normal,Open Play,,,,Real Betis,218,00:01:23.900,Shot,
,,,,,,,,,,,,,,,,,,,,0.0743,,,,,,,,,,,,,f4a1d710-8136-47de-a33e-6bf7e4ec358e,306,,"[112.3, 33.3]",266516,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,10,Barcelona,217,"['2919de30-fa75-427c-8c49-384a2d7b0e1d', '64bccdcf-cdd4-4b81-9572-5b41f4e9843e']",28,Left Foot,"[112.9, 34.1]",True,"[{'location': [113.0, 34.6], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 38.0], 'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.5, 38.8], 'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.2, 40.0], 'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 38.6], 'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.3, 39.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.5, 46.1], 'player': {'id': 6835, 'name': 'Alin Dorinel Toșca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 59.2], 'player': {'id': 6646, 'name': 'Riza Durmisi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.5, 51.7], 'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 42.0], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.9, 48.8], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.2, 49.6], 'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",2939cabc-bab2-45e0-8553-cdba04dcdbe4,,,Blocked,0.09060007,Volley,Open Play,,,,Barcelona,217,00:05:28.219,Shot,
,,,,,,,,,,,,,,,,,,,,0.5668,,,,,,,,,,,,,36452276-e8ba-455d-b88f-2b7af47d0092,531,,"[112.0, 52.1]",266516,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rubén Castro Martín,6832.0,Left Center Forward,22,Barcelona,217,['c99b2383-b93f-4fa5-9a49-f16735f281b5'],59,Right Foot,"[116.3, 46.7, 0.0]",True,"[{'location': [102.0, 54.0], 'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.7, 61.0], 'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [107.1, 58.9], 'player': {'id': 6883, 'name': 'Alexander Alegría Moreno'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.0, 60.3], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.5, 46.4], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.7, 52.6], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.4, 61.1], 'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.7, 35.5], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,,Saved,0.12573998,Normal,Open Play,,,,Real Betis,218,00:10:59.601,Shot,
,,,,,,,,,,,,,,,,,,,,2.0574,,,,,,,,,,,,,d7e64a72-49b9-4229-b63c-886d9ffa3780,671,,"[62.3, 70.1]",266516,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,27,Barcelona,217,['24e755a1-f64d-40c6-9e76-2bee8554f664'],11,Right Foot,"[107.8, 44.2, 1.3]",,"[{'location': [64.4, 68.4], 'player': {'id': 6835, 'name': 'Alin Dorinel Toșca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [53.9, 61.8], 'player': {'id': 6646, 'name': 'Riza Durmisi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [54.0, 9.9], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [56.7, 17.7], 'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [54.5, 41.0], 'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [62.4, 48.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [57.6, 51.2], 'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 44.0], 'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [70.1, 32.7], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [68.7, 50.1], 'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",f9211166-ac77-4351-ba63-4b88b6d1550a,,,Saved,0.003187881,Normal,Open Play,,,,Barcelona,217,00:14:11.343,Shot,
,,,,,,,,,,,,,,,,,,,,0.9977,,,,,,,,,,,,,f6c22c10-eff8-4dd1-acb2-d744676464c7,790,,"[92.5, 47.1]",266516,18,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Ceballos Fernández,6697.0,Left Center Midfield,37,Real Betis,218,['4f7dbc11-a8ef-425f-9d81-7e70828525f4'],11,Right Foot,"[118.2, 38.7, 1.6]",,"[{'location': [98.9, 64.6], 'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [101.2, 47.9], 'player': {'id': 6883, 'name': 'Alexander Alegría Moreno'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.2, 34.5], 'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.5, 3.4], 'player': {'id': 6646, 'name': 'Riza Durmisi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [78.7, 55.7], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [85.0, 49.8], 'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.7, 47.2], 'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 54.4], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 40.5], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 39.1], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 28.4], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.7, 58.8], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.2, 52.4], 'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.5, 46.3], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.2, 35.8], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [85.9, 34.4], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",9e0af222-c861-4746-a120-4982a92fbe45,,,Saved,0.02206709,Normal,Open Play,,,,Real Betis,218,00:18:11.640,Shot,
,,,,,,,,,,,,,,,,,,,,1.095504,,,,,,,,,,,,,9cfe6be0-9e64-471e-a5b1-60ab34683439,956,,"[104.6, 24.3]",266516,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Riza Durmisi,6646.0,Left Wing Back,45,Real Betis,218,['499ee80c-7227-4e14-a96b-8ff030be483d'],52,Left Foot,"[120.0, 38.1, 6.1]",,"[{'location': [102.4, 39.6], 'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.9, 47.8], 'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.5, 54.0], 'player': {'id': 6883, 'name': 'Alexander Alegría Moreno'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.8, 36.3], 'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.7, 27.4], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 40.5], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 36.6], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 53.4], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.9, 52.2], 'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.9, 46.0], 'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 34.1], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",4c42f43b-11f2-4d62-8163-3f577668c75c,,,Off T,0.03832916,Normal,Open Play,,,,Real Betis,218,00:21:52.651,Shot,
,,,,,,,,,,,,,,,,,,,,0.1726,,,,,,,,,,,,,973d2250-a09e-4d27-8ae0-93a337c2d428,1039,,"[106.6, 33.4]",266516,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rubén Castro Martín,6832.0,Left Center Forward,50,Real Betis,218,"['0c202a48-ff06-4445-ae88-8c2ad8566f2c', '29490f13-68e3-4819-b45c-e29d69280c92']",39,Right Foot,"[108.3, 34.5]",,"[{'location': [114.0, 28.2], 'player': {'id': 6646, 'name': 'Riza Durmisi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [101.3, 34.1], 'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.0, 44.5], 'player': {'id': 6883, 'name': 'Alexander Alegría Moreno'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.4, 47.5], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.4, 37.6], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.3, 37.5], 'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 35.0], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.5, 33.1], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.2, 38.0], 'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.4, 36.6], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 32.6], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",dd9a4c97-bfa8-47e8-b4f8-f5d75a9fbba5,,,Blocked,0.08320438,Normal,Open Play,,,,Real Betis,218,00:23:39.107,Shot,
,,,,,,,,,,,,,,,,,,,,0.629476,,,,,,,,,,,,,1b0300e1-57f1-4374-9602-ebd5e233d49b,1069,,"[109.0, 16.8]",266516,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,52,Barcelona,217,['b4b42c52-7ec0-45e9-84b2-e04a604fdc26'],14,Right Foot,"[120.0, 44.6, 4.6]",,"[{'location': [105.6, 16.7], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.6, 25.3], 'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.9, 25.7], 'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 39.7], 'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.9, 34.0], 'player': {'id': 6883, 'name': 'Alexander Alegría Moreno'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.3, 33.2], 'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.4, 36.7], 'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 34.2], 'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.0, 40.6], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.7, 43.4], 'player': {'id': 6835, 'name': 'Alin Dorinel Toșca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 41.4], 'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.2, 40.5], 'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.0, 39.6], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.8, 41.4], 'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.0, 45.8], 'player': {'id': 6646, 'name': 'Riza Durmisi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.5, 44.8], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.7, 40.6], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,,Off T,0.007750156,Normal,Free Kick,,,,Barcelona,217,00:25:14.644,Shot,
,,,,,,,,,,,,,,,,,,,,0.640606,,,,,,,,,,,,,3ea43f3c-8596-4045-baa6-e9604c9d55d0,1088,,"[109.7, 21.3]",266516,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rubén Castro Martín,6832.0,Left Center Forward,54,Real Betis,218,['28471438-adcd-4ddf-a810-30b799d24221'],10,Left Foot,"[120.0, 35.0, 0.3]",True,"[{'location': [105.4, 48.8], 'player': {'id': 6883, 'name': 'Alexander Alegría Moreno'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.7, 32.6], 'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.6, 48.4], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 42.0], 'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.5, 36.4], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 30.2], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 20.8], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.1, 32.4], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.8, 45.2], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.8, 53.7], 'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.3, 25.6], 'player': {'id': 6646, 'name': 'Riza Durmisi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",776dabf8-26b3-4a77-b2ac-e266ab739720,,,Off T,0.014184836,Normal,Open Play,,,,Real Betis,218,00:26:10.978,Shot,
,,,,,,,,,,,,,,,,,,,,0.5819,,,,,,,,,,,,,5c46b250-d729-46a0-a373-7054e2b8b16d,1207,,"[100.2, 26.1]",266516,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rubén Castro Martín,6832.0,Left Center Forward,59,Real Betis,218,"['1ff037c4-475c-4d37-ac3a-bc5a7aa3d7c5', 'dbc41f46-76dc-4f45-9f89-cc35679644f4']",50,Right Foot,"[111.5, 36.1]",,"[{'location': [105.5, 55.9], 'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [110.4, 42.7], 'player': {'id': 6883, 'name': 'Alexander Alegría Moreno'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [91.6, 36.1], 'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [97.6, 24.7], 'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.0, 15.0], 'player': {'id': 6646, 'name': 'Riza Durmisi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [85.8, 58.4], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.0, 50.9], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 42.6], 'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 36.6], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.9, 37.7], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 28.5], 'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.9, 19.0], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 33.6], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 26.0], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",88851909-b8b8-4907-b29d-c5f32ce92021,,,Blocked,0.032574765,Normal,Open Play,,,,Real Betis,218,00:28:50.315,Shot,
